;victoire;not_lose;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDA;FDD;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;top_GK;top_MF;top_DM;top_DF;top_FW;year;cluster;result;Domicile;reste;3-5-2;4-3-3;4-4-2;4-5-1;Cluster1;Cluster2;Cluster3;key;opp_cluster
657;1;1;0;40.0;23.7;3-5-2;5.0;16.6;78.2;13.0;12.0;-64.80000000000001;4;12;4-3-3;Bologna;reste;9.0;0;3;0;13.0;0.0;14.0;Sassuolo;297.16;380.0;1.5293367346938775;-0.4791666666666667;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;V;0;1;1;0;0;0;0;0;1;BolognaSassuolo2022;3.0
659;0;0;0;48.0;23.7;3-5-2;3.0;18.3;67.6;15.0;15.0;51.66999999999999;20;1;3-5-2;Bologna;reste;9.0;0;2;0;13.0;0.0;12.0;Cagliari;292.032;432.0;1.1903511404561824;-0.5;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;0;1;1;0;0;0;0;0;1;BolognaCagliari2022;3.0
660;0;0;1;39.0;23.7;3-5-2;5.0;17.6;79.1;13.0;9.0;-291.0300000000001;6;1;4-5-1;Bologna;reste;12.0;0;3;0;14.0;1.0;11.0;Napoli;340.921;431.0;1.4891206482593038;-1.3541666666666667;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;1;1;1;0;0;0;0;0;1;BolognaNapoli2022;2.0
662;0;1;1;60.0;23.7;3-5-2;2.0;19.1;79.8;14.0;10.0;59.69999999999999;16;2;4-5-1;Bologna;reste;12.0;0;2;0;15.0;0.0;15.0;Empoli;449.274;563.0;1.6709933973589437;-0.3958333333333333;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;1;1;1;0;0;0;0;0;1;BolognaEmpoli2022;0.0
663;0;1;1;60.0;23.7;3-5-2;2.0;19.1;79.8;14.0;10.0;59.69999999999999;16;2;4-5-1;Bologna;reste;12.0;0;2;0;15.0;0.0;15.0;Empoli;449.274;563.0;1.6709933973589437;-0.3958333333333333;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;1;1;1;0;0;0;0;0;1;BolognaEmpoli2022;3.0
664;0;0;0;44.0;23.7;3-5-2;3.0;16.3;85.1;7.0;16.0;-78.28000000000003;6;2;4-3-3;Bologna;reste;11.0;0;2;0;11.0;1.0;13.0;Lazio;423.798;498.0;1.6899759903961584;-2.1041666666666665;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;0;1;1;0;0;0;0;0;1;BolognaLazio2022;3.0
666;1;1;1;61.0;23.7;3-4-3;7.0;19.0;78.9;9.0;7.0;107.7;9;2;4-5-1;Bologna;reste;19.0;0;1;0;6.0;0.0;13.0;Spezia;444.20700000000005;563.0;1.9777911164465791;-0.0625;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;V;1;1;0;0;0;0;0;0;1;BolognaSpezia2022;0.0
668;0;1;0;44.0;23.7;3-4-3;3.0;22.5;73.5;6.0;25.0;115.64;5;2;4-5-1;Bologna;reste;8.0;0;3;0;15.0;5.0;13.0;Salernitana;271.95;370.0;1.0468937575030013;-7.0;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;0;1;0;0;0;0;0;0;1;BolognaSalernitana2022;0.0
670;0;1;1;51.0;23.7;3-4-3;1.0;20.3;70.7;5.0;23.0;-37.200000000000024;8;3;3-4-3;Bologna;reste;6.0;0;3;0;13.0;0.0;16.0;Torino;277.144;392.0;1.1880252100840338;-1.8333333333333333;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;1;1;0;0;0;0;0;0;1;BolognaTorino2022;3.0
672;0;0;0;39.0;23.7;3-4-3;0.0;15.0;70.4;7.0;16.0;-139.60000000000002;7;3;4-3-3;Bologna;reste;4.0;0;5;1;14.0;1.0;9.0;Fiorentina;237.952;338.0;0.8923319327731095;-2.2916666666666665;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;0;1;0;0;0;0;0;0;1;BolognaFiorentina2022;2.0
673;0;0;1;60.0;23.7;3-4-3;3.0;17.4;76.0;10.0;9.0;-212.55;7;3;3-4-3;Bologna;reste;12.0;0;0;0;15.0;0.0;12.0;Atalanta;459.04;604.0;1.5246098439375753;-0.6666666666666666;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;1;1;0;0;0;0;0;0;1;BolognaAtalanta2022;2.0
675;0;1;0;47.0;23.7;3-5-2;4.0;23.1;76.8;17.0;7.0;-360.75000000000006;15;4;4-5-1;Bologna;reste;8.0;0;2;0;33.0;0.0;10.0;Milan;321.024;418.0;0.8683973589435772;-1.0833333333333333;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;0;1;1;0;0;0;0;0;1;BolognaMilan2022;1.0
677;1;1;1;52.0;23.7;3-5-2;4.0;18.1;80.9;11.0;11.0;57.649999999999984;7;4;4-4-2;Bologna;reste;19.0;0;1;0;9.0;0.0;11.0;Sampdoria;440.09600000000006;544.0;1.9227190876350544;-0.33333333333333337;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;V;1;1;1;0;0;0;0;0;1;BolognaSampdoria2022;3.0
679;0;1;0;49.0;23.7;3-5-2;2.0;21.9;81.5;12.0;11.0;-456.3;5;4;4-3-3;Bologna;reste;9.0;0;5;2;23.0;2.0;11.0;Juventus;343.115;421.0;1.1110444177671068;-3.125;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;0;1;1;0;0;0;0;0;1;BolognaJuventus2022;1.0
681;0;1;1;55.0;23.7;3-5-2;3.0;17.2;79.8;5.0;9.0;43.899999999999984;8;4;3-5-2;Bologna;reste;10.0;0;2;0;17.0;0.0;22.0;Udinese;375.858;471.0;2.0804321728691484;-1.2083333333333333;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;1;1;1;0;0;0;0;0;1;BolognaUdinese2022;3.0
683;1;1;1;41.0;23.7;3-5-2;3.0;13.9;82.8;6.0;11.0;-372.35;3;4;3-5-2;Bologna;reste;5.0;0;1;0;26.0;0.0;9.0;Internazionale;365.976;442.0;1.1598139255702282;-1.8125;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;V;1;1;1;0;0;0;0;0;1;BolognaInternazionale2022;1.0
685;0;1;0;57.0;23.7;3-5-2;4.0;15.6;80.3;7.0;9.0;-195.05;4;5;3-4-3;Bologna;reste;10.0;0;1;0;17.0;1.0;10.0;Roma;432.817;539.0;1.4180672268907566;-2.0416666666666665;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;N;0;1;1;0;0;0;0;0;1;BolognaRoma2022;2.0
687;0;0;0;60.0;23.7;3-5-2;10.0;15.5;81.3;19.0;13.0;105.21999999999998;7;5;3-4-3;Bologna;reste;23.0;0;4;0;16.0;1.0;10.0;Venezia;409.752;504.0;2.247674069627851;-1.2291666666666667;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;0;1;1;0;0;0;0;0;1;BolognaVenezia2022;0.0
689;0;0;1;55.0;23.7;3-5-2;1.0;15.9;81.1;9.0;9.0;-64.80000000000001;7;5;4-5-1;Bologna;reste;7.0;1;0;0;16.0;0.0;10.0;Sassuolo;403.067;497.0;1.2248649459783914;-0.8125;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;D;1;1;1;0;0;0;0;0;1;BolognaSassuolo2022;3.0
691;1;1;0;50.0;23.7;3-5-2;4.0;12.4;71.9;10.0;10.0;64.91999999999999;6;5;4-5-1;Bologna;reste;11.0;0;1;0;18.0;1.0;17.0;Genoa;309.889;431.0;1.980492196878752;-1.9166666666666663;1.5384894931684838;2.1014249606589543;2.745701955758978;2.3330305419637383;0.822759813397016;0;1;0;0;0;2022;3;V;0;1;1;0;0;0;0;0;1;BolognaGenoa2022;0.0
693;1;1;0;46.0;24.5;4-4-2;3.0;17.4;71.8;5.0;6.0;-516.0;7;8;4-4-2;Empoli;reste;11.0;0;3;0;18.0;0.0;10.0;Juventus;287.2;400.0;1.286689675870348;-1.0833333333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;1;0;0;1;0;0;0;0;EmpoliJuventus2022;1.0
695;0;0;1;68.0;24.5;4-4-2;5.0;19.3;81.2;9.0;12.0;45.52;14;9;4-3-3;Empoli;automne;21.0;1;2;0;10.0;0.0;21.0;Venezia;500.19200000000006;616.0;2.6150960384153663;-0.625;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;0;0;0;1;0;0;0;0;EmpoliVenezia2022;0.0
697;0;0;1;54.0;24.5;4-4-2;4.0;19.5;73.8;9.0;10.0;-2.050000000000012;8;9;4-4-2;Empoli;automne;15.0;0;2;0;14.0;0.0;10.0;Sampdoria;346.122;469.0;1.4535564225690276;-0.75;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;0;0;0;1;0;0;0;0;EmpoliSampdoria2022;3.0
699;1;1;0;50.0;24.5;4-4-2;5.0;21.6;78.0;9.0;13.0;-8.030000000000001;3;9;3-5-2;Empoli;automne;17.0;0;1;0;15.0;0.0;15.0;Cagliari;383.76;492.0;1.8343337334933976;-1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;0;0;0;1;0;0;0;0;EmpoliCagliari2022;3.0
701;1;1;1;37.0;24.5;4-4-2;6.0;17.2;73.3;11.0;15.0;-59.69999999999999;4;9;4-5-1;Empoli;automne;14.0;1;2;0;19.0;0.0;22.0;Bologna;225.031;307.0;2.2524009603841537;-1.2083333333333337;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;1;0;0;0;1;0;0;0;0;EmpoliBologna2022;3.0
703;0;0;0;37.0;24.5;4-4-2;3.0;19.2;80.2;8.0;15.0;-254.75;7;10;4-5-1;Empoli;automne;11.0;0;3;0;18.0;2.0;11.0;Roma;303.156;378.0;1.3581932773109249;-3.395833333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;0;0;0;1;0;0;0;0;EmpoliRoma2022;2.0
705;0;0;1;48.0;24.5;4-3-3;4.0;19.2;75.6;14.0;10.0;-272.25;14;10;3-5-2;Empoli;automne;12.0;0;3;0;21.0;0.0;16.0;Atalanta;353.80799999999994;468.0;1.6779711884753905;-0.7708333333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;0;0;1;0;0;0;0;0;EmpoliAtalanta2022;2.0
707;1;1;0;40.0;24.5;4-4-2;4.0;16.7;74.4;16.0;16.0;55.94;6;10;3-5-2;Empoli;automne;9.0;1;3;0;12.0;0.0;12.0;Salernitana;258.91200000000003;348.0;1.3536164465786316;-0.4166666666666667;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;0;0;0;1;0;0;0;0;EmpoliSalernitana2022;0.0
708;0;0;1;31.0;24.5;4-4-2;2.0;18.0;74.8;6.0;20.0;-432.05;4;10;3-5-2;Empoli;automne;9.0;0;1;1;21.0;0.0;15.0;Internazionale;234.872;314.0;1.479591836734694;-2.0625;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;0;0;0;1;0;0;0;0;EmpoliInternazionale2022;1.0
710;1;1;0;43.0;24.5;4-4-2;4.0;19.3;77.8;11.0;12.0;-124.5;4;10;4-3-3;Empoli;automne;13.0;1;2;0;15.0;0.0;16.0;Sassuolo;315.868;406.0;1.761779711884754;-0.7708333333333334;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;0;0;0;1;0;0;0;0;EmpoliSassuolo2022;3.0
712;0;1;1;53.0;24.5;4-4-2;2.0;17.5;73.1;8.0;8.0;5.219999999999999;5;11;3-5-2;Empoli;automne;10.0;0;0;0;14.0;1.0;21.0;Genoa;342.83899999999994;469.0;1.9221938775510203;-1.7083333333333337;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;1;0;0;0;1;0;0;0;0;EmpoliGenoa2022;0.0
714;0;0;0;43.0;24.5;4-4-2;4.0;17.7;66.3;10.0;13.0;-36.47999999999999;17;11;3-4-3;Empoli;automne;9.0;0;3;0;22.0;1.0;7.0;Hellas-Verona;265.863;401.0;0.8928571428571429;-2.3541666666666665;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;0;0;0;1;0;0;0;0;EmpoliHellas-Verona2022;3.0
716;1;1;1;51.0;24.5;4-4-2;5.0;17.7;77.7;16.0;15.0;-199.3;5;11;4-3-3;Empoli;automne;17.0;0;1;0;16.0;1.0;10.0;Fiorentina;369.852;476.0;1.717211884753902;-1.6041666666666667;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;1;0;0;0;1;0;0;0;0;EmpoliFiorentina2022;2.0
718;0;1;0;59.0;24.5;4-4-2;5.0;19.2;76.6;5.0;15.0;-96.9;5;12;3-4-3;Empoli;reste;16.0;0;3;0;10.0;0.0;9.0;Torino;369.978;483.0;1.5024759903961589;-1.1458333333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;0;1;0;0;1;0;0;0;0;EmpoliTorino2022;3.0
720;1;1;1;58.0;24.5;4-4-2;8.0;16.0;81.8;5.0;12.0;-15.800000000000011;4;12;4-4-2;Empoli;reste;22.0;0;4;0;19.0;1.0;18.0;Udinese;440.902;539.0;2.6656662665066024;-2.520833333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;1;1;0;0;1;0;0;0;0;EmpoliUdinese2022;3.0
722;1;1;0;40.0;24.5;4-4-2;5.0;19.2;80.2;8.0;11.0;-350.73;6;12;4-5-1;Empoli;reste;12.0;0;1;0;30.0;0.0;8.0;Napoli;328.01800000000014;409.0;1.2331932773109249;-1.8958333333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;1;0;0;1;0;0;0;0;EmpoliNapoli2022;2.0
724;0;1;0;65.0;24.5;4-4-2;6.0;16.3;82.7;2.0;9.0;48.0;4;12;3-5-2;Empoli;reste;22.0;0;2;0;9.0;0.0;20.0;Spezia;488.75700000000006;591.0;2.7861644657863147;-0.9583333333333334;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;0;1;0;0;1;0;0;0;0;EmpoliSpezia2022;0.0
726;0;0;1;55.0;24.5;4-4-2;4.0;17.5;78.9;9.0;18.0;-420.45000000000016;3;12;4-5-1;Empoli;reste;15.0;1;1;0;18.0;2.0;10.0;Milan;418.959;531.0;1.6168217286914768;-3.5;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;1;0;0;1;0;0;0;0;EmpoliMilan2022;1.0
728;0;1;0;38.0;24.5;4-4-2;3.0;20.9;75.0;10.0;11.0;-137.98000000000002;15;1;4-3-3;Empoli;reste;10.0;1;4;0;22.0;1.0;13.0;Lazio;270.0;360.0;1.2715336134453783;-2.2291666666666665;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;0;1;0;0;1;0;0;0;0;EmpoliLazio2022;3.0
729;0;0;1;45.0;24.5;4-4-2;4.0;14.0;82.4;12.0;10.0;-124.5;3;1;4-5-1;Empoli;reste;15.0;0;2;1;24.0;1.0;15.0;Sassuolo;393.048;477.0;2.1499099639855945;-2.125;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;1;0;0;1;0;0;0;0;EmpoliSassuolo2022;3.0
731;0;1;0;50.0;24.5;4-5-1;6.0;17.6;78.2;13.0;16.0;45.52;7;1;4-5-1;Empoli;reste;18.0;0;5;0;14.0;1.0;13.0;Venezia;344.08;440.0;1.9783163265306123;-1.7916666666666667;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;N;0;1;0;0;0;1;0;0;1;EmpoliVenezia2022;0.0
733;0;0;1;58.0;24.5;4-5-1;7.0;18.1;82.1;16.0;14.0;-254.75;4;1;3-5-2;Empoli;reste;16.0;0;2;0;16.0;0.0;14.0;Roma;450.72899999999987;549.0;1.937124849939976;-0.5416666666666667;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;D;1;1;0;0;0;1;0;0;1;EmpoliRoma2022;2.0
735;0;1;0;40.0;24.5;4-5-1;4.0;17.3;71.4;9.0;15.0;-59.69999999999999;14;2;3-5-2;Empoli;reste;15.0;0;4;0;12.0;0.0;10.0;Bologna;269.17800000000005;377.0;1.5369897959183674;-0.9375;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;N;0;1;0;0;0;1;0;0;1;EmpoliBologna2022;3.0
737;0;1;1;46.0;24.5;4-4-2;5.0;25.0;67.4;6.0;15.0;-8.030000000000001;7;2;3-5-2;Empoli;reste;15.0;0;1;0;17.0;1.0;14.0;Cagliari;252.076;374.0;1.3461134453781516;-2.5;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;1;1;0;0;1;0;0;0;0;EmpoliCagliari2022;3.0
739;0;0;0;58.0;24.5;4-4-2;2.0;17.1;79.9;10.0;12.0;-2.050000000000012;6;2;4-4-2;Empoli;reste;10.0;0;2;0;8.0;0.0;15.0;Sampdoria;429.86199999999997;538.0;1.6492346938775508;-0.4166666666666666;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;1;0;0;1;0;0;0;0;EmpoliSampdoria2022;3.0
741;0;0;1;53.0;24.5;4-4-2;2.0;13.6;78.9;9.0;16.0;-516.0;7;2;4-4-2;Empoli;reste;11.0;0;2;0;12.0;0.0;8.0;Juventus;414.225;525.0;1.4408013205282115;-1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;1;0;0;1;0;0;0;0;EmpoliJuventus2022;1.0
743;0;1;0;48.0;24.5;4-5-1;2.0;24.2;63.2;5.0;19.0;5.219999999999999;8;3;4-5-1;Empoli;reste;8.0;0;3;0;18.0;0.0;15.0;Genoa;269.86400000000003;427.0;0.9615096038415368;-1.8958333333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;N;0;1;0;0;0;1;0;0;1;EmpoliGenoa2022;0.0
745;0;0;0;47.0;24.5;4-5-1;2.0;19.5;80.4;4.0;12.0;-420.45000000000016;6;3;4-5-1;Empoli;reste;5.0;0;0;0;15.0;1.0;6.0;Milan;402.804;501.0;0.6577881152460986;-2.3541666666666665;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;D;0;1;0;0;0;1;0;0;1;EmpoliMilan2022;1.0
747;0;1;1;37.0;24.5;4-5-1;2.0;20.4;62.3;13.0;17.0;-36.47999999999999;8;3;3-5-2;Empoli;reste;7.0;0;2;0;13.0;1.0;13.0;Hellas-Verona;201.852;324.0;0.9570828331332536;-1.7916666666666667;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;3;N;1;1;0;0;0;1;0;0;1;EmpoliHellas-Verona2022;3.0
749;0;0;0;38.0;24.5;4-4-2;1.0;22.9;79.8;3.0;20.0;-199.3;14;4;4-3-3;Empoli;reste;5.0;0;3;1;24.0;0.0;10.0;Fiorentina;284.886;357.0;0.7271158463385357;-2.5;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;1;0;0;1;0;0;0;0;EmpoliFiorentina2022;2.0
751;0;1;1;58.0;24.5;4-4-2;4.0;16.1;73.6;6.0;11.0;48.0;6;4;4-5-1;Empoli;reste;15.0;0;2;0;11.0;0.0;18.0;Spezia;356.22399999999993;484.0;2.124624849939976;-0.875;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;N;1;1;0;0;1;0;0;0;0;EmpoliSpezia2022;0.0
753;0;0;0;60.0;24.5;4-4-2;3.0;18.4;79.0;10.0;13.0;-15.800000000000011;7;4;3-5-2;Empoli;reste;14.0;1;4;0;13.0;0.0;19.0;Udinese;394.21;499.0;2.072103841536615;-0.7916666666666666;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;1;0;0;1;0;0;0;0;EmpoliUdinese2022;3.0
755;1;1;1;41.0;24.5;4-4-2;7.0;17.5;75.1;15.0;14.0;-350.73;8;4;4-5-1;Empoli;reste;17.0;0;4;0;16.0;0.0;9.0;Napoli;292.1389999999999;389.0;1.633703481392557;-0.625;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;1;1;0;0;1;0;0;0;0;EmpoliNapoli2022;2.0
757;0;0;1;40.0;24.5;4-4-2;4.0;24.7;70.0;14.0;14.0;-96.9;7;5;3-4-3;Empoli;reste;11.0;0;4;2;11.0;2.0;11.0;Torino;224.0;320.0;0.9551320528211288;-2.395833333333333;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;1;1;0;0;1;0;0;0;0;EmpoliTorino2022;3.0
759;0;0;0;36.0;24.5;4-4-2;2.0;19.1;78.1;6.0;9.0;-432.05;5;5;3-5-2;Empoli;reste;4.0;0;0;0;37.0;0.0;10.0;Internazionale;281.16;360.0;0.8380852340936373;-2.375;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;D;0;1;0;0;1;0;0;0;0;EmpoliInternazionale2022;1.0
761;1;1;0;38.0;24.5;4-4-2;3.0;24.2;78.4;12.0;7.0;-272.25;7;5;3-5-2;Empoli;reste;7.0;0;1;0;40.0;0.0;6.0;Atalanta;315.168;402.0;0.5189825930372152;-1.9375;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;0;1;1;1;0;2022;0;V;0;1;0;0;1;0;0;0;0;EmpoliAtalanta2022;2.0
763;0;0;0;58.0;25.4;4-3-3;8.0;17.3;87.6;13.0;15.0;-55.44999999999999;9;8;4-5-1;Fiorentina;reste;11.0;0;2;1;11.0;0.0;12.0;Roma;487.056;556.0;1.606467587034814;-0.5416666666666667;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;D;0;1;0;1;0;0;0;1;0;FiorentinaRoma2022;2.0
765;1;1;1;58.0;25.4;4-3-3;6.0;17.8;78.7;6.0;13.0;102.4;6;8;3-5-2;Fiorentina;reste;9.0;0;4;0;5.0;0.0;28.0;Torino;365.168;464.0;2.3491146458583434;-0.625;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;1;1;0;1;0;0;0;1;0;FiorentinaTorino2022;0.0
766;1;1;1;58.0;25.4;4-3-3;6.0;17.8;78.7;6.0;13.0;102.4;6;8;3-5-2;Fiorentina;reste;9.0;0;4;0;5.0;0.0;28.0;Torino;365.168;464.0;2.3491146458583434;-0.625;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;1;1;0;1;0;0;0;1;0;FiorentinaTorino2022;3.0
767;1;1;0;45.0;25.4;4-3-3;0.0;21.2;81.5;6.0;19.0;-72.94999999999997;14;9;3-4-3;Fiorentina;automne;5.0;2;4;0;12.0;1.0;13.0;Atalanta;370.825;455.0;1.0217587034813926;-2.4375;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;0;0;0;1;0;0;0;1;0;FiorentinaAtalanta2022;2.0
769;1;1;0;64.0;25.4;4-3-3;5.0;18.6;85.4;4.0;16.0;204.52;7;9;4-5-1;Fiorentina;automne;16.0;0;4;0;8.0;2.0;13.0;Genoa;539.7280000000002;632.0;1.8887304921968784;-3.1666666666666665;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;0;0;0;1;0;0;0;1;0;FiorentinaGenoa2022;0.0
770;1;1;0;64.0;25.4;4-3-3;5.0;18.6;85.4;4.0;16.0;204.52;7;9;4-5-1;Fiorentina;automne;16.0;0;4;0;8.0;2.0;13.0;Genoa;539.7280000000002;632.0;1.8887304921968784;-3.1666666666666665;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;0;0;0;1;0;0;0;1;0;FiorentinaGenoa2022;3.0
771;0;0;1;53.0;25.4;4-3-3;6.0;21.1;85.5;13.0;11.0;-232.75;3;9;3-5-2;Fiorentina;automne;14.0;0;2;1;17.0;1.0;15.0;Internazionale;454.005;531.0;1.7623799519807926;-1.6666666666666667;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;D;1;0;0;1;0;0;0;1;0;FiorentinaInternazionale2022;1.0
773;1;1;0;54.0;25.4;4-3-3;1.0;22.9;85.1;5.0;11.0;183.5;5;9;3-5-2;Fiorentina;automne;7.0;1;3;0;12.0;0.0;14.0;Udinese;509.749;599.0;1.1657412965186076;-1.0208333333333333;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;1;0;0;0;0;2022;2;V;0;0;0;1;0;0;0;1;0;FiorentinaUdinese2022;3.0
