;victoire;not_lose;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDA;FDD;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;top_GK;top_MF;top_DM;top_DF;top_FW;year;cluster;result;Domicile;reste;3-5-2;4-3-3;4-4-2;4-5-1;Cluster1;Cluster2;Cluster3;key;opp_cluster
1168;1;1;1;46.0;25.3;4-5-1;6.0;21.5;79.0;7.0;8.0;148.20000000000005;7;5;3-4-3;Milan;reste;12.0;0;3;0;12.0;0.0;14.0;Atalanta;327.85;415.0;1.4764405762304922;-0.6666666666666666;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;1;0;0;1;1;2022;1;V;1;1;0;0;0;1;1;0;0;MilanAtalanta2022;2.0
1170;1;1;0;47.0;25.3;4-5-1;11.0;14.3;80.8;3.0;13.0;295.9500000000001;7;5;4-3-3;Milan;reste;18.0;0;1;0;15.0;0.0;8.0;Sassuolo;315.928;391.0;1.8653961584633847;-1.5;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;1;0;0;1;1;2022;1;V;0;1;0;0;0;1;1;0;0;MilanSassuolo2022;3.0
1172;1;1;1;56.0;25.3;4-3-3;3.0;23.4;88.2;12.0;5.0;396.25;10;8;4-3-3;Napoli;reste;11.0;1;1;1;8.0;0.0;22.0;Venezia;521.2620000000002;591.0;1.9274459783913565;0.1875;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;1;0;1;0;0;1;0;0;NapoliVenezia2022;0.0
1174;1;1;0;61.0;25.3;4-3-3;8.0;17.8;84.1;13.0;15.0;355.95000000000016;7;8;3-5-2;Napoli;reste;13.0;0;3;0;6.0;0.0;17.0;Genoa;522.261;621.0;1.9764405762304924;-0.22916666666666674;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;0;1;0;1;0;0;1;0;0;NapoliGenoa2022;0.0
1176;1;1;1;67.0;25.3;4-3-3;6.0;17.6;88.5;3.0;14.0;-165.26999999999995;13;9;4-3-3;Napoli;automne;25.0;0;2;0;8.0;0.0;16.0;Juventus;598.26;676.0;2.726965786314526;-1.125;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;0;0;1;0;0;1;0;0;NapoliJuventus2022;1.0
1178;1;1;0;62.0;25.3;4-3-3;8.0;15.4;90.4;6.0;11.0;334.93;4;9;3-5-2;Napoli;automne;18.0;0;1;0;9.0;0.0;10.0;Udinese;614.72;680.0;2.0495198079231693;-0.75;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;0;0;0;1;0;0;1;0;0;NapoliUdinese2022;3.0
1180;1;1;0;52.0;25.3;4-3-3;9.0;19.6;86.8;11.0;7.0;348.68;3;9;4-4-2;Napoli;automne;17.0;0;1;0;13.0;1.0;10.0;Sampdoria;474.796;547.0;1.729516806722689;-1.3333333333333337;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;0;0;0;1;0;0;1;0;0;NapoliSampdoria2022;3.0
1182;1;1;1;67.0;25.3;4-3-3;6.0;23.8;91.3;7.0;12.0;342.7000000000001;3;9;4-5-1;Napoli;automne;16.0;1;2;0;6.0;1.0;10.0;Cagliari;703.923;771.0;1.5067527010804322;-1.5416666666666663;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;0;0;1;0;0;1;0;0;NapoliCagliari2022;0.0
1183;1;1;1;67.0;25.3;4-3-3;6.0;23.8;91.3;7.0;12.0;342.7000000000001;3;9;4-5-1;Napoli;automne;16.0;1;2;0;6.0;1.0;10.0;Cagliari;703.923;771.0;1.5067527010804322;-1.5416666666666663;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;0;0;1;0;0;1;0;0;NapoliCagliari2022;3.0
1184;1;1;0;46.0;25.3;4-5-1;5.0;16.0;80.9;6.0;13.0;151.43;3;10;4-4-2;Napoli;automne;11.0;0;3;0;10.0;0.0;16.0;Fiorentina;347.87;430.0;1.842361944777912;-0.9375;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;0;0;0;0;1;0;1;0;NapoliFiorentina2022;0.0
1185;1;1;0;46.0;25.3;4-5-1;5.0;16.0;80.9;6.0;13.0;151.43;3;10;4-4-2;Napoli;automne;11.0;0;3;0;10.0;0.0;16.0;Fiorentina;347.87;430.0;1.842361944777912;-0.9375;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;0;0;0;0;1;0;1;0;NapoliFiorentina2022;2.0
1186;1;1;1;51.0;25.3;4-5-1;2.0;19.7;75.8;13.0;6.0;253.83;14;10;3-5-2;Napoli;automne;9.0;0;2;0;11.0;1.0;20.0;Torino;322.908;426.0;1.7173619447779112;-0.9791666666666669;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;0;0;0;0;1;0;1;0;NapoliTorino2022;0.0
1187;1;1;1;51.0;25.3;4-5-1;2.0;19.7;75.8;13.0;6.0;253.83;14;10;3-5-2;Napoli;automne;9.0;0;2;0;11.0;1.0;20.0;Torino;322.908;426.0;1.7173619447779112;-0.9791666666666669;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;0;0;0;0;1;0;1;0;NapoliTorino2022;3.0
1188;0;1;0;62.0;25.3;4-5-1;2.0;19.0;84.8;8.0;10.0;95.98000000000002;3;10;4-5-1;Napoli;automne;11.0;0;1;0;13.0;0.0;14.0;Roma;490.144;578.0;1.6111194477791118;-0.7708333333333334;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;0;0;0;0;0;1;0;1;0;NapoliRoma2022;2.0
1190;1;1;1;65.0;25.3;4-5-1;4.0;21.0;92.1;6.0;20.0;291.0300000000001;4;10;3-4-3;Napoli;automne;16.0;2;1;0;8.0;1.0;5.0;Bologna;663.12;720.0;1.3467136854741897;-2.25;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;0;0;0;0;1;0;1;0;NapoliBologna2022;3.0
1192;1;1;0;63.0;25.3;4-5-1;3.0;16.9;84.6;4.0;13.0;406.67;3;10;4-4-2;Napoli;automne;18.0;0;2;1;9.0;1.0;11.0;Salernitana;478.836;566.0;1.9658613445378148;-2.0416666666666665;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;0;0;0;0;1;0;1;0;NapoliSalernitana2022;0.0
1194;0;1;1;59.0;25.3;4-5-1;1.0;21.9;82.2;14.0;16.0;314.25;3;11;3-4-3;Napoli;automne;16.0;0;2;0;11.0;0.0;19.0;Hellas-Verona;447.168;544.0;2.0569477791116446;-0.5208333333333333;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;1;0;0;0;0;1;0;1;0;NapoliHellas-Verona2022;3.0
1196;0;0;0;55.0;25.3;4-5-1;3.0;15.9;84.5;7.0;16.0;-81.31999999999994;14;11;3-5-2;Napoli;automne;9.0;0;3;0;16.0;1.0;15.0;Internazionale;425.035;503.0;1.703181272509004;-2.4166666666666665;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;0;0;0;0;0;1;0;1;0;NapoliInternazionale2022;1.0
1198;1;1;1;61.0;25.3;4-3-3;8.0;20.3;92.7;8.0;10.0;212.75;4;11;4-3-3;Napoli;automne;18.0;0;2;0;6.0;0.0;13.0;Lazio;759.2130000000003;819.0;2.014630852340937;-0.33333333333333337;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;0;0;1;0;0;1;0;0;NapoliLazio2022;3.0
1200;0;1;0;50.0;25.3;4-3-3;4.0;15.9;83.0;8.0;19.0;226.23;3;12;4-3-3;Napoli;reste;9.0;0;2;0;9.0;0.0;10.0;Sassuolo;414.17;499.0;1.3726740696278514;-1.0833333333333337;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;N;0;1;0;1;0;0;1;0;0;NapoliSassuolo2022;3.0
1202;0;0;1;55.0;25.3;3-4-3;4.0;18.4;84.4;4.0;16.0;78.48000000000002;3;12;3-4-3;Napoli;reste;15.0;0;2;0;21.0;0.0;18.0;Atalanta;480.23600000000016;569.0;2.1369297719087643;-1.9791666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;1;1;0;0;0;0;0;1;0;NapoliAtalanta2022;2.0
1204;0;0;1;60.0;25.3;4-5-1;6.0;18.4;84.0;3.0;8.0;350.73;3;12;4-4-2;Napoli;reste;30.0;0;0;0;12.0;0.0;11.0;Empoli;513.24;611.0;2.6321278511404564;-1.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;1;1;0;0;0;1;0;1;0;NapoliEmpoli2022;0.0
1206;1;1;0;51.0;25.3;4-5-1;2.0;16.7;79.9;11.0;18.0;-69.72000000000003;7;12;4-5-1;Napoli;reste;11.0;0;2;0;12.0;0.0;14.0;Milan;433.85699999999997;543.0;1.6696428571428572;-0.9583333333333334;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliMilan2022;1.0
1208;0;0;1;65.0;25.3;4-5-1;6.0;16.7;85.8;1.0;14.0;398.73;3;12;3-5-2;Napoli;reste;26.0;0;2;0;8.0;2.0;12.0;Spezia;562.8480000000002;656.0;2.5529711884753903;-3.2916666666666665;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;1;1;0;0;0;1;0;1;0;NapoliSpezia2022;0.0
1210;0;1;0;56.0;25.3;4-5-1;4.0;21.2;86.8;16.0;11.0;-165.26999999999995;15;1;4-3-3;Napoli;reste;16.0;0;1;0;22.0;2.0;8.0;Juventus;533.82;615.0;1.4603841536614646;-2.729166666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;0;1;0;0;0;1;0;1;0;NapoliJuventus2022;1.0
1212;1;1;1;68.0;25.3;4-5-1;5.0;18.2;87.7;4.0;12.0;348.68;3;1;4-4-2;Napoli;reste;22.0;0;0;0;11.0;0.0;11.0;Sampdoria;662.135;755.0;2.1867496998799525;-1.1041666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;1;0;0;0;1;0;1;0;NapoliSampdoria2022;3.0
1214;1;1;0;61.0;25.3;4-5-1;5.0;18.0;84.8;13.0;11.0;291.0300000000001;4;1;3-5-2;Napoli;reste;14.0;0;1;0;12.0;1.0;9.0;Bologna;569.856;672.0;1.5371398559423772;-1.3541666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliBologna2022;3.0
1216;1;1;1;82.0;25.3;4-5-1;12.0;18.3;91.2;1.0;9.0;406.67;6;1;4-5-1;Napoli;reste;24.0;2;0;0;1.0;0.0;14.0;Salernitana;889.2;975.0;2.5361644657863147;-0.5416666666666666;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;1;0;0;0;1;0;1;0;NapoliSalernitana2022;0.0
1218;1;1;0;66.0;25.3;4-5-1;6.0;16.4;85.9;4.0;11.0;396.25;14;2;4-3-3;Napoli;reste;16.0;0;2;0;7.0;1.0;12.0;Venezia;670.02;780.0;1.9444777911164468;-1.7916666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliVenezia2022;0.0
1220;0;1;1;48.0;25.3;4-5-1;3.0;14.7;85.3;10.0;7.0;-81.31999999999994;6;2;3-5-2;Napoli;reste;12.0;1;1;0;8.0;0.0;14.0;Internazionale;447.825;525.0;1.8990096038415367;-0.10416666666666664;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;1;1;0;0;0;1;0;1;0;NapoliInternazionale2022;1.0
1222;0;1;0;53.0;25.3;3-4-3;3.0;17.1;72.3;5.0;22.0;342.7000000000001;4;2;3-5-2;Napoli;reste;7.0;0;2;0;13.0;0.0;17.0;Cagliari;349.209;483.0;1.4954981992797118;-1.7708333333333333;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;0;1;0;0;0;0;0;1;0;NapoliCagliari2022;0.0
1223;0;1;0;53.0;25.3;3-4-3;3.0;17.1;72.3;5.0;22.0;342.7000000000001;4;2;3-5-2;Napoli;reste;7.0;0;2;0;13.0;0.0;17.0;Cagliari;349.209;483.0;1.4954981992797118;-1.7708333333333333;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;N;0;1;0;0;0;0;0;1;0;NapoliCagliari2022;3.0
1224;1;1;0;55.0;25.3;4-5-1;7.0;18.3;87.3;6.0;14.0;212.75;3;2;4-3-3;Napoli;reste;15.0;0;2;0;13.0;0.0;13.0;Lazio;604.116;692.0;1.8643457382953184;-1.1875;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliLazio2022;3.0
1226;0;0;1;60.0;25.3;4-5-1;2.0;20.4;84.9;8.0;7.0;-69.72000000000003;7;3;4-3-3;Napoli;reste;9.0;0;4;0;12.0;0.0;15.0;Milan;499.21200000000016;588.0;1.4783913565426172;-0.5208333333333334;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;1;1;0;0;0;1;0;1;0;NapoliMilan2022;1.0
1228;1;1;0;50.0;25.3;4-3-3;4.0;16.4;78.4;13.0;9.0;314.25;7;3;3-5-2;Napoli;reste;13.0;0;0;0;8.0;0.0;19.0;Hellas-Verona;370.83200000000005;473.0;2.1044417767106847;0.02083333333333326;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;0;1;0;1;0;0;1;0;0;NapoliHellas-Verona2022;3.0
1230;1;1;1;63.0;25.3;4-3-3;8.0;18.7;85.3;4.0;10.0;334.93;6;3;3-5-2;Napoli;reste;20.0;0;2;0;10.0;1.0;12.0;Udinese;528.86;620.0;2.0699279711884757;-1.9166666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;V;1;1;0;1;0;0;1;0;0;NapoliUdinese2022;3.0
1232;1;1;0;45.0;25.3;4-5-1;4.0;20.6;77.5;13.0;11.0;78.48000000000002;15;4;3-5-2;Napoli;reste;5.0;1;3;0;19.0;1.0;15.0;Atalanta;368.125;475.0;1.1293517406962787;-1.7916666666666667;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliAtalanta2022;2.0
1234;0;0;1;50.0;25.3;4-3-3;3.0;17.3;82.3;7.0;10.0;151.43;7;4;4-3-3;Napoli;reste;15.0;0;0;0;11.0;0.0;17.0;Fiorentina;437.01300000000003;531.0;2.105342136854742;-0.7291666666666666;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;D;1;1;0;1;0;0;1;0;0;NapoliFiorentina2022;0.0
1235;0;0;1;50.0;25.3;4-3-3;3.0;17.3;82.3;7.0;10.0;151.43;7;4;4-3-3;Napoli;reste;15.0;0;0;0;11.0;0.0;17.0;Fiorentina;437.01300000000003;531.0;2.105342136854742;-0.7291666666666666;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;D;1;1;0;1;0;0;1;0;0;NapoliFiorentina2022;2.0
1236;0;1;1;49.0;25.3;4-3-3;3.0;21.2;81.2;7.0;21.0;95.98000000000002;8;4;3-5-2;Napoli;reste;8.0;1;4;0;8.0;0.0;12.0;Roma;367.836;453.0;1.1431572629051625;-1.2291666666666663;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;1;N;1;1;0;1;0;0;1;0;0;NapoliRoma2022;2.0
1238;0;0;0;59.0;25.3;4-5-1;2.0;15.2;79.8;21.0;9.0;350.73;6;4;4-4-2;Napoli;reste;16.0;0;1;0;17.0;0.0;14.0;Empoli;449.274;563.0;2.0574729891956784;0.125;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;D;0;1;0;0;0;1;0;1;0;NapoliEmpoli2022;0.0
1240;1;1;1;53.0;25.3;4-5-1;8.0;13.0;89.4;8.0;10.0;226.23;6;4;4-5-1;Napoli;reste;18.0;0;0;0;13.0;0.0;9.0;Sassuolo;513.1560000000002;574.0;2.0974639855942376;-0.7708333333333334;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;1;0;0;0;1;0;1;0;NapoliSassuolo2022;3.0
1242;1;1;0;57.0;25.3;4-5-1;5.0;19.5;83.5;3.0;11.0;253.83;7;5;3-4-3;Napoli;reste;10.0;0;3;0;10.0;2.0;18.0;Torino;425.015;509.0;1.7575030012004804;-3.0625;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliTorino2022;0.0
1243;1;1;0;57.0;25.3;4-5-1;5.0;19.5;83.5;3.0;11.0;253.83;7;5;3-4-3;Napoli;reste;10.0;0;3;0;10.0;2.0;18.0;Torino;425.015;509.0;1.7575030012004804;-3.0625;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliTorino2022;3.0
1244;1;1;1;66.0;25.3;4-5-1;8.0;17.4;83.6;4.0;13.0;355.95000000000016;8;5;4-5-1;Napoli;reste;16.0;1;1;0;11.0;1.0;15.0;Genoa;479.86399999999986;574.0;2.0533463385354143;-2.1666666666666665;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;1;1;0;0;0;1;0;1;0;NapoliGenoa2022;0.0
1246;1;1;0;68.0;25.3;4-5-1;4.0;20.2;88.8;4.0;9.0;398.73;7;5;4-5-1;Napoli;reste;10.0;0;2;0;16.0;1.0;10.0;Spezia;634.0319999999998;714.0;1.2854141656662663;-2.2291666666666665;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;1;1;0;0;1;2022;2;V;0;1;0;0;0;1;0;1;0;NapoliSpezia2022;0.0
1248;1;1;1;42.0;23.8;4-5-1;6.0;14.8;81.7;11.0;12.0;55.44999999999999;3;8;4-3-3;Roma;reste;11.0;0;3;1;11.0;0.0;15.0;Fiorentina;330.885;405.0;1.850690276110444;-0.5208333333333334;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;1;0;0;0;1;0;1;0;RomaFiorentina2022;2.0
1250;1;1;1;49.0;23.8;4-5-1;6.0;15.2;85.4;3.0;7.0;130.25;14;9;4-5-1;Roma;automne;17.0;0;2;0;14.0;0.0;11.0;Sassuolo;414.19;485.0;1.9996998799519807;-1.0625;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;0;0;0;0;1;0;1;0;RomaSassuolo2022;3.0
1252;0;0;0;47.0;23.8;4-5-1;2.0;20.4;68.3;9.0;13.0;218.27;3;9;3-4-3;Roma;automne;15.0;0;2;0;10.0;0.0;14.0;Hellas-Verona;288.909;423.0;1.5916116446578632;-0.6875;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;0;0;0;0;0;1;0;1;0;RomaHellas-Verona2022;3.0
1254;1;1;1;51.0;23.8;4-5-1;2.0;18.9;83.8;9.0;22.0;238.95;4;9;3-5-2;Roma;automne;12.0;0;4;1;8.0;1.0;8.0;Udinese;455.034;543.0;1.2917166866746699;-2.125;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;0;0;0;0;1;0;1;0;RomaUdinese2022;3.0
1256;0;0;0;51.0;23.8;4-5-1;7.0;14.7;82.8;11.0;13.0;116.76999999999998;3;9;4-3-3;Roma;automne;19.0;1;4;0;10.0;0.0;12.0;Lazio;404.064;488.0;2.181497599039616;-0.5208333333333334;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;0;0;0;0;0;1;0;1;0;RomaLazio2022;3.0
1258;1;1;1;63.0;23.8;4-5-1;6.0;16.2;89.6;7.0;11.0;254.75;3;10;4-4-2;Roma;automne;18.0;0;2;0;11.0;0.0;15.0;Empoli;583.2959999999998;651.0;2.3115996398559417;-0.7916666666666666;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;0;0;0;0;1;0;1;0;RomaEmpoli2022;0.0
1259;1;1;1;63.0;23.8;4-5-1;6.0;16.2;89.6;7.0;11.0;254.75;3;10;4-4-2;Roma;automne;18.0;0;2;0;11.0;0.0;15.0;Empoli;583.2959999999998;651.0;2.3115996398559417;-0.7916666666666666;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;0;0;0;0;1;0;1;0;RomaEmpoli2022;3.0
1260;0;0;0;53.0;23.8;4-5-1;3.0;19.1;85.0;4.0;13.0;-261.25;14;10;4-4-2;Roma;automne;14.0;0;5;0;6.0;0.0;18.0;Juventus;481.1;566.0;2.0459183673469385;-0.8541666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;0;0;0;0;0;1;0;1;0;RomaJuventus2022;1.0
1262;0;1;1;38.0;23.8;4-5-1;1.0;17.1;76.1;16.0;14.0;-95.98000000000002;3;10;4-5-1;Roma;automne;13.0;0;4;0;11.0;1.0;10.0;Napoli;267.872;352.0;1.4786164465786311;-1.2291666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;N;1;0;0;0;0;1;0;1;0;RomaNapoli2022;2.0
1263;0;1;1;38.0;23.8;4-5-1;1.0;17.1;76.1;16.0;14.0;-95.98000000000002;3;10;4-5-1;Roma;automne;13.0;0;4;0;11.0;1.0;10.0;Napoli;267.872;352.0;1.4786164465786311;-1.2291666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;N;1;0;0;0;0;1;0;1;0;RomaNapoli2022;1.0
1264;1;1;0;58.0;23.8;4-5-1;3.0;13.6;81.9;11.0;16.0;246.72;3;10;3-5-2;Roma;automne;22.0;0;4;0;7.0;0.0;16.0;Cagliari;403.76700000000005;493.0;2.6643157262905164;-0.5208333333333334;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;0;0;0;0;0;1;0;1;0;RomaCagliari2022;3.0
1266;0;0;1;50.0;23.8;4-5-1;6.0;19.3;82.6;4.0;19.0;-165.70000000000005;4;10;4-5-1;Roma;automne;24.0;0;4;0;7.0;3.0;13.0;Milan;346.92;420.0;2.319402761104442;-4.291666666666667;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;1;0;0;0;0;1;0;1;0;RomaMilan2022;1.0
1268;0;0;0;61.0;23.8;3-5-2;9.0;13.2;78.9;5.0;18.0;300.27;3;11;4-3-3;Roma;automne;27.0;0;2;0;12.0;2.0;12.0;Venezia;422.115;535.0;2.7112094837935174;-3.458333333333333;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;0;0;1;0;0;0;0;1;0;RomaVenezia2022;0.0
1269;1;1;0;59.0;23.8;3-5-2;4.0;15.4;85.5;7.0;13.0;259.97;14;11;3-5-2;Roma;automne;19.0;0;2;0;1.0;0.0;13.0;Genoa;513.0;600.0;2.240696278511405;-0.29166666666666663;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;0;0;1;0;0;0;0;1;0;RomaGenoa2022;0.0
1271;1;1;1;32.0;23.8;3-5-2;2.0;17.8;74.3;8.0;7.0;157.85;3;11;3-4-3;Roma;automne;10.0;0;2;0;17.0;0.0;11.0;Torino;225.872;304.0;1.2962935174069623;-0.8333333333333334;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;0;1;0;0;0;0;1;0;RomaTorino2022;3.0
1273;0;0;0;57.0;23.8;3-5-2;5.0;20.8;83.9;10.0;18.0;195.05;3;12;3-4-3;Roma;reste;13.0;0;4;0;6.0;0.0;9.0;Bologna;469.84;560.0;1.3209783913565427;-0.6666666666666666;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;0;1;1;0;0;0;0;1;0;RomaBologna2022;3.0
1275;0;0;1;34.0;23.8;3-5-2;1.0;15.9;85.8;10.0;9.0;-177.29999999999995;3;12;3-5-2;Roma;reste;9.0;0;3;0;10.0;0.0;6.0;Internazionale;356.07;415.0;1.1562875150060026;-0.35416666666666663;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;D;1;1;1;0;0;0;0;1;0;RomaInternazionale2022;1.0
1277;1;1;1;52.0;23.8;3-5-2;5.0;12.4;82.3;15.0;13.0;302.75;4;12;3-5-2;Roma;reste;12.0;0;4;1;8.0;0.0;7.0;Spezia;451.827;549.0;1.5428421368547418;-0.0625;1.8258966494970648;1.4579347132025486;2.9100960589975955;2.7130673466753445;1.038192896138407;0;0;1;1;0;2022;2;V;1;1;1;0;0;0;0;1;0;RomaSpezia2022;0.0
