;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;top_MO;top_AIL;top_MIL;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
445;2021-01-31;D;0;1;Home;1;30.0;25,4;4-5-1;4.0;19.8;74.9;13.0;10.0;-53.91;7;1;4-5-1;Cagliari;reste;10.0;0;2;0;3.0;15.0;0.0;11.0;Sassuolo;211.967;283.0;-0.6964285714285714;1.225214776632302;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
447;2021-02-14;L;0;0;Home;1;36.0;25,4;3-5-2;1.0;22.3;63.5;13.0;17.0;-242.17;7;2;3-4-3;Cagliari;reste;4.0;0;3;0;3.0;10.0;1.0;14.0;Atalanta;250.19;394.0;-1.800595238095238;0.7481345115365732;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;200;0;0;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
448;2021-02-19;L;0;0;Home;1;47.0;25,4;3-5-2;1.0;18.4;62.5;15.0;20.0;12.550000000000011;5;2;3-5-2;Cagliari;reste;18.0;0;3;0;2.0;10.0;2.0;19.0;Torino;245.0;392.0;-2.845238095238095;2.183094010800197;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;200;0;0;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
449;2021-02-28;W;1;1;Away;0;45.0;25,4;3-5-2;3.0;18.8;71.2;6.0;14.0;135.08;9;2;3-4-3;Cagliari;reste;8.0;1;4;1;2.0;14.0;2.0;17.0;Crotone;274.12;385.0;-3.379761904761905;1.4743802160039272;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;200;0;0;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
450;2021-03-03;W;1;1;Home;1;37.0;25,4;3-5-2;3.0;14.4;60.6;10.0;16.0;34.23000000000002;3;3;4-5-1;Cagliari;reste;11.0;0;2;0;2.0;13.0;0.0;18.0;Bologna;203.01;335.0;-1.1523809523809523;1.8374938635247915;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;200;0;0;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
451;2021-04-03;L;0;0;Home;1;48.0;25,4;3-5-2;5.0;16.1;69.4;11.0;16.0;30.620000000000005;14;4;3-4-3;Cagliari;reste;24.0;0;1;0;3.0;10.0;1.0;18.0;Hellas-Verona;297.032;428.0;-1.880952380952381;2.7212935689739814;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;200;0;0;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
452;2021-04-11;L;0;0;Away;0;47.0;25,4;3-5-2;1.0;21.8;84.3;9.0;12.0;-476.07;8;4;3-5-2;Cagliari;reste;7.0;0;1;0;1.0;15.0;0.0;10.0;Internazionale;482.196;572.0;-1.1071428571428572;0.9715267550319096;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;200;0;0;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
453;2021-04-21;W;1;1;Away;0;43.0;25,4;3-5-2;3.0;18.5;81.3;8.0;15.0;14.830000000000013;4;4;3-5-2;Cagliari;reste;14.0;1;2;0;0.0;12.0;0.0;11.0;Udinese;360.972;444.0;-1.1660714285714286;1.6350822287677955;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;200;0;0;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
454;2021-04-25;W;1;1;Home;1;30.0;25,4;3-5-2;6.0;18.0;70.8;10.0;14.0;-207.82;4;4;3-4-3;Cagliari;reste;11.0;0;3;0;1.0;17.0;0.0;17.0;Roma;196.116;277.0;-1.294047619047619;1.7108554246440846;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;99;200;0;0;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
455;2021-05-02;D;0;1;Away;0;45.0;25,4;4-5-1;4.0;15.5;79.4;9.0;14.0;-342.37;7;5;4-5-1;Cagliari;reste;14.0;0;3;0;1.0;19.0;2.0;8.0;Napoli;362.858;457.0;-3.498809523809524;1.57960235640648;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;160;0;0;1;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
456;2021-05-09;W;1;1;Away;0;43.0;25,4;3-5-2;3.0;14.5;66.1;6.0;19.0;137.70000000000002;7;5;4-5-1;Cagliari;reste;9.0;0;2;0;2.0;7.0;0.0;17.0;Benevento;189.046;286.0;-1.2255952380952382;1.7019820814923907;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;200;0;0;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
457;2021-05-12;D;0;1;Home;1;56.0;25,4;4-5-1;0.0;13.0;81.6;5.0;18.0;-98.97;3;5;3-5-2;Cagliari;reste;8.0;0;1;0;2.0;2.0;0.0;10.0;Fiorentina;429.216;526.0;-0.9011904761904761;1.4596588119783995;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;264;160;0;0;1;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
458;2021-05-16;D;0;1;Away;0;39.0;25,4;3-5-2;2.0;19.8;76.2;19.0;8.0;-359.94999999999993;4;5;4-5-1;Cagliari;reste;7.0;0;2;0;2.0;21.0;1.0;8.0;Milan;310.134;407.0;-1.5428571428571427;0.8531909671084927;Cagliari;3.0;2.0;0.0;0.0;0.0;3.397288338800947;0.9567639155500762;2.2717540933156033;7.52927330877934;0.8583980590036799;212;200;0;0;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
460;2020-09-20;W;1;1;Home;1;49.0;26,5;3-5-2;6.0;15.6;84.2;19.0;13.0;59.18000000000001;10;9;3-5-2;Genoa;automne;14.0;0;4;0;2.0;13.0;0.0;14.0;Crotone;431.104;512.0;-0.3220238095238095;2.00659057437408;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
461;2020-09-27;L;0;0;Away;0;43.0;26,5;3-5-2;0.0;18.4;86.2;11.0;13.0;-418.27;7;9;4-5-1;Genoa;automne;6.0;0;2;0;1.0;18.0;2.0;6.0;Napoli;443.93;515.0;-3.2267857142857146;0.8527368679430538;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
462;2020-10-19;D;0;1;Away;0;42.0;26,5;3-5-2;2.0;19.3;69.1;17.0;13.0;-45.28;22;10;3-4-3;Genoa;automne;6.0;0;4;0;1.0;18.0;0.0;14.0;Hellas-Verona;281.928;408.0;-0.798214285714286;1.102773686794305;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;200;0;1;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
463;2020-10-24;L;0;0;Home;1;40.0;26,5;3-5-2;0.0;30.9;75.5;20.0;11.0;-551.97;5;10;3-5-2;Genoa;automne;1.0;0;1;0;1.0;14.0;0.0;17.0;Internazionale;354.85;470.0;-0.19226190476190474;0.4351926853215513;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
464;2020-11-08;L;0;0;Home;1;51.0;26,5;4-5-1;5.0;19.9;82.2;9.0;10.0;-283.72;4;11;3-4-3;Genoa;automne;7.0;0;1;0;0.0;18.0;0.0;11.0;Roma;457.032;556.0;-1.182142857142857;1.1069648993618069;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;160;0;1;1;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
465;2020-11-22;L;0;0;Away;0;54.0;26,5;3-5-2;1.0;18.5;79.9;13.0;15.0;-61.06999999999999;14;11;3-5-2;Genoa;automne;11.0;0;3;1;2.0;8.0;2.0;16.0;Udinese;433.85699999999997;543.0;-2.5422619047619044;1.7309155621011292;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
466;2020-11-30;L;0;0;Home;1;52.0;26,5;3-5-2;5.0;21.8;76.2;14.0;12.0;-16.769999999999982;4;11;4-5-1;Genoa;automne;14.0;0;2;0;2.0;9.0;0.0;16.0;Parma;403.098;529.0;-0.3500000000000001;1.7167648502700048;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
470;2021-01-03;D;0;1;Home;1;40.0;26,5;3-5-2;3.0;17.2;72.1;9.0;11.0;-214.4;11;1;3-5-2;Genoa;reste;10.0;0;2;0;4.0;11.0;3.0;18.0;Lazio;281.911;391.0;-3.7779761904761906;1.76340206185567;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
471;2021-01-06;L;0;0;Away;0;37.0;26,5;3-5-2;2.0;9.2;74.2;13.0;10.0;-129.81;3;1;4-5-1;Genoa;reste;7.0;0;3;0;3.0;17.0;1.0;14.0;Sassuolo;299.026;403.0;-1.8297619047619047;1.7507731958762887;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
472;2021-01-09;W;1;1;Home;1;36.0;26,5;3-5-2;7.0;14.0;65.6;9.0;11.0;-41.66999999999999;3;1;4-5-1;Genoa;reste;10.0;0;2;0;0.0;14.0;2.0;9.0;Bologna;244.032;372.0;-2.9779761904761908;1.2884695630829648;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
473;2021-01-17;D;0;1;Away;0;36.0;26,5;3-5-2;3.0;17.0;70.0;13.0;13.0;-318.07;4;1;3-4-3;Genoa;reste;7.0;0;2;0;1.0;18.0;1.0;14.0;Atalanta;289.8;414.0;-2.0839285714285714;1.2987113402061858;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;200;0;1;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
474;2021-01-24;W;1;1;Home;1;41.0;26,5;3-5-2;5.0;14.5;74.8;14.0;11.0;-75.9;7;1;4-5-1;Genoa;reste;11.0;0;1;0;2.0;14.0;0.0;6.0;Cagliari;341.836;457.0;-0.6208333333333333;1.2513868433971527;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
475;2021-01-31;W;1;1;Away;0;45.0;26,5;3-5-2;4.0;16.3;71.7;22.0;22.0;59.18000000000001;7;1;3-5-2;Genoa;reste;11.0;0;1;0;3.0;13.0;1.0;15.0;Crotone;311.17800000000005;434.0;-1.6702380952380953;1.6841985763377516;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
476;2021-02-13;D;0;1;Away;0;54.0;26,5;3-5-2;2.0;21.6;77.1;11.0;15.0;-63.35;7;2;3-5-2;Genoa;reste;6.0;0;4;0;2.0;10.0;2.0;13.0;Torino;414.798;538.0;-2.818452380952381;1.0169550810014722;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
477;2021-02-20;D;0;1;Home;1;50.0;26,5;3-5-2;3.0;17.3;73.0;18.0;11.0;-45.28;7;2;3-4-3;Genoa;reste;14.0;0;1;0;1.0;9.0;0.0;17.0;Hellas-Verona;383.25;525.0;-0.0017857142857142794;1.9731283750613646;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;200;0;1;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
478;2021-02-28;L;0;0;Away;0;49.0;26,5;3-5-2;2.0;25.4;87.7;6.0;8.0;-551.97;8;2;3-5-2;Genoa;reste;3.0;0;2;0;0.0;24.0;0.0;12.0;Internazionale;491.12;560.0;-1.6714285714285715;0.6847692685321551;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
479;2021-03-07;L;0;0;Away;0;46.0;26,5;3-5-2;2.0;22.1;83.7;16.0;15.0;-283.72;4;3;3-4-3;Genoa;reste;6.0;0;4;0;1.0;17.0;1.0;15.0;Roma;431.89200000000005;516.0;-1.9279761904761905;1.1947533136966124;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;200;0;1;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
480;2021-03-13;D;0;1;Home;1;57.0;26,5;3-5-2;2.0;15.0;84.0;16.0;14.0;-61.06999999999999;6;3;3-5-2;Genoa;reste;11.0;0;3;0;1.0;8.0;1.0;6.0;Udinese;489.72;583.0;-1.2654761904761904;1.3351374570446737;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
481;2021-04-03;D;0;1;Home;1;56.0;26,5;3-5-2;1.0;16.7;82.0;9.0;17.0;-174.87;15;4;3-5-2;Genoa;reste;8.0;0;2;0;2.0;10.0;0.0;10.0;Fiorentina;460.84;562.0;-1.0863095238095237;1.2736990672557682;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
482;2021-04-18;L;0;0;Away;0;47.0;26,5;3-5-2;2.0;18.2;79.4;17.0;13.0;-435.85;7;4;4-5-1;Genoa;reste;12.0;0;1;0;0.0;17.0;2.0;10.0;Milan;389.854;491.0;-2.7315476190476193;1.432093765341188;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
483;2021-04-21;D;0;1;Home;1;63.0;26,5;3-5-2;4.0;18.2;80.6;4.0;14.0;61.8;3;4;3-5-2;Genoa;reste;13.0;0;2;0;0.0;7.0;1.0;18.0;Benevento;540.826;671.0;-2.055952380952381;2.0130461462935685;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
484;2021-05-02;L;0;0;Away;0;48.0;26,5;3-5-2;4.0;21.3;81.0;14.0;12.0;-214.4;8;5;3-5-2;Genoa;reste;8.0;1;4;0;3.0;19.0;1.0;13.0;Lazio;409.86;506.0;-2.0166666666666666;1.2121809032891506;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;264;200;0;1;1;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
485;2021-05-09;L;0;0;Home;1;40.0;26,5;3-5-2;4.0;15.8;72.8;10.0;18.0;-129.81;7;5;4-5-1;Genoa;reste;14.0;0;2;0;0.0;14.0;1.0;15.0;Sassuolo;294.112;404.0;-2.344047619047619;1.923067010309278;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;212;200;0;1;1;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
487;2021-05-15;L;0;0;Home;1;40.0;26,5;3-5-2;5.0;23.6;82.6;15.0;13.0;-318.07;3;5;3-4-3;Genoa;reste;9.0;1;1;0;2.0;12.0;0.0;8.0;Atalanta;394.82800000000003;478.0;-0.5410714285714286;0.8668384879725086;Genoa;1.0;1.0;0.0;0.0;1.0;2.2245302784813643;1.7615570744604352;2.6717242756716786;1.6100279596888918;1.0986339472494464;99;200;0;1;1;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
488;2020-09-20;L;0;0;Away;0;51.0;26,0;3-5-2;3.0;18.8;84.2;6.0;14.0;-59.18000000000001;10;9;3-5-2;Crotone;automne;13.0;0;2;0;4.0;14.0;0.0;13.0;Genoa;448.786;533.0;-1.3797619047619047;1.7124754540991654;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
489;2020-09-27;L;0;0;Home;1;48.0;26,0;3-5-2;0.0;18.1;78.4;11.0;14.0;-495.03;7;9;4-5-1;Crotone;automne;5.0;0;1;0;3.0;15.0;2.0;15.0;Milan;373.968;477.0;-3.0892857142857144;1.2711769759450169;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
492;2020-10-25;L;0;0;Away;0;57.0;26,0;3-5-2;6.0;14.7;86.2;8.0;13.0;-135.08;8;10;4-5-1;Crotone;automne;12.0;0;4;1;2.0;19.0;1.0;13.0;Cagliari;481.858;559.0;-2.5077380952380954;1.8809585174275898;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
493;2020-11-21;L;0;0;Home;1;52.0;26,0;3-5-2;4.0;22.4;67.4;22.0;11.0;-273.58;13;11;3-5-2;Crotone;automne;13.0;0;3;0;4.0;15.0;1.0;10.0;Lazio;359.24199999999996;533.0;-1.1160714285714286;1.1394084437898873;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
494;2020-11-29;L;0;0;Away;0;49.0;26,0;3-5-2;1.0;19.4;74.7;16.0;18.0;-100.85;8;11;4-5-1;Crotone;automne;8.0;0;4;0;2.0;14.0;0.0;15.0;Bologna;330.921;443.0;-0.9154761904761908;1.3601190476190474;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
495;2020-12-06;L;0;0;Home;1;40.0;26,0;3-5-2;1.0;19.4;84.3;6.0;14.0;-477.4500000000001;7;12;4-5-1;Crotone;reste;6.0;0;3;1;3.0;13.0;2.0;9.0;Napoli;403.797;479.0;-3.3130952380952383;0.9660714285714285;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
496;2020-12-15;D;0;1;Away;0;46.0;26,0;3-5-2;2.0;28.7;77.9;12.0;17.0;-120.25;3;12;3-5-2;Crotone;reste;4.0;0;4;0;1.0;15.0;2.0;13.0;Udinese;313.158;402.0;-3.205357142857143;0.5271661757486497;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
497;2020-12-19;L;0;0;Away;0;58.0;26,0;3-5-2;1.0;25.8;79.3;7.0;14.0;-74.43;4;12;4-5-1;Crotone;reste;5.0;1;2;0;2.0;12.0;0.0;14.0;Sampdoria;467.87;590.0;-1.175;0.8224840451644573;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
498;2020-12-22;W;1;1;Home;1;49.0;26,0;3-5-2;6.0;21.1;75.5;6.0;16.0;-75.94999999999997;3;12;4-5-1;Crotone;reste;11.0;0;4;0;6.0;14.0;1.0;22.0;Parma;329.18;436.0;-2.504761904761905;1.9195139911634755;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
499;2021-01-03;L;0;0;Away;0;52.0;26,0;3-5-2;2.0;18.3;86.8;13.0;7.0;-611.15;12;1;3-5-2;Crotone;reste;8.0;1;3;0;0.0;16.0;0.0;9.0;Internazionale;473.928;546.0;-0.575595238095238;1.1858676975945013;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
500;2021-01-06;L;0;0;Home;1;52.0;26,0;3-5-2;4.0;14.9;81.9;16.0;15.0;-342.9;3;1;3-4-3;Crotone;reste;13.0;0;2;0;3.0;11.0;1.0;17.0;Roma;460.278;562.0;-1.5279761904761906;2.136125429553265;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;99;200;0;0;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
501;2021-01-10;L;0;0;Away;0;56.0;26,0;3-5-2;2.0;24.6;74.8;9.0;16.0;-104.46;4;1;3-4-3;Crotone;reste;9.0;0;3;0;3.0;13.0;1.0;16.0;Hellas-Verona;362.032;484.0;-2.223809523809524;1.2224349533627883;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;99;200;0;0;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
502;2021-01-17;W;1;1;Home;1;40.0;26,0;3-5-2;3.0;15.6;73.4;5.0;14.0;2.619999999999997;7;1;4-5-1;Crotone;reste;9.0;0;1;0;4.0;22.0;1.0;14.0;Benevento;259.10200000000003;353.0;-2.9845238095238096;1.5446858124693177;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
503;2021-01-23;L;0;0;Away;0;55.0;26,0;3-5-2;3.0;18.1;79.0;8.0;17.0;-234.05;6;1;3-5-2;Crotone;reste;10.0;0;2;0;2.0;13.0;1.0;12.0;Fiorentina;406.85;515.0;-2.357738095238095;1.424153166421207;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
504;2021-01-31;L;0;0;Home;1;55.0;26,0;3-5-2;4.0;19.8;76.5;9.0;15.0;-59.18000000000001;8;1;3-5-2;Crotone;reste;13.0;0;3;0;1.0;11.0;0.0;22.0;Genoa;400.86;524.0;-1.0279761904761906;2.131762395679921;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
505;2021-02-07;L;0;0;Away;0;51.0;26,0;3-5-2;2.0;17.0;79.6;6.0;9.0;-495.03;7;2;4-5-1;Crotone;reste;10.0;0;1;0;3.0;21.0;1.0;17.0;Milan;386.856;486.0;-2.5339285714285715;1.8004970544918995;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
506;2021-02-14;L;0;0;Home;1;37.0;26,0;3-5-2;4.0;18.7;73.2;13.0;15.0;-188.99;7;2;4-5-1;Crotone;reste;6.0;0;1;0;1.0;22.0;2.0;17.0;Sassuolo;270.108;369.0;-3.475595238095238;1.3700110456553753;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
510;2021-03-12;L;0;0;Away;0;36.0;26,0;3-5-2;2.0;18.6;74.4;13.0;11.0;-273.58;5;3;3-5-2;Crotone;reste;5.0;1;3;0;0.0;25.0;0.0;9.0;Lazio;279.00000000000006;375.0;-1.4255952380952384;0.8227847324496809;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
