;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value;repos
9;2020-11-08;15:00;Serie A;Matchweek 7;Sun;Away;D;1;1;Atalanta;0.9;1.0;48.0;;Samir Handanović;3-5-2;Daniele Doveri;Match Report;;Internazionale;2020-11-0815:00Serie AMatchweek 7AwayDAtalantaInternazionale;10.0;3.0;16.7;0.0;0;526.0;85.2;3;0;0;13.0;0.0;5.0;27.2;€558.55m;5
10;2020-11-22;15:00;Serie A;Matchweek 8;Sun;Home;W;4;2;Torino;4.0;2.1;56.0;;Samir Handanović;3-5-2;Federico La Penna;Match Report;;Internazionale;2020-11-2215:00Serie AMatchweek 8HomeWTorinoInternazionale;12.0;3.0;14.1;0.0;1;564.0;85.5;3;0;0;20.0;4.0;10.0;27.2;€558.55m;14
11;2020-11-25;21:00;Champions Lg;Group stage;Wed;Home;L;0;2;es Real Madrid;0.2;2.0;38.0;;Samir Handanović;3-5-2;Anthony Taylor;Match Report;;Internazionale;2020-11-2521:00Champions LgGroup stageHomeLes Real MadridInternazionale;5.0;1.0;20.5;1.0;0;510.0;84.7;4;1;1;7.0;0.0;14.0;27.2;€558.55m;3
12;2020-11-28;15:00;Serie A;Matchweek 9;Sat;Away;W;3;0;Sassuolo;1.2;0.7;35.0;;Samir Handanović;3-5-2;Massimiliano Irrati;Match Report;;Internazionale;2020-11-2815:00Serie AMatchweek 9AwayWSassuoloInternazionale;11.0;4.0;17.1;0.0;0;397.0;81.1;1;0;0;16.0;2.0;15.0;27.2;€558.55m;3
13;2020-12-01;21:00;Champions Lg;Group stage;Tue;Away;W;3;2;de M'Gladbach;1.6;1.3;46.0;;Samir Handanović;3-5-2;Danny Makkelie;Match Report;;Internazionale;2020-12-0121:00Champions LgGroup stageAwayWde M'GladbachInternazionale;15.0;4.0;14.2;0.0;0;493.0;82.4;7;0;0;13.0;2.0;10.0;27.2;€558.55m;3
14;2020-12-05;20:45;Serie A;Matchweek 10;Sat;Home;W;3;1;Bologna;2.0;1.4;46.0;;Samir Handanović;3-5-2;Paolo Valeri;Match Report;;Internazionale;2020-12-0520:45Serie AMatchweek 10HomeWBolognaInternazionale;14.0;7.0;15.0;1.0;0;506.0;81.8;1;0;0;12.0;2.0;7.0;27.2;€558.55m;4
15;2020-12-09;21:00;Champions Lg;Group stage;Wed;Home;D;0;0;ua Shakhtar;1.3;0.4;57.0;;Samir Handanović;3-5-2;Slavko Vinčič;Match Report;;Internazionale;2020-12-0921:00Champions LgGroup stageHomeDua ShakhtarInternazionale;20.0;4.0;16.5;0.0;0;626.0;81.3;3;0;0;13.0;4.0;8.0;27.2;€558.55m;4
16;2020-12-13;12:45;Serie A;Matchweek 11;Sun;Away;W;3;1;Cagliari;2.8;1.6;58.0;;Samir Handanović;3-5-2;Fabrizio Pasqua;Match Report;;Internazionale;2020-12-1312:45Serie AMatchweek 11AwayWCagliariInternazionale;21.0;11.0;14.4;0.0;0;627.0;85.5;1;0;0;17.0;1.0;11.0;27.2;€558.55m;4
17;2020-12-16;20:45;Serie A;Matchweek 12;Wed;Home;W;1;0;Napoli;1.2;2.2;41.0;;Samir Handanović;3-5-2;Davide Massa;Match Report;;Internazionale;2020-12-1620:45Serie AMatchweek 12HomeWNapoliInternazionale;4.0;1.0;19.1;0.0;1;466.0;86.7;5;0;0;17.0;1.0;8.0;27.2;€558.55m;3
18;2020-12-20;15:00;Serie A;Matchweek 13;Sun;Home;W;2;1;Spezia;1.2;1.0;42.0;;Samir Handanović;3-5-2;Michael Fabbri;Match Report;;Internazionale;2020-12-2015:00Serie AMatchweek 13HomeWSpeziaInternazionale;8.0;3.0;17.4;0.0;1;487.0;84.6;1;0;0;10.0;1.0;14.0;27.2;€558.55m;4
19;2020-12-23;18:30;Serie A;Matchweek 14;Wed;Away;W;2;1;Hellas Verona;1.8;1.5;59.0;;Samir Handanović;3-4-3;Piero Giacomelli;Match Report;;Internazionale;2020-12-2318:30Serie AMatchweek 14AwayWHellas VeronaInternazionale;18.0;5.0;15.1;0.0;0;566.0;79.7;2;0;0;20.0;0.0;14.0;27.2;€558.55m;3
20;2021-01-03;12:30;Serie A;Matchweek 15;Sun;Home;W;6;2;Crotone;2.4;1.4;48.0;;Samir Handanović;3-5-2;Gianluca Aureliano;Match Report;;Internazionale;2021-01-0312:30Serie AMatchweek 15HomeWCrotoneInternazionale;16.0;8.0;17.0;0.0;0;507.0;84.4;0;0;0;9.0;3.0;9.0;27.2;€558.55m;11
21;2021-01-06;15:00;Serie A;Matchweek 16;Wed;Away;L;1;2;Sampdoria;2.7;1.3;63.0;;Samir Handanović;3-5-2;Paolo Valeri;Match Report;;Internazionale;2021-01-0615:00Serie AMatchweek 16AwayLSampdoriaInternazionale;23.0;6.0;13.5;1.0;0;573.0;80.5;4;0;0;18.0;3.0;6.0;27.2;€558.55m;3
22;2021-01-10;12:30;Serie A;Matchweek 17;Sun;Away;D;2;2;Roma;1.6;0.7;50.0;;Marcelo Brozović;3-5-2;Marco Di Bello;Match Report;;Internazionale;2021-01-1012:30Serie AMatchweek 17AwayDRomaInternazionale;17.0;6.0;12.4;0.0;0;569.0;84.4;3;0;0;11.0;2.0;6.0;27.2;€558.55m;4
23;2021-01-13;15:00;Coppa Italia;Round of 16;Wed;Away;W;2;1;Fiorentina;;;55.0;;;;Davide Massa;Match Report;Required Extra Time;Internazionale;2021-01-1315:00Coppa ItaliaRound of 16AwayWFiorentinaInternazionale;0.0;0.0;;;1;;;7;0;0;0.0;0.0;0.0;27.2;€558.55m;3
24;2021-01-17;20:45;Serie A;Matchweek 18;Sun;Home;W;2;0;Juventus;1.6;0.5;49.0;;Samir Handanović;3-5-2;Daniele Doveri;Match Report;;Internazionale;2021-01-1720:45Serie AMatchweek 18HomeWJuventusInternazionale;17.0;5.0;19.3;1.0;0;555.0;87.0;2;0;0;8.0;0.0;6.0;27.2;€558.55m;4
25;2021-01-23;18:00;Serie A;Matchweek 19;Sat;Away;D;0;0;Udinese;0.7;0.3;61.0;;Samir Handanović;3-5-2;Fabio Maresca;Match Report;;Internazionale;2021-01-2318:00Serie AMatchweek 19AwayDUdineseInternazionale;10.0;4.0;22.3;1.0;0;680.0;85.1;2;0;0;16.0;1.0;7.0;27.2;€558.55m;6
26;2021-01-26;20:45;Coppa Italia;Quarter-finals;Tue;Home;W;2;1;Milan;;;66.0;;;;Paolo Valeri;Match Report;;Internazionale;2021-01-2620:45Coppa ItaliaQuarter-finalsHomeWMilanInternazionale;27.0;10.0;;;1;;;3;0;0;8.0;1.0;4.0;27.2;€558.55m;3
27;2021-01-30;20:45;Serie A;Matchweek 20;Sat;Home;W;4;0;Benevento;1.4;0.0;61.0;;Samir Handanović;3-5-2;Fabrizio Pasqua;Match Report;;Internazionale;2021-01-3020:45Serie AMatchweek 20HomeWBeneventoInternazionale;12.0;6.0;17.8;0.0;0;673.0;87.1;0;0;0;9.0;3.0;13.0;27.2;€558.55m;4
28;2021-02-02;20:45;Coppa Italia;Semi-finals;Tue;Home;L;1;2;Juventus;;;48.0;;Samir Handanović;3-5-2;Giampaolo Calvarese;Match Report;Leg 1 of 2;Internazionale;2021-02-0220:45Coppa ItaliaSemi-finalsHomeLJuventusInternazionale;11.0;5.0;;;0;;;3;0;0;17.0;2.0;5.0;27.2;€558.55m;3
29;2021-02-05;20:45;Serie A;Matchweek 21;Fri;Away;W;2;0;Fiorentina;2.2;0.6;55.0;;Samir Handanović;3-5-2;Federico La Penna;Match Report;;Internazionale;2021-02-0520:45Serie AMatchweek 21AwayWFiorentinaInternazionale;14.0;6.0;15.4;0.0;0;610.0;85.9;1;0;0;10.0;1.0;8.0;27.2;€558.55m;3
30;2021-02-09;20:45;Coppa Italia;Semi-finals;Tue;Away;D;0;0;Juventus;;;51.0;;Samir Handanović;3-5-2;Maurizio Mariani;Match Report;"Leg 2 of 2; Juventus won";Internazionale;2021-02-0920:45Coppa ItaliaSemi-finalsAwayDJuventusInternazionale;21.0;3.0;;;0;;;3;0;0;16.0;4.0;8.0;27.2;€558.55m;4
31;2021-02-14;20:45;Serie A;Matchweek 22;Sun;Home;W;3;1;Lazio;2.2;0.7;36.0;;Samir Handanović;3-5-2;Michael Fabbri;Match Report;;Internazionale;2021-02-1420:45Serie AMatchweek 22HomeWLazioInternazionale;11.0;6.0;17.6;0.0;1;416.0;74.0;2;0;0;7.0;1.0;12.0;27.2;€558.55m;5
32;2021-02-21;15:00;Serie A;Matchweek 23;Sun;Away;W;3;0;Milan;2.6;0.8;40.0;;Samir Handanović;3-5-2;Daniele Doveri;Match Report;;Internazionale;2021-02-2115:00Serie AMatchweek 23AwayWMilanInternazionale;16.0;6.0;15.1;0.0;0;424.0;80.7;1;0;0;10.0;1.0;15.0;27.2;€558.55m;7
33;2021-02-28;15:00;Serie A;Matchweek 24;Sun;Home;W;3;0;Genoa;2.7;0.1;51.0;;Samir Handanović;3-5-2;Daniele Chiffi;Match Report;;Internazionale;2021-02-2815:00Serie AMatchweek 24HomeWGenoaInternazionale;24.0;12.0;15.9;0.0;0;585.0;85.8;0;0;0;12.0;0.0;8.0;27.2;€558.55m;7
34;2021-03-04;20:45;Serie A;Matchweek 25;Thu;Away;W;2;1;Parma;2.9;0.8;47.0;;Samir Handanović;3-5-2;Fabrizio Pasqua;Match Report;;Internazionale;2021-03-0420:45Serie AMatchweek 25AwayWParmaInternazionale;11.0;6.0;10.9;0.0;0;539.0;85.2;1;0;0;11.0;3.0;12.0;27.2;€558.55m;4
35;2021-03-08;20:45;Serie A;Matchweek 26;Mon;Home;W;1;0;Atalanta;0.2;0.9;44.0;;Samir Handanović;3-5-2;Maurizio Mariani;Match Report;;Internazionale;2021-03-0820:45Serie AMatchweek 26HomeWAtalantaInternazionale;5.0;1.0;17.4;0.0;0;519.0;80.9;0;0;0;11.0;2.0;28.0;27.2;€558.55m;4
36;2021-03-14;15:00;Serie A;Matchweek 27;Sun;Away;W;2;1;Torino;2.5;0.9;68.0;;Samir Handanović;3-5-2;Paolo Valeri;Match Report;;Internazionale;2021-03-1415:00Serie AMatchweek 27AwayWTorinoInternazionale;12.0;2.0;15.3;0.0;1;738.0;86.4;1;0;0;12.0;2.0;5.0;27.2;€558.55m;6
37;2021-04-03;20:45;Serie A;Matchweek 29;Sat;Away;W;1;0;Bologna;1.9;1.1;44.0;;Samir Handanović;3-5-2;Piero Giacomelli;Match Report;;Internazionale;2021-04-0320:45Serie AMatchweek 29AwayWBolognaInternazionale;14.0;3.0;18.1;3.0;0;468.0;78.6;4;0;0;15.0;2.0;8.0;27.2;€558.55m;20
38;2021-04-07;18:45;Serie A;Matchweek 28;Wed;Home;W;2;1;Sassuolo;1.1;0.7;30.0;;Samir Handanović;3-5-2;Massimiliano Irrati;Match Report;;Internazionale;2021-04-0718:45Serie AMatchweek 28HomeWSassuoloInternazionale;7.0;2.0;13.7;0.0;0;385.0;86.0;2;0;0;8.0;1.0;8.0;27.2;€558.55m;4
39;2021-04-11;12:30;Serie A;Matchweek 30;Sun;Home;W;1;0;Cagliari;1.2;0.3;53.0;;Samir Handanović;3-5-2;Luca Pairetto;Match Report;;Internazionale;2021-04-1112:30Serie AMatchweek 30HomeWCagliariInternazionale;15.0;7.0;18.8;0.0;0;648.0;88.0;1;0;0;10.0;2.0;4.0;27.2;€558.55m;4
40;2021-04-18;20:45;Serie A;Matchweek 31;Sun;Away;D;1;1;Napoli;0.9;0.7;44.0;;Samir Handanović;3-5-2;Daniele Doveri;Match Report;;Internazionale;2021-04-1820:45Serie AMatchweek 31AwayDNapoliInternazionale;10.0;2.0;16.9;1.0;0;490.0;88.6;2;0;0;12.0;1.0;7.0;27.2;€558.55m;7
41;2021-04-21;20:45;Serie A;Matchweek 32;Wed;Away;D;1;1;Spezia;3.1;0.0;64.0;;Samir Handanović;3-5-2;Daniele Chiffi;Match Report;;Internazionale;2021-04-2120:45Serie AMatchweek 32AwayDSpeziaInternazionale;20.0;5.0;13.9;0.0;0;695.0;86.5;0;0;0;7.0;6.0;6.0;27.2;€558.55m;3
42;2021-04-25;15:00;Serie A;Matchweek 33;Sun;Home;W;1;0;Hellas Verona;0.9;1.3;49.0;;Samir Handanović;3-5-2;Rosario Abisso;Match Report;;Internazionale;2021-04-2515:00Serie AMatchweek 33HomeWHellas VeronaInternazionale;12.0;3.0;20.4;2.0;0;552.0;84.1;0;0;0;7.0;1.0;8.0;27.2;€558.55m;4
43;2021-05-01;18:00;Serie A;Matchweek 34;Sat;Away;W;2;0;Crotone;2.4;0.8;62.0;;Samir Handanović;3-5-2;Alessandro Prontera;Match Report;;Internazionale;2021-05-0118:00Serie AMatchweek 34AwayWCrotoneInternazionale;23.0;5.0;16.0;1.0;0;668.0;88.3;2;0;0;9.0;3.0;6.0;27.2;€558.55m;6
44;2021-05-08;18:00;Serie A;Matchweek 35;Sat;Home;W;5;1;Sampdoria;1.9;1.5;55.0;;Samir Handanović;3-5-2;Giovanni Ayroldi;Match Report;;Internazionale;2021-05-0818:00Serie AMatchweek 35HomeWSampdoriaInternazionale;13.0;6.0;18.9;0.0;1;636.0;87.9;0;0;0;10.0;2.0;11.0;27.2;€558.55m;7
45;2021-05-12;20:45;Serie A;Matchweek 36;Wed;Home;W;3;1;Roma;1.7;0.9;52.0;;Andrea Ranocchia;3-5-2;Daniele Chiffi;Match Report;;Internazionale;2021-05-1220:45Serie AMatchweek 36HomeWRomaInternazionale;14.0;5.0;17.8;2.0;0;571.0;89.5;0;0;0;4.0;2.0;4.0;27.2;€558.55m;4
46;2021-05-15;18:00;Serie A;Matchweek 37;Sat;Away;L;2;3;Juventus;1.4;2.8;59.0;;Samir Handanović;3-5-2;Giampaolo Calvarese;Match Report;;Internazionale;2021-05-1518:00Serie AMatchweek 37AwayLJuventusInternazionale;7.0;2.0;18.9;1.0;1;618.0;89.8;5;1;1;18.0;0.0;7.0;27.2;€558.55m;3
47;2021-05-23;15:00;Serie A;Matchweek 38;Sun;Home;W;5;1;Udinese;3.0;1.3;48.0;1000.0;Samir Handanović;3-5-2;Manuel Volpi;Match Report;;Internazionale;2021-05-2315:00Serie AMatchweek 38HomeWUdineseInternazionale;14.0;6.0;17.1;2.0;1;445.0;85.2;1;0;0;13.0;0.0;7.0;27.2;€558.55m;8
0;2020-09-20;20:45;Serie A;Matchweek 1;Sun;Home;W;3;0;Sampdoria;2.0;0.8;66.0;1000.0;Giorgio Chiellini;3-4-1-2;Marco Piccinini;Match Report;;Juventus;2020-09-2020:45Serie AMatchweek 1HomeWSampdoriaJuventus;20.0;8.0;17.3;2.0;0;763.0;88.7;1;0;0;15.0;3.0;16.0;25.0;€642.50m;10
1;2020-09-27;20:45;Serie A;Matchweek 2;Sun;Away;D;2;2;Roma;1.9;2.8;60.0;1000.0;Giorgio Chiellini;4-4-2;Marco Di Bello;Match Report;;Juventus;2020-09-2720:45Serie AMatchweek 2AwayDRomaJuventus;7.0;2.0;16.9;0.0;1;648.0;86.6;3;1;1;9.0;4.0;13.0;25.0;€642.50m;7
2;2020-10-17;20:45;Serie A;Matchweek 4;Sat;Away;D;1;1;Crotone;1.8;1.2;53.0;1000.0;Leonardo Bonucci;3-4-3;Francesco Fourneau;Match Report;;Juventus;2020-10-1720:45Serie AMatchweek 4AwayDCrotoneJuventus;11.0;2.0;16.3;1.0;0;556.0;85.8;3;1;0;14.0;2.0;16.0;25.0;€642.50m;20
3;2020-10-20;19:55;Champions Lg;Group stage;Tue;Away;W;2;0;ua Dynamo Kyiv;2.0;0.5;52.0;14850.0;Giorgio Chiellini;4-4-1-1;Ovidiu Hațegan;Match Report;;Juventus;2020-10-2019:55Champions LgGroup stageAwayWua Dynamo KyivJuventus;10.0;6.0;12.0;0.0;0;593.0;85.3;3;0;0;11.0;0.0;23.0;25.0;€642.50m;3
4;2020-10-25;20:45;Serie A;Matchweek 5;Sun;Home;D;1;1;Hellas Verona;1.5;0.7;62.0;1000.0;Leonardo Bonucci;3-5-2;Fabrizio Pasqua;Match Report;;Juventus;2020-10-2520:45Serie AMatchweek 5HomeDHellas VeronaJuventus;22.0;6.0;17.7;1.0;0;629.0;84.9;1;0;0;14.0;4.0;13.0;25.0;€642.50m;5
5;2020-10-28;21:00;Champions Lg;Group stage;Wed;Home;L;0;2;es Barcelona;0.4;2.3;42.0;;Leonardo Bonucci;4-2-3-1;Danny Makkelie;Match Report;;Juventus;2020-10-2821:00Champions LgGroup stageHomeLes BarcelonaJuventus;10.0;0.0;22.8;1.0;0;521.0;86.0;5;1;1;19.0;3.0;17.0;25.0;€642.50m;3
6;2020-11-01;15:00;Serie A;Matchweek 6;Sun;Away;W;4;1;Spezia;2.7;0.7;56.0;;Leonardo Bonucci;4-4-2;Rosario Abisso;Match Report;;Juventus;2020-11-0115:00Serie AMatchweek 6AwayWSpeziaJuventus;6.0;3.0;13.9;0.0;1;592.0;86.8;1;0;0;7.0;5.0;16.0;25.0;€642.50m;4
7;2020-11-04;21:00;Champions Lg;Group stage;Wed;Away;W;4;1;hu Ferencváros;2.7;1.5;54.0;18531.0;Giorgio Chiellini;4-3-3;Orel Grinfeeld;Match Report;;Juventus;2020-11-0421:00Champions LgGroup stageAwayWhu FerencvárosJuventus;16.0;8.0;18.6;1.0;0;659.0;89.7;0;0;0;11.0;2.0;15.0;25.0;€642.50m;3
8;2020-11-08;12:30;Serie A;Matchweek 7;Sun;Away;D;1;1;Lazio;1.3;1.0;46.0;;Leonardo Bonucci;4-4-2;Davide Massa;Match Report;;Juventus;2020-11-0812:30Serie AMatchweek 7AwayDLazioJuventus;11.0;5.0;19.3;1.0;0;528.0;87.1;2;0;0;11.0;2.0;15.0;25.0;€642.50m;4
9;2020-11-21;20:45;Serie A;Matchweek 8;Sat;Home;W;2;0;Cagliari;2.2;0.1;66.0;;Juan Cuadrado;4-4-2;Fabio Maresca;Match Report;;Juventus;2020-11-2120:45Serie AMatchweek 8HomeWCagliariJuventus;24.0;6.0;15.7;0.0;0;781.0;89.8;3;0;0;11.0;2.0;11.0;25.0;€642.50m;13
10;2020-11-24;21:00;Champions Lg;Group stage;Tue;Home;W;2;1;hu Ferencváros;1.0;0.4;66.0;;Paulo Dybala;4-4-2;Daniel Siebert;Match Report;;Juventus;2020-11-2421:00Champions LgGroup stageHomeWhu FerencvárosJuventus;19.0;7.0;19.6;1.0;0;774.0;85.0;2;0;0;19.0;9.0;18.0;25.0;€642.50m;3
11;2020-11-28;18:00;Serie A;Matchweek 9;Sat;Away;D;1;1;Benevento;1.5;0.5;63.0;;Paulo Dybala;4-4-2;Fabrizio Pasqua;Match Report;;Juventus;2020-11-2818:00Serie AMatchweek 9AwayDBeneventoJuventus;16.0;5.0;18.2;1.0;0;686.0;86.2;1;1;0;13.0;5.0;13.0;25.0;€642.50m;4
12;2020-12-02;21:00;Champions Lg;Group stage;Wed;Home;W;3;0;ua Dynamo Kyiv;2.9;0.6;53.0;;Leonardo Bonucci;3-5-2;Stéphanie Frappart;Match Report;;Juventus;2020-12-0221:00Champions LgGroup stageHomeWua Dynamo KyivJuventus;17.0;7.0;15.4;0.0;0;656.0;85.8;1;0;0;8.0;3.0;16.0;25.0;€642.50m;4
13;2020-12-05;18:00;Serie A;Matchweek 10;Sat;Home;W;2;1;Torino;1.6;1.0;65.0;;Leonardo Bonucci;4-4-2;Daniele Orsato;Match Report;;Juventus;2020-12-0518:00Serie AMatchweek 10HomeWTorinoJuventus;17.0;4.0;19.2;1.0;0;657.0;82.8;3;1;0;17.0;3.0;9.0;25.0;€642.50m;3
14;2020-12-08;21:00;Champions Lg;Group stage;Tue;Away;W;3;0;es Barcelona;2.9;0.9;41.0;;Leonardo Bonucci;3-5-2;Tobias Stieler;Match Report;;Juventus;2020-12-0821:00Champions LgGroup stageAwayWes BarcelonaJuventus;7.0;2.0;20.8;0.0;2;518.0;83.2;3;0;0;15.0;1.0;17.0;25.0;€642.50m;3
15;2020-12-13;18:00;Serie A;Matchweek 11;Sun;Away;W;3;1;Genoa;3.4;0.2;69.0;;Leonardo Bonucci;3-5-2;Marco Di Bello;Match Report;;Juventus;2020-12-1318:00Serie AMatchweek 11AwayWGenoaJuventus;16.0;8.0;16.3;0.0;2;689.0;85.1;3;0;0;14.0;3.0;21.0;25.0;€642.50m;5
16;2020-12-16;18:30;Serie A;Matchweek 12;Wed;Home;D;1;1;Atalanta;2.6;0.9;54.0;;Leonardo Bonucci;4-4-2;Daniele Doveri;Match Report;;Juventus;2020-12-1618:30Serie AMatchweek 12HomeDAtalantaJuventus;11.0;6.0;16.5;0.0;0;548.0;85.0;3;0;0;14.0;2.0;23.0;25.0;€642.50m;3
17;2020-12-19;20:45;Serie A;Matchweek 13;Sat;Away;W;4;0;Parma;2.3;1.0;62.0;;Leonardo Bonucci;3-5-2;Giampaolo Calvarese;Match Report;;Juventus;2020-12-1920:45Serie AMatchweek 13AwayWParmaJuventus;19.0;7.0;15.4;0.0;0;727.0;89.3;1;0;0;10.0;3.0;12.0;25.0;€642.50m;3
18;2020-12-22;20:45;Serie A;Matchweek 14;Tue;Home;L;0;3;Fiorentina;0.5;1.6;54.0;;Leonardo Bonucci;3-5-2;Federico La Penna;Match Report;;Juventus;2020-12-2220:45Serie AMatchweek 14HomeLFiorentinaJuventus;13.0;3.0;22.7;2.0;0;516.0;86.6;1;1;0;9.0;3.0;7.0;25.0;€642.50m;3
19;2021-01-03;20:45;Serie A;Matchweek 15;Sun;Home;W;4;1;Udinese;2.5;1.7;63.0;;Leonardo Bonucci;4-4-2;Piero Giacomelli;Match Report;;Juventus;2021-01-0320:45Serie AMatchweek 15HomeWUdineseJuventus;20.0;10.0;18.5;1.0;0;709.0;89.7;3;0;0;14.0;1.0;12.0;25.0;€642.50m;12
20;2021-01-06;20:45;Serie A;Matchweek 16;Wed;Away;W;3;1;Milan;2.3;1.0;57.0;;Leonardo Bonucci;4-4-2;Massimiliano Irrati;Match Report;;Juventus;2021-01-0620:45Serie AMatchweek 16AwayWMilanJuventus;14.0;6.0;15.2;0.0;0;565.0;85.8;2;0;0;11.0;0.0;6.0;25.0;€642.50m;3
21;2021-01-10;20:45;Serie A;Matchweek 17;Sun;Home;W;3;1;Sassuolo;2.8;0.7;55.0;;Leonardo Bonucci;4-4-2;Davide Massa;Match Report;;Juventus;2021-01-1020:45Serie AMatchweek 17HomeWSassuoloJuventus;23.0;8.0;17.0;0.0;0;667.0;90.0;4;0;0;11.0;0.0;11.0;25.0;€642.50m;4
22;2021-01-13;20:45;Coppa Italia;Round of 16;Wed;Home;W;3;2;Genoa;;;59.0;;;;Daniele Chiffi;Match Report;Required Extra Time;Juventus;2021-01-1320:45Coppa ItaliaRound of 16HomeWGenoaJuventus;0.0;0.0;;;0;;;2;0;0;0.0;0.0;0.0;25.0;€642.50m;3
23;2021-01-17;20:45;Serie A;Matchweek 18;Sun;Away;L;0;2;Inter;0.5;1.6;51.0;;Giorgio Chiellini;4-4-2;Daniele Doveri;Match Report;;Juventus;2021-01-1720:45Serie AMatchweek 18AwayLInterJuventus;9.0;4.0;19.3;0.0;0;575.0;86.8;2;0;0;14.0;3.0;8.0;25.0;€642.50m;4
24;2021-01-20;21:00;Supercoppa Italiana;Supercoppa Italiana;Wed;Neutral;W;2;0;Napoli;;;56.0;;Giorgio Chiellini;4-4-2;Paolo Valeri;Match Report;;Juventus;2021-01-2021:00Supercoppa ItalianaSupercoppa ItalianaNeutralWNapoliJuventus;11.0;3.0;;;0;;;1;0;0;15.0;7.0;14.0;25.0;€642.50m;3
25;2021-01-24;12:30;Serie A;Matchweek 19;Sun;Home;W;2;0;Bologna;3.0;0.5;53.0;;Giorgio Chiellini;4-4-2;Juan Sacchi;Match Report;;Juventus;2021-01-2412:30Serie AMatchweek 19HomeWBolognaJuventus;23.0;11.0;17.8;1.0;0;521.0;84.6;3;0;0;11.0;2.0;11.0;25.0;€642.50m;4
26;2021-01-27;20:45;Coppa Italia;Quarter-finals;Wed;Home;W;4;0;SPAL;;;55.0;;Gianluigi Buffon;4-4-2;Ivan Pezzuto;Match Report;;Juventus;2021-01-2720:45Coppa ItaliaQuarter-finalsHomeWSPALJuventus;23.0;12.0;;;1;;;2;0;0;14.0;3.0;12.0;25.0;€642.50m;3
27;2021-01-30;18:00;Serie A;Matchweek 20;Sat;Away;W;2;0;Sampdoria;1.5;0.5;61.0;;Giorgio Chiellini;4-4-2;Michael Fabbri;Match Report;;Juventus;2021-01-3018:00Serie AMatchweek 20AwayWSampdoriaJuventus;9.0;3.0;19.8;1.0;0;701.0;88.7;2;0;0;10.0;4.0;19.0;25.0;€642.50m;3
28;2021-02-02;20:45;Coppa Italia;Semi-finals;Tue;Away;W;2;1;Inter;;;52.0;;Gianluigi Buffon;4-4-2;Giampaolo Calvarese;Match Report;Leg 1 of 2;Juventus;2021-02-0220:45Coppa ItaliaSemi-finalsAwayWInterJuventus;10.0;6.0;;;1;;;6;0;0;12.0;1.0;22.0;25.0;€642.50m;3
29;2021-02-06;18:00;Serie A;Matchweek 21;Sat;Home;W;2;0;Roma;0.2;1.0;48.0;;Giorgio Chiellini;4-4-2;Daniele Orsato;Match Report;;Juventus;2021-02-0618:00Serie AMatchweek 21HomeWRomaJuventus;3.0;2.0;14.7;0.0;0;540.0;84.8;2;0;0;9.0;6.0;8.0;25.0;€642.50m;4
30;2021-02-09;20:45;Coppa Italia;Semi-finals;Tue;Home;D;0;0;Inter;;;49.0;;Gianluigi Buffon;4-4-2;Maurizio Mariani;Match Report;"Leg 2 of 2; Juventus won";Juventus;2021-02-0920:45Coppa ItaliaSemi-finalsHomeDInterJuventus;12.0;4.0;;;0;;;1;0;0;12.0;0.0;23.0;25.0;€642.50m;3
31;2021-02-13;18:00;Serie A;Matchweek 22;Sat;Away;L;0;1;Napoli;2.2;1.1;62.0;;Giorgio Chiellini;4-4-2;Daniele Doveri;Match Report;;Juventus;2021-02-1318:00Serie AMatchweek 22AwayLNapoliJuventus;24.0;6.0;17.3;2.0;0;650.0;85.1;3;0;0;18.0;6.0;13.0;25.0;€642.50m;4
32;2021-02-17;20:00;Champions Lg;Round of 16;Wed;Away;L;1;2;pt Porto;0.9;1.3;65.0;;Giorgio Chiellini;4-4-2;Carlos del Cerro;Match Report;Leg 1 of 2;Juventus;2021-02-1720:00Champions LgRound of 16AwayLpt PortoJuventus;12.0;5.0;20.7;0.0;0;632.0;84.3;4;0;0;14.0;5.0;8.0;25.0;€642.50m;4
33;2021-02-22;20:45;Serie A;Matchweek 23;Mon;Home;W;3;0;Crotone;3.4;0.8;60.0;;Gianluigi Buffon;4-4-2;Valerio Marini;Match Report;;Juventus;2021-02-2220:45Serie AMatchweek 23HomeWCrotoneJuventus;27.0;8.0;14.6;2.0;0;570.0;86.1;3;0;0;18.0;4.0;11.0;25.0;€642.50m;5
34;2021-02-27;20:45;Serie A;Matchweek 24;Sat;Away;D;1;1;Hellas Verona;1.0;0.8;55.0;;Alex Sandro;3-5-2;Fabio Maresca;Match Report;;Juventus;2021-02-2720:45Serie AMatchweek 24AwayDHellas VeronaJuventus;15.0;5.0;19.4;2.0;0;511.0;76.7;2;0;0;14.0;3.0;11.0;25.0;€642.50m;5
35;2021-03-02;20:45;Serie A;Matchweek 25;Tue;Home;W;3;0;Spezia;2.4;1.4;47.0;;Alex Sandro;4-4-2;Juan Sacchi;Match Report;;Juventus;2021-03-0220:45Serie AMatchweek 25HomeWSpeziaJuventus;18.0;7.0;14.6;1.0;0;485.0;81.0;2;0;0;14.0;4.0;10.0;25.0;€642.50m;3
