;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value
16;2021-11-04;21:00;Conf Lg;Group stage;Thu;Home;D;2;2;no Bodø/Glimt;2.3;0.5;55.0;41031.0;Gianluca Mancini;4-2-3-1;Anastasios Papapetrou;Match Report;;Roma;2021-11-0421:00Conf LgGroup stageHomeDno Bodø/GlimtRoma;20.0;4.0;15.2;0.0;0;556.0;78.6;2;0;0;12.0;2.0;9.0;23.8;€381.25m
17;2021-11-07;12:30;Serie A;Matchweek 12;Sun;Away;L;2;3;Venezia;3.6;2.8;61.0;8263.0;Lorenzo Pellegrini;3-4-1-2;Gianluca Aureliano;Match Report;;Roma;2021-11-0712:30Serie AMatchweek 12AwayLVeneziaRoma;27.0;9.0;13.2;0.0;0;535.0;78.9;2;0;0;18.0;1.0;5.0;23.8;€381.25m
18;2021-11-21;20:45;Serie A;Matchweek 13;Sun;Away;W;2;0;Genoa;2.3;0.1;59.0;14667.0;Lorenzo Pellegrini;3-1-4-2;Massimiliano Irrati;Match Report;;Roma;2021-11-2120:45Serie AMatchweek 13AwayWGenoaRoma;19.0;4.0;15.4;0.0;0;600.0;85.5;2;0;0;13.0;0.0;7.0;23.8;€381.25m
19;2021-11-25;21:00;Conf Lg;Group stage;Thu;Home;W;4;0;ua Zorya Luhansk;3.8;0.2;54.0;24000.0;Gianluca Mancini;3-4-3;István Kovács;Match Report;;Roma;2021-11-2521:00Conf LgGroup stageHomeWua Zorya LuhanskRoma;18.0;8.0;14.9;0.0;0;530.0;86.4;2;0;0;12.0;1.0;14.0;23.8;€381.25m
20;2021-11-28;18:00;Serie A;Matchweek 14;Sun;Home;W;1;0;Torino;1.0;1.1;32.0;46728.0;Lorenzo Pellegrini;3-1-4-2;Daniele Chiffi;Match Report;;Roma;2021-11-2818:00Serie AMatchweek 14HomeWTorinoRoma;10.0;2.0;17.8;0.0;0;304.0;74.3;2;0;0;7.0;1.0;8.0;23.8;€381.25m
21;2021-12-01;18:30;Serie A;Matchweek 15;Wed;Away;L;0;1;Bologna;1.0;0.3;57.0;15780.0;Gianluca Mancini;3-1-4-2;Luca Pairetto;Match Report;;Roma;2021-12-0118:30Serie AMatchweek 15AwayLBolognaRoma;13.0;5.0;20.8;1.0;0;560.0;83.9;4;0;0;18.0;4.0;10.0;23.8;€381.25m
22;2021-12-04;18:00;Serie A;Matchweek 16;Sat;Home;L;0;3;Inter;0.9;1.4;34.0;51185.0;Gianluca Mancini;3-1-4-2;Marco Di Bello;Match Report;;Roma;2021-12-0418:00Serie AMatchweek 16HomeLInterRoma;9.0;1.0;15.9;0.0;0;415.0;85.8;3;0;0;9.0;0.0;10.0;23.8;€381.25m
23;2021-12-09;19:45;Conf Lg;Group stage;Thu;Away;W;3;2;bg CSKA Sofia;1.6;0.9;51.0;4640.0;Gianluca Mancini;3-4-1-2;Nick Walsh;Match Report;;Roma;2021-12-0919:45Conf LgGroup stageAwayWbg CSKA SofiaRoma;8.0;5.0;12.3;1.0;0;481.0;81.1;3;0;0;16.0;4.0;8.0;23.8;€381.25m
24;2021-12-13;20:45;Serie A;Matchweek 17;Mon;Home;W;2;0;Spezia;2.0;0.9;52.0;44844.0;Bryan Cristante;3-5-2;Alessandro Prontera;Match Report;;Roma;2021-12-1320:45Serie AMatchweek 17HomeWSpeziaRoma;12.0;5.0;12.4;0.0;0;549.0;82.3;4;1;1;13.0;0.0;15.0;23.8;€381.25m
25;2021-12-18;15:00;Serie A;Matchweek 18;Sat;Away;W;4;1;Atalanta;1.8;1.5;29.0;14469.0;Gianluca Mancini;3-5-2;Massimiliano Irrati;Match Report;;Roma;2021-12-1815:00Serie AMatchweek 18AwayWAtalantaRoma;8.0;5.0;16.0;1.0;0;290.0;73.1;3;0;0;16.0;2.0;18.0;23.8;€381.25m
26;2021-12-22;18:30;Serie A;Matchweek 19;Wed;Home;D;1;1;Sampdoria;1.4;1.4;55.0;49400.0;Gianluca Mancini;3-1-4-2;Piero Giacomelli;Match Report;;Roma;2021-12-2218:30Serie AMatchweek 19HomeDSampdoriaRoma;15.0;4.0;19.0;0.0;0;588.0;79.4;0;0;0;6.0;1.0;8.0;23.8;€381.25m
27;2022-01-06;18:30;Serie A;Matchweek 20;Thu;Away;L;1;3;Milan;0.7;3.2;46.0;35870.0;Lorenzo Pellegrini;3-1-4-2;Daniele Chiffi;Match Report;;Roma;2022-01-0618:30Serie AMatchweek 20AwayLMilanRoma;11.0;5.0;19.5;0.0;0;369.0;71.0;7;2;2;20.0;3.0;16.0;23.8;€381.25m
28;2022-01-09;18:30;Serie A;Matchweek 21;Sun;Home;L;3;4;Juventus;2.4;1.2;53.0;33178.0;Lorenzo Pellegrini;4-2-3-1;Davide Massa;Match Report;;Roma;2022-01-0918:30Serie AMatchweek 21HomeLJuventusRoma;18.0;6.0;18.8;2.0;0;467.0;78.4;3;0;0;11.0;1.0;7.0;23.8;€381.25m
29;2022-01-16;18:00;Serie A;Matchweek 22;Sun;Home;W;1;0;Cagliari;2.0;0.6;57.0;5000.0;Gianluca Mancini;4-2-3-1;Lorenzo Maggioni;Match Report;;Roma;2022-01-1618:00Serie AMatchweek 22HomeWCagliariRoma;14.0;6.0;20.0;0.0;1;578.0;80.4;3;0;0;13.0;2.0;10.0;23.8;€381.25m
30;2022-01-20;21:00;Coppa Italia;Round of 16;Thu;Home;W;3;1;Lecce;;;58.0;5000.0;Bryan Cristante;4-2-3-1;Manuel Volpi;Match Report;;Roma;2022-01-2021:00Coppa ItaliaRound of 16HomeWLecceRoma;20.0;10.0;;;0;;;3;0;0;18.0;1.0;9.0;23.8;€381.25m
31;2022-01-23;18:00;Serie A;Matchweek 23;Sun;Away;W;4;2;Empoli;2.7;1.1;42.0;4920.0;Gianluca Mancini;3-4-1-2;Michael Fabbri;Match Report;;Roma;2022-01-2318:00Serie AMatchweek 23AwayWEmpoliRoma;16.0;8.0;12.8;0.0;0;395.0;77.2;2;0;0;14.0;1.0;13.0;23.8;€381.25m
32;2022-02-05;15:00;Serie A;Matchweek 24;Sat;Home;D;0;0;Genoa;1.7;0.6;62.0;29863.0;Gianluca Mancini;3-4-1-2;Rosario Abisso;Match Report;;Roma;2022-02-0515:00Serie AMatchweek 24HomeDGenoaRoma;23.0;3.0;17.5;2.0;0;532.0;76.7;3;1;0;8.0;1.0;10.0;23.8;€381.25m
33;2022-02-08;21:00;Coppa Italia;Quarter-finals;Tue;Away;L;0;2;Inter;;;43.0;38000.0;Gianluca Mancini;3-4-1-2;Marco Di Bello;Match Report;;Roma;2022-02-0821:00Coppa ItaliaQuarter-finalsAwayLInterRoma;10.0;1.0;;;0;;;2;0;0;18.0;1.0;12.0;23.8;€381.25m
34;2022-02-13;18:00;Serie A;Matchweek 25;Sun;Away;D;2;2;Sassuolo;2.4;1.2;54.0;9282.0;Lorenzo Pellegrini;3-4-1-2;Marco Guida;Match Report;;Roma;2022-02-1318:00Serie AMatchweek 25AwayDSassuoloRoma;12.0;7.0;14.5;1.0;1;508.0;77.8;2;0;0;13.0;1.0;10.0;23.8;€381.25m
35;2022-02-19;18:00;Serie A;Matchweek 26;Sat;Home;D;2;2;Hellas Verona;0.7;0.6;57.0;34777.0;Lorenzo Pellegrini;3-4-1-2;Luca Pairetto;Match Report;;Roma;2022-02-1918:00Serie AMatchweek 26HomeDHellas VeronaRoma;7.0;3.0;17.6;0.0;0;556.0;73.7;3;0;0;18.0;1.0;15.0;23.8;€381.25m
36;2022-02-27;18:05;Serie A;Matchweek 27;Sun;Away;W;1;0;Spezia;4.1;0.4;65.0;8107.0;Lorenzo Pellegrini;3-4-3;Michael Fabbri;Match Report;;Roma;2022-02-2718:05Serie AMatchweek 27AwayWSpeziaRoma;30.0;8.0;16.8;1.0;1;650.0;84.2;3;0;0;11.0;5.0;6.0;23.8;€381.25m
37;2022-03-05;18:00;Serie A;Matchweek 28;Sat;Home;W;1;0;Atalanta;1.8;0.6;35.0;42303.0;Lorenzo Pellegrini;3-4-1-2;Davide Massa;Match Report;;Roma;2022-03-0518:00Serie AMatchweek 28HomeWAtalantaRoma;13.0;4.0;19.1;1.0;0;351.0;70.9;6;1;1;17.0;3.0;15.0;23.8;€381.25m
38;2022-03-10;18:45;Conf Lg;Round of 16;Thu;Away;W;1;0;nl Vitesse;0.7;1.3;39.0;24022.0;Gianluca Mancini;3-4-1-2;Paweł Raczkowski;Match Report;Leg 1 of 2;Roma;2022-03-1018:45Conf LgRound of 16AwayWnl VitesseRoma;6.0;3.0;19.0;0.0;0;354.0;63.6;4;1;1;16.0;2.0;12.0;23.8;€381.25m
39;2022-03-13;18:00;Serie A;Matchweek 29;Sun;Away;D;1;1;Udinese;1.3;0.9;63.0;15114.0;Lorenzo Pellegrini;3-5-2;Marco Di Bello;Match Report;;Roma;2022-03-1318:00Serie AMatchweek 29AwayDUdineseRoma;9.0;1.0;21.7;0.0;1;627.0;84.8;2;0;0;12.0;1.0;4.0;23.8;€381.25m
40;2022-03-17;21:00;Conf Lg;Round of 16;Thu;Home;D;1;1;nl Vitesse;2.2;0.4;37.0;40435.0;Lorenzo Pellegrini;3-4-3;Radu Petrescu;Match Report;"Leg 2 of 2; Roma won";Roma;2022-03-1721:00Conf LgRound of 16HomeDnl VitesseRoma;18.0;1.0;17.9;1.0;0;329.0;74.2;3;0;0;14.0;2.0;12.0;23.8;€381.25m
41;2022-03-20;18:00;Serie A;Matchweek 30;Sun;Home;W;3;0;Lazio;2.0;1.0;34.0;51932.0;Lorenzo Pellegrini;3-4-3;Massimiliano Irrati;Match Report;;Roma;2022-03-2018:00Serie AMatchweek 30HomeWLazioRoma;11.0;5.0;16.6;1.0;0;349.0;73.4;4;0;0;16.0;1.0;9.0;23.8;€381.25m
42;2022-04-03;18:00;Serie A;Matchweek 31;Sun;Away;W;1;0;Sampdoria;1.0;0.6;51.0;16465.0;Lorenzo Pellegrini;3-4-3;Gianluca Manganiello;Match Report;;Roma;2022-04-0318:00Serie AMatchweek 31AwayWSampdoriaRoma;6.0;1.0;15.2;0.0;0;514.0;79.8;3;0;0;13.0;3.0;11.0;23.8;€381.25m
43;2022-04-07;21:00;Conf Lg;Quarter-finals;Thu;Away;L;1;2;no Bodø/Glimt;1.7;1.1;43.0;7739.0;Lorenzo Pellegrini;3-4-3;Serdar Gözübüyük;Match Report;Leg 1 of 2;Roma;2022-04-0721:00Conf LgQuarter-finalsAwayLno Bodø/GlimtRoma;14.0;4.0;16.8;0.0;0;424.0;74.8;2;0;0;11.0;9.0;12.0;23.8;€381.25m
44;2022-04-10;18:00;Serie A;Matchweek 32;Sun;Home;W;2;1;Salernitana;1.9;0.5;67.0;64266.0;Bryan Cristante;3-4-3;Manuel Volpi;Match Report;;Roma;2022-04-1018:00Serie AMatchweek 32HomeWSalernitanaRoma;17.0;7.0;16.8;1.0;0;562.0;83.5;5;0;0;16.0;1.0;13.0;23.8;€381.25m
45;2022-04-14;21:00;Conf Lg;Quarter-finals;Thu;Home;W;4;0;no Bodø/Glimt;3.3;0.3;40.0;61942.0;Lorenzo Pellegrini;3-4-1-2;José Sánchez;Match Report;"Leg 2 of 2; Roma won";Roma;2022-04-1421:00Conf LgQuarter-finalsHomeWno Bodø/GlimtRoma;18.0;9.0;15.8;0.0;0;378.0;80.2;1;0;0;15.0;3.0;8.0;23.8;€381.25m
46;2022-04-18;19:00;Serie A;Matchweek 33;Mon;Away;D;1;1;Napoli;0.9;0.9;51.0;41822.0;Lorenzo Pellegrini;3-4-1-2;Marco Di Bello;Match Report;;Roma;2022-04-1819:00Serie AMatchweek 33AwayDNapoliRoma;8.0;6.0;12.1;0.0;0;470.0;80.9;2;1;0;12.0;1.0;9.0;23.8;€381.25m
47;2022-04-23;18:00;Serie A;Matchweek 34;Sat;Away;L;1;3;Inter;1.0;1.6;55.0;74947.0;Lorenzo Pellegrini;3-4-3;Simone Sozza;Match Report;;Roma;2022-04-2318:00Serie AMatchweek 34AwayLInterRoma;9.0;2.0;18.0;0.0;0;587.0;86.2;2;0;0;13.0;1.0;15.0;23.8;€381.25m
48;2022-04-28;20:00;Conf Lg;Semi-finals;Thu;Away;D;1;1;eng Leicester City;0.5;1.6;33.0;31659.0;Lorenzo Pellegrini;3-5-2;Carlos del Cerro;Match Report;Leg 1 of 2;Roma;2022-04-2820:00Conf LgSemi-finalsAwayDeng Leicester CityRoma;4.0;2.0;16.8;0.0;0;299.0;69.6;2;0;0;14.0;4.0;17.0;23.8;€381.25m
49;2022-05-01;20:45;Serie A;Matchweek 35;Sun;Home;D;0;0;Bologna;1.1;1.3;43.0;62988.0;Gianluca Mancini;3-4-3;Michael Fabbri;Match Report;;Roma;2022-05-0120:45Serie AMatchweek 35HomeDBolognaRoma;17.0;5.0;19.3;1.0;0;404.0;74.8;0;0;0;10.0;1.0;16.0;23.8;€381.25m
50;2022-05-05;21:00;Conf Lg;Semi-finals;Thu;Home;W;1;0;eng Leicester City;0.9;0.5;37.0;63940.0;Lorenzo Pellegrini;3-4-3;Srđan Jovanović;Match Report;"Leg 2 of 2; Roma won";Roma;2022-05-0521:00Conf LgSemi-finalsHomeWeng Leicester CityRoma;11.0;4.0;16.4;1.0;0;344.0;72.1;2;0;0;12.0;2.0;13.0;23.8;€381.25m
51;2022-05-09;20:45;Serie A;Matchweek 36;Mon;Away;L;0;2;Fiorentina;0.6;1.5;46.0;29580.0;Lorenzo Pellegrini;3-4-1-2;Marco Guida;Match Report;;Roma;2022-05-0920:45Serie AMatchweek 36AwayLFiorentinaRoma;7.0;1.0;20.2;1.0;0;479.0;82.7;1;0;0;11.0;1.0;9.0;23.8;€381.25m
52;2022-05-14;20:45;Serie A;Matchweek 37;Sat;Home;D;1;1;Venezia;3.4;0.3;69.0;63243.0;Lorenzo Pellegrini;3-4-1-2;Simone Sozza;Match Report;;Roma;2022-05-1420:45Serie AMatchweek 37HomeDVeneziaRoma;46.0;16.0;20.1;4.0;0;627.0;81.7;2;0;0;11.0;0.0;12.0;23.8;€381.25m
53;2022-05-20;20:45;Serie A;Matchweek 38;Fri;Away;W;3;0;Torino;2.8;0.9;42.0;16730.0;Lorenzo Pellegrini;3-4-3;Massimiliano Irrati;Match Report;;Roma;2022-05-2020:45Serie AMatchweek 38AwayWTorinoRoma;12.0;4.0;19.4;0.0;2;376.0;78.7;2;0;0;10.0;3.0;11.0;23.8;€381.25m
54;2022-05-25;21:00;Conf Lg;Final;Wed;Neutral;W;1;0;nl Feyenoord;0.7;0.8;33.0;19597.0;Lorenzo Pellegrini;3-4-1-2;István Kovács;Match Report;;Roma;2022-05-2521:00Conf LgFinalNeutralWnl FeyenoordRoma;9.0;3.0;17.0;1.0;0;314.0;72.3;4;0;0;8.0;1.0;11.0;23.8;€381.25m
0;2021-08-16;20:45;Coppa Italia;First round;Mon;Home;W;2;0;US Reggina;;;34.0;2476.0;Milan Đurić;3-5-2;Francesco Fourneau;Match Report;;Salernitana;2021-08-1620:45Coppa ItaliaFirst roundHomeWUS RegginaSalernitana;14.0;5.0;;;0;;;1;0;0;16.0;2.0;11.0;25.9;€70.56m
1;2021-08-22;18:30;Serie A;Matchweek 1;Sun;Away;L;2;3;Bologna;1.5;1.6;29.0;8375.0;Milan Đurić;3-5-2;Antonio Rapuano;Match Report;;Salernitana;2021-08-2218:30Serie AMatchweek 1AwayLBolognaSalernitana;9.0;3.0;18.5;1.0;1;244.0;52.5;3;1;1;15.0;2.0;7.0;25.9;€70.56m
2;2021-08-29;20:45;Serie A;Matchweek 2;Sun;Home;L;0;4;Roma;0.4;2.4;21.0;12500.0;Francesco Di Tacchio;5-4-1;Rosario Abisso;Match Report;;Salernitana;2021-08-2920:45Serie AMatchweek 2HomeLRomaSalernitana;5.0;0.0;14.0;0.0;0;201.0;49.8;2;0;0;12.0;2.0;11.0;25.9;€70.56m
3;2021-09-12;15:00;Serie A;Matchweek 3;Sun;Away;L;0;4;Torino;0.3;2.3;41.0;9082.0;Francesco Di Tacchio;3-5-2;Gianluca Aureliano;Match Report;;Salernitana;2021-09-1215:00Serie AMatchweek 3AwayLTorinoSalernitana;8.0;2.0;20.2;0.0;0;375.0;69.9;2;0;0;11.0;1.0;10.0;25.9;€70.56m
4;2021-09-18;20:45;Serie A;Matchweek 4;Sat;Home;L;0;1;Atalanta;0.9;1.7;42.0;11949.0;Milan Đurić;3-4-1-2;Paolo Valeri;Match Report;;Salernitana;2021-09-1820:45Serie AMatchweek 4HomeLAtalantaSalernitana;10.0;1.0;21.3;0.0;0;416.0;72.8;4;0;0;21.0;2.0;8.0;25.9;€70.56m
5;2021-09-22;18:30;Serie A;Matchweek 5;Wed;Home;D;2;2;Hellas Verona;2.5;1.6;50.0;9561.0;Norbert Gyömbér;3-4-1-2;Massimiliano Irrati;Match Report;;Salernitana;2021-09-2218:30Serie AMatchweek 5HomeDHellas VeronaSalernitana;15.0;4.0;13.6;0.0;0;426.0;72.3;2;0;0;13.0;0.0;15.0;25.9;€70.56m
6;2021-09-26;15:00;Serie A;Matchweek 6;Sun;Away;L;0;1;Sassuolo;1.1;1.4;43.0;5177.0;Francesco Di Tacchio;4-1-2-1-2◆;Antonio Giua;Match Report;;Salernitana;2021-09-2615:00Serie AMatchweek 6AwayLSassuoloSalernitana;12.0;4.0;15.0;0.0;0;379.0;74.4;3;0;0;16.0;6.0;11.0;25.9;€70.56m
7;2021-10-02;15:00;Serie A;Matchweek 7;Sat;Home;W;1;0;Genoa;0.7;1.7;49.0;10077.0;Norbert Gyömbér;4-1-2-1-2◆;Maurizio Mariani;Match Report;;Salernitana;2021-10-0215:00Serie AMatchweek 7HomeWGenoaSalernitana;10.0;4.0;18.0;0.0;0;415.0;73.7;2;0;0;15.0;0.0;8.0;25.9;€70.56m
8;2021-10-16;15:00;Serie A;Matchweek 8;Sat;Away;L;1;2;Spezia;1.8;1.6;42.0;6023.0;Francesco Di Tacchio;4-3-1-2;Davide Massa;Match Report;;Salernitana;2021-10-1615:00Serie AMatchweek 8AwayLSpeziaSalernitana;15.0;4.0;17.7;0.0;0;358.0;66.8;3;0;0;15.0;2.0;8.0;25.9;€70.56m
9;2021-10-23;15:00;Serie A;Matchweek 9;Sat;Home;L;2;4;Empoli;1.7;2.6;60.0;11142.0;Francesco Di Tacchio;3-4-1-2;Daniele Doveri;Match Report;;Salernitana;2021-10-2315:00Serie AMatchweek 9HomeLEmpoliSalernitana;12.0;5.0;13.8;0.0;0;530.0;80.2;1;0;0;12.0;2.0;5.0;25.9;€70.56m
10;2021-10-26;18:30;Serie A;Matchweek 10;Tue;Away;W;2;1;Venezia;1.7;0.8;55.0;5103.0;Franck Ribéry;4-3-3;Marco Di Bello;Match Report;;Salernitana;2021-10-2618:30Serie AMatchweek 10AwayWVeneziaSalernitana;21.0;7.0;18.2;1.0;0;534.0;80.7;3;0;0;13.0;0.0;4.0;25.9;€70.56m
11;2021-10-31;18:00;Serie A;Matchweek 11;Sun;Home;L;0;1;Napoli;0.5;1.9;37.0;17043.0;Franck Ribéry;4-3-1-2;Michael Fabbri;Match Report;;Salernitana;2021-10-3118:00Serie AMatchweek 11HomeLNapoliSalernitana;9.0;2.0;20.0;1.0;0;331.0;75.2;0;1;0;11.0;0.0;8.0;25.9;€70.56m
12;2021-11-07;18:00;Serie A;Matchweek 12;Sun;Away;L;0;3;Lazio;0.4;1.7;40.0;25000.0;Franck Ribéry;4-3-1-2;Antonio Rapuano;Match Report;;Salernitana;2021-11-0718:00Serie AMatchweek 12AwayLLazioSalernitana;5.0;0.0;14.9;0.0;0;469.0;84.9;2;0;0;14.0;2.0;8.0;25.9;€70.56m
13;2021-11-21;15:00;Serie A;Matchweek 13;Sun;Home;L;0;2;Sampdoria;1.3;1.3;55.0;11849.0;Franck Ribéry;4-1-2-1-2◆;Piero Giacomelli;Match Report;;Salernitana;2021-11-2115:00Serie AMatchweek 13HomeLSampdoriaSalernitana;18.0;2.0;15.8;2.0;0;484.0;74.0;0;0;0;10.0;0.0;9.0;25.9;€70.56m
14;2021-11-26;20:45;Serie A;Matchweek 14;Fri;Away;D;1;1;Cagliari;0.4;2.0;43.0;9700.0;Francesco Di Tacchio;4-3-1-2;Daniele Doveri;Match Report;;Salernitana;2021-11-2620:45Serie AMatchweek 14AwayDCagliariSalernitana;8.0;2.0;23.3;0.0;0;384.0;70.3;1;0;0;10.0;0.0;6.0;25.9;€70.56m
15;2021-11-30;20:45;Serie A;Matchweek 15;Tue;Home;L;0;2;Juventus;0.3;2.0;27.0;19500.0;Leonardo Capezzi;5-3-2;Francesco Fourneau;Match Report;;Salernitana;2021-11-3020:45Serie AMatchweek 15HomeLJuventusSalernitana;4.0;0.0;15.9;0.0;0;317.0;71.0;1;0;0;14.0;1.0;8.0;25.9;€70.56m
16;2021-12-04;15:00;Serie A;Matchweek 16;Sat;Away;L;0;2;Milan;0.4;2.3;30.0;43609.0;Franck Ribéry;4-4-1-1;Antonio Giua;Match Report;;Salernitana;2021-12-0415:00Serie AMatchweek 16AwayLMilanSalernitana;7.0;2.0;23.3;0.0;0;319.0;73.7;2;0;0;9.0;1.0;9.0;25.9;€70.56m
17;2021-12-11;15:00;Serie A;Matchweek 17;Sat;Away;L;0;4;Fiorentina;1.0;2.1;31.0;18579.0;Franck Ribéry;4-4-1-1;Davide Ghersini;Match Report;;Salernitana;2021-12-1115:00Serie AMatchweek 17AwayLFiorentinaSalernitana;11.0;6.0;15.3;0.0;0;339.0;74.6;1;0;0;11.0;1.0;8.0;25.9;€70.56m
18;2021-12-14;21:00;Coppa Italia;Second round;Tue;Away;L;0;1;Genoa;;;44.0;;Francesco Di Tacchio;5-3-2;Marco Serra;Match Report;;Salernitana;2021-12-1421:00Coppa ItaliaSecond roundAwayLGenoaSalernitana;10.0;5.0;;;0;;;3;0;0;18.0;1.0;18.0;25.9;€70.56m
19;2021-12-17;20:45;Serie A;Matchweek 18;Fri;Home;L;0;5;Inter;0.8;3.5;35.0;18000.0;Franck Ribéry;5-3-2;Maurizio Mariani;Match Report;;Salernitana;2021-12-1720:45Serie AMatchweek 18HomeLInterSalernitana;10.0;2.0;12.9;0.0;0;353.0;76.5;1;0;0;10.0;1.0;12.0;25.9;€70.56m
20;2022-01-09;20:45;Serie A;Matchweek 21;Sun;Away;W;2;1;Hellas Verona;1.2;1.6;30.0;3106.0;Francesco Di Tacchio;5-3-2;Federico Dionisi;Match Report;;Salernitana;2022-01-0920:45Serie AMatchweek 21AwayWHellas VeronaSalernitana;8.0;4.0;23.2;1.0;1;268.0;58.2;3;0;0;12.0;0.0;12.0;25.9;€70.56m
21;2022-01-15;18:00;Serie A;Matchweek 22;Sat;Home;L;0;3;Lazio;0.4;2.1;27.0;2559.0;Francesco Di Tacchio;3-5-2;Rosario Abisso;Match Report;;Salernitana;2022-01-1518:00Serie AMatchweek 22HomeLLazioSalernitana;6.0;1.0;23.5;0.0;0;343.0;77.8;2;0;0;11.0;0.0;10.0;25.9;€70.56m
22;2022-01-23;15:00;Serie A;Matchweek 23;Sun;Away;L;1;4;Napoli;0.2;4.4;18.0;3000.0;Francesco Di Tacchio;4-5-1;Luca Pairetto;Match Report;;Salernitana;2022-01-2315:00Serie AMatchweek 23AwayLNapoliSalernitana;1.0;1.0;12.4;0.0;0;220.0;64.1;4;1;1;14.0;1.0;9.0;25.9;€70.56m
23;2022-02-07;20:45;Serie A;Matchweek 24;Mon;Home;D;2;2;Spezia;0.6;2.0;57.0;10668.0;Franck Ribéry;4-3-2-1;Paolo Valeri;Match Report;;Salernitana;2022-02-0720:45Serie AMatchweek 24HomeDSpeziaSalernitana;9.0;5.0;23.5;2.0;0;519.0;74.6;3;0;0;12.0;1.0;9.0;25.9;€70.56m
24;2022-02-13;15:00;Serie A;Matchweek 25;Sun;Away;D;1;1;Genoa;1.0;2.1;49.0;13742.0;Milan Đurić;4-3-2-1;Marco Di Bello;Match Report;;Salernitana;2022-02-1315:00Serie AMatchweek 25AwayDGenoaSalernitana;12.0;4.0;19.0;1.0;0;387.0;67.2;2;0;0;10.0;1.0;9.0;25.9;€70.56m
25;2022-02-19;20:45;Serie A;Matchweek 26;Sat;Home;D;2;2;Milan;1.7;2.0;40.0;18449.0;Franck Ribéry;4-2-3-1;Michael Fabbri;Match Report;;Salernitana;2022-02-1920:45Serie AMatchweek 26HomeDMilanSalernitana;9.0;4.0;18.3;0.0;0;355.0;73.2;2;0;0;14.0;0.0;12.0;25.9;€70.56m
26;2022-02-26;15:00;Serie A;Matchweek 27;Sat;Home;D;1;1;Bologna;1.5;0.6;56.0;13289.0;Franck Ribéry;4-2-3-1;Giovanni Ayroldi;Match Report;;Salernitana;2022-02-2615:00Serie AMatchweek 27HomeDBolognaSalernitana;15.0;4.0;23.0;5.0;0;464.0;78.4;2;0;0;13.0;1.0;9.0;25.9;€70.56m
27;2022-03-04;20:45;Serie A;Matchweek 28;Fri;Away;L;0;5;Inter;1.0;3.9;40.0;46287.0;Milan Đurić;4-2-3-1;Livio Marinelli;Match Report;;Salernitana;2022-03-0420:45Serie AMatchweek 28AwayLInterSalernitana;11.0;3.0;17.5;0.0;0;388.0;82.5;1;0;0;7.0;1.0;8.0;25.9;€70.56m
28;2022-03-12;15:00;Serie A;Matchweek 29;Sat;Home;D;2;2;Sassuolo;1.7;1.9;47.0;10249.0;Milan Đurić;4-2-3-1;Luca Massimi;Match Report;;Salernitana;2022-03-1215:00Serie AMatchweek 29HomeDSassuoloSalernitana;15.0;5.0;16.3;0.0;0;478.0;82.0;2;0;0;14.0;1.0;10.0;25.9;€70.56m
29;2022-03-20;15:00;Serie A;Matchweek 30;Sun;Away;L;0;2;Juventus;0.6;1.6;43.0;29186.0;Milan Đurić;4-2-3-1;Giovanni Ayroldi;Match Report;;Salernitana;2022-03-2015:00Serie AMatchweek 30AwayLJuventusSalernitana;12.0;4.0;22.6;1.0;0;435.0;82.1;2;0;0;13.0;0.0;11.0;25.9;€70.56m
30;2022-04-02;20:45;Serie A;Matchweek 31;Sat;Home;L;0;1;Torino;1.2;1.7;54.0;8650.0;Milan Đurić;3-4-3;Marco Piccinini;Match Report;;Salernitana;2022-04-0220:45Serie AMatchweek 31HomeLTorinoSalernitana;14.0;3.0;17.0;0.0;0;417.0;66.7;5;1;1;15.0;2.0;8.0;25.9;€70.56m
31;2022-04-10;18:00;Serie A;Matchweek 32;Sun;Away;L;1;2;Roma;0.5;1.9;33.0;64266.0;Franck Ribéry;3-5-2;Manuel Volpi;Match Report;;Salernitana;2022-04-1018:00Serie AMatchweek 32AwayLRomaSalernitana;6.0;3.0;20.2;1.0;0;279.0;72.0;8;0;0;23.0;0.0;11.0;25.9;€70.56m
32;2022-04-16;14:30;Serie A;Matchweek 33;Sat;Away;W;2;1;Sampdoria;0.3;0.5;33.0;14908.0;Milan Đurić;3-5-2;Paolo Valeri;Match Report;;Salernitana;2022-04-1614:30Serie AMatchweek 33AwayWSampdoriaSalernitana;7.0;2.0;19.8;1.0;0;323.0;70.0;7;0;0;23.0;4.0;13.0;25.9;€70.56m
33;2022-04-20;18:45;Serie A;Matchweek 19;Wed;Away;W;1;0;Udinese;1.0;0.5;46.0;12362.0;Franck Ribéry;3-5-2;Simone Sozza;Match Report;;Salernitana;2022-04-2018:45Serie AMatchweek 19AwayWUdineseSalernitana;9.0;3.0;18.9;1.0;0;368.0;71.2;5;0;0;14.0;0.0;11.0;25.9;€70.56m
