;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;n_form;Penalty;Rouge;periode;nb_def
989;2022-03-18;W;1;1;Home;1;26.0;26.1;4-5-1;2.0;22.1;57.8;3.0;13.0;-102.12;5;3;3-4-3;Genoa;reste;7.0;0;3;1;155;0;1;2022-03;4
990;2022-04-10;L;0;0;Home;1;43.0;26.1;4-5-1;4.0;19.0;76.3;11.0;7.0;-143.20000000000005;6;4;4-5-1;Genoa;reste;15.0;0;0;0;327;0;0;2022-04;4
991;2022-04-15;L;0;0;Away;0;41.0;26.1;4-5-1;1.0;22.4;72.1;3.0;19.0;-425.67000000000013;5;4;4-3-3;Genoa;reste;7.0;0;2;0;207;0;0;2022-04;4
992;2022-04-24;W;1;1;Home;1;55.0;26.1;4-5-1;2.0;17.5;56.9;6.0;21.0;-13.25;9;4;3-5-2;Genoa;reste;13.0;0;3;0;322;0;0;2022-04;4
993;2022-04-30;L;0;0;Away;0;51.0;26.1;4-5-1;3.0;16.6;65.1;12.0;23.0;-7.270000000000009;6;4;4-5-1;Genoa;reste;13.0;0;1;0;327;0;0;2022-04;4
994;2022-05-06;W;1;1;Home;1;46.0;26.1;4-5-1;5.0;17.6;78.0;12.0;13.0;-521.22;6;5;4-3-3;Genoa;reste;17.0;1;2;0;207;1;0;2022-05;4
995;2022-05-15;L;0;0;Away;0;34.0;26.1;4-5-1;3.0;22.0;75.9;14.0;15.0;-355.9500000000001;9;5;4-5-1;Genoa;reste;11.0;0;1;0;327;0;0;2022-05;4
996;2022-05-21;L;0;0;Home;1;50.0;26.1;4-5-1;5.0;20.5;71.9;17.0;17.0;-64.91999999999999;6;5;3-5-2;Genoa;reste;18.0;0;3;0;322;0;0;2022-05;4
997;2021-08-22;L;0;0;Away;0;44.0;24.7;4-3-3;4.0;17.1;87.1;10.0;22.0;-396.25;7;8;4-3-3;Venezia;reste;8.0;0;7;0;207;0;0;2021-08;4
999;2021-09-11;W;1;1;Away;0;32.0;24.7;4-3-3;3.0;15.9;70.9;7.0;21.0;-45.52;15;9;4-4-2;Venezia;automne;10.0;0;5;0;162;0;0;2021-09;4
1000;2021-09-19;L;0;0;Home;1;45.0;24.7;4-4-2;3.0;19.0;75.0;11.0;13.0;2.480000000000004;8;9;4-5-1;Venezia;automne;14.0;0;4;0;327;0;0;2021-09;4
1001;2021-09-22;L;0;0;Away;0;34.0;24.7;4-3-3;2.0;21.0;74.0;17.0;13.0;-465.97;3;9;4-5-1;Venezia;automne;8.0;0;2;0;327;0;0;2021-09;4
1002;2021-09-27;D;0;1;Home;1;44.0;24.7;4-4-2;0.0;17.7;72.5;5.0;9.0;-142.42000000000004;5;9;3-4-3;Venezia;automne;6.0;1;1;0;155;1;0;2021-09;4
1003;2021-10-01;D;0;1;Away;0;58.0;24.7;4-4-2;4.0;18.3;80.7;9.0;19.0;-53.55;4;10;3-5-2;Venezia;automne;11.0;0;5;0;322;0;0;2021-10;4
1004;2021-10-18;W;1;1;Home;1;39.0;24.7;4-5-1;2.0;14.1;73.6;9.0;17.0;-244.82;17;10;4-3-3;Venezia;automne;4.0;0;2;0;207;0;0;2021-10;4
1005;2021-10-23;L;0;0;Away;0;37.0;24.7;4-4-2;2.0;17.1;78.4;5.0;15.0;-170.01999999999995;5;10;4-5-1;Venezia;automne;8.0;0;2;0;327;0;0;2021-10;4
1006;2021-10-26;L;0;0;Home;1;45.0;24.7;4-3-3;4.0;18.3;79.1;10.0;17.0;10.420000000000002;3;10;4-3-3;Venezia;automne;8.0;0;3;1;207;0;1;2021-10;4
1007;2021-10-31;D;0;1;Away;0;37.0;24.7;4-3-3;2.0;13.7;71.3;9.0;13.0;-40.3;5;10;4-4-2;Venezia;automne;6.0;0;3;0;162;0;0;2021-10;4
1008;2021-11-07;W;1;1;Home;1;39.0;24.7;4-3-3;6.0;16.4;75.9;10.0;12.0;-300.27;7;11;3-5-2;Venezia;automne;12.0;1;2;0;322;1;0;2021-11;4
1009;2021-11-21;W;1;1;Away;0;33.0;24.7;4-4-2;6.0;20.1;79.2;16.0;9.0;-105.21999999999998;14;11;3-4-3;Venezia;automne;8.0;0;3;0;155;0;0;2021-11;4
1010;2021-11-30;L;0;0;Away;0;42.0;24.7;4-4-2;4.0;22.0;79.5;10.0;9.0;-317.77;3;11;3-4-3;Venezia;automne;8.0;0;1;0;155;0;0;2021-11;4
1011;2021-12-11;D;0;1;Home;1;40.0;24.7;4-4-2;4.0;23.4;75.1;16.0;20.0;-561.52;6;12;4-5-1;Venezia;reste;13.0;0;4;0;327;0;0;2021-12;4
1012;2021-12-19;D;0;1;Away;0;51.0;24.7;4-3-3;1.0;15.4;73.3;11.0;17.0;-47.57000000000001;5;12;4-4-2;Venezia;reste;12.0;0;1;0;162;0;0;2021-12;4
1013;2021-12-22;L;0;0;Home;1;47.0;24.7;4-5-1;2.0;13.0;85.5;14.0;11.0;-183.5;3;12;4-3-3;Venezia;reste;10.0;0;3;1;207;0;1;2021-12;4
1014;2022-01-09;L;0;0;Home;1;39.0;24.7;4-5-1;3.0;21.2;79.1;5.0;11.0;-465.97;18;1;4-5-1;Venezia;reste;9.0;0;1;1;327;0;1;2022-01;4
1015;2022-01-16;D;0;1;Home;1;50.0;24.7;4-5-1;3.0;18.2;76.2;5.0;13.0;-45.52;4;1;4-5-1;Venezia;reste;14.0;0;3;0;327;0;0;2022-01;4
1016;2022-02-06;L;0;0;Home;1;34.0;24.7;4-3-3;3.0;18.8;77.1;17.0;12.0;-396.25;15;2;4-5-1;Venezia;reste;7.0;0;2;1;327;0;1;2022-02;4
1017;2022-02-12;W;1;1;Away;0;34.0;24.7;4-4-2;2.0;15.4;52.8;8.0;12.0;-142.42000000000004;6;2;3-4-3;Venezia;reste;5.0;0;3;1;155;0;1;2022-02;4
1018;2022-02-20;D;0;1;Home;1;47.0;24.7;3-4-3;4.0;22.4;57.2;12.0;14.0;-40.3;8;2;4-4-2;Venezia;reste;15.0;0;2;0;162;0;0;2022-02;3
1019;2022-03-06;L;0;0;Home;1;45.0;24.7;4-4-2;4.0;15.2;77.9;9.0;18.0;-170.01999999999995;7;3;4-5-1;Venezia;reste;15.0;0;4;0;327;0;0;2022-03;4
1020;2022-03-14;L;0;0;Away;0;34.0;24.7;4-5-1;2.0;22.1;80.7;10.0;13.0;-183.5;8;3;4-3-3;Venezia;reste;7.0;0;1;0;207;0;0;2022-03;4
1021;2022-03-20;L;0;0;Home;1;46.0;24.7;4-5-1;1.0;13.0;72.7;9.0;28.0;-47.57000000000001;6;3;4-4-2;Venezia;reste;13.0;0;5;1;162;0;1;2022-03;4
1022;2022-04-02;L;0;0;Away;0;48.0;24.7;4-3-3;3.0;22.0;74.0;10.0;12.0;2.480000000000004;13;4;4-3-3;Venezia;reste;14.0;0;1;0;207;0;0;2022-04;4
1023;2022-04-10;L;0;0;Home;1;52.0;24.7;4-5-1;4.0;14.4;74.9;7.0;15.0;-61.32000000000001;8;4;3-5-2;Venezia;reste;9.0;0;7;0;322;0;0;2022-04;4
1024;2022-04-16;L;0;0;Away;0;31.0;24.7;4-3-3;1.0;19.9;70.7;12.0;17.0;-244.82;6;4;4-3-3;Venezia;reste;3.0;0;4;0;207;0;0;2022-04;4
1025;2022-04-23;L;0;0;Home;1;40.0;24.7;4-3-3;2.0;17.3;76.3;14.0;12.0;-317.77;7;4;3-5-2;Venezia;reste;8.0;0;0;0;322;0;0;2022-04;4
1026;2022-05-01;L;0;0;Away;0;50.0;24.7;3-4-3;3.0;21.0;80.8;5.0;12.0;-561.52;8;5;3-5-2;Venezia;reste;9.0;0;3;0;322;0;0;2022-05;3
1027;2022-05-05;L;0;0;Away;0;58.0;24.7;3-4-3;4.0;15.0;74.9;8.0;17.0;10.420000000000002;4;5;3-5-2;Venezia;reste;10.0;0;7;1;322;0;1;2022-05;3
1028;2022-05-08;W;1;1;Home;1;40.0;24.7;3-4-3;7.0;19.3;74.8;9.0;10.0;-105.21999999999998;3;5;3-5-2;Venezia;reste;16.0;1;2;0;322;1;0;2022-05;3
1029;2022-05-14;D;0;1;Away;0;31.0;24.7;5-3-2;2.0;25.7;69.3;14.0;14.0;-300.27;6;5;3-5-2;Venezia;reste;4.0;0;5;1;322;0;1;2022-05;5
1030;2022-05-22;D;0;1;Home;1;44.0;24.7;3-5-2;1.0;19.8;72.2;3.0;6.0;-53.55;8;5;3-5-2;Venezia;reste;7.0;0;0;0;322;0;0;2022-05;3
1031;2022-08-13;W;1;1;Away;0;45.0;24.5;3-5-2;3.0;14.4;76.7;11.0;21.0;270.2;10;8;4-5-1;Atalanta;reste;9.0;0;6;0;327;0;0;2022-08;3
1032;2022-08-21;D;0;1;Home;1;40.0;24.5;3-4-3;2.0;18.9;78.6;7.0;15.0;-148.20000000000005;8;8;4-5-1;Atalanta;reste;11.0;0;4;0;327;0;0;2022-08;3
1033;2022-09-01;W;1;1;Home;1;41.0;24.5;3-4-3;3.0;18.8;70.2;10.0;14.0;175.35;4;9;3-4-3;Atalanta;automne;10.0;2;1;0;155;1;0;2022-09;3
1034;2022-09-18;W;1;1;Away;0;44.0;24.5;3-4-3;1.0;25.1;72.7;14.0;19.0;17.5;7;9;3-4-3;Atalanta;automne;4.0;0;7;0;155;0;0;2022-09;3
1035;2022-10-02;W;1;1;Home;1;39.0;24.5;3-5-2;5.0;15.5;74.3;4.0;12.0;72.94999999999997;14;10;4-3-3;Atalanta;automne;10.0;0;2;0;207;0;0;2022-10;3
1036;2022-10-09;D;0;1;Away;0;41.0;24.5;3-5-2;4.0;18.5;76.0;9.0;12.0;256.45;7;10;3-5-2;Atalanta;automne;8.0;1;3;0;322;1;0;2022-10;3
1037;2022-10-15;W;1;1;Home;1;48.0;24.5;3-5-2;4.0;13.8;80.7;13.0;10.0;147.75;6;10;4-3-3;Atalanta;automne;16.0;0;1;0;207;0;0;2022-10;3
1038;2022-10-23;L;0;0;Home;1;47.0;24.5;3-5-2;0.0;14.1;81.0;7.0;15.0;134.26999999999998;8;10;4-3-3;Atalanta;automne;7.0;0;4;1;207;0;1;2022-10;3
1039;2022-10-30;W;1;1;Away;0;47.0;24.5;3-5-2;5.0;16.2;81.8;15.0;13.0;272.25;7;10;4-3-3;Atalanta;automne;19.0;0;1;0;207;0;0;2022-10;3
1040;2022-11-05;L;0;0;Home;1;47.0;24.5;3-5-2;3.0;19.5;78.1;11.0;10.0;-78.48000000000002;6;11;4-3-3;Atalanta;automne;15.0;1;5;0;207;1;0;2022-11;3
1041;2023-01-04;D;0;1;Away;0;64.0;24.5;3-5-2;3.0;13.2;79.3;14.0;11.0;320.25;52;1;3-5-2;Atalanta;reste;19.0;0;3;0;322;0;0;2023-01;3
1042;2023-01-09;W;1;1;Away;0;49.0;24.5;3-5-2;3.0;16.6;78.5;18.0;15.0;212.55;5;1;4-5-1;Atalanta;reste;7.0;0;2;0;327;0;0;2023-01;3
1043;2022-08-14;L;0;0;Away;0;58.0;23.7;3-5-2;2.0;20.9;85.1;8.0;18.0;-78.28000000000003;6;8;4-3-3;Bologna;reste;10.0;1;6;1;207;1;1;2022-08;3
1044;2022-08-27;L;0;0;Away;0;52.0;23.7;3-5-2;0.0;24.5;81.3;5.0;9.0;-360.75000000000006;6;8;4-5-1;Bologna;reste;8.0;0;1;0;327;0;0;2022-08;3
1045;2022-09-01;D;0;1;Home;1;47.0;23.7;3-5-2;3.0;19.1;73.4;11.0;10.0;115.64;5;9;3-5-2;Bologna;automne;10.0;1;2;0;322;1;0;2022-09;3
1046;2022-09-04;D;0;1;Away;0;55.0;23.7;3-5-2;6.0;23.0;77.8;11.0;5.0;107.7;3;9;3-5-2;Bologna;automne;13.0;0;1;0;322;0;0;2022-09;3
1047;2022-09-11;W;1;1;Home;1;39.0;23.7;3-5-2;4.0;18.5;75.4;5.0;8.0;-139.60000000000002;7;9;4-3-3;Bologna;automne;12.0;0;1;0;207;0;0;2022-09;3
1048;2022-09-17;L;0;0;Home;1;61.0;23.7;4-5-1;3.0;18.6;77.3;7.0;11.0;59.69999999999999;6;9;4-4-2;Bologna;automne;16.0;0;2;0;162;0;0;2022-09;4
1049;2022-10-02;L;0;0;Away;0;52.0;23.7;4-5-1;1.0;19.6;82.6;9.0;15.0;-456.3;15;10;4-4-2;Bologna;automne;9.0;0;1;0;162;0;0;2022-10;4
1050;2022-10-08;D;0;1;Home;1;51.0;23.7;4-5-1;3.0;19.8;74.8;11.0;17.0;57.649999999999984;6;10;4-5-1;Bologna;automne;10.0;0;2;0;327;0;0;2022-10;4
1051;2022-10-16;L;0;0;Away;0;51.0;23.7;4-3-3;3.0;17.5;83.5;10.0;10.0;-291.0300000000001;8;10;4-3-3;Bologna;automne;16.0;0;4;0;207;0;0;2022-10;4
1052;2022-11-06;W;1;1;Home;1;56.0;23.7;3-4-3;5.0;14.2;75.3;7.0;14.0;-37.200000000000024;6;11;3-4-3;Bologna;automne;9.0;0;3;0;155;0;0;2022-11;3
1053;2022-11-12;W;1;1;Home;1;51.0;23.7;4-5-1;4.0;19.6;82.6;11.0;12.0;-64.80000000000001;3;11;4-3-3;Bologna;automne;8.0;0;1;0;207;0;0;2022-11;4
1054;2023-01-04;L;0;0;Away;0;61.0;23.7;4-5-1;1.0;16.7;83.1;3.0;10.0;-195.05;53;1;3-5-2;Bologna;reste;11.0;0;3;0;322;0;0;2023-01;4
1055;2023-01-09;L;0;0;Home;1;51.0;23.7;4-5-1;3.0;21.1;78.0;11.0;16.0;-212.55;5;1;3-5-2;Bologna;reste;12.0;0;3;0;322;0;0;2023-01;4
1056;2022-08-14;L;0;0;Away;0;59.0;24.5;4-4-2;5.0;23.4;77.1;10.0;8.0;48.0;8;8;3-5-2;Empoli;reste;18.0;0;1;0;322;0;0;2022-08;4
1057;2022-08-21;D;0;1;Home;1;37.0;24.5;4-4-2;2.0;13.7;73.3;14.0;13.0;-199.3;7;8;4-3-3;Empoli;reste;4.0;0;1;1;207;0;1;2022-08;4
1058;2022-09-05;D;0;1;Away;0;49.0;24.5;4-4-2;5.0;16.7;75.6;4.0;9.0;55.94;5;9;3-5-2;Empoli;automne;11.0;0;2;0;322;0;0;2022-09;4
1059;2022-09-12;L;0;0;Home;1;52.0;24.5;4-4-2;3.0;18.7;78.2;8.0;13.0;-254.75;7;9;3-4-3;Empoli;automne;20.0;0;3;1;155;0;1;2022-09;4
1060;2022-09-17;W;1;1;Away;0;39.0;24.5;4-4-2;5.0;16.1;65.6;7.0;16.0;-59.69999999999999;5;9;4-5-1;Empoli;automne;12.0;0;3;0;327;0;0;2022-09;4
1061;2022-10-01;L;0;0;Home;1;43.0;24.5;4-4-2;4.0;17.3;71.5;12.0;15.0;-420.4500000000001;14;10;4-5-1;Empoli;automne;16.0;0;3;0;327;0;0;2022-10;4
1062;2022-10-09;D;0;1;Away;0;34.0;24.5;4-4-2;2.0;27.1;71.6;2.0;9.0;-96.9;8;10;3-4-3;Empoli;automne;6.0;0;4;0;155;0;0;2022-10;4
1063;2022-10-21;L;0;0;Away;0;58.0;24.5;4-4-2;4.0;20.0;86.3;9.0;11.0;-516.0;6;10;3-5-2;Empoli;automne;12.0;0;2;0;322;0;0;2022-10;4
1064;2022-10-30;L;0;0;Home;1;53.0;24.5;4-3-3;3.0;19.6;79.2;6.0;10.0;-272.25;9;10;3-5-2;Empoli;automne;13.0;0;2;0;322;0;0;2022-10;4
1065;2022-11-05;W;1;1;Home;1;47.0;24.5;4-4-2;1.0;17.2;80.5;3.0;11.0;-124.5;6;11;4-3-3;Empoli;automne;17.0;0;2;0;207;0;0;2022-11;4
1066;2022-11-08;L;0;0;Away;0;26.0;24.5;4-4-2;1.0;23.4;68.4;7.0;16.0;-350.73;3;11;4-3-3;Empoli;automne;6.0;0;6;1;207;0;1;2022-11;4
1067;2023-01-04;D;0;1;Away;0;40.0;24.5;4-4-2;1.0;17.4;77.4;3.0;14.0;-15.800000000000011;54;1;3-5-2;Empoli;reste;6.0;0;3;1;322;0;1;2023-01;4
1068;2023-01-08;D;0;1;Away;0;46.0;24.5;4-5-1;2.0;13.4;87.1;6.0;10.0;-137.98000000000002;4;1;4-3-3;Empoli;reste;5.0;0;1;0;207;0;0;2023-01;4
1069;2022-08-21;D;0;1;Away;0;63.0;25.4;4-3-3;2.0;19.0;83.9;7.0;11.0;199.3;3;8;4-4-2;Fiorentina;reste;19.0;0;3;0;162;0;0;2022-08;4
1070;2022-08-28;D;0;1;Home;1;48.0;25.4;4-3-3;5.0;19.9;82.3;7.0;12.0;-151.43;3;8;4-5-1;Fiorentina;reste;10.0;0;2;0;327;0;0;2022-08;4
1071;2022-08-31;L;0;0;Away;0;73.0;25.4;4-3-3;2.0;16.7;87.9;3.0;10.0;183.5;3;8;3-5-2;Fiorentina;reste;12.0;0;2;0;322;0;0;2022-08;4
1072;2022-09-03;D;0;1;Home;1;60.0;25.4;4-3-3;4.0;17.2;86.1;10.0;13.0;-316.7;3;9;4-3-3;Fiorentina;automne;16.0;0;1;0;207;0;0;2022-09;4
1073;2022-09-11;L;0;0;Away;0;61.0;25.4;4-3-3;2.0;16.6;82.3;9.0;13.0;139.60000000000002;3;9;3-5-2;Fiorentina;automne;13.0;0;4;1;322;0;1;2022-09;4
1074;2022-10-02;L;0;0;Away;0;61.0;25.4;4-3-3;5.0;18.2;82.6;6.0;10.0;-72.94999999999997;14;10;3-5-2;Fiorentina;automne;16.0;0;2;0;322;0;0;2022-10;4
1075;2022-10-10;L;0;0;Home;1;62.0;25.4;4-3-3;3.0;15.4;83.0;14.0;17.0;61.31999999999999;4;10;4-3-3;Fiorentina;automne;25.0;0;4;0;207;0;0;2022-10;4
1076;2022-10-30;W;1;1;Away;0;50.0;25.4;4-3-3;5.0;19.4;69.6;12.0;14.0;247.3;3;10;3-5-2;Fiorentina;automne;27.0;0;3;0;322;0;0;2022-10;4
1078;2022-11-09;W;1;1;Home;1;58.0;25.4;4-5-1;7.0;18.0;84.2;5.0;10.0;255.24;3;11;3-5-2;Fiorentina;automne;18.0;0;0;0;322;0;0;2022-11;4
1079;2022-11-13;L;0;0;Away;0;50.0;25.4;4-5-1;4.0;18.3;75.8;6.0;11.0;-221.15000000000003;4;11;4-5-1;Fiorentina;automne;11.0;0;4;0;327;0;0;2022-11;4
1080;2023-01-07;W;1;1;Home;1;53.0;25.4;4-5-1;3.0;14.9;75.2;5.0;14.0;74.80000000000003;3;1;4-3-3;Fiorentina;reste;14.0;1;4;0;207;1;0;2023-01;4
1081;2022-08-15;W;1;1;Home;1;42.0;25.0;4-4-2;3.0;18.4;82.4;12.0;7.0;391.5;10;8;4-3-3;Juventus;reste;13.0;1;1;0;207;1;0;2022-08;4
1082;2022-08-22;D;0;1;Away;0;52.0;25.0;4-3-3;4.0;16.0;84.6;4.0;14.0;513.95;7;8;4-5-1;Juventus;reste;10.0;0;2;0;327;0;0;2022-08;4
1083;2022-08-27;D;0;1;Home;1;57.0;25.0;4-5-1;3.0;23.6;83.5;6.0;16.0;261.25;5;8;3-4-3;Juventus;reste;14.0;0;2;0;155;0;0;2022-08;4
1084;2022-08-31;W;1;1;Home;1;50.0;25.0;4-3-3;3.0;18.6;81.9;12.0;11.0;564.0;4;8;3-5-2;Juventus;reste;15.0;0;0;0;322;0;0;2022-08;4
1085;2022-09-03;D;0;1;Away;0;40.0;25.0;4-3-3;1.0;14.2;83.8;14.0;12.0;316.7;3;9;4-3-3;Juventus;automne;4.0;0;3;0;207;0;0;2022-09;4
1086;2022-09-11;D;0;1;Home;1;61.0;25.0;4-3-3;6.0;18.6;85.1;14.0;13.0;571.94;5;9;3-5-2;Juventus;automne;22.0;0;5;2;322;0;1;2022-09;4
1087;2022-10-02;W;1;1;Home;1;48.0;25.0;4-4-2;6.0;14.1;81.8;2.0;11.0;456.3;14;10;4-5-1;Juventus;automne;17.0;0;0;0;327;0;0;2022-10;4
1088;2022-10-08;L;0;0;Away;0;60.0;25.0;4-4-2;3.0;17.9;83.4;11.0;7.0;95.54999999999997;3;10;4-5-1;Juventus;automne;10.0;0;3;0;327;0;0;2022-10;4
1089;2022-10-15;W;1;1;Away;0;47.0;25.0;3-5-2;8.0;15.6;78.4;10.0;8.0;419.1;4;10;3-4-3;Juventus;automne;14.0;0;0;0;155;0;0;2022-10;3
1090;2022-10-21;W;1;1;Home;1;42.0;25.0;3-5-2;7.0;14.3;82.3;11.0;13.0;516.0;6;10;4-4-2;Juventus;automne;21.0;0;2;0;162;0;0;2022-10;3
1091;2022-11-13;W;1;1;Home;1;41.0;25.0;3-5-2;9.0;17.5;81.9;13.0;10.0;378.02;3;11;4-3-3;Juventus;automne;13.0;0;2;0;207;0;0;2022-11;3
1092;2023-01-07;W;1;1;Home;1;51.0;25.0;3-6-1;4.0;12.9;82.0;4.0;16.0;500.2;3;1;3-5-2;Juventus;reste;14.0;0;1;0;322;0;0;2023-01;3
1093;2023-01-13;L;0;0;Away;0;40.0;25.0;3-5-2;2.0;18.9;80.1;8.0;9.0;165.26999999999995;6;1;4-3-3;Juventus;reste;11.0;0;1;0;207;0;0;2023-01;3
1094;2022-08-14;W;1;1;Home;1;42.0;27.2;4-3-3;6.0;19.7;79.3;4.0;11.0;78.28000000000003;10;8;3-5-2;Lazio;reste;9.0;0;2;1;322;0;1;2022-08;4
1095;2022-08-20;D;0;1;Away;0;46.0;27.2;4-3-3;2.0;16.5;77.3;6.0;12.0;41.08000000000001;6;8;3-4-3;Lazio;reste;7.0;0;5;0;155;0;0;2022-08;4
1096;2022-08-31;D;0;1;Away;0;56.0;27.2;4-3-3;6.0;18.4;86.4;4.0;10.0;135.93;5;8;4-5-1;Lazio;reste;13.0;0;2;0;327;0;0;2022-08;4
1097;2022-09-03;L;0;0;Home;1;39.0;27.2;4-3-3;2.0;26.7;80.8;10.0;12.0;-212.75;3;9;4-5-1;Lazio;automne;8.0;0;4;0;327;0;0;2022-09;4
1098;2022-10-02;W;1;1;Home;1;61.0;27.2;4-3-3;6.0;13.8;87.6;5.0;3.0;185.98;14;10;3-5-2;Lazio;automne;12.0;0;0;0;322;0;0;2022-10;4
1099;2022-10-10;W;1;1;Away;0;38.0;27.2;4-3-3;6.0;15.6;74.9;12.0;9.0;-61.31999999999999;4;10;4-3-3;Lazio;automne;10.0;0;1;0;207;0;0;2022-10;4
1100;2022-10-16;D;0;1;Home;1;54.0;27.2;4-3-3;3.0;16.2;79.7;9.0;8.0;122.18;3;10;3-5-2;Lazio;automne;8.0;0;1;0;322;0;0;2022-10;4
1101;2022-10-23;W;1;1;Away;0;53.0;27.2;4-3-3;5.0;23.0;85.3;12.0;9.0;-134.26999999999998;7;10;3-5-2;Lazio;automne;12.0;0;2;0;322;0;0;2022-10;4
1102;2022-10-30;L;0;0;Home;1;61.0;27.2;4-4-2;4.0;15.3;86.4;6.0;10.0;193.92;3;10;3-5-2;Lazio;automne;13.0;0;3;0;322;0;0;2022-10;4
1103;2022-11-06;W;1;1;Away;0;41.0;27.2;4-3-3;3.0;23.0;75.2;6.0;14.0;-116.76999999999998;3;11;3-4-3;Lazio;automne;5.0;0;3;0;155;0;0;2022-11;4
1104;2022-11-13;L;0;0;Away;0;59.0;27.2;4-3-3;3.0;21.9;87.3;14.0;8.0;-378.02;3;11;3-5-2;Lazio;automne;10.0;0;1;0;322;0;0;2022-11;4
1105;2023-01-08;D;0;1;Home;1;54.0;27.2;4-3-3;4.0;19.7;86.3;2.0;17.0;137.98000000000002;4;1;4-5-1;Lazio;reste;18.0;0;4;0;327;0;0;2023-01;4
1106;2022-08-13;W;1;1;Home;1;59.0;25.3;4-5-1;4.0;19.6;83.2;8.0;16.0;404.65;10;8;3-5-2;Milan;reste;13.0;1;1;0;322;1;0;2022-08;4
1107;2022-08-21;D;0;1;Away;0;60.0;25.3;4-5-1;7.0;20.3;84.4;7.0;6.0;148.20000000000005;8;8;3-4-3;Milan;reste;18.0;0;3;0;155;0;0;2022-08;4
1108;2022-08-27;W;1;1;Home;1;48.0;25.3;4-5-1;7.0;15.1;81.3;13.0;13.0;360.75000000000006;6;8;3-5-2;Milan;reste;19.0;0;2;0;322;0;0;2022-08;4
1109;2022-08-30;D;0;1;Away;0;62.0;25.3;4-5-1;2.0;18.8;78.5;4.0;13.0;295.9500000000001;3;8;4-3-3;Milan;reste;11.0;0;2;0;207;0;0;2022-08;4
1110;2022-09-10;W;1;1;Away;0;43.0;25.3;4-5-1;3.0;15.1;78.7;12.0;10.0;418.4;4;9;4-5-1;Milan;automne;14.0;1;2;1;327;1;1;2022-09;4
1111;2022-09-18;L;0;0;Home;1;51.0;25.3;4-5-1;5.0;13.8;80.0;6.0;18.0;69.72000000000003;4;9;4-3-3;Milan;automne;22.0;0;4;0;207;0;0;2022-09;4
1112;2022-10-01;W;1;1;Away;0;57.0;25.3;4-5-1;6.0;19.1;75.6;6.0;10.0;420.4500000000001;13;10;4-4-2;Milan;automne;19.0;0;2;0;162;0;0;2022-10;4
1113;2022-10-08;W;1;1;Home;1;40.0;25.3;4-5-1;3.0;17.0;71.3;8.0;7.0;-95.54999999999997;3;10;4-4-2;Milan;automne;21.0;0;2;0;162;0;0;2022-10;4
1114;2022-10-30;L;0;0;Away;0;56.0;25.3;4-5-1;1.0;20.9;78.0;2.0;16.0;323.55000000000007;5;10;3-4-3;Milan;automne;12.0;0;2;0;155;0;0;2022-10;4
1115;2022-11-05;W;1;1;Home;1;58.0;25.3;4-5-1;10.0;17.1;75.6;6.0;12.0;468.4500000000001;3;11;3-5-2;Milan;automne;23.0;0;6;1;322;0;1;2022-11;4
1116;2022-11-13;W;1;1;Home;1;50.0;25.3;4-5-1;2.0;20.9;76.1;10.0;13.0;221.15000000000003;5;11;4-5-1;Milan;automne;12.0;0;1;0;327;0;0;2022-11;4
1117;2023-01-04;W;1;1;Away;0;56.0;25.3;4-5-1;10.0;16.7;78.5;10.0;13.0;476.39;52;1;3-5-2;Milan;reste;16.0;0;1;0;322;0;0;2023-01;4
1118;2023-01-08;D;0;1;Home;1;60.0;25.3;4-5-1;5.0;17.3;84.7;10.0;19.0;165.70000000000005;4;1;3-4-3;Milan;reste;12.0;0;4;0;155;0;0;2023-01;4
1119;2022-08-28;D;0;1;Away;0;52.0;25.3;4-5-1;2.0;14.7;84.3;11.0;14.0;151.43;7;8;4-3-3;Napoli;reste;13.0;0;3;0;207;0;0;2022-08;4
1120;2022-09-03;W;1;1;Away;0;61.0;25.3;4-5-1;7.0;16.1;87.1;3.0;14.0;212.75;3;9;4-3-3;Napoli;automne;19.0;0;0;0;207;0;0;2022-09;4
1121;2022-09-10;W;1;1;Home;1;63.0;25.3;4-3-3;6.0;17.8;87.0;10.0;6.0;398.73;3;9;3-5-2;Napoli;automne;28.0;0;1;0;322;0;0;2022-09;4
1122;2022-09-18;W;1;1;Away;0;49.0;25.3;4-3-3;3.0;20.7;81.3;6.0;11.0;-69.72000000000003;4;9;4-5-1;Napoli;automne;8.0;1;3;0;327;1;0;2022-09;4
1123;2022-10-01;W;1;1;Home;1;49.0;25.3;4-3-3;7.0;18.3;81.5;11.0;4.0;253.83;13;10;3-4-3;Napoli;automne;15.0;0;0;0;155;0;0;2022-10;4
1124;2022-10-16;W;1;1;Home;1;49.0;25.3;4-3-3;11.0;14.3;83.0;4.0;6.0;291.0300000000001;4;10;4-3-3;Napoli;automne;31.0;0;0;0;207;0;0;2022-10;4
1125;2022-10-23;W;1;1;Away;0;60.0;25.3;4-3-3;5.0;21.2;84.2;7.0;12.0;95.98000000000002;7;10;3-5-2;Napoli;automne;12.0;0;4;0;322;0;0;2022-10;4
