;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
76;Myron Boadu;FW;Monaco;20;31.0;7;960.0;10.7;4.0;1.0;0.0;0.0;5b479568;Myron BoaduFWMonaco;21;8;38.1;128.0;167.0;76.6;22.0;9.0;7;20.0;6.0;0.0;6.0;2;11.0;1.0;0.0;50.0;46.0;12.0;17;12;0;34.1;;;;;
77;Jérôme Boateng;DF;Lyon;32;24.0;19;1622.0;18.0;0.0;1.0;6.0;0.0;2db2fd7b;Jérôme BoatengDFLyon;5;3;60.0;991.0;1135.0;87.3;23.0;20.0;15;52.9;20.0;10.0;10.0;20;40.0;73.0;0.0;50.0;4.0;0.0;13;0;5;72.0;;;;;
78;Antonin Bobichon;MF;Angers;25;4.0;0;38.0;0.4;0.0;0.0;0.0;0.0;7d937aa1;Antonin BobichonMFFWAngers;0;0;;12.0;17.0;70.6;2.0;1.0;0;;0.0;0.0;0.0;1;2.0;0.0;0.0;0.0;0.0;1.0;0;0;2;0.0;;;;;
79;Quentin Boisgard;MF;Lorient;24;25.0;9;958.0;10.6;1.0;1.0;3.0;0.0;f6496133;Quentin BoisgardMFFWLorient;16;8;50.0;286.0;396.0;72.2;27.0;19.0;11;47.1;15.0;0.0;15.0;6;25.0;5.0;0.0;47.8;33.0;20.0;11;0;46;34.6;;;;;
80;Charles Boli;MF;Lens;22;4.0;0;32.0;0.4;0.0;0.0;0.0;0.0;bbdd999a;Charles BoliMFDFLens;0;0;;16.0;20.0;80.0;1.0;2.0;1;;0.0;0.0;0.0;0;2.0;0.0;0.0;;0.0;0.0;0;0;2;100.0;;;;;
81;Sven Botman;DF;Lille;21;25.0;25;2250.0;25.0;3.0;1.0;4.0;0.0;ccce7025;Sven BotmanDFLille;15;5;33.3;1340.0;1525.0;87.9;18.0;24.0;11;66.7;32.0;21.0;11.0;26;50.0;116.0;0.0;100.0;9.0;2.0;16;1;0;67.1;;;;;
82;Denis Bouanga;MF;Saint-Étienne;26;34.0;28;2436.0;27.1;9.0;6.0;4.0;1.0;0b0cbe5b;Denis BouangaFWMFSaint-Étienne;84;30;35.7;539.0;795.0;67.8;87.0;46.0;25;34.9;30.0;0.0;30.0;8;54.0;34.0;1.0;46.3;114.0;64.0;50;5;67;41.4;;;;;
83;Hicham Boudaoui;MF;Nice;21;29.0;21;1621.0;18.0;3.0;2.0;7.0;0.0;f9d5908e;Hicham BoudaouiMFNice;16;5;31.3;499.0;665.0;75.0;32.0;31.0;18;36.1;17.0;4.0;13.0;18;49.0;15.0;0.0;52.4;41.0;23.0;30;4;49;44.8;;;;;
84;Ryad Boudebouz;MF;Saint-Étienne;31;30.0;27;2252.0;25.0;3.0;4.0;2.0;0.0;1001ae82;Ryad BoudebouzMFFWSaint-Étienne;27;9;33.3;1233.0;1586.0;77.7;96.0;27.0;15;41.4;17.0;2.0;15.0;10;37.0;5.0;0.0;68.8;50.0;44.0;14;0;106;15.8;;;;;
85;Sofiane Boufal;MF;Angers;27;29.0;28;2330.0;25.9;8.0;4.0;6.0;0.0;b0c71810;Sofiane BoufalFWMFAngers;60;24;40.0;746.0;1016.0;73.4;137.0;44.0;29;47.4;19.0;2.0;17.0;7;51.0;1.0;0.0;46.0;110.0;75.0;44;15;108;24.5;;;;;
86;Farid Boulaya;MF;Metz;28;24.0;18;1526.0;17.0;4.0;2.0;1.0;1.0;a0791826;Farid BoulayaMFFWMetz;19;6;31.6;505.0;760.0;66.4;46.0;18.0;10;36.8;8.0;2.0;6.0;12;30.0;5.0;0.0;59.4;25.0;24.0;7;1;71;32.1;;;;;
87;Ismaëlben Boura;DF;Lens;20;5.0;1;95.0;1.1;0.0;0.0;0.0;0.0;62e02107;Ismaëlben BouraDFLens;1;0;0.0;61.0;72.0;84.7;0.0;2.0;2;;1.0;1.0;0.0;2;4.0;5.0;0.0;;0.0;0.0;0;0;1;100.0;;;;;
88;Benjamin Bourigeaud;MF;Rennes;27;38.0;38;3193.0;35.5;11.0;12.0;2.0;0.0;20e73fac;Benjamin BourigeaudFWMFRennes;51;21;41.2;1374.0;1942.0;70.8;176.0;46.0;24;35.8;33.0;3.0;30.0;30;76.0;44.0;0.0;42.9;41.0;20.0;25;4;294;23.7;;;;;
89;Redwan Bourles;MF;Lorient;18;4.0;0;16.0;0.2;0.0;0.0;0.0;0.0;5c7895a0;Redwan BourlesMFFWLorient;0;0;;4.0;7.0;57.1;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;1.0;1.0;0;0;0;50.0;;;;;
90;Domagoj Bradarić;DF;Lille;21;15.0;2;417.0;4.6;0.0;0.0;2.0;0.0;8bbe2df5;Domagoj BradarićDFLille;1;0;0.0;220.0;297.0;74.1;10.0;11.0;9;58.3;5.0;2.0;3.0;10;21.0;7.0;1.0;40.0;5.0;4.0;5;0;21;25.0;;;;;
91;Bilal Brahimi;MF;Nice;21;11.0;2;378.0;4.2;0.0;0.0;1.0;0.0;02bcaf8e;Bilal BrahimiMFNice;4;0;0.0;126.0;181.0;69.6;18.0;1.0;1;0.0;1.0;0.0;1.0;2;3.0;1.0;0.0;30.0;11.0;10.0;4;2;45;66.7;;;;;
92;Bilal Brahimi;FW;Angers;21;9.0;3;338.0;3.8;0.0;1.0;0.0;0.0;02bcaf8e;Bilal BrahimiFWAngers;6;2;33.3;66.0;95.0;69.5;14.0;1.0;1;0.0;0.0;0.0;0.0;1;2.0;1.0;0.0;55.0;16.0;12.0;2;1;11;28.6;;;;;
93;Lilian Brassier;DF;Brest;21;31.0;23;2263.0;25.1;1.0;0.0;4.0;0.0;5b146df3;Lilian BrassierDFBrest;11;2;18.2;1012.0;1273.0;79.5;20.0;40.0;24;47.6;31.0;21.0;10.0;32;72.0;86.0;0.0;31.3;20.0;4.0;24;0;17;68.9;;;;;
94;Jimmy Briand;MF;Bordeaux;35;17.0;1;226.0;2.5;2.0;1.0;1.0;0.0;f83c8d6c;Jimmy BriandFWMFBordeaux;8;2;25.0;64.0;77.0;83.1;18.0;2.0;0;0.0;0.0;0.0;0.0;1;3.0;2.0;0.0;25.0;9.0;2.0;5;1;2;33.3;;;;;
95;Dylan Bronn;DF;Metz;26;30.0;28;2545.0;28.3;1.0;2.0;10.0;1.0;edd81e2a;Dylan BronnDFMetz;15;7;46.7;955.0;1185.0;80.6;15.0;47.0;29;64.5;32.0;19.0;13.0;40;87.0;78.0;1.0;75.0;9.0;5.0;31;3;12;50.0;;;;;
96;Osman Bukari;MF;Nantes;22;24.0;10;1012.0;11.2;2.0;4.0;1.0;0.0;eab85789;Osman BukariFWMFNantes;20;9;45.0;220.0;299.0;73.6;34.0;18.0;8;36.4;8.0;0.0;8.0;8;26.0;1.0;0.0;45.7;32.0;21.0;14;5;15;40.9;;;;;
97;Maxime Busi;DF;Reims;21;18.0;13;1296.0;14.4;1.0;0.0;3.0;0.0;7b082ec2;Maxime BusiDFReims;6;2;33.3;548.0;709.0;77.3;30.0;26.0;15;52.8;19.0;5.0;14.0;17;43.0;28.0;0.0;62.5;30.0;9.0;19;0;30;36.7;;;;;
98;Oriol Busquets;MF;Clermont Foot;22;9.0;2;201.0;2.2;0.0;0.0;0.0;0.0;49712367;Oriol BusquetsMFClermont Foot;1;0;0.0;110.0;124.0;88.7;4.0;3.0;3;33.3;7.0;4.0;3.0;1;4.0;2.0;0.0;66.7;3.0;3.0;2;0;1;16.7;;;;;
99;Marcin Bułka;GK;Nice;21;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;db87a2c4;Marcin BułkaGKNice;0;0;;21.0;24.0;87.5;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;80.0;0.0;7.1;;
100;Rémy Cabella;MF;Montpellier;31;5.0;3;313.0;3.5;0.0;0.0;0.0;0.0;148e136f;Rémy CabellaMFFWMontpellier;2;0;0.0;175.0;211.0;82.9;16.0;15.0;7;33.3;7.0;0.0;7.0;5;20.0;1.0;0.0;63.6;3.0;9.0;3;0;8;0.0;;;;;
101;Jimmy Cabot;DM;Angers;27;24.0;24;2008.0;22.3;0.0;5.0;4.0;0.0;46359159;Jimmy CabotDFAngers;11;3;27.3;1081.0;1381.0;78.3;36.0;81.0;44;56.6;29.0;0.0;29.0;32;113.0;30.0;0.0;42.1;60.0;21.0;32;1;69;47.8;;;;Jimmy Cabot;1.0
102;Anthony Caci;DF;Strasbourg;24;37.0;26;2395.0;26.6;1.0;3.0;4.0;0.0;0118c54c;Anthony CaciDFStrasbourg;15;4;26.7;1260.0;1627.0;77.4;55.0;65.0;34;60.0;22.0;3.0;19.0;33;98.0;49.0;1.0;56.1;32.0;17.0;35;2;97;61.3;;;;;
103;Mathieu Cafaro;MF;Reims;24;4.0;3;192.0;2.1;0.0;0.0;2.0;0.0;2a657da0;Mathieu CafaroMFFWReims;6;2;33.3;44.0;84.0;52.4;4.0;4.0;2;0.0;2.0;0.0;2.0;3;7.0;1.0;0.0;0.0;4.0;1.0;6;0;19;42.9;;;;;
104;Yannick Cahuzac;DM;Lens;36;17.0;6;618.0;6.9;0.0;0.0;1.0;1.0;677ee102;Yannick CahuzacMFLens;1;0;0.0;214.0;251.0;85.3;3.0;5.0;2;0.0;8.0;2.0;6.0;9;14.0;12.0;0.0;50.0;2.0;1.0;6;1;2;54.5;;;;Yannick Cahuzac;1.0
105;Marc-Aurèle Caillard;GK;Metz;27;19.0;17;1542.0;17.1;0.0;0.0;1.0;0.0;5ee6e943;Marc-Aurèle CaillardGKMetz;0;0;;269.0;455.0;59.1;0.0;0.0;0;0.0;0.0;0.0;0.0;2;2.0;9.0;1.0;;0.0;0.0;0;0;0;100.0;67.8;29.4;3.8;;
106;Jens Cajuste;DM;Reims;21;8.0;4;364.0;4.0;2.0;0.0;0.0;0.0;928a4a61;Jens CajusteMFFWReims;8;6;75.0;66.0;96.0;68.8;7.0;10.0;6;35.3;7.0;2.0;5.0;5;15.0;6.0;0.0;50.0;6.0;6.0;5;0;1;37.5;;;;Jens Cajuste;1.0
107;Duje Ćaleta-Car;DF;Marseille;24;26.0;24;2057.0;22.9;2.0;0.0;6.0;0.0;94f8d10c;Duje Ćaleta-CarDFMarseille;12;4;33.3;1668.0;1820.0;91.6;11.0;21.0;8;78.6;11.0;7.0;4.0;24;45.0;55.0;2.0;100.0;8.0;1.0;11;1;1;76.1;;;;;
108;Lucas Calodat;DF;Saint-Étienne;19;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;7a72e960;Lucas CalodatDFSaint-Étienne;0;0;;2.0;2.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
109;Mahdi Camara;MF;Saint-Étienne;23;35.0;34;3073.0;34.1;3.0;0.0;8.0;0.0;8577e60a;Mahdi CamaraMFDFSaint-Étienne;28;15;53.6;1233.0;1502.0;82.1;79.0;101.0;57;55.7;44.0;8.0;36.0;57;158.0;35.0;1.0;62.5;53.0;33.0;45;1;33;41.7;;;;;
110;Mamadou Camara;FW;Troyes;20;3.0;0;40.0;0.4;0.0;0.0;0.0;0.0;316e70c7;Mamadou CamaraFWTroyes;1;1;100.0;9.0;13.0;69.2;1.0;1.0;1;;0.0;0.0;0.0;0;1.0;0.0;0.0;;1.0;1.0;1;0;0;40.0;;;;;
111;Eduardo Camavinga;MF;Rennes;18;4.0;1;143.0;1.6;0.0;0.0;0.0;0.0;7b9c2d84;Eduardo CamavingaMFRennes;0;0;;67.0;74.0;90.5;4.0;4.0;1;40.0;1.0;1.0;0.0;1;5.0;3.0;0.0;0.0;3.0;1.0;2;0;0;100.0;;;;;
112;Fali Candé;DF;Metz;23;11.0;11;973.0;10.8;0.0;2.0;2.0;0.0;3cc4bb19;Fali CandéDFMetz;6;2;33.3;348.0;488.0;71.3;17.0;30.0;18;41.9;11.0;2.0;9.0;6;36.0;21.0;0.0;31.8;18.0;9.0;11;0;45;60.0;;;;;
113;Pierrick Capelle;MF;Angers;34;30.0;12;1193.0;13.3;0.0;1.0;1.0;0.0;79b2399c;Pierrick CapelleMFDFAngers;17;1;5.9;456.0;563.0;81.0;32.0;36.0;24;34.6;12.0;1.0;11.0;16;52.0;20.0;0.0;53.3;31.0;18.0;22;0;17;38.0;;;;;
114;Maxence Caqueret;DM;Lyon;21;31.0;26;2335.0;25.9;0.0;0.0;5.0;0.0;f81ef10d;Maxence CaqueretMFLyon;15;2;13.3;1313.0;1548.0;84.8;63.0;73.0;40;37.5;38.0;10.0;28.0;43;116.0;26.0;2.0;63.8;50.0;26.0;43;0;20;48.0;;;;Maxence Caqueret;1.0
115;Irvin Cardona;MF;Brest;23;32.0;13;1334.0;14.8;4.0;2.0;2.0;0.0;5e080f73;Irvin CardonaFWMFBrest;26;12;46.2;209.0;324.0;64.5;27.0;13.0;7;18.8;10.0;0.0;10.0;5;18.0;17.0;0.0;36.4;44.0;19.0;16;10;21;40.6;;;;;
116;Igor Carioca;DF;Lorient;24;28.0;17;1578.0;17.5;0.0;0.0;3.0;0.0;e3e32fbb;Igor CariocaDFLorient;14;6;42.9;584.0;777.0;75.2;31.0;27.0;16;34.9;17.0;2.0;15.0;25;52.0;28.0;0.0;52.0;30.0;11.0;25;1;68;50.0;;;;;
117;Moreto Cassamã;MF;Reims;23;17.0;11;801.0;8.9;2.0;0.0;1.0;0.0;f54d2149;Moreto CassamãMFReims;11;7;63.6;351.0;434.0;80.9;25.0;12.0;6;15.8;10.0;5.0;5.0;9;21.0;5.0;0.0;43.5;18.0;9.0;11;0;19;33.3;;;;;
118;Jean-Charles Castelletto;DF;Nantes;26;28.0;28;2510.0;27.9;1.0;0.0;8.0;0.0;e0f3a1f6;Jean-Charles CastellettoDFNantes;16;4;25.0;1036.0;1208.0;85.8;17.0;45.0;24;71.4;38.0;27.0;11.0;30;75.0;73.0;0.0;87.5;6.0;5.0;42;1;8;64.4;;;;;
119;Zeki Çelik;DF;Lille;24;32.0;30;2696.0;30.0;2.0;3.0;10.0;0.0;31a62dc7;Zeki ÇelikDFLille;23;3;13.0;1390.0;1755.0;79.2;52.0;64.0;37;57.1;32.0;9.0;23.0;43;107.0;62.0;2.0;50.0;31.0;11.0;39;3;66;64.5;;;;;
120;Fabien Centonze;DF;Metz;25;19.0;18;1586.0;17.6;4.0;1.0;3.0;0.0;3c6bbbab;Fabien CentonzeDFMetz;15;7;46.7;591.0;769.0;76.9;27.0;33.0;21;40.6;37.0;8.0;29.0;32;65.0;51.0;0.0;51.8;36.0;14.0;16;0;48;37.0;;;;;
121;Leonardo César Jardim;GK;Lille;26;17.0;17;1530.0;17.0;0.0;0.0;0.0;0.0;f5dfc256;Leonardo César JardimGKLille;0;0;;;;;;;0;;;;;1;;;;;;;0;0;0;;74.2;47.1;;;
122;El Chadaille Bitshiabu;DF;Paris S-G;16;1.0;0;5.0;0.1;0.0;0.0;0.0;0.0;2180c761;El Chadaille BitshiabuDFParis S-G;0;0;;6.0;6.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;2.0;0.0;;0.0;0.0;0;0;0;100.0;;;;;
123;Nassim Chadli;MF;Troyes;20;8.0;1;96.0;1.1;0.0;0.0;1.0;0.0;5c61496e;Nassim ChadliMFDFTroyes;2;0;0.0;26.0;43.0;60.5;3.0;5.0;3;50.0;1.0;0.0;1.0;0;5.0;0.0;0.0;50.0;11.0;2.0;3;0;5;50.0;;;;;
124;Mehdi Chahiri;DF;Strasbourg;25;1.0;0;16.0;0.2;0.0;0.0;0.0;0.0;1787195f;Mehdi ChahiriDFStrasbourg;0;0;;2.0;6.0;33.3;1.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;;0.0;2.0;0;0;0;100.0;;;;;
125;Dylan Chambost;MF;Troyes;23;19.0;9;753.0;8.4;0.0;1.0;0.0;0.0;dbde4959;Dylan ChambostMFFWTroyes;10;1;10.0;379.0;492.0;77.0;21.0;16.0;11;16.0;9.0;2.0;7.0;8;24.0;4.0;0.0;66.7;9.0;4.0;7;1;21;50.0;;;;;
126;Brendan Chardonnet;DF;Brest;26;32.0;31;2686.0;29.8;3.0;0.0;6.0;1.0;16aa7d4c;Brendan ChardonnetDFBrest;14;6;42.9;1044.0;1287.0;81.1;19.0;44.0;25;72.5;42.0;29.0;13.0;55;99.0;141.0;0.0;25.0;5.0;1.0;26;0;3;61.4;;;;;
127;Xavier Chavalerin;MF;Troyes;30;34.0;31;2717.0;30.2;5.0;2.0;4.0;0.0;279ddf6a;Xavier ChavalerinMFTroyes;31;10;32.3;785.0;1049.0;74.8;57.0;49.0;26;21.8;32.0;5.0;27.0;39;88.0;36.0;0.0;53.8;37.0;14.0;31;6;79;34.3;;;;;
128;Xavier Chavalerin;MF;Reims;30;3.0;2;220.0;2.4;0.0;0.0;0.0;0.0;279ddf6a;Xavier ChavalerinMFReims;3;0;0.0;76.0;96.0;79.2;5.0;4.0;4;33.3;2.0;0.0;2.0;5;9.0;2.0;1.0;100.0;1.0;1.0;3;0;4;33.3;;;;;
129;Rayan Cherki;MF;Lyon;17;16.0;3;440.0;4.9;0.0;1.0;1.0;0.0;b34c63a5;Rayan CherkiFWMFLyon;14;3;21.4;196.0;262.0;74.8;22.0;6.0;2;44.4;2.0;0.0;2.0;1;7.0;0.0;0.0;45.9;16.0;11.0;4;3;27;20.0;;;;;
130;Pedro Chirivella;MF;Nantes;24;31.0;31;2637.0;29.3;3.0;1.0;6.0;0.0;68a26d51;Pedro ChirivellaMFNantes;21;6;28.6;1457.0;1719.0;84.8;61.0;49.0;31;35.7;23.0;2.0;21.0;37;86.0;11.0;0.0;50.0;14.0;9.0;22;0;8;42.9;;;;;
131;Joris Chotard;DM;Montpellier;19;36.0;33;2935.0;32.6;1.0;1.0;5.0;0.0;7909ffa4;Joris ChotardMFMontpellier;18;3;16.7;1081.0;1289.0;83.9;37.0;59.0;30;46.2;27.0;15.0;12.0;42;101.0;56.0;0.0;38.1;30.0;5.0;29;0;20;40.8;;;;Joris Chotard;1.0
132;Alexis Claude-Maurice;MF;Nice;23;10.0;0;209.0;2.3;0.0;2.0;1.0;0.0;741418c3;Alexis Claude-MauriceMFNice;6;1;16.7;88.0;103.0;85.4;12.0;2.0;0;25.0;7.0;0.0;7.0;3;5.0;1.0;0.0;37.5;5.0;5.0;4;0;9;25.0;;;;;
133;Jonathan Clauss;DM;Lens;28;37.0;35;3046.0;33.8;5.0;11.0;3.0;0.0;5219ab4a;Jonathan ClaussDFLens;40;16;40.0;1243.0;1883.0;66.0;142.0;63.0;34;40.0;43.0;1.0;42.0;73;136.0;51.0;0.0;48.3;47.0;13.0;38;4;348;61.5;;;;Jonathan Clauss;1.0
134;Marcus Coco;MF;Nantes;25;24.0;9;930.0;10.3;1.0;1.0;3.0;1.0;3010aefb;Marcus CocoMFFWNantes;12;3;25.0;224.0;325.0;68.9;17.0;34.0;14;44.4;11.0;1.0;10.0;10;44.0;15.0;0.0;53.8;26.0;23.0;21;4;24;49.2;;;;;
135;Abdu Conté;DF;Troyes;23;17.0;17;1347.0;15.0;0.0;1.0;2.0;0.0;cfa49cc1;Abdu ContéDFTroyes;5;1;20.0;447.0;614.0;72.8;23.0;22.0;12;50.0;12.0;2.0;10.0;4;26.0;10.0;0.0;57.9;21.0;8.0;14;2;41;45.0;;;;;
136;Sébastien Corchia;DF;Nantes;30;28.0;13;1324.0;14.7;0.0;3.0;0.0;1.0;0e7ccfc4;Sébastien CorchiaDFNantes;11;3;27.3;367.0;548.0;67.0;27.0;33.0;20;57.1;24.0;3.0;21.0;13;46.0;36.0;0.0;32.1;21.0;8.0;22;0;79;69.2;;;;;
137;Maxwel Cornet;DF;Lyon;24;1.0;1;63.0;0.7;0.0;0.0;2.0;1.0;beb391dd;Maxwel CornetDFLyon;0;0;;33.0;40.0;82.5;2.0;3.0;1;75.0;0.0;0.0;0.0;1;4.0;1.0;0.0;100.0;0.0;1.0;2;0;3;0.0;;;;;
138;David Pereira da Costa;MF;Lens;20;33.0;16;1464.0;16.3;3.0;5.0;2.0;0.0;59948ef7;David Pereira da CostaMFFWLens;25;8;32.0;646.0;798.0;81.0;70.0;22.0;12;42.3;12.0;0.0;12.0;13;35.0;5.0;0.0;64.9;29.0;24.0;9;0;35;8.3;;;;;
139;Benoît Costil;GK;Bordeaux;34;25.0;25;2250.0;25.0;0.0;0.0;1.0;0.0;2434f24a;Benoît CostilGKBordeaux;0;0;;632.0;905.0;69.8;6.0;1.0;0;50.0;0.0;0.0;0.0;0;1.0;6.0;3.0;;1.0;1.0;0;0;0;100.0;57.1;0.0;2.5;;
140;Kalifa Coulibaly;FW;Nantes;29;21.0;9;850.0;9.4;5.0;0.0;1.0;0.0;9980269a;Kalifa CoulibalyFWNantes;26;10;38.5;111.0;191.0;58.1;15.0;5.0;1;0.0;2.0;2.0;0.0;0;5.0;11.0;0.0;60.0;29.0;9.0;11;7;3;65.3;;;;;
141;Nicolas Cozza;DF;Montpellier;22;34.0;32;2770.0;30.8;2.0;2.0;2.0;1.0;8f325097;Nicolas CozzaDFMontpellier;6;3;50.0;1115.0;1377.0;81.0;32.0;80.0;47;53.8;35.0;19.0;16.0;38;118.0;82.0;1.0;54.5;48.0;14.0;24;1;24;53.3;;;;;
142;Enzo Crivelli;MF;Saint-Étienne;26;4.0;0;102.0;1.1;0.0;0.0;0.0;0.0;06f33dc8;Enzo CrivelliFWMFSaint-Étienne;3;1;33.3;13.0;21.0;61.9;0.0;1.0;0;;0.0;0.0;0.0;0;1.0;1.0;0.0;50.0;3.0;1.0;1;1;0;44.4;;;;;
143;Wylan Cyprien;MF;Nantes;26;24.0;17;1490.0;16.6;2.0;3.0;3.0;0.0;3e092724;Wylan CyprienMFNantes;20;8;40.0;750.0;933.0;80.4;61.0;33.0;17;40.6;16.0;6.0;10.0;10;43.0;14.0;2.0;71.4;15.0;17.0;19;1;70;27.8;;;;;
144;Lucas Da Cunha;MF;Nice;20;10.0;5;393.0;4.4;0.0;1.0;0.0;0.0;007faf7a;Lucas Da CunhaMFNice;10;3;30.0;114.0;162.0;70.4;23.0;13.0;7;54.5;2.0;0.0;2.0;1;14.0;2.0;0.0;60.0;15.0;5.0;3;0;23;50.0;;;;;
145;Lucas Da Cunha;MF;Clermont Foot;20;15.0;11;836.0;9.3;2.0;0.0;0.0;0.0;007faf7a;Lucas Da CunhaFWMFClermont Foot;18;6;33.3;267.0;330.0;80.9;22.0;17.0;11;50.0;13.0;0.0;13.0;1;18.0;3.0;0.0;47.5;17.0;24.0;6;1;20;33.3;;;;;
146;Damien Da Silva;DF;Lyon;33;17.0;13;1126.0;12.5;0.0;0.0;5.0;1.0;1ec7e1c5;Damien Da SilvaDFLyon;12;1;8.3;786.0;896.0;87.7;9.0;13.0;9;55.6;15.0;10.0;5.0;22;35.0;53.0;1.0;50.0;6.0;0.0;19;0;1;68.6;;;;;
147;Colin Dagba;DF;Paris S-G;22;3.0;2;165.0;1.8;0.0;0.0;1.0;0.0;29c02c9f;Colin DagbaDFParis S-G;0;0;;125.0;139.0;89.9;4.0;4.0;2;50.0;4.0;2.0;2.0;2;6.0;1.0;0.0;50.0;1.0;3.0;6;0;8;33.3;;;;;
148;Flavius Daniliuc;DF;Nice;20;24.0;14;1293.0;14.4;0.0;0.0;4.0;0.0;7ef972c3;Flavius DaniliucDFNice;4;0;0.0;771.0;877.0;87.9;11.0;46.0;31;79.1;13.0;7.0;6.0;14;60.0;34.0;1.0;60.0;13.0;2.0;17;1;7;46.7;;;;;
149;Kevin Danso;DF;Lens;22;33.0;32;2790.0;31.0;2.0;2.0;9.0;2.0;6e33125f;Kevin DansoDFLens;13;4;30.8;1615.0;1875.0;86.1;25.0;41.0;29;67.6;38.0;25.0;13.0;40;81.0;111.0;0.0;80.0;15.0;4.0;43;1;1;70.6;;;;;
150;Dante;DF;Nice;37;34.0;33;2870.0;31.9;0.0;0.0;7.0;3.0;fd2bc67d;DanteDFNice;12;2;16.7;2175.0;2406.0;90.4;27.0;42.0;29;69.7;43.0;27.0;16.0;49;91.0;96.0;1.0;85.7;13.0;1.0;26;0;3;64.9;;;;;
151;Jonathan David;FW;Lille;21;38.0;32;2804.0;31.2;15.0;0.0;3.0;0.0;ce50fd99;Jonathan DavidFWLille;67;30;44.8;504.0;658.0;76.6;77.0;24.0;9;30.0;14.0;4.0;10.0;5;29.0;15.0;0.0;48.1;95.0;36.0;25;6;6;28.6;;;;;
152;Konrad De La Fuente;MF;Marseille;20;16.0;9;785.0;8.7;0.0;2.0;1.0;0.0;4b77bb89;Konrad De La FuenteFWMFMarseille;15;4;26.7;180.0;230.0;78.3;22.0;11.0;7;63.6;5.0;0.0;5.0;2;13.0;4.0;0.0;56.8;17.0;21.0;2;1;19;40.0;;;;;
153;Romain Del Castillo;MF;Rennes;25;3.0;0;28.0;0.3;0.0;0.0;0.0;0.0;0be95d34;Romain Del CastilloMFFWRennes;1;0;0.0;12.0;16.0;75.0;2.0;2.0;1;100.0;0.0;0.0;0.0;1;3.0;0.0;0.0;66.7;1.0;1.0;0;0;0;0.0;;;;;
154;Romain Del Castillo;MF;Brest;25;19.0;13;975.0;10.8;0.0;6.0;1.0;1.0;0be95d34;Romain Del CastilloMFFWBrest;12;3;25.0;312.0;434.0;71.9;34.0;27.0;16;38.7;12.0;0.0;12.0;7;34.0;3.0;0.0;46.5;48.0;23.0;16;0;45;25.0;;;;;
155;Thomas Delaine;DM;Metz;29;29.0;26;2316.0;25.7;1.0;2.0;4.0;0.0;8332db56;Thomas DelaineDFMetz;18;5;27.8;849.0;1156.0;73.4;50.0;48.0;35;52.4;20.0;7.0;13.0;27;75.0;31.0;0.0;45.1;58.0;17.0;22;1;111;25.9;;;;Thomas Delaine;1.0
156;Sacha Delaye;MF;Montpellier;19;11.0;3;262.0;2.9;0.0;1.0;0.0;0.0;e4448c8c;Sacha DelayeMFFWMontpellier;3;0;0.0;62.0;85.0;72.9;7.0;8.0;6;25.0;1.0;0.0;1.0;1;9.0;1.0;1.0;100.0;7.0;3.0;5;0;3;16.7;;;;;
157;Andy Delort;FW;Nice;29;32.0;26;2448.0;27.2;16.0;2.0;3.0;0.0;d33c706e;Andy DelortFWNice;95;37;38.9;402.0;694.0;57.9;65.0;15.0;9;58.3;13.0;4.0;9.0;9;24.0;14.0;0.0;39.1;67.0;24.0;38;16;51;48.2;;;;;
158;Andy Delort;FW;Montpellier;29;3.0;3;269.0;3.0;2.0;1.0;0.0;0.0;d33c706e;Andy DelortFWMontpellier;14;5;35.7;54.0;96.0;56.3;12.0;2.0;0;0.0;1.0;0.0;1.0;0;2.0;4.0;0.0;100.0;10.0;2.0;6;0;14;55.0;;;;;
159;Moussa Dembélé;FW;Lyon;25;30.0;25;2207.0;24.5;21.0;4.0;6.0;0.0;e7986081;Moussa DembéléFWLyon;83;37;44.6;291.0;442.0;65.8;63.0;18.0;9;40.0;13.0;0.0;13.0;8;26.0;30.0;1.0;59.5;94.0;44.0;29;10;2;50.4;;;;;
160;Jason Denayer;DF;Lyon;26;15.0;12;1002.0;11.1;3.0;0.0;2.0;0.0;47af88b8;Jason DenayerDFLyon;6;4;66.7;690.0;738.0;93.5;4.0;11.0;4;85.7;8.0;7.0;1.0;16;27.0;52.0;0.0;100.0;3.0;1.0;7;0;1;42.1;;;;;
