;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
161;Arthur Desmas;GK;Clermont Foot;27;15.0;15;1304.0;14.5;0.0;0.0;0.0;0.0;e8c5dd4d;Arthur DesmasGKClermont Foot;0;0;;299.0;414.0;72.2;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;1.0;3.0;;0.0;0.0;0;0;0;;54.5;20.0;3.1;;
162;Ángel Di María;FW;Paris S-G;33;26.0;19;1645.0;18.3;5.0;7.0;2.0;0.0;19cda00b;Ángel Di MaríaFWParis S-G;51;22;43.1;881.0;1182.0;74.5;104.0;29.0;18;37.8;17.0;0.0;17.0;6;35.0;3.0;0.0;50.8;46.0;16.0;9;7;122;;;;;;
163;Yadaly Diaby;MF;Clermont Foot;20;5.0;0;67.0;0.7;0.0;0.0;1.0;1.0;5630a6e0;Yadaly DiabyFWMFClermont Foot;2;0;0.0;12.0;18.0;66.7;1.0;0.0;0;0.0;0.0;0.0;0.0;2;2.0;2.0;0.0;33.3;2.0;1.0;2;0;0;50.0;;;;;
164;Ibrahim Diakité;MF;Reims;17;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;d8c19a60;Ibrahim DiakitéMFReims;0;0;;1.0;2.0;50.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
165;Abdou Diallo;DF;Paris S-G;25;12.0;10;877.0;9.7;0.0;1.0;1.0;0.0;fc62f087;Abdou DialloDFParis S-G;2;1;50.0;623.0;704.0;88.5;6.0;22.0;14;57.1;6.0;2.0;4.0;10;32.0;19.0;1.0;73.1;13.0;6.0;12;0;18;70.0;;;;;
166;Habib Diallo;FW;Strasbourg;26;31.0;16;1541.0;17.1;11.0;1.0;2.0;0.0;6605d143;Habib DialloFWStrasbourg;49;21;42.9;249.0;360.0;69.2;33.0;9.0;5;0.0;13.0;4.0;9.0;4;13.0;11.0;0.0;51.5;69.0;24.0;17;15;9;47.8;;;;;
167;Mouhamadou Diarra;MF;Strasbourg;17;4.0;1;109.0;1.2;0.0;0.0;1.0;0.0;6d0fe035;Mouhamadou DiarraMFStrasbourg;0;0;;52.0;61.0;85.2;0.0;2.0;1;100.0;0.0;0.0;0.0;0;2.0;0.0;0.0;100.0;0.0;2.0;2;0;0;66.7;;;;;
168;Stéphane Diarra;MF;Lorient;22;15.0;5;525.0;5.8;0.0;0.0;2.0;0.0;29939a1d;Stéphane DiarraMFFWLorient;13;4;30.8;148.0;204.0;72.5;31.0;11.0;9;50.0;4.0;0.0;4.0;7;18.0;1.0;0.0;48.4;12.0;11.0;6;2;22;25.0;;;;;
169;Krépin Diatta;MF;Monaco;22;8.0;3;285.0;3.2;1.0;0.0;0.0;0.0;8104e41e;Krépin DiattaMFDFMonaco;3;3;100.0;79.0;106.0;74.5;4.0;3.0;2;33.3;2.0;0.0;2.0;1;4.0;0.0;0.0;85.7;9.0;3.0;3;0;3;75.0;;;;;
170;Bamba Dieng;FW;Marseille;21;25.0;11;975.0;10.8;7.0;1.0;0.0;1.0;40774c6b;Bamba DiengFWMarseille;36;18;50.0;144.0;193.0;74.6;20.0;17.0;11;28.6;7.0;0.0;7.0;5;22.0;8.0;0.0;29.4;25.0;13.0;14;4;3;39.4;;;;;
171;Elhadji Dieye;MF;Saint-Étienne;19;5.0;0;34.0;0.4;0.0;0.0;0.0;0.0;6a04bb7c;Elhadji DieyeFWMFSaint-Étienne;2;0;0.0;3.0;9.0;33.3;0.0;3.0;2;0.0;2.0;0.0;2.0;1;4.0;0.0;0.0;33.3;3.0;1.0;1;1;1;50.0;;;;;
172;Javairô Dilrosun;MF;Bordeaux;23;32.0;19;1732.0;19.2;2.0;6.0;3.0;0.0;34a0f5ff;Javairô DilrosunMFFWBordeaux;40;10;25.0;445.0;602.0;73.9;83.0;13.0;4;29.2;14.0;1.0;13.0;11;24.0;5.0;0.0;64.8;38.0;24.0;13;1;69;30.0;;;;;
173;Junior Dina Ebimbe;MF;Paris S-G;20;10.0;4;316.0;3.5;0.0;0.0;2.0;0.0;95bb6ddc;Junior Dina EbimbeMFParis S-G;4;1;25.0;192.0;215.0;89.3;4.0;9.0;4;66.7;5.0;3.0;2.0;2;11.0;1.0;0.0;60.0;7.0;6.0;11;0;2;50.0;;;;;
174;Tristan Dingomé;MF;Troyes;30;25.0;12;1077.0;12.0;2.0;4.0;3.0;0.0;92b56413;Tristan DingoméMFFWTroyes;20;4;20.0;413.0;552.0;74.8;40.0;23.0;11;55.6;7.0;1.0;6.0;9;32.0;3.0;0.0;78.6;15.0;16.0;12;1;43;36.4;;;;;
175;Sinaly Diomande;DF;Lyon;20;11.0;5;579.0;6.4;0.0;0.0;2.0;0.0;6de23ab0;Sinaly DiomandeDFLyon;3;0;0.0;436.0;477.0;91.4;4.0;6.0;3;83.3;6.0;6.0;0.0;12;18.0;26.0;0.0;50.0;5.0;0.0;5;0;0;76.2;;;;;
176;Sofiane Diop;MF;Monaco;21;30.0;24;1948.0;21.6;6.0;4.0;6.0;0.0;19053e31;Sofiane DiopMFFWMonaco;37;13;35.1;708.0;977.0;72.5;78.0;38.0;20;31.9;10.0;0.0;10.0;23;61.0;4.0;0.0;55.4;71.0;34.0;28;4;95;30.0;;;;;
177;Andy Diouf;MF;Rennes;18;5.0;0;14.0;0.2;0.0;0.0;0.0;0.0;9b5237b1;Andy DioufMFRennes;0;0;;7.0;10.0;70.0;1.0;1.0;1;100.0;1.0;0.0;1.0;0;1.0;0.0;0.0;;1.0;1.0;1;0;0;0.0;;;;;
178;Assane Dioussé;DM;Saint-Étienne;23;4.0;0;23.0;0.3;0.0;0.0;0.0;0.0;7f622eef;Assane DiousséMFSaint-Étienne;0;0;;33.0;35.0;94.3;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;;1.0;0.0;0;0;1;100.0;;;;Assane Dioussé;1.0
179;Axel Disasi;DF;Monaco;23;32.0;30;2721.0;30.2;1.0;0.0;5.0;0.0;ad82197c;Axel DisasiDFMonaco;20;2;10.0;1542.0;1773.0;87.0;13.0;42.0;27;59.0;40.0;30.0;10.0;26;68.0;75.0;0.0;90.0;8.0;5.0;43;3;1;62.3;;;;;
180;Tiago Djaló;DF;Lille;21;28.0;26;2329.0;25.9;1.0;1.0;4.0;0.0;b2336681;Tiago DjalóDFLille;12;5;41.7;1312.0;1519.0;86.4;24.0;60.0;39;66.7;26.0;10.0;16.0;24;84.0;71.0;0.0;70.0;28.0;9.0;23;1;11;42.6;;;;;
181;Alexander Djiku;DF;Strasbourg;26;31.0;30;2694.0;29.9;1.0;0.0;10.0;1.0;43e7a164;Alexander DjikuDFStrasbourg;15;7;46.7;1357.0;1650.0;82.2;34.0;50.0;37;51.4;30.0;13.0;17.0;61;111.0;90.0;2.0;43.8;17.0;7.0;44;2;15;71.0;;;;;
182;Bryan Djile Nokoué;MF;Saint-Étienne;19;2.0;0;57.0;0.6;0.0;0.0;0.0;0.0;75186a6a;Bryan Djile NokouéDFMFSaint-Étienne;0;0;;21.0;29.0;72.4;0.0;3.0;3;100.0;1.0;0.0;1.0;1;4.0;2.0;0.0;;1.0;1.0;0;0;1;;;;;;
183;Ouparine Djoco;GK;Clermont Foot;23;24.0;23;2116.0;23.5;0.0;0.0;1.0;0.0;62124972;Ouparine DjocoGKClermont Foot;0;0;;498.0;738.0;67.5;2.0;0.0;0;;0.0;0.0;0.0;1;1.0;14.0;2.0;;1.0;0.0;1;0;0;50.0;65.7;21.7;7.6;;
184;Jeremy Doku;MF;Rennes;19;14.0;4;469.0;5.2;1.0;2.0;2.0;0.0;fffea3e5;Jeremy DokuFWMFRennes;5;2;40.0;115.0;156.0;73.7;24.0;10.0;5;50.0;4.0;0.0;4.0;3;13.0;0.0;0.0;69.2;28.0;19.0;9;0;13;28.6;;;;;
185;Kasper Dolberg;FW;Nice;23;26.0;19;1492.0;16.6;6.0;2.0;0.0;0.0;cc83b74d;Kasper DolbergFWNice;38;13;34.2;172.0;243.0;70.8;31.0;9.0;4;33.3;15.0;1.0;14.0;6;15.0;17.0;0.0;52.4;53.0;18.0;30;3;5;45.7;;;;;
186;Brandon Domingues;MF;Troyes;21;11.0;1;231.0;2.6;1.0;0.0;0.0;0.0;2a00c6c0;Brandon DominguesMFFWTroyes;4;2;50.0;59.0;87.0;67.8;6.0;6.0;2;66.7;3.0;0.0;3.0;3;9.0;0.0;0.0;33.3;5.0;2.0;3;0;11;0.0;;;;;
187;Anastasios Donis;MF;Reims;24;13.0;3;370.0;4.1;0.0;0.0;0.0;1.0;0f26fd24;Anastasios DonisFWMFReims;10;0;0.0;51.0;93.0;54.8;5.0;8.0;7;33.3;3.0;0.0;3.0;0;8.0;1.0;0.0;38.9;10.0;7.0;9;8;24;28.6;;;;;
188;Gianluigi Donnarumma;GK;Paris S-G;22;17.0;17;1530.0;17.0;0.0;0.0;3.0;0.0;08f5afaa;Gianluigi DonnarummaGKParis S-G;0;0;;424.0;469.0;90.4;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;9.0;2.0;100.0;0.0;0.0;0;0;0;100.0;73.8;29.4;6.3;;
189;Jodel Dossou;FW;Clermont Foot;29;35.0;23;2008.0;22.3;3.0;1.0;4.0;0.0;a1dbfcb1;Jodel DossouFWClermont Foot;52;17;32.7;401.0;576.0;69.6;66.0;36.0;17;34.9;14.0;0.0;14.0;5;41.0;7.0;0.0;52.7;70.0;41.0;25;15;60;31.8;;;;;
190;Lohann Doucet;DM;Nantes;18;2.0;0;6.0;0.1;0.0;0.0;0.0;0.0;dff0c299;Lohann DoucetMFDFNantes;0;0;;7.0;10.0;70.0;1.0;0.0;0;;0.0;0.0;0.0;1;1.0;0.0;0.0;;0.0;0.0;0;0;0;0.0;;;;Lohann Doucet;1.0
191;Cheick Doucouré;DM;Lens;21;34.0;33;2946.0;32.7;1.0;4.0;7.0;1.0;ce4f40c7;Cheick DoucouréMFLens;31;11;35.5;1656.0;1904.0;87.0;96.0;75.0;43;44.3;30.0;7.0;23.0;68;143.0;24.0;0.0;71.9;36.0;29.0;42;0;6;52.4;;;;Cheick Doucouré;1.0
192;Fodé Doucouré;MF;Reims;20;3.0;1;154.0;1.7;0.0;0.0;0.0;0.0;1bfe34dc;Fodé DoucouréDFFWReims;0;0;;55.0;79.0;69.6;4.0;12.0;9;81.8;1.0;0.0;1.0;4;16.0;6.0;0.0;100.0;0.0;0.0;1;0;4;16.7;;;;;
193;Ismaël Doukouré;DF;Strasbourg;18;1.0;0;17.0;0.2;0.0;0.0;0.0;0.0;0512a60a;Ismaël DoukouréDFStrasbourg;0;0;;1.0;3.0;33.3;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;0;0;0;0.0;;;;;
194;Kamory Doumbia;MF;Reims;18;8.0;2;352.0;3.9;2.0;1.0;1.0;0.0;9226aa22;Kamory DoumbiaMFFWReims;4;2;50.0;131.0;166.0;78.9;11.0;8.0;2;38.5;9.0;3.0;6.0;3;11.0;3.0;0.0;60.0;18.0;8.0;1;1;9;33.3;;;;;
195;Moussa Doumbia;FW;Reims;26;4.0;0;86.0;1.0;0.0;0.0;0.0;0.0;6481421d;Moussa DoumbiaFWReims;3;2;66.7;28.0;35.0;80.0;3.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;33.3;5.0;0.0;0;1;2;0.0;;;;;
196;Souleyman Doumbia;MF;Angers;24;27.0;27;2219.0;24.7;0.0;1.0;10.0;1.0;9daeac61;Souleyman DoumbiaDFFWAngers;14;3;21.4;886.0;1083.0;81.8;42.0;30.0;20;48.1;25.0;4.0;21.0;39;69.0;51.0;0.0;52.3;53.0;24.0;22;1;69;46.7;;;;;
197;Julian Draxler;MF;Paris S-G;27;18.0;5;548.0;6.1;2.0;1.0;0.0;0.0;1a992676;Julian DraxlerFWMFParis S-G;9;3;33.3;275.0;306.0;89.9;15.0;3.0;2;0.0;3.0;0.0;3.0;5;8.0;3.0;0.0;62.5;6.0;7.0;4;1;5;20.0;;;;;
198;Matthieu Dreyer;GK;Lorient;32;16.0;16;1440.0;16.0;0.0;0.0;0.0;0.0;fbf83734;Matthieu DreyerGKLorient;0;0;;267.0;416.0;64.2;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;9.0;0.0;;0.0;0.0;0;0;0;100.0;57.9;43.8;2.2;;
199;Leo Dubois;DF;Lyon;26;23.0;20;1742.0;19.4;0.0;0.0;5.0;0.0;ff0ab48c;Leo DuboisDFLyon;10;1;10.0;1125.0;1366.0;82.4;45.0;43.0;27;58.7;27.0;3.0;24.0;22;65.0;35.0;1.0;50.0;21.0;11.0;18;1;76;52.5;;;;;
200;Jean-Kevin Duverne;DF;Brest;24;37.0;33;3007.0;33.4;1.0;3.0;1.0;0.0;0cbc8baa;Jean-Kevin DuverneDFBrest;12;3;25.0;1326.0;1782.0;74.4;58.0;71.0;44;46.7;40.0;5.0;35.0;53;124.0;92.0;0.0;45.2;46.0;21.0;35;3;74;52.1;;;;;
201;Enzo Ebosse;DF;Angers;22;27.0;21;1890.0;21.0;0.0;0.0;1.0;0.0;9ba7b4fa;Enzo EbosseDFAngers;3;0;0.0;911.0;1086.0;83.9;26.0;25.0;14;57.9;19.0;9.0;10.0;15;40.0;42.0;0.0;60.0;21.0;2.0;14;0;16;50.0;;;;;
202;Hugo Ekitike;FW;Reims;19;24.0;15;1273.0;14.1;10.0;3.0;1.0;1.0;5b92d896;Hugo EkitikeFWReims;29;16;55.2;277.0;393.0;70.5;40.0;18.0;10;36.4;9.0;2.0;7.0;6;24.0;15.0;0.0;48.9;66.0;22.0;18;12;4;44.1;;;;;
203;Alberth Elis;MF;Bordeaux;25;20.0;16;1409.0;15.7;9.0;1.0;2.0;0.0;104b4ad3;Alberth ElisFWMFBordeaux;30;11;36.7;185.0;309.0;59.9;38.0;19.0;10;44.0;9.0;0.0;9.0;7;26.0;10.0;0.0;35.6;54.0;31.0;22;9;28;38.8;;;;;
204;Sepe Elye Wahi;FW;Montpellier;18;33.0;21;1786.0;19.8;10.0;1.0;2.0;0.0;0d7b6576;Sepe Elye WahiFWMontpellier;43;20;46.5;158.0;245.0;64.5;24.0;18.0;10;37.5;7.0;0.0;7.0;4;22.0;4.0;0.0;37.5;53.0;15.0;18;21;11;17.8;;;;;
205;Renaud Emond;MF;Nantes;29;6.0;2;190.0;2.1;0.0;0.0;0.0;0.0;5c9ac7f0;Renaud EmondFWMFNantes;1;0;0.0;20.0;32.0;62.5;0.0;1.0;0;0.0;2.0;1.0;1.0;0;1.0;1.0;0.0;;4.0;0.0;3;0;0;22.7;;;;;
206;Maxime Estève;DF;Montpellier;19;24.0;20;1857.0;20.6;0.0;0.0;2.0;0.0;1a066e69;Maxime EstèveDFMontpellier;5;1;20.0;688.0;814.0;84.5;8.0;27.0;18;55.6;31.0;24.0;7.0;22;49.0;69.0;1.0;66.7;12.0;2.0;10;0;0;54.2;;;;;
207;Fábio;DF;Nantes;31;27.0;21;1667.0;18.5;0.0;2.0;8.0;1.0;bc7b4580;FábioDFNantes;11;1;9.1;618.0;853.0;72.5;28.0;61.0;40;48.6;29.0;7.0;22.0;35;96.0;31.0;1.0;58.3;20.0;9.0;30;1;35;50.0;;;;;
208;Cesc Fàbregas;MF;Monaco;34;2.0;0;38.0;0.4;0.0;0.0;0.0;0.0;33508c78;Cesc FàbregasMFMonaco;0;0;;42.0;54.0;77.8;3.0;1.0;0;100.0;0.0;0.0;0.0;1;2.0;0.0;0.0;0.0;0.0;0.0;1;0;5;;;;;;
209;Wout Faes;DF;Reims;23;37.0;37;3330.0;37.0;4.0;0.0;2.0;0.0;9c221d14;Wout FaesDFReims;22;9;40.9;1254.0;1472.0;85.2;23.0;40.0;24;75.8;47.0;37.0;10.0;53;93.0;169.0;2.0;77.8;21.0;4.0;21;0;3;54.3;;;;;
210;Romain Faivre;MF;Lyon;23;14.0;9;889.0;9.9;3.0;0.0;0.0;0.0;745ca0a3;Romain FaivreFWMFLyon;20;6;30.0;492.0;597.0;82.4;52.0;10.0;4;30.8;4.0;0.0;4.0;3;13.0;2.0;0.0;53.7;24.0;11.0;14;1;61;66.7;;;;;
211;Romain Faivre;MF;Brest;23;21.0;20;1795.0;19.9;7.0;5.0;1.0;0.0;745ca0a3;Romain FaivreMFBrest;32;12;37.5;656.0;862.0;76.1;82.0;30.0;18;40.0;11.0;0.0;11.0;13;43.0;10.0;0.0;48.3;59.0;31.0;15;1;115;30.0;;;;;
212;Wuilker Faríñez;GK;Lens;23;13.0;11;1105.0;12.3;0.0;0.0;0.0;0.0;2c127b6f;Wuilker FaríñezGKLens;0;0;;236.0;304.0;77.6;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;4.0;0.0;;1.0;0.0;0;0;0;100.0;68.9;27.3;9.4;;
213;Noah Fatar;MF;Angers;19;3.0;0;5.0;0.1;0.0;0.0;0.0;0.0;2693f6bc;Noah FatarDFMFAngers;0;0;;5.0;8.0;62.5;0.0;1.0;0;0.0;0.0;0.0;0.0;1;2.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
214;Julien Faussurier;MF;Brest;34;16.0;4;489.0;5.4;0.0;1.0;1.0;0.0;767212e6;Julien FaussurierMFDFBrest;4;3;75.0;197.0;275.0;71.6;20.0;10.0;6;46.2;12.0;1.0;11.0;5;15.0;6.0;0.0;12.5;9.0;2.0;5;5;38;50.0;;;;;
215;Jordan Ferri;DM;Montpellier;29;34.0;33;2911.0;32.3;0.0;2.0;13.0;1.0;375622c5;Jordan FerriMFMontpellier;14;2;14.3;2136.0;2558.0;83.5;89.0;55.0;35;33.3;21.0;5.0;16.0;30;85.0;35.0;0.0;66.0;37.0;47.0;49;0;39;33.3;;;;Jordan Ferri;1.0
216;Karol Fila;DF;Strasbourg;23;16.0;7;560.0;6.2;0.0;0.0;3.0;0.0;50ac8941;Karol FilaDFStrasbourg;0;0;;294.0;377.0;78.0;8.0;10.0;8;50.0;7.0;2.0;5.0;4;14.0;6.0;0.0;50.0;6.0;3.0;8;0;24;50.0;;;;;
217;Alexis Flips;MF;Reims;21;25.0;13;1056.0;11.7;2.0;4.0;2.0;0.0;caef7840;Alexis FlipsMFDFReims;18;9;50.0;310.0;508.0;61.0;49.0;37.0;21;48.9;21.0;0.0;21.0;24;61.0;17.0;0.0;46.4;33.0;14.0;18;1;88;28.6;;;;;
218;Mamadou Fofana;DF;Metz;23;1.0;0;33.0;0.4;0.0;0.0;0.0;0.0;4c4ffacc;Mamadou FofanaDFMetz;0;0;;3.0;5.0;60.0;0.0;1.0;1;50.0;2.0;1.0;1.0;1;2.0;2.0;0.0;;0.0;0.0;0;0;0;0.0;;;;;
219;Seko Fofana;DM;Lens;26;38.0;38;3357.0;37.3;8.0;1.0;2.0;0.0;5313ed43;Seko FofanaMFLens;97;32;33.0;1574.0;1786.0;88.1;118.0;27.0;19;20.7;24.0;2.0;22.0;26;53.0;17.0;1.0;64.2;86.0;50.0;27;5;41;53.6;;;;Seko Fofana;1.0
220;Youssouf Fofana;MF;Monaco;22;33.0;23;2190.0;24.3;0.0;4.0;4.0;0.0;822d51d7;Youssouf FofanaMFMonaco;30;6;20.0;895.0;1187.0;75.4;53.0;69.0;43;51.8;29.0;7.0;22.0;32;101.0;22.0;2.0;64.5;38.0;33.0;33;0;6;58.3;;;;;
221;Thomas Foket;MF;Reims;26;29.0;26;2235.0;24.8;1.0;0.0;5.0;0.0;90eb507d;Thomas FoketDFFWReims;8;3;37.5;834.0;1076.0;77.5;35.0;28.0;19;45.0;26.0;4.0;22.0;33;61.0;35.0;0.0;50.0;34.0;18.0;26;5;64;44.1;;;;;
222;Thomas Fontaine;DF;Lorient;30;2.0;2;167.0;1.9;0.0;0.0;1.0;0.0;9f90c06b;Thomas FontaineDFLorient;0;0;;49.0;57.0;86.0;0.0;2.0;0;0.0;3.0;3.0;0.0;2;4.0;4.0;0.0;;1.0;0.0;4;0;0;33.3;;;;;
223;José Fonte;DF;Lille;37;38.0;38;3420.0;38.0;0.0;2.0;4.0;0.0;90f87966;José FonteDFLille;21;6;28.6;1821.0;2097.0;86.8;31.0;23.0;12;44.0;39.0;32.0;7.0;44;67.0;159.0;1.0;80.0;18.0;2.0;23;1;6;67.4;;;;;
224;Steven Fortes;DF;Lens;29;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;574aa9ec;Steven FortesDFLens;0;0;;27.0;28.0;96.4;0.0;2.0;0;50.0;2.0;1.0;1.0;0;2.0;4.0;0.0;50.0;1.0;1.0;2;0;0;100.0;;;;;
225;Przemysław Frankowski;DM;Lens;26;37.0;28;2448.0;27.2;6.0;5.0;5.0;0.0;00a8d210;Przemysław FrankowskiDFLens;34;13;38.2;1156.0;1449.0;79.8;68.0;57.0;39;48.6;27.0;0.0;27.0;28;85.0;52.0;0.0;42.1;39.0;17.0;36;2;71;52.2;;;;Przemysław Frankowski;1.0
226;Fransérgio;MF;Bordeaux;30;26.0;14;1258.0;14.0;0.0;1.0;7.0;0.0;deba6b05;FransérgioMFBordeaux;14;2;14.3;379.0;533.0;71.1;15.0;24.0;10;27.9;18.0;6.0;12.0;23;47.0;23.0;0.0;45.5;20.0;10.0;26;0;6;45.8;;;;;
227;Angelo Fulgini;MF;Angers;24;36.0;35;2929.0;32.5;5.0;4.0;6.0;0.0;4b96c347;Angelo FulginiMFFWAngers;58;17;29.3;1108.0;1376.0;80.5;94.0;35.0;25;31.8;21.0;5.0;16.0;22;57.0;5.0;1.0;39.2;78.0;55.0;36;5;69;44.6;;;;;
228;Gauthier Gallon;GK;Troyes;28;31.0;31;2790.0;31.0;0.0;0.0;2.0;0.0;db3164e1;Gauthier GallonGKTroyes;0;0;;755.0;1062.0;71.1;1.0;3.0;0;100.0;0.0;0.0;0.0;2;5.0;12.0;1.0;;1.0;0.0;0;0;0;66.7;72.6;25.8;4.6;;
229;Kévin Gameiro;FW;Strasbourg;34;35.0;28;2385.0;26.5;11.0;3.0;0.0;0.0;42276181;Kévin GameiroFWStrasbourg;65;25;38.5;628.0;802.0;78.3;67.0;19.0;10;33.3;22.0;1.0;21.0;6;25.0;1.0;0.0;44.7;61.0;38.0;16;14;16;17.2;;;;;
230;Idrissa Gana Gueye;MF;Paris S-G;31;26.0;18;1641.0;18.2;3.0;1.0;4.0;0.0;72c812f3;Idrissa Gana GueyeMFParis S-G;24;7;29.2;1298.0;1394.0;93.1;38.0;60.0;36;40.9;23.0;4.0;19.0;24;84.0;13.0;0.0;71.4;19.0;16.0;38;1;2;34.8;;;;;
231;Ignatius Ganago;FW;Lens;22;28.0;11;1024.0;11.4;5.0;1.0;2.0;0.0;23c63b7f;Ignatius GanagoFWLens;31;10;32.3;142.0;196.0;72.4;29.0;3.0;2;33.3;4.0;0.0;4.0;2;5.0;3.0;0.0;55.0;43.0;21.0;9;10;3;38.8;;;;;
232;Djeidi Gassama;FW;Paris S-G;17;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;bbdb2789;Djeidi GassamaFWParis S-G;0;0;;2.0;2.0;100.0;0.0;0.0;0;;1.0;1.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
233;Johan Gastien;DM;Clermont Foot;33;32.0;32;2746.0;30.5;0.0;1.0;8.0;2.0;868eaba0;Johan GastienMFClermont Foot;24;7;29.2;2160.0;2635.0;82.0;74.0;56.0;34;36.5;45.0;11.0;34.0;53;109.0;49.0;1.0;61.9;24.0;20.0;29;0;61;43.8;;;;Johan Gastien;1.0
234;Valère Germain;FW;Montpellier;31;34.0;22;1970.0;21.9;4.0;3.0;3.0;0.0;ea0ff634;Valère GermainFWMontpellier;32;16;50.0;369.0;490.0;75.3;29.0;23.0;14;25.8;13.0;1.0;12.0;9;32.0;27.0;0.0;28.6;29.0;19.0;23;7;15;33.8;;;;;
235;Gerson;MF;Marseille;24;35.0;29;2544.0;28.3;9.0;4.0;3.0;0.0;8827bf46;GersonMFFWMarseille;45;18;40.0;1184.0;1326.0;89.3;82.0;42.0;17;22.9;26.0;4.0;22.0;16;58.0;16.0;2.0;63.8;41.0;31.0;45;2;22;54.8;;;;;
236;Willem Geubbels;MF;Nantes;19;22.0;4;544.0;6.0;2.0;1.0;1.0;0.0;9836e892;Willem GeubbelsFWMFNantes;12;3;25.0;95.0;137.0;69.3;3.0;8.0;5;41.7;5.0;0.0;5.0;6;14.0;5.0;0.0;15.4;13.0;6.0;10;5;6;43.5;;;;;
237;Ismaël Gharbi;DM;Paris S-G;17;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;5b3cfa12;Ismaël GharbiFWParis S-G;0;0;;4.0;4.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;Ismaël Gharbi;1.0
238;Lamine Ghezali;DF;Saint-Étienne;22;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;ce84946a;Lamine GhezaliDFSaint-Étienne;0;0;;4.0;6.0;66.7;1.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;2;;;;;;
239;Nicholas Gioacchini;MF;Montpellier;21;28.0;3;497.0;5.5;0.0;2.0;0.0;0.0;79ab7593;Nicholas GioacchiniFWMFMontpellier;11;2;18.2;93.0;146.0;63.7;14.0;7.0;5;40.0;8.0;0.0;8.0;4;11.0;5.0;0.0;37.5;23.0;10.0;4;3;3;48.8;;;;;
240;Jimmy Giraudon;DF;Troyes;29;19.0;18;1619.0;18.0;0.0;0.0;5.0;1.0;6ba71da5;Jimmy GiraudonDFTroyes;0;0;;755.0;882.0;85.6;7.0;14.0;6;31.8;24.0;14.0;10.0;37;51.0;68.0;1.0;100.0;3.0;2.0;14;0;1;63.0;;;;;
241;Andrei Girotto;MF;Nantes;29;36.0;36;3146.0;35.0;6.0;1.0;8.0;0.0;3befc2b6;Andrei GirottoDFMFNantes;45;10;22.2;1356.0;1676.0;80.9;27.0;85.0;52;50.5;67.0;33.0;34.0;69;154.0;143.0;0.0;54.5;17.0;5.0;52;0;9;62.4;;;;;
242;Aleksandr Golovin;MF;Monaco;25;27.0;17;1502.0;16.7;3.0;4.0;4.0;1.0;3708e9fa;Aleksandr GolovinFWMFMonaco;23;7;30.4;548.0;759.0;72.2;68.0;40.0;22;43.9;26.0;1.0;25.0;12;52.0;8.0;0.0;71.0;26.0;21.0;21;2;111;31.6;;;;;
243;Angel Gomes;MF;Lille;20;24.0;12;954.0;10.6;1.0;1.0;3.0;0.0;645a3363;Angel GomesMFFWLille;14;2;14.3;306.0;400.0;76.5;28.0;23.0;13;66.7;4.0;0.0;4.0;3;26.0;4.0;0.0;33.3;16.0;11.0;13;0;16;26.3;;;;;
244;Alfred Gomis;GK;Rennes;27;25.0;25;2250.0;25.0;0.0;0.0;1.0;0.0;cecbce23;Alfred GomisGKRennes;0;0;;594.0;778.0;76.3;2.0;1.0;0;50.0;0.0;0.0;0.0;1;2.0;8.0;2.0;;2.0;0.0;1;0;0;100.0;68.7;40.0;4.7;;
245;Vagner Gonçalves;FW;Metz;25;3.0;0;86.0;1.0;0.0;0.0;1.0;0.0;743fd71f;Vagner GonçalvesFWMetz;1;1;100.0;24.0;41.0;58.5;5.0;2.0;1;100.0;0.0;0.0;0.0;1;3.0;0.0;0.0;75.0;5.0;1.0;5;0;10;0.0;;;;;
