,victoire,y_pred
506,0,0.5137107460641094
510,0,0.1932218361389395
511,0,0.16903127890409614
512,0,0.10625317400920553
514,0,0.027456997162114045
515,0,0.05865864042951687
516,1,0.3829182371415244
517,0,0.08759637537116371
518,0,0.05808037398496137
520,1,0.19043059131758963
521,0,0.06500299172216809
522,0,0.09644908625900953
523,0,0.07410059012741499
524,1,0.22291330431395537
525,0,0.03498996421845916
526,0,0.25648148688981337
527,1,0.1841500062612694
528,0,0.0038809129142095425
529,1,0.2563728616776272
530,0,0.10295047922582937
531,0,0.04607335738790654
532,0,0.36708065252145283
533,0,0.38223965523823256
534,0,0.25349171246855146
535,0,0.044277191382280576
536,0,0.08537561932080183
538,0,0.37732088936412284
539,0,0.31201285198352974
540,0,0.22445063142394153
541,0,0.010717316064086603
542,0,0.2817094370690059
543,0,0.03217464732409251
544,0,0.28347594038963125
545,0,0.12438307044846945
550,0,0.19456427623140124
552,1,0.21723892602054878
556,0,0.43738714482398733
557,0,0.13216902059210084
558,0,0.010788385612232566
573,0,0.06198841224181166
574,0,0.7541882037910019
