;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Touches;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
481;Roberto Soriano;MF;Bologna;32-047;25.0;14;1249.0;13.9;1.0;3.0;1.0;0.0;9d4c45d6;Roberto SorianoFWMFBologna;12;2;16.7;451.0;561.0;80.4;42.0;28.0;14;54.5;23.0;2.0;21.0;5;33.0;14.0;0.0;42.9;22.0;13.0;692.0;17;2;11;42.3;;;;;
482;Joaquin Sosa;DF;Bologna;21-076;9.0;6;598.0;6.6;0.0;0.0;2.0;0.0;50841bef;Joaquin SosaDFBologna;2;1;50.0;238.0;299.0;79.6;2.0;6.0;2;25.0;5.0;3.0;2.0;5;11.0;30.0;0.0;75.0;5.0;2.0;359.0;14;0;1;56.5;;;;;
483;Riccardo Sottil;FW;Fiorentina;23-297;9.0;5;454.0;5.0;0.0;2.0;1.0;0.0;94816803;Riccardo SottilFWFiorentina;14;7;50.0;134.0;165.0;81.2;28.0;0.0;0;0.0;1.0;0.0;1.0;0;0.0;0.0;0.0;31.0;13.0;8.0;218.0;3;3;21;50.0;;;;;
484;Matìas Soulé;MF;Juventus;19-346;11.0;3;321.0;3.6;1.0;0.0;0.0;0.0;c13ddd3e;Matìas SouléMFDFJuventus;9;5;55.6;116.0;140.0;82.9;18.0;4.0;3;66.7;3.0;0.0;3.0;3;7.0;1.0;0.0;47.6;9.0;5.0;190.0;3;0;6;14.3;;;;;
485;Adama Soumaoro;DF;Bologna;30-282;17.0;16;1412.0;15.7;0.0;0.0;5.0;1.0;7b075c75;Adama SoumaoroDFBologna;2;1;50.0;735.0;793.0;92.7;7.0;17.0;11;75.0;13.0;9.0;4.0;15;32.0;51.0;1.0;100.0;5.0;0.0;907.0;17;0;0;69.4;;;;;
486;Leonardo Spinazzola;DM;Roma;30-002;18.0;14;1212.0;13.5;1.0;3.0;1.0;0.0;3626daea;Leonardo SpinazzolaDFRoma;8;5;62.5;543.0;710.0;76.5;34.0;11.0;6;37.5;11.0;3.0;8.0;5;16.0;23.0;0.0;46.0;19.0;8.0;844.0;10;0;38;53.3;;;;Leonardo Spinazzola;1.0
487;Marco Sportiello;GK;Atalanta;30-321;7.0;6;623.0;6.9;0.0;0.0;0.0;0.0;ac4003af;Marco SportielloGKAtalanta;0;0;;194.0;242.0;80.2;1.0;1.0;0;50.0;0.0;0.0;0.0;0;1.0;1.0;0.0;;0.0;1.0;251.0;0;0;0;100.0;65.4;33.3;8.1;;
488;Petar Stojanović;DF;Empoli;27-171;21.0;15;1377.0;15.3;0.0;1.0;3.0;0.0;13b44b02;Petar StojanovićDFEmpoli;9;1;11.1;718.0;906.0;79.2;40.0;38.0;20;59.0;15.0;4.0;11.0;11;49.0;52.0;0.0;26.9;10.0;14.0;1068.0;11;0;30;25.0;;;;;
489;Gabriel Strefezza;FW;Lecce;25-343;25.0;22;1759.0;19.5;7.0;1.0;4.0;0.0;674cfc5a;Gabriel StrefezzaFWLecce;46;15;32.6;392.0;644.0;60.9;63.0;38.0;19;54.5;24.0;2.0;22.0;12;50.0;14.0;0.0;37.0;59.0;42.0;939.0;36;0;98;30.2;;;;;
490;Dávid Strelec;FW;Spezia;21-357;7.0;1;169.0;1.9;0.0;0.0;0.0;0.0;2cb9486d;Dávid StrelecFWSpezia;3;1;33.3;25.0;43.0;58.1;4.0;2.0;2;100.0;0.0;0.0;0.0;0;2.0;0.0;0.0;0.0;3.0;4.0;60.0;4;2;0;45.5;;;;;
491;Isaac Success;FW;Udinese;27-079;27.0;18;1614.0;17.9;0.0;6.0;3.0;0.0;f573a8bf;Isaac SuccessFWUdinese;32;4;12.5;335.0;524.0;63.9;70.0;8.0;4;42.9;12.0;2.0;10.0;4;12.0;16.0;0.0;45.2;82.0;42.0;762.0;30;10;13;42.9;;;;;
492;Ibrahim Sulemana;DM;Hellas-Verona;19-309;11.0;3;357.0;4.0;0.0;0.0;3.0;0.0;230c3f3a;Ibrahim SulemanaMFHellas Verona;8;3;37.5;73.0;103.0;70.9;9.0;11.0;7;60.0;3.0;2.0;1.0;7;18.0;8.0;0.0;44.4;6.0;5.0;165.0;7;1;2;42.9;;;;Ibrahim Sulemana;1.0
493;Wojciech Szczęsny;GK;Juventus;32-343;19.0;19;1662.0;18.5;0.0;0.0;0.0;0.0;01b8a2b2;Wojciech SzczęsnyGKJuventus;0;0;;397.0;520.0;76.3;1.0;1.0;0;0.0;0.0;0.0;0.0;0;1.0;4.0;0.0;;1.0;0.0;548.0;0;0;0;100.0;70.9;57.9;3.6;;
494;Benjamin Tahirovic;DM;Roma;20-024;5.0;1;136.0;1.5;0.0;0.0;1.0;0.0;eb3022c3;Benjamin TahirovicMFRoma;0;0;;57.0;65.0;87.7;4.0;2.0;2;25.0;4.0;0.0;4.0;2;4.0;1.0;0.0;100.0;1.0;0.0;79.0;1;0;3;66.7;;;;Benjamin Tahirovic;1.0
495;Adrien Tameze;DM;Hellas-Verona;29-051;26.0;24;2101.0;23.3;0.0;0.0;2.0;0.0;8da74c05;Adrien TamezeMFHellas Verona;8;1;12.5;594.0;781.0;76.1;36.0;33.0;17;38.1;39.0;11.0;28.0;26;59.0;44.0;2.0;51.4;29.0;25.0;1031.0;22;1;10;48.9;;;;Adrien Tameze;1.0
496;Ciprian Tătărușanu;GK;Milan;37-046;16.0;16;1440.0;16.0;0.0;1.0;0.0;0.0;b056e3da;Ciprian TătărușanuGKMilan;0;0;;434.0;560.0;77.5;7.0;0.0;0;;0.0;0.0;0.0;1;1.0;2.0;0.0;;0.0;0.0;587.0;0;0;0;50.0;67.2;25.0;4.6;;
497;Filippo Terracciano;DM;Hellas-Verona;20-047;13.0;4;535.0;5.9;0.0;0.0;1.0;0.0;5cbb5ad6;Filippo TerraccianoDFMFHellas Verona;3;2;66.7;145.0;211.0;68.7;8.0;10.0;7;60.0;4.0;3.0;1.0;6;16.0;11.0;0.0;33.3;11.0;3.0;273.0;5;0;16;48.3;;;;Filippo Terracciano;1.0
498;Pietro Terracciano;GK;Fiorentina;33-019;23.0;23;2070.0;23.0;0.0;0.0;1.0;0.0;e1b0a70d;Pietro TerraccianoGKFiorentina;0;0;;637.0;834.0;76.4;3.0;2.0;1;100.0;0.0;0.0;0.0;1;3.0;10.0;0.0;100.0;1.0;0.0;883.0;1;0;0;100.0;66.7;17.4;5.2;;
499;Aleksa Terzić;DF;Fiorentina;23-222;14.0;4;503.0;5.6;0.0;0.0;0.0;0.0;3ef0a2d7;Aleksa TerzićDFFiorentina;6;1;16.7;357.0;438.0;81.5;27.0;10.0;6;53.8;10.0;3.0;7.0;4;14.0;8.0;0.0;52.9;10.0;5.0;502.0;0;2;48;42.9;;;;;
500;Florian Thauvin;FW;Udinese;30-060;7.0;1;197.0;2.2;0.0;0.0;0.0;0.0;2b9fdeea;Florian ThauvinFWUdinese;4;1;25.0;43.0;79.0;54.4;7.0;1.0;0;33.3;2.0;0.0;2.0;1;2.0;1.0;0.0;0.0;10.0;3.0;108.0;3;0;23;40.0;;;;;
501;Malick Thiaw;DF;Milan;21-231;11.0;8;684.0;7.6;0.0;0.0;3.0;0.0;ff5ea0bf;Malick ThiawDFMilan;3;2;66.7;338.0;411.0;82.2;5.0;18.0;15;58.3;9.0;5.0;4.0;5;23.0;38.0;1.0;25.0;3.0;1.0;493.0;4;0;1;71.4;;;;;
502;Kristian Thorstvedt;MF;Sassuolo;24-014;23.0;12;1001.0;11.1;2.0;1.0;4.0;0.0;76ff8d0d;Kristian ThorstvedtMFSassuolo;16;7;43.8;317.0;413.0;76.8;22.0;14.0;7;38.5;14.0;3.0;11.0;12;26.0;13.0;0.0;28.6;17.0;11.0;526.0;16;0;7;57.1;;;;;
503;Jeremy Toljan;DF;Sassuolo;28-231;21.0;20;1859.0;20.7;0.0;1.0;2.0;0.0;a96e5dc0;Jeremy ToljanDFSassuolo;5;0;0.0;919.0;1095.0;83.9;37.0;28.0;20;68.2;20.0;8.0;12.0;13;41.0;36.0;1.0;45.5;20.0;10.0;1241.0;6;0;16;30.0;;;;;
504;Rafael Tolói;DF;Atalanta;32-168;22.0;22;1896.0;21.1;1.0;1.0;4.0;0.0;c56dc39e;Rafael TolóiDFAtalanta;21;7;33.3;917.0;1149.0;79.8;37.0;39.0;27;51.2;25.0;11.0;14.0;46;85.0;56.0;0.0;38.5;14.0;3.0;1380.0;19;3;20;55.3;;;;;
505;Fikayo Tomori;DF;Milan;25-098;24.0;23;2012.0;22.4;1.0;0.0;3.0;0.0;7edfbb8a;Fikayo TomoriDFMilan;7;4;57.1;1141.0;1313.0;86.9;16.0;57.0;28;58.3;33.0;17.0;16.0;24;81.0;55.0;0.0;40.0;9.0;2.0;1531.0;23;1;4;63.4;;;;;
506;Sandro Tonali;DM;Milan;22-323;24.0;21;1929.0;21.4;2.0;4.0;7.0;0.0;0db169ae;Sandro TonaliMFMilan;24;11;45.8;701.0;960.0;73.0;66.0;42.0;27;60.0;19.0;6.0;13.0;21;63.0;15.0;1.0;40.0;30.0;7.0;1147.0;24;3;74;41.7;;;;Sandro Tonali;1.0
507;William Troost-Ekong;DF;Salernitana;29-207;3.0;3;262.0;2.9;0.0;0.0;0.0;0.0;7ed4921e;William Troost-EkongDFSalernitana;0;0;;106.0;127.0;83.5;1.0;9.0;3;83.3;3.0;2.0;1.0;3;12.0;3.0;0.0;;1.0;0.0;148.0;2;0;1;66.7;;;;;
508;Frank Tsadjout;MF;Cremonese;23-242;13.0;8;588.0;6.5;2.0;1.0;1.0;0.0;0588a092;Frank TsadjoutFWMFCremonese;13;6;46.2;92.0;152.0;60.5;9.0;5.0;4;66.7;5.0;1.0;4.0;6;11.0;4.0;0.0;42.9;22.0;6.0;226.0;13;2;3;50.0;;;;;
509;Alessandro Tuia;DF;Lecce;32-292;6.0;5;419.0;4.7;0.0;0.0;0.0;0.0;26c54058;Alessandro TuiaDFLecce;2;1;50.0;119.0;168.0;70.8;5.0;9.0;5;33.3;1.0;0.0;1.0;13;22.0;20.0;0.0;33.3;0.0;0.0;214.0;5;0;1;28.6;;;;;
510;Martin Turk;GK;Sampdoria;19-218;2.0;2;180.0;2.0;0.0;0.0;0.0;0.0;14ae023f;Martin TurkGKSampdoria;0;0;;38.0;68.0;55.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;75.0;0;0;0;100.0;61.5;0.0;0.0;;
511;Iyenoma Udogie;DF;Udinese;20-119;23.0;23;2001.0;22.2;3.0;3.0;4.0;0.0;7cd520e8;Iyenoma UdogieDFUdinese;22;6;27.3;687.0;841.0;81.7;66.0;59.0;36;58.3;28.0;5.0;23.0;24;83.0;21.0;0.0;36.1;45.0;26.0;1129.0;29;4;19;45.5;;;;;
512;Samuel Umtiti;DF;Lecce;29-133;15.0;14;1214.0;13.5;0.0;0.0;5.0;0.0;3eed9821;Samuel UmtitiDFLecce;5;0;0.0;428.0;519.0;82.5;7.0;36.0;22;73.7;15.0;9.0;6.0;17;53.0;46.0;0.0;25.0;6.0;4.0;679.0;19;0;2;56.5;;;;;
513;Diego Valencia;MF;Salernitana;23-072;12.0;0;231.0;2.6;0.0;0.0;1.0;0.0;71005acd;Diego ValenciaMFFWSalernitana;1;1;100.0;52.0;75.0;69.3;1.0;8.0;5;22.2;10.0;1.0;9.0;1;9.0;2.0;0.0;0.0;7.0;3.0;109.0;8;0;5;33.3;;;;;
514;Emanuele Valeri;DF;Cremonese;24-110;26.0;23;1985.0;22.1;2.0;2.0;2.0;0.0;ec52b661;Emanuele ValeriDFCremonese;31;5;16.1;474.0;860.0;55.1;60.0;39.0;18;42.9;11.0;2.0;9.0;13;52.0;34.0;0.0;15.7;47.0;19.0;1113.0;18;2;109;34.5;;;;;
515;Mattia Valoti;MF;Monza;29-202;10.0;2;270.0;3.0;0.0;0.0;1.0;0.0;c414df9d;Mattia ValotiMFMonza;1;0;0.0;82.0;102.0;80.4;5.0;10.0;6;44.4;7.0;3.0;4.0;2;12.0;4.0;0.0;33.3;6.0;1.0;135.0;11;1;1;52.9;;;;;
516;Johan Vásquez;DF;Cremonese;24-156;15.0;11;1055.0;11.7;0.0;0.0;6.0;0.0;5eaed77a;Johan VásquezDFCremonese;6;0;0.0;336.0;468.0;71.8;11.0;20.0;13;47.8;17.0;12.0;5.0;23;43.0;60.0;1.0;66.7;9.0;6.0;611.0;17;0;3;37.5;;;;;
517;Matías Vecino;MF;Lazio;31-215;24.0;12;1262.0;14.0;2.0;0.0;5.0;0.0;44ac04e9;Matías VecinoMFLazio;20;4;20.0;622.0;742.0;83.8;21.0;37.0;22;61.3;25.0;8.0;17.0;13;50.0;29.0;0.0;50.0;17.0;3.0;893.0;21;2;1;59.5;;;;;
518;Miguel Veloso;DM;Hellas-Verona;36-320;17.0;10;905.0;10.1;0.0;0.0;4.0;0.0;ab1ca213;Miguel VelosoMFHellas Verona;13;2;15.4;346.0;477.0;72.5;32.0;22.0;6;57.9;22.0;5.0;17.0;4;26.0;11.0;0.0;50.0;5.0;4.0;576.0;13;0;51;50.0;;;;Miguel Veloso;1.0
519;Lorenzo Venuti;DF;Fiorentina;27-349;11.0;6;615.0;6.8;0.0;1.0;0.0;0.0;983ff2c7;Lorenzo VenutiDFFiorentina;5;4;80.0;363.0;437.0;83.1;17.0;14.0;6;69.2;3.0;2.0;1.0;4;18.0;14.0;2.0;50.0;9.0;1.0;499.0;4;0;24;69.2;;;;;
520;Daniele Verde;MF;Spezia;26-280;16.0;8;689.0;7.7;2.0;0.0;1.0;0.0;d3298c99;Daniele VerdeFWMFSpezia;22;6;27.3;193.0;284.0;68.0;35.0;2.0;2;50.0;5.0;0.0;5.0;7;9.0;2.0;0.0;36.4;12.0;10.0;353.0;2;1;43;0.0;;;;;
521;Simone Verdi;MF;Hellas-Verona;30-258;14.0;6;608.0;6.8;2.0;0.0;2.0;0.0;0375723e;Simone VerdiMFHellas Verona;13;4;30.8;156.0;244.0;63.9;27.0;12.0;7;50.0;6.0;0.0;6.0;0;12.0;2.0;0.0;51.6;20.0;21.0;331.0;10;1;47;33.3;;;;;
522;Valerio Verre;MF;Sampdoria;29-075;18.0;6;677.0;7.5;0.0;0.0;5.0;0.0;33ecf462;Valerio VerreMFSampdoria;14;3;21.4;282.0;398.0;70.9;30.0;14.0;7;47.1;9.0;1.0;8.0;9;23.0;3.0;0.0;50.0;22.0;20.0;493.0;14;2;33;50.0;;;;;
523;Guglielmo Vicario;GK;Empoli;26-171;24.0;24;2160.0;24.0;0.0;0.0;3.0;0.0;77d6fd4d;Guglielmo VicarioGKEmpoli;0;0;;751.0;1009.0;74.4;6.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.0;2.0;;0.0;0.0;1078.0;0;0;0;75.0;72.1;29.2;5.7;;
524;Ronaldo Vieira;DM;Torino;24-251;1.0;0;15.0;0.2;0.0;0.0;0.0;0.0;75e60d75;Ronaldo VieiraMFTorino;0;0;;;;;;;0;;;;;0;;;;;;;;0;0;1;;;;;Ronaldo Vieira;1.0
525;Ronaldo Vieira;DM;Sampdoria;24-251;16.0;8;815.0;9.1;0.0;0.0;3.0;0.0;75e60d75;Ronaldo VieiraMFSampdoria;6;1;16.7;;;;;;10;;;;;13;;;;;;;;21;0;1;;;;;Ronaldo Vieira;1.0
526;Emanuel Vignato;MF;Bologna;22-215;8.0;2;242.0;2.7;0.0;1.0;1.0;0.0;ec5dae45;Emanuel VignatoMFFWBologna;1;1;100.0;79.0;99.0;79.8;5.0;4.0;4;50.0;2.0;0.0;2.0;3;7.0;0.0;0.0;50.0;2.0;4.0;116.0;3;0;2;50.0;;;;;
527;Emanuel Vignato;MF;Empoli;22-215;3.0;0;24.0;0.3;1.0;0.0;0.0;0.0;ec5dae45;Emanuel VignatoFWMFEmpoli;2;1;50.0;17.0;22.0;77.3;3.0;2.0;0;;0.0;0.0;0.0;0;2.0;0.0;0.0;;2.0;0.0;27.0;1;0;1;50.0;;;;;
528;Samuele Vignato;MF;Monza;19-031;3.0;0;18.0;0.2;0.0;0.0;0.0;0.0;a14d0ab0;Samuele VignatoFWMFMonza;0;0;;11.0;13.0;84.6;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;50.0;1.0;0.0;16.0;0;0;1;;;;;;
529;Tonny Vilhena;MF;Salernitana;28-083;23.0;19;1580.0;17.6;3.0;1.0;4.0;0.0;c7069d87;Tonny VilhenaMFSalernitana;26;7;26.9;450.0;591.0;76.1;42.0;33.0;17;48.1;12.0;5.0;7.0;10;43.0;11.0;0.0;37.0;31.0;22.0;757.0;20;1;39;19.4;;;;;
530;Gonzalo Villar;DM;Sampdoria;25-004;15.0;8;696.0;7.7;0.0;0.0;2.0;0.0;bdc74a8f;Gonzalo VillarMFSampdoria;1;0;0.0;317.0;381.0;83.2;9.0;13.0;7;46.7;11.0;3.0;8.0;4;17.0;9.0;1.0;50.0;10.0;4.0;453.0;17;0;7;64.3;;;;Gonzalo Villar;1.0
531;Matías Viña;DF;Roma;25-138;3.0;1;55.0;0.6;0.0;0.0;0.0;0.0;08eb3b58;Matías ViñaDFRoma;0;0;;22.0;30.0;73.3;4.0;3.0;1;33.3;5.0;1.0;4.0;2;5.0;5.0;0.0;100.0;3.0;0.0;49.0;4;0;2;100.0;;;;;
532;Dušan Vlahović;FW;Juventus;23-058;18.0;17;1461.0;16.2;8.0;2.0;0.0;0.0;79443529;Dušan VlahovićFWJuventus;51;16;31.4;218.0;303.0;71.9;40.0;7.0;4;42.9;7.0;2.0;5.0;3;10.0;6.0;1.0;41.7;43.0;30.0;472.0;16;16;5;43.3;;;;;
533;Nikola Vlašić;MF;Torino;25-174;23.0;21;1928.0;21.4;4.0;2.0;1.0;0.0;aa8e289e;Nikola VlašićMFFWTorino;43;16;37.2;554.0;698.0;79.4;82.0;24.0;16;47.4;16.0;1.0;15.0;4;28.0;8.0;0.0;50.0;75.0;39.0;925.0;22;12;32;32.8;;;;;
534;Joel Voelkerling Persson;FW;Lecce;20-071;5.0;0;59.0;0.7;0.0;0.0;0.0;0.0;b3ef6517;Joel Voelkerling PerssonFWLecce;0;0;;15.0;21.0;71.4;2.0;1.0;1;;1.0;0.0;1.0;0;1.0;0.0;0.0;100.0;3.0;2.0;27.0;1;0;1;45.5;;;;;
535;Mërgim Vojvoda;DM;Torino;28-054;21.0;12;1180.0;13.1;0.0;4.0;3.0;0.0;be2706c0;Mërgim VojvodaDFTorino;13;4;30.8;599.0;783.0;76.5;37.0;18.0;10;62.5;6.0;1.0;5.0;8;26.0;23.0;1.0;50.0;12.0;14.0;902.0;15;1;30;33.3;;;;Mërgim Vojvoda;1.0
536;Cristian Volpato;MF;Roma;19-132;6.0;2;205.0;2.3;1.0;1.0;0.0;0.0;72f87f25;Cristian VolpatoMFRoma;4;1;25.0;73.0;94.0;77.7;6.0;3.0;2;0.0;2.0;0.0;2.0;2;5.0;0.0;0.0;37.5;9.0;5.0;123.0;6;0;9;100.0;;;;;
537;Lukáš Vorlický;MF;Atalanta;21-068;3.0;0;24.0;0.3;0.0;0.0;0.0;0.0;f052fb01;Lukáš VorlickýMFFWAtalanta;1;1;100.0;19.0;31.0;61.3;1.0;0.0;0;;0.0;0.0;0.0;1;1.0;0.0;0.0;57.1;1.0;1.0;36.0;0;0;1;50.0;;;;;
538;Aster Vranckx;DM;Milan;20-174;7.0;0;76.0;0.8;0.0;0.0;0.0;0.0;f86cd5df;Aster VranckxMFMilan;0;0;;21.0;36.0;58.3;1.0;2.0;2;50.0;2.0;1.0;1.0;0;2.0;1.0;0.0;50.0;1.0;7.0;45.0;2;0;3;60.0;;;;Aster Vranckx;1.0
539;Stefan de Vrij;DF;Internazionale;31-050;16.0;15;1310.0;14.6;1.0;0.0;2.0;0.0;d0d8dd44;Stefan de VrijDFInter;10;2;20.0;696.0;786.0;88.5;8.0;18.0;11;62.5;8.0;6.0;2.0;30;48.0;53.0;0.0;100.0;2.0;3.0;928.0;10;0;0;69.4;;;;;
540;Walace;MF;Udinese;27-357;27.0;27;2349.0;26.1;0.0;0.0;5.0;0.0;26db8853;WalaceMFUdinese;27;6;22.2;1057.0;1285.0;82.3;38.0;65.0;33;47.2;37.0;10.0;27.0;38;103.0;37.0;0.0;23.8;30.0;27.0;1592.0;29;0;18;47.4;;;;;
541;Sebastian Walukiewicz;DF;Empoli;22-356;5.0;1;161.0;1.8;0.0;0.0;0.0;0.0;217875a4;Sebastian WalukiewiczDFEmpoli;1;1;100.0;71.0;83.0;85.5;0.0;2.0;1;0.0;3.0;3.0;0.0;1;3.0;12.0;0.0;;0.0;0.0;104.0;0;0;0;33.3;;;;;
542;Georginio Wijnaldum;MF;Roma;32-136;7.0;4;343.0;3.8;1.0;0.0;0.0;0.0;eb58eef0;Georginio WijnaldumMFRoma;10;2;20.0;89.0;104.0;85.6;5.0;0.0;0;;2.0;0.0;2.0;0;0.0;2.0;0.0;30.0;6.0;4.0;138.0;3;1;0;88.9;;;;;
543;Harry Winks;DM;Sampdoria;27-053;10.0;9;839.0;9.3;0.0;0.0;0.0;0.0;2f7acede;Harry WinksMFSampdoria;4;0;0.0;406.0;507.0;80.1;16.0;16.0;9;33.3;6.0;4.0;2.0;10;26.0;10.0;0.0;40.0;9.0;10.0;577.0;9;1;33;30.0;;;;Harry Winks;1.0
544;Przemysław Wiśniewski;DF;Spezia;24-243;3.0;1;97.0;1.1;0.0;0.0;0.0;0.0;1bfe5ac9;Przemysław WiśniewskiDFSpezia;1;0;0.0;27.0;42.0;64.3;1.0;0.0;0;;4.0;2.0;2.0;1;1.0;9.0;0.0;;2.0;1.0;60.0;1;0;0;100.0;;;;;
545;Gerard Yepes;DM;Sampdoria;20-214;5.0;2;198.0;2.2;0.0;0.0;2.0;0.0;ee9040b4;Gerard YepesMFSampdoria;1;0;0.0;77.0;105.0;73.3;3.0;5.0;3;33.3;3.0;0.0;3.0;4;9.0;3.0;0.0;0.0;3.0;1.0;128.0;7;0;0;71.4;;;;Gerard Yepes;1.0
546;Mattia Zaccagni;FW;Lazio;27-284;24.0;23;1892.0;21.0;9.0;4.0;6.0;0.0;d85c238b;Mattia ZaccagniFWLazio;41;18;43.9;539.0;676.0;79.7;58.0;29.0;18;47.1;27.0;3.0;24.0;17;46.0;8.0;1.0;44.9;36.0;23.0;915.0;38;3;41;32.1;;;;;
547;Denis Zakaria;DM;Juventus;26-127;2.0;1;123.0;1.4;0.0;0.0;0.0;0.0;384d58d9;Denis ZakariaMFJuventus;0;0;;32.0;38.0;84.2;1.0;6.0;3;100.0;2.0;0.0;2.0;2;8.0;1.0;0.0;;1.0;1.0;51.0;0;0;3;;;;;Denis Zakaria;1.0
548;Nicola Zalewski;DM;Roma;21-063;23.0;17;1444.0;16.0;1.0;1.0;2.0;0.0;45191c29;Nicola ZalewskiDFRoma;15;5;33.3;592.0;797.0;74.3;35.0;31.0;16;31.9;23.0;1.0;22.0;19;50.0;11.0;0.0;45.5;20.0;8.0;967.0;14;1;48;25.0;;;;Nicola Zalewski;1.0
549;Andre-Frank Zambo Anguissa;MF;Napoli;27-131;25.0;25;2100.0;23.3;2.0;4.0;2.0;0.0;6bb2c084;Andre-Frank Zambo AnguissaMFNapoli;32;9;28.1;1313.0;1495.0;87.8;53.0;44.0;26;28.3;39.0;3.0;36.0;27;71.0;20.0;0.0;46.4;51.0;36.0;1781.0;29;2;13;63.5;;;;;
550;Luca Zanimacchia;MF;Cremonese;24-251;15.0;9;746.0;8.3;0.0;0.0;2.0;0.0;5e834dce;Luca ZanimacchiaMFFWCremonese;19;4;21.1;213.0;312.0;68.3;33.0;21.0;13;38.1;9.0;0.0;9.0;9;30.0;5.0;0.0;35.7;20.0;12.0;416.0;9;2;46;23.1;;;;;
551;Nicolò Zaniolo;MF;Roma;23-268;13.0;12;890.0;9.9;1.0;0.0;4.0;0.0;9907b1c8;Nicolò ZanioloMFFWRoma;28;7;25.0;125.0;196.0;63.8;27.0;7.0;5;28.6;11.0;0.0;11.0;2;9.0;0.0;0.0;21.3;39.0;35.0;344.0;22;4;20;38.5;;;;;
552;Alessandro Zanoli;DF;Sampdoria;22-175;11.0;5;611.0;6.8;1.0;2.0;1.0;0.0;3b12b11f;Alessandro ZanoliDFSampdoria;6;2;33.3;207.0;293.0;70.6;12.0;3.0;2;50.0;3.0;2.0;1.0;5;8.0;13.0;0.0;64.3;6.0;5.0;346.0;1;0;20;18.8;;;;;
553;Alessandro Zanoli;DF;Napoli;22-175;1.0;0;12.0;0.1;0.0;0.0;0.0;0.0;3b12b11f;Alessandro ZanoliDFNapoli;1;1;100.0;9.0;11.0;81.8;1.0;1.0;0;;0.0;0.0;0.0;0;1.0;1.0;0.0;;0.0;0.0;14.0;0;0;1;0.0;;;;;
554;Mattia Zanotti;DF;Internazionale;20-075;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;875d65d1;Mattia ZanottiDFInter;0;0;;1.0;1.0;100.0;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;1.0;1;0;0;;;;;;
555;Duván Zapata;FW;Atalanta;31-360;17.0;10;838.0;9.3;1.0;1.0;1.0;0.0;d3de9af0;Duván ZapataFWAtalanta;26;6;23.1;180.0;273.0;65.9;28.0;1.0;1;50.0;3.0;0.0;3.0;1;2.0;12.0;0.0;48.1;25.0;28.0;370.0;9;5;17;52.6;;;;;
556;Davide Zappacosta;DM;Atalanta;30-289;10.0;7;554.0;6.2;1.0;1.0;3.0;0.0;7fe90ccd;Davide ZappacostaDFMFAtalanta;9;2;22.2;339.0;405.0;83.7;16.0;14.0;8;83.3;8.0;1.0;7.0;5;19.0;6.0;0.0;33.3;15.0;3.0;493.0;9;1;25;0.0;;;;Davide Zappacosta;1.0
557;Karim Zedadka;DF;Napoli;22-291;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;2f45300d;Karim ZedadkaDFNapoli;0;0;;2.0;2.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;2.0;0;0;0;;;;;;
558;Deyovaisio Zeefuik;DF;Hellas-Verona;25-016;1.0;0;10.0;0.1;0.0;0.0;0.0;0.0;58a2e9f6;Deyovaisio ZeefuikDFHellas Verona;0;0;;5.0;7.0;71.4;0.0;1.0;1;;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0;0;1;;;;;;
559;Marvin Zeegelaar;DF;Udinese;32-227;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;8abd0c03;Marvin ZeegelaarDFUdinese;0;0;;3.0;3.0;100.0;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;1.0;0.0;;1.0;0.0;6.0;0;0;0;100.0;;;;;
560;Alessio Zerbin;MF;Napoli;24-024;6.0;0;67.0;0.7;0.0;0.0;1.0;0.0;d19ef4ef;Alessio ZerbinFWMFNapoli;1;1;100.0;13.0;24.0;54.2;0.0;8.0;3;75.0;2.0;0.0;2.0;0;8.0;2.0;0.0;100.0;3.0;3.0;44.0;5;1;0;;;;;;
561;Piotr Zieliński;MF;Napoli;28-311;27.0;21;1715.0;19.1;3.0;7.0;2.0;0.0;a5296e55;Piotr ZielińskiMFNapoli;41;15;36.6;892.0;1085.0;82.2;92.0;13.0;8;52.9;9.0;4.0;5.0;14;27.0;6.0;0.0;34.9;17.0;11.0;1244.0;13;2;78;28.6;;;;;
