;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
334;Rolando Mandragora;MF;Torino;23;17.0;17;1525.0;16.9;3.0;1.0;5.0;1.0;c7259b83;Rolando MandragoraMFTorino;27;8;29.6;590.0;736.0;80.2;43.0;19.0;4;23.3;19.0;6.0;13.0;20;39.0;19.0;0.0;64.7;20.0;6.0;32;1;36;52.9;;;;;
335;Mario Mandžukić;FW;Milan;34;10.0;1;212.0;2.4;0.0;0.0;1.0;0.0;afa0d4e0;Mario MandžukićFWMilan;5;3;60.0;35.0;50.0;70.0;4.0;7.0;6;66.7;0.0;0.0;0.0;2;9.0;3.0;0.0;;1.0;1.0;9;2;1;40.9;;;;;
336;Niccolò Manfredini;GK;Benevento;32;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;e4b39692;Niccolò ManfrediniGKBenevento;0;0;;27.0;31.0;87.1;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;2.0;1.0;;0.0;0.0;0;0;0;100.0;80.0;0.0;10.5;;
337;Kostas Manolas;DF;Napoli;29;30.0;27;2298.0;25.5;0.0;0.0;5.0;0.0;c707411f;Kostas ManolasDFNapoli;8;3;37.5;1442.0;1555.0;92.7;22.0;31.0;18;70.8;22.0;13.0;9.0;23;54.0;82.0;2.0;66.7;1.0;1.0;21;0;0;52.6;;;;;
338;Juan Manuel Ramos;DF;Spezia;23;6.0;2;294.0;3.3;0.0;0.0;1.0;0.0;36d7971a;Juan Manuel RamosDFSpezia;1;0;0.0;126.0;166.0;75.9;5.0;5.0;0;57.1;1.0;0.0;1.0;2;7.0;6.0;0.0;50.0;9.0;2.0;3;1;12;100.0;;;;;
339;Federico Marchetti;GK;Genoa;37;4.0;4;334.0;3.7;0.0;0.0;0.0;0.0;f794b426;Federico MarchettiGKGenoa;0;0;;114.0;137.0;83.2;1.0;1.0;0;100.0;0.0;0.0;0.0;0;1.0;2.0;1.0;;0.0;0.0;0;0;0;0.0;38.9;0.0;2.1;;
340;Riccardo Marchizza;DF;Spezia;22;24.0;17;1561.0;17.3;0.0;2.0;4.0;0.0;91d0fabf;Riccardo MarchizzaDFSpezia;7;0;0.0;761.0;969.0;78.5;28.0;20.0;11;57.1;13.0;4.0;9.0;11;31.0;27.0;0.0;33.3;23.0;8.0;17;3;71;55.0;;;;;
341;Gian Marco Ferrari;DF;Sassuolo;28;34.0;33;3014.0;33.5;0.0;4.0;7.0;0.0;8650af85;Gian Marco FerrariDFSassuolo;25;5;20.0;2495.0;2732.0;91.3;37.0;32.0;20;43.5;46.0;37.0;9.0;50;82.0;100.0;1.0;50.0;17.0;7.0;41;0;2;57.0;;;;;
342;Răzvan Marin;MF;Cagliari;24;37.0;35;2965.0;32.9;3.0;6.0;6.0;0.0;7fac99d4;Răzvan MarinMFCagliari;27;10;37.0;1389.0;1698.0;81.8;112.0;54.0;33;50.9;29.0;10.0;19.0;29;83.0;15.0;0.0;46.6;49.0;25.0;49;2;161;35.7;;;;;
343;Marlon;DF;Sassuolo;24;24.0;19;1742.0;19.4;0.0;0.0;6.0;1.0;cdf65d12;MarlonDFSassuolo;4;2;50.0;1545.0;1627.0;95.0;11.0;19.0;13;72.2;23.0;17.0;6.0;27;46.0;44.0;2.0;100.0;5.0;4.0;26;0;0;55.9;;;;;
344;Luca Marrone;DF;Crotone;30;21.0;18;1588.0;17.6;0.0;0.0;8.0;0.0;ea468ea8;Luca MarroneDFCrotone;4;2;50.0;891.0;1018.0;87.5;4.0;25.0;18;61.9;22.0;11.0;11.0;26;51.0;56.0;1.0;50.0;5.0;1.0;36;0;0;47.6;;;;;
345;Lautaro Martínez;FW;Internazionale;22;38.0;30;2561.0;28.5;17.0;6.0;5.0;0.0;f7036e1c;Lautaro MartínezFWInter;107;37;34.6;380.0;566.0;67.1;86.0;25.0;12;29.2;31.0;1.0;30.0;27;52.0;16.0;0.0;50.7;90.0;33.0;64;11;12;34.2;;;;;
346;Lucas Martínez Quarta;DF;Fiorentina;24;21.0;15;1483.0;16.5;1.0;0.0;4.0;1.0;3ec3c1c9;Lucas Martínez QuartaDFFiorentina;16;4;25.0;667.0;830.0;80.4;17.0;32.0;20;43.9;27.0;9.0;18.0;39;71.0;48.0;0.0;58.3;14.0;6.0;23;0;5;56.0;;;;;
347;Adam Marušić;DF;Lazio;27;36.0;33;2966.0;33.0;2.0;3.0;3.0;0.0;d4535821;Adam MarušićDFLazio;27;12;44.4;1312.0;1578.0;83.1;63.0;38.0;22;50.0;38.0;6.0;32.0;40;78.0;54.0;0.0;47.1;25.0;20.0;19;4;64;50.9;;;;;
348;Andrea Masiello;DF;Genoa;34;30.0;30;2563.0;28.5;0.0;0.0;6.0;0.0;e0314d87;Andrea MasielloDFGenoa;5;0;0.0;1185.0;1422.0;83.3;19.0;38.0;22;47.9;32.0;13.0;19.0;53;91.0;107.0;3.0;100.0;5.0;4.0;15;1;8;54.1;;;;;
349;Giuseppe Mastinu;DM;Spezia;28;3.0;0;32.0;0.4;0.0;0.0;0.0;0.0;26cd1bff;Giuseppe MastinuFWSpezia;0;0;;9.0;12.0;75.0;2.0;1.0;1;100.0;1.0;0.0;1.0;0;1.0;0.0;0.0;100.0;2.0;1.0;1;0;0;;;;;Giuseppe Mastinu;1.0
350;Ryder Matos;MF;Udinese;27;1.0;0;13.0;0.1;0.0;0.0;0.0;0.0;7280b54f;Ryder MatosMFUdinese;0;0;;6.0;8.0;75.0;3.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;1.0;0;0;2;0.0;;;;;
351;Federico Mattiello;DF;Spezia;25;1.0;0;36.0;0.4;0.0;0.0;0.0;0.0;fba81826;Federico MattielloDFSpezia;0;0;;27.0;41.0;65.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0;0;0;2;25.0;;;;;
352;Borja Mayoral;FW;Roma;23;31.0;18;1551.0;17.2;10.0;3.0;1.0;0.0;64e8ed6d;Borja MayoralFWRoma;40;15;37.5;291.0;372.0;78.2;50.0;3.0;2;10.0;5.0;0.0;5.0;0;3.0;5.0;2.0;45.5;39.0;23.0;10;13;7;22.7;;;;;
353;Antonio Mazzotta;DF;Crotone;30;2.0;1;56.0;0.6;0.0;0.0;1.0;0.0;4366d5e9;Antonio MazzottaDFCrotone;0;0;;7.0;11.0;63.6;0.0;1.0;1;;0.0;0.0;0.0;0;1.0;1.0;0.0;100.0;2.0;0.0;2;0;2;;;;;;
354;Ibrahima Mbaye;DF;Bologna;25;8.0;5;428.0;4.8;1.0;0.0;2.0;0.0;cfbf9881;Ibrahima MbayeDFBologna;1;1;100.0;170.0;210.0;81.0;5.0;6.0;5;60.0;5.0;3.0;2.0;1;7.0;10.0;0.0;28.6;1.0;1.0;3;1;2;52.2;;;;;
355;Weston McKennie;MF;Juventus;21;34.0;18;1702.0;18.9;5.0;2.0;5.0;0.0;01c3aff5;Weston McKennieMFJuventus;29;14;48.3;659.0;785.0;83.9;55.0;34.0;19;36.4;21.0;3.0;18.0;28;62.0;26.0;0.0;82.6;38.0;22.0;44;4;9;50.9;;;;;
356;Gary Medel;MF;Bologna;32;11.0;6;511.0;5.7;0.0;1.0;1.0;0.0;563a68ad;Gary MedelDFMFBologna;0;0;;314.0;342.0;91.8;5.0;12.0;9;40.0;8.0;6.0;2.0;7;19.0;10.0;0.0;;6.0;1.0;5;0;0;53.8;;;;;
357;Soualiho Meïté;MF;Torino;26;14.0;11;920.0;10.2;1.0;1.0;0.0;0.0;5cec2c74;Soualiho MeïtéMFTorino;8;4;50.0;315.0;380.0;82.9;17.0;11.0;7;31.3;18.0;1.0;17.0;10;21.0;9.0;1.0;69.7;16.0;21.0;11;1;2;37.5;;;;;
358;Soualiho Meïté;MF;Milan;26;16.0;4;588.0;6.5;0.0;0.0;2.0;0.0;5cec2c74;Soualiho MeïtéMFMilan;7;3;42.9;243.0;289.0;84.1;16.0;18.0;10;47.1;9.0;2.0;7.0;8;26.0;16.0;0.0;75.0;6.0;11.0;13;2;1;60.0;;;;;
359;Filippo Melegoni;MF;Genoa;21;14.0;3;389.0;4.3;0.0;0.0;1.0;0.0;6604165d;Filippo MelegoniMFDFGenoa;4;1;25.0;197.0;234.0;84.2;7.0;7.0;6;50.0;5.0;0.0;5.0;5;12.0;8.0;0.0;72.7;13.0;8.0;3;0;14;50.0;;;;;
360;Arthur Melo;MF;Juventus;23;22.0;13;1157.0;12.9;1.0;0.0;3.0;0.0;48b3dd60;Arthur MeloMFJuventus;3;1;33.3;1016.0;1085.0;93.6;25.0;17.0;9;38.7;6.0;1.0;5.0;18;35.0;9.0;1.0;79.2;15.0;11.0;11;0;3;33.3;;;;;
361;Alex Meret;GK;Napoli;23;22.0;22;1980.0;22.0;0.0;0.0;0.0;0.0;9413b19f;Alex MeretGKNapoli;0;0;;541.0;605.0;89.4;3.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;5.0;0.0;;1.0;0.0;0;0;0;83.3;66.7;27.3;3.3;;
362;Yıldırım Mert Çetin;DF;Hellas-Verona;23;6.0;4;418.0;4.6;0.0;0.0;1.0;0.0;c730da00;Yıldırım Mert ÇetinDFHellas Verona;2;0;0.0;116.0;147.0;78.9;1.0;8.0;4;33.3;7.0;5.0;2.0;14;22.0;11.0;1.0;66.7;1.0;2.0;6;0;1;56.5;;;;;
363;Dries Mertens;MF;Napoli;33;29.0;18;1459.0;16.2;9.0;8.0;2.0;0.0;89b2c8a9;Dries MertensFWMFNapoli;54;19;35.2;352.0;488.0;72.1;62.0;16.0;14;20.0;7.0;1.0;6.0;9;25.0;3.0;1.0;50.0;16.0;5.0;15;5;64;15.4;;;;;
364;Junior Messias;MF;Crotone;29;36.0;36;3215.0;35.7;9.0;4.0;6.0;0.0;f49c4ae9;Junior MessiasMFFWCrotone;98;31;31.6;871.0;1214.0;71.7;112.0;60.0;35;31.4;32.0;12.0;20.0;35;95.0;40.0;0.0;64.4;110.0;58.0;34;5;123;34.3;;;;;
365;Petar Mićin;MF;Udinese;21;1.0;0;15.0;0.2;0.0;0.0;0.0;0.0;259deea9;Petar MićinMFUdinese;0;0;;8.0;9.0;88.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;1;0;0;;;;;;
366;Valentin Mihaila;MF;Parma;20;16.0;4;698.0;7.8;3.0;0.0;2.0;0.0;81a4c239;Valentin MihailaFWMFParma;19;10;52.6;124.0;192.0;64.6;19.0;2.0;1;0.0;8.0;1.0;7.0;5;7.0;8.0;0.0;50.0;20.0;6.0;5;5;14;16.7;;;;;
367;Nikola Milenković;DF;Fiorentina;22;34.0;34;3034.0;33.7;3.0;1.0;7.0;1.0;bee704fc;Nikola MilenkovićDFFiorentina;21;9;42.9;1435.0;1686.0;85.1;23.0;49.0;29;63.6;42.0;33.0;9.0;44;93.0;122.0;1.0;72.7;13.0;4.0;56;0;6;77.1;;;;;
368;Sergej Milinković-Savić;MF;Lazio;25;32.0;32;2746.0;30.5;8.0;9.0;4.0;0.0;4e6dbac4;Sergej Milinković-SavićMFLazio;63;21;33.3;1401.0;1823.0;76.9;94.0;59.0;40;32.1;52.0;12.0;40.0;33;92.0;47.0;0.0;69.8;80.0;46.0;56;9;57;53.8;;;;;
369;Vanja Milinković-Savić;GK;Torino;23;5.0;5;450.0;5.0;0.0;0.0;0.0;1.0;9fa26bc2;Vanja Milinković-SavićGKTorino;0;0;;116.0;176.0;65.9;1.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;1.0;3.0;;1.0;0.0;0;0;0;100.0;75.0;20.0;1.6;;
370;Vincenzo Millico;MF;Torino;19;3.0;0;21.0;0.2;0.0;0.0;0.0;0.0;6817095b;Vincenzo MillicoFWMFTorino;0;0;;7.0;9.0;77.8;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;;;;;;
371;Aleksei Miranchuk;MF;Atalanta;24;25.0;4;675.0;7.5;4.0;2.0;0.0;0.0;a9aa0d1d;Aleksei MiranchukMFFWAtalanta;15;6;40.0;316.0;408.0;77.5;34.0;24.0;13;66.7;1.0;0.0;1.0;3;27.0;1.0;0.0;60.9;18.0;13.0;17;2;15;40.0;;;;;
372;Antonio Mirante;GK;Roma;37;13.0;13;1153.0;12.8;0.0;0.0;2.0;0.0;30223b33;Antonio MiranteGKRoma;0;0;;311.0;392.0;79.3;3.0;0.0;0;0.0;1.0;0.0;1.0;0;0.0;7.0;2.0;;0.0;0.0;0;0;0;0.0;69.6;38.5;0.6;;
373;Henrikh Mkhitaryan;MF;Roma;31;34.0;30;2745.0;30.5;13.0;10.0;2.0;0.0;dd0daf32;Henrikh MkhitaryanMFFWRoma;81;33;40.7;893.0;1180.0;75.7;117.0;58.0;24;21.0;34.0;0.0;34.0;39;97.0;10.0;0.0;56.5;49.0;23.0;36;10;53;32.5;;;;;
374;Johan Mojica;DF;Atalanta;27;11.0;3;299.0;3.3;0.0;0.0;1.0;0.0;608f2092;Johan MojicaDFAtalanta;4;0;0.0;178.0;222.0;80.2;6.0;4.0;4;66.7;3.0;0.0;3.0;7;11.0;6.0;0.0;33.3;8.0;6.0;4;0;20;55.6;;;;;
375;Nahuel Molina;DF;Udinese;22;29.0;18;1828.0;20.3;2.0;5.0;1.0;0.0;23610943;Nahuel MolinaDFUdinese;16;6;37.5;769.0;1009.0;76.2;50.0;27.0;18;38.1;26.0;4.0;22.0;21;48.0;49.0;1.0;71.4;29.0;7.0;16;4;85;45.8;;;;;
376;Salvatore Molina;MF;Crotone;28;29.0;28;2315.0;25.7;1.0;4.0;1.0;0.0;54ab971f;Salvatore MolinaMFDFCrotone;15;5;33.3;842.0;1082.0;77.8;46.0;39.0;22;64.4;30.0;8.0;22.0;17;56.0;41.0;0.0;56.8;36.0;30.0;23;2;71;53.8;;;;;
377;Gabriele Moncini;MF;Benevento;24;10.0;4;357.0;4.0;0.0;0.0;0.0;0.0;c4efe2b4;Gabriele MonciniFWMFBenevento;8;1;12.5;52.0;87.0;59.8;7.0;2.0;1;0.0;2.0;0.0;2.0;2;4.0;4.0;0.0;66.7;12.0;3.0;9;1;0;37.0;;;;;
378;Cristóbal Montiel;MF;Fiorentina;20;2.0;0;4.0;0.0;0.0;0.0;0.0;0.0;dd52d069;Cristóbal MontielMFFWFiorentina;0;0;;2.0;3.0;66.7;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;1.0;0;0;0;;;;;;
379;Lorenzo Montipò;GK;Benevento;24;37.0;37;3330.0;37.0;0.0;0.0;3.0;0.0;c1d95617;Lorenzo MontipòGKBenevento;0;0;;803.0;1242.0;64.7;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;16.0;3.0;;1.0;0.0;3;0;0;81.8;59.3;18.9;3.1;;
380;Luca Mora;MF;Spezia;32;4.0;1;113.0;1.3;0.0;0.0;0.0;0.0;42fff925;Luca MoraMFSpezia;1;1;100.0;38.0;59.0;64.4;1.0;3.0;1;50.0;2.0;1.0;1.0;0;3.0;2.0;0.0;100.0;4.0;3.0;2;0;1;83.3;;;;;
381;Álvaro Morata;FW;Juventus;27;32.0;23;2014.0;22.4;11.0;9.0;3.0;1.0;129af0db;Álvaro MorataFWJuventus;55;23;41.8;445.0;601.0;74.0;72.0;17.0;12;14.3;22.0;2.0;20.0;5;22.0;21.0;0.0;56.1;74.0;41.0;37;19;18;49.3;;;;;
382;Raúl Moro;FW;Lazio;17;1.0;0;11.0;0.1;0.0;0.0;0.0;0.0;919dd4b1;Raúl MoroFWLazio;0;0;;0.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0;0;0;;;;;;
383;Mert Müldür;DF;Sassuolo;21;28.0;18;1672.0;18.6;0.0;0.0;2.0;0.0;1295552e;Mert MüldürDFSassuolo;15;1;6.7;813.0;1027.0;79.2;27.0;43.0;20;50.9;17.0;1.0;16.0;36;79.0;41.0;0.0;51.3;27.0;10.0;20;0;48;47.5;;;;;
384;Luis Muriel;FW;Atalanta;29;36.0;16;1436.0;16.0;22.0;7.0;0.0;0.0;eb2fe5b6;Luis MurielFWAtalanta;84;36;42.9;496.0;717.0;69.2;103.0;20.0;9;34.6;17.0;0.0;17.0;7;27.0;4.0;0.0;58.9;59.0;50.0;18;3;82;34.7;;;;;
385;Vedat Muriqi;FW;Lazio;26;27.0;7;832.0;9.2;1.0;0.0;1.0;0.0;0cadc46d;Vedat MuriqiFWLazio;31;8;25.8;171.0;252.0;67.9;24.0;3.0;1;0.0;9.0;2.0;7.0;3;6.0;20.0;0.0;28.6;32.0;17.0;14;15;3;55.7;;;;;
386;Nicola Murru;DF;Torino;25;14.0;7;569.0;6.3;0.0;0.0;0.0;0.0;d183e9d6;Nicola MurruDFTorino;5;1;20.0;231.0;352.0;65.6;14.0;9.0;6;60.0;11.0;1.0;10.0;12;21.0;24.0;0.0;41.7;6.0;5.0;12;0;21;52.6;;;;;
387;Mateo Musacchio;DF;Lazio;29;4.0;2;229.0;2.5;0.0;0.0;2.0;0.0;91899ca8;Mateo MusacchioDFLazio;0;0;;104.0;116.0;89.7;0.0;1.0;1;;5.0;2.0;3.0;2;3.0;5.0;0.0;100.0;3.0;1.0;3;0;1;22.2;;;;;
388;Mateo Musacchio;DF;Milan;29;1.0;0;34.0;0.4;0.0;0.0;0.0;0.0;91899ca8;Mateo MusacchioDFMilan;0;0;;19.0;20.0;95.0;0.0;2.0;1;66.7;1.0;0.0;1.0;3;5.0;0.0;0.0;;1.0;0.0;1;0;0;;;;;;
389;Juan Musso;GK;Udinese;26;35.0;35;3147.0;35.0;0.0;0.0;5.0;0.0;a111cf41;Juan MussoGKUdinese;0;0;;769.0;1017.0;75.6;1.0;1.0;1;100.0;0.0;0.0;0.0;1;2.0;8.0;1.0;100.0;0.0;0.0;4;0;0;100.0;74.5;22.9;5.4;;
390;Joakim Mæhle;DM;Atalanta;23;20.0;12;1216.0;13.5;0.0;2.0;0.0;0.0;c459a650;Joakim MæhleDFAtalanta;21;6;28.6;583.0;738.0;79.0;37.0;18.0;10;42.1;17.0;2.0;15.0;11;29.0;5.0;0.0;51.6;28.0;11.0;10;0;36;36.8;;;;Joakim Mæhle;1.0
391;Radja Nainggolan;MF;Cagliari;32;22.0;22;1841.0;20.5;1.0;0.0;5.0;0.0;1f9328da;Radja NainggolanMFCagliari;49;6;12.2;629.0;843.0;74.6;58.0;41.0;26;55.9;18.0;0.0;18.0;15;56.0;15.0;1.0;48.3;33.0;33.0;21;0;72;53.1;;;;;
392;Radja Nainggolan;MF;Internazionale;32;4.0;0;46.0;0.5;0.0;0.0;0.0;0.0;1f9328da;Radja NainggolanMFInter;3;0;0.0;31.0;38.0;81.6;4.0;0.0;0;;0.0;0.0;0.0;1;1.0;0.0;0.0;;1.0;1.0;1;0;0;;;;;;
393;Nahitan Nández;MF;Cagliari;24;32.0;31;2737.0;30.4;2.0;2.0;8.0;1.0;95facda1;Nahitan NándezMFDFCagliari;32;14;43.8;892.0;1217.0;73.3;75.0;56.0;28;36.8;26.0;4.0;22.0;23;79.0;49.0;0.0;50.0;52.0;30.0;40;8;95;41.6;;;;;
394;Ilija Nestorovski;MF;Udinese;30;22.0;4;701.0;7.8;2.0;2.0;1.0;0.0;b1236c63;Ilija NestorovskiFWMFUdinese;25;9;36.0;131.0;184.0;71.2;26.0;6.0;4;15.4;5.0;0.0;5.0;1;7.0;7.0;0.0;75.0;15.0;9.0;16;5;3;39.4;;;;;
395;Nicolas Nkoulou;DF;Torino;30;18.0;16;1358.0;15.1;1.0;0.0;5.0;0.0;93cf32a8;Nicolas NkoulouDFTorino;3;1;33.3;619.0;721.0;85.9;8.0;14.0;9;58.3;28.0;14.0;14.0;33;47.0;71.0;1.0;80.0;5.0;0.0;15;0;0;40.6;;;;;
396;Bram Nuytinck;DF;Udinese;30;20.0;19;1641.0;18.2;1.0;0.0;1.0;0.0;e33f36d5;Bram NuytinckDFUdinese;4;2;50.0;697.0;835.0;83.5;7.0;21.0;15;65.0;30.0;17.0;13.0;25;46.0;77.0;0.0;80.0;7.0;1.0;8;0;3;70.0;;;;;
397;Simeon Nwankwo;FW;Crotone;28;38.0;31;2943.0;32.7;20.0;2.0;1.0;0.0;80dbbd10;Simeon NwankwoFWCrotone;55;24;43.6;534.0;698.0;76.5;53.0;9.0;2;13.6;21.0;5.0;16.0;6;15.0;51.0;0.0;63.2;122.0;74.0;50;23;3;38.4;;;;;
398;M'Bala Nzola;FW;Spezia;23;25.0;21;1896.0;21.1;11.0;3.0;5.0;0.0;a4948e67;M'Bala NzolaFWSpezia;41;14;34.1;388.0;464.0;83.6;44.0;12.0;5;57.1;15.0;1.0;14.0;3;15.0;20.0;0.0;62.8;83.0;41.0;55;26;2;32.8;;;;;
399;Pedro Obiang;DM;Sassuolo;28;33.0;16;1469.0;16.3;0.0;1.0;4.0;1.0;ba1e04b3;Pedro ObiangMFSassuolo;16;5;31.3;811.0;913.0;88.8;27.0;35.0;22;34.3;26.0;7.0;19.0;22;57.0;27.0;0.0;88.2;13.0;7.0;24;0;1;58.0;;;;Pedro Obiang;1.0
400;Brian Oddei;MF;Sassuolo;17;5.0;0;45.0;0.5;0.0;2.0;0.0;0.0;97e8ea97;Brian OddeiFWMFSassuolo;2;1;50.0;15.0;23.0;65.2;6.0;2.0;1;66.7;1.0;0.0;1.0;0;2.0;1.0;0.0;75.0;5.0;1.0;0;0;7;;;;;;
401;Stefano Okaka;FW;Udinese;30;22.0;17;1489.0;16.5;4.0;1.0;2.0;0.0;601ef102;Stefano OkakaFWUdinese;24;9;37.5;239.0;307.0;77.9;22.0;10.0;7;20.0;7.0;1.0;6.0;2;12.0;19.0;0.0;63.0;51.0;23.0;38;13;4;47.3;;;;;
402;Christian Oliva;DM;Cagliari;24;10.0;3;388.0;4.3;0.0;1.0;2.0;0.0;d3b888e3;Christian OlivaMFCagliari;0;0;;153.0;189.0;81.0;4.0;10.0;4;35.3;11.0;1.0;10.0;8;18.0;7.0;0.0;100.0;0.0;5.0;7;0;2;55.6;;;;Christian Oliva;1.0
403;Maximiliano Olivera;DF;Fiorentina;28;2.0;1;91.0;1.0;0.0;0.0;0.0;0.0;32a33c68;Maximiliano OliveraDFFiorentina;0;0;;26.0;29.0;89.7;0.0;2.0;0;100.0;3.0;1.0;2.0;0;2.0;8.0;0.0;;1.0;0.0;1;0;0;33.3;;;;;
404;Jérôme Onguéné;DF;Genoa;22;4.0;1;181.0;2.0;0.0;0.0;0.0;0.0;e81f0356;Jérôme OnguénéDFGenoa;0;0;;83.0;101.0;82.2;0.0;2.0;1;28.6;2.0;0.0;2.0;2;4.0;8.0;0.0;;2.0;0.0;3;0;1;25.0;;;;;
405;Riccardo Orsolini;MF;Bologna;23;34.0;21;1755.0;19.5;7.0;3.0;0.0;0.0;e14ec482;Riccardo OrsoliniFWMFBologna;53;19;35.8;458.0;724.0;63.3;74.0;37.0;18;41.0;22.0;3.0;19.0;10;47.0;22.0;0.0;56.3;49.0;17.0;21;7;100;50.0;;;;;
406;Victor Osimhen;FW;Napoli;21;24.0;16;1573.0;17.5;10.0;3.0;4.0;0.0;8c90fd7a;Victor OsimhenFWNapoli;66;24;36.4;171.0;249.0;68.7;54.0;22.0;15;20.0;6.0;0.0;6.0;7;29.0;10.0;0.0;44.4;45.0;17.0;34;20;14;41.7;;;;;
407;Yordan Osorio;DF;Parma;26;23.0;21;1809.0;20.1;0.0;0.0;2.0;0.0;4d17df3e;Yordan OsorioDFParma;7;1;14.3;1017.0;1154.0;88.1;10.0;22.0;14;37.5;30.0;18.0;12.0;53;75.0;77.0;1.0;77.3;21.0;12.0;16;1;2;64.3;;;;;
408;David Ospina;GK;Napoli;31;16.0;16;1440.0;16.0;0.0;1.0;2.0;0.0;82b1198a;David OspinaGKNapoli;0;0;;453.0;545.0;83.1;5.0;0.0;0;;0.0;0.0;0.0;0;0.0;4.0;0.0;;0.0;0.0;1;0;0;87.5;78.6;50.0;7.8;;
409;Adam Ounas;MF;Crotone;23;15.0;15;1199.0;13.3;4.0;4.0;1.0;0.0;ed90babd;Adam OunasFWMFCrotone;25;10;40.0;384.0;497.0;77.3;46.0;9.0;4;0.0;12.0;1.0;11.0;3;12.0;4.0;0.0;76.0;37.0;23.0;11;9;41;39.1;;;;;
410;Adam Ounas;MF;Cagliari;23;7.0;3;308.0;3.4;0.0;0.0;0.0;0.0;ed90babd;Adam OunasMFFWCagliari;6;0;0.0;83.0;122.0;68.0;15.0;3.0;2;0.0;5.0;0.0;5.0;3;6.0;0.0;0.0;63.3;11.0;10.0;3;1;10;42.9;;;;;
411;Thomas Ouwejan;DF;Udinese;23;15.0;3;413.0;4.6;0.0;2.0;0.0;0.0;36d9dabe;Thomas OuwejanDFUdinese;6;2;33.3;151.0;246.0;61.4;17.0;4.0;1;22.2;4.0;0.0;4.0;5;9.0;6.0;0.0;42.9;8.0;2.0;7;0;49;22.2;;;;;
412;Daniele Padelli;GK;Internazionale;34;1.0;0;45.0;0.5;0.0;0.0;0.0;0.0;cf1c23d8;Daniele PadelliGKInter;0;0;;13.0;13.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;100.0;;0.0;;
413;Mattia Pagliuca;MF;Bologna;18;1.0;0;13.0;0.1;0.0;0.0;0.0;0.0;ad84294f;Mattia PagliucaMFBologna;0;0;;1.0;3.0;33.3;1.0;0.0;0;;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;;;;;
414;Rodrigo Palacio;FW;Bologna;38;36.0;28;2502.0;27.8;5.0;5.0;5.0;0.0;8d8178ac;Rodrigo PalacioFWBologna;54;23;42.6;721.0;972.0;74.2;98.0;13.0;6;6.7;18.0;0.0;18.0;7;20.0;29.0;0.0;50.7;85.0;46.0;39;35;72;33.3;;;;;
415;Alberto Paleari;GK;Genoa;27;3.0;2;206.0;2.3;0.0;0.0;0.0;0.0;94a3606c;Alberto PaleariGKGenoa;0;0;;53.0;78.0;67.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;0;0;0;0.0;75.0;50.0;3.0;;
416;Antonio Palumbo;MF;Sampdoria;23;1.0;0;7.0;0.1;0.0;0.0;0.0;0.0;33e98344;Antonio PalumboMFSampdoria;1;0;0.0;1.0;1.0;100.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
417;Martin Palumbo;MF;Udinese;18;3.0;1;63.0;0.7;0.0;0.0;0.0;0.0;f8d41a8c;Martin PalumboMFUdinese;0;0;;5.0;12.0;41.7;1.0;0.0;0;;5.0;0.0;5.0;1;1.0;0.0;0.0;;0.0;1.0;1;0;0;;;;;;
418;Goran Pandev;MF;Genoa;37;29.0;15;1404.0;15.6;7.0;3.0;5.0;0.0;d711d04f;Goran PandevFWMFGenoa;19;10;52.6;337.0;446.0;75.6;34.0;9.0;5;40.0;6.0;0.0;6.0;2;11.0;7.0;1.0;50.0;52.0;24.0;12;7;10;37.2;;;;;
