;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
176;2022-08-26;W;1;1;Home;1;48.0;26.9;4-3-3;7.0;14.5;86.4;7.0;5.0;-259.55000000000007;6;8;3-5-2;Lazio;reste;11.0;0;2;0;1.0;19.0;0.0;12.0;Internazionale;456.19200000000006;528.0;-0.8844696969696969;1.7959192240880144;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
177;2022-08-31;D;0;1;Away;0;56.0;26.9;4-3-3;6.0;18.4;86.4;4.0;10.0;203.45;5;8;4-5-1;Lazio;reste;13.0;0;2;0;0.0;10.0;0.0;11.0;Sampdoria;565.056;654.0;-0.9280303030303029;1.655526442771666;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;94;0;1;0;0;0;4;4;3;1;3;5;-1;3;-2;1
178;2022-09-03;L;0;0;Home;1;39.0;26.9;4-3-3;2.0;26.7;80.8;10.0;12.0;-354.1;3;9;4-5-1;Lazio;automne;8.0;0;4;0;0.0;19.0;0.0;14.0;Napoli;340.16799999999995;421.0;-1.078409090909091;1.0522177185871453;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;94;0;1;0;0;0;4;4;3;1;3;5;-1;3;-2;1
179;2022-09-11;W;1;1;Home;1;59.0;26.9;4-3-3;6.0;15.9;79.6;8.0;5.0;190.05;3;9;3-5-2;Lazio;automne;15.0;0;2;0;5.0;7.0;0.0;23.0;Hellas-Verona;429.84;540.0;-0.043560606060605966;2.6254907353792705;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
180;2022-09-18;W;1;1;Away;0;55.0;26.9;4-3-3;5.0;13.4;81.6;8.0;9.0;210.0;3;9;3-5-2;Lazio;automne;13.0;1;1;0;1.0;18.0;0.0;12.0;Cremonese;421.056;516.0;-0.9977272727272728;1.9187883613202084;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
181;2022-10-02;W;1;1;Home;1;61.0;26.9;4-3-3;6.0;13.8;87.6;5.0;3.0;188.6;14;10;3-5-2;Lazio;automne;12.0;0;0;0;2.0;14.0;0.0;14.0;Spezia;543.12;620.0;-0.6204545454545454;2.041966801775719;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
182;2022-10-10;W;1;1;Away;0;38.0;26.9;4-3-3;6.0;15.6;74.9;12.0;9.0;38.599999999999966;4;10;4-3-3;Lazio;automne;10.0;0;1;0;4.0;25.0;1.0;17.0;Fiorentina;268.89099999999996;359.0;-2.0715909090909093;1.871307662613395;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;107;94;0;1;0;0;0;4;4;3;3;3;3;-1;1;0;1
183;2022-10-16;D;0;1;Home;1;54.0;26.9;4-3-3;3.0;16.2;79.7;9.0;8.0;131.84999999999997;3;10;3-5-2;Lazio;automne;8.0;0;1;0;4.0;12.0;1.0;11.0;Udinese;416.034;522.0;-1.4651515151515149;1.37391623238757;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
184;2022-10-23;W;1;1;Away;0;53.0;26.9;4-3-3;5.0;23.0;85.3;12.0;9.0;-54.600000000000016;7;10;3-5-2;Lazio;automne;12.0;0;2;0;5.0;7.0;0.0;15.0;Atalanta;515.212;604.0;0.05340909090909074;1.6119648716464006;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
185;2022-10-30;L;0;0;Home;1;61.0;26.9;4-4-2;4.0;15.3;86.4;6.0;10.0;175.21999999999997;3;10;3-5-2;Lazio;automne;13.0;0;3;0;3.0;10.0;0.0;7.0;Salernitana;609.1200000000001;705.0;-0.7462121212121211;1.5468215595444896;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;30;0;1;0;0;0;4;3;2;2;4;5;-1;2;-1;1
186;2022-11-06;W;1;1;Away;0;41.0;26.9;4-3-3;3.0;23.0;75.2;6.0;14.0;-42.25;3;11;3-4-3;Lazio;automne;5.0;0;3;0;2.0;8.0;0.0;18.0;Roma;315.08799999999997;419.0;-0.8878787878787879;1.2520406292221578;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;93;94;0;1;0;0;0;4;3;3;3;3;4;0;1;-1;1
187;2022-11-10;W;1;1;Home;1;47.0;26.9;4-3-3;4.0;16.5;88.6;9.0;15.0;160.2;4;11;3-4-3;Lazio;automne;12.0;0;2;0;1.0;8.0;0.0;14.0;Monza;467.808;528.0;-0.6818181818181818;1.9165083960625362;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;93;94;0;1;0;0;0;4;3;3;3;3;4;0;1;-1;1
188;2022-11-13;L;0;0;Away;0;59.0;26.9;4-3-3;3.0;21.9;87.3;14.0;8.0;-145.8;3;11;3-5-2;Lazio;automne;10.0;0;1;0;2.0;13.0;0.0;10.0;Juventus;623.322;714.0;-0.07310606060606051;1.2339249179695038;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
189;2023-01-04;L;0;0;Away;0;59.0;26.9;4-3-3;2.0;15.1;79.3;12.0;13.0;180.77;52;1;4-3-3;Lazio;reste;8.0;0;2;0;3.0;11.0;0.0;16.0;Lecce;494.832;624.0;-0.46325757575757587;1.7584520362864313;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;107;94;0;1;0;0;0;4;4;3;3;3;3;-1;1;0;1
190;2023-01-08;D;0;1;Home;1;54.0;26.9;4-3-3;4.0;19.7;86.3;2.0;17.0;171.59999999999997;4;1;4-5-1;Lazio;reste;18.0;0;4;0;1.0;5.0;0.0;10.0;Empoli;542.827;629.0;-1.2640151515151514;1.8339056166763175;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;94;0;1;0;0;0;4;4;3;1;3;5;-1;3;-2;1
191;2023-01-15;W;1;1;Away;0;50.0;26.9;4-5-1;2.0;16.9;85.1;13.0;10.0;103.49999999999996;7;1;4-5-1;Lazio;reste;11.0;1;3;0;5.0;12.0;0.0;17.0;Sassuolo;501.23899999999986;589.0;-0.23484848484848464;1.9912019880331986;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;67;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
192;2023-01-24;W;1;1;Home;1;50.0;26.9;4-3-3;4.0;16.9;83.1;11.0;14.0;-272.35;5;1;4-5-1;Lazio;reste;9.0;1;1;0;2.0;10.0;1.0;11.0;Milan;433.782;522.0;-1.5583333333333336;1.4419595637907738;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;94;0;1;0;0;0;4;4;3;1;3;5;-1;3;-2;1
193;2023-01-29;D;0;1;Home;1;45.0;26.9;4-3-3;1.0;16.6;79.1;13.0;12.0;38.599999999999966;5;1;4-3-3;Lazio;reste;13.0;0;2;0;3.0;17.0;0.0;17.0;Fiorentina;400.246;506.0;-0.6806818181818182;2.058761339509747;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;107;94;0;1;0;0;0;4;4;3;3;3;3;-1;1;0;1
194;2023-02-06;D;0;1;Away;0;64.0;26.9;4-3-3;2.0;18.6;78.4;6.0;12.0;190.05;4;2;3-5-2;Lazio;reste;9.0;0;1;0;4.0;15.0;0.0;16.0;Hellas-Verona;482.16;615.0;-1.1920454545454546;1.6316989963327542;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
195;2023-02-11;L;0;0;Home;1;60.0;26.9;4-3-3;5.0;23.5;81.8;10.0;12.0;-54.600000000000016;5;2;3-5-2;Lazio;reste;13.0;0;1;0;2.0;23.0;0.0;14.0;Atalanta;578.326;707.0;-1.3284090909090907;1.5398962555491218;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
196;2023-02-19;W;1;1;Away;0;65.0;26.9;4-3-3;5.0;20.1;86.9;3.0;7.0;175.21999999999997;3;2;3-4-3;Lazio;reste;19.0;1;1;0;5.0;9.0;0.0;10.0;Salernitana;690.855;795.0;-0.7564393939393941;1.8832961783439488;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;93;94;0;1;0;0;0;4;3;3;3;3;4;0;1;-1;1
197;2023-02-27;W;1;1;Home;1;57.0;26.9;4-3-3;4.0;15.2;82.9;9.0;10.0;203.45;4;2;3-5-2;Lazio;reste;15.0;0;2;0;2.0;8.0;0.0;13.0;Sampdoria;532.2180000000002;642.0;-0.3484848484848483;2.034492858521521;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;156;94;0;1;0;0;0;4;3;3;2;3;5;0;2;-2;1
198;2023-03-03;W;1;1;Away;0;36.0;26.9;4-3-3;1.0;20.9;76.7;8.0;8.0;-354.1;4;3;4-3-3;Lazio;reste;5.0;0;2;0;2.0;14.0;1.0;13.0;Napoli;332.111;433.0;-1.681060606060606;1.0438954834973944;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;107;94;0;1;0;0;0;4;4;3;3;3;3;-1;1;0;1
199;2023-03-11;D;0;1;Away;0;46.0;26.9;4-3-3;2.0;16.9;85.1;7.0;8.0;139.2;4;3;4-5-1;Lazio;reste;5.0;0;3;0;2.0;16.0;0.0;11.0;Bologna;484.219;569.0;-0.8969696969696969;1.2162019880331982;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;65;94;0;1;0;0;0;4;4;3;1;3;5;-1;3;-2;1
200;2023-03-19;W;1;1;Home;1;69.0;26.9;4-3-3;5.0;22.9;90.2;5.0;18.0;-42.25;3;3;3-4-3;Lazio;reste;12.0;0;4;1;6.0;8.0;0.0;13.0;Roma;653.95;725.0;-1.2454545454545454;1.5431210191082803;Lazio;0.0;0.0;0.0;0.0;2.0;1.1799733206685088;3.1225852685233138;3.6915831276511364;0.0;1.0438145405259294;93;94;0;1;0;0;0;4;3;3;3;3;4;0;1;-1;1
201;2022-08-13;W;1;1;Home;1;59.0;26.9;4-5-1;4.0;19.6;83.2;8.0;16.0;404.2;10;8;3-5-2;Milan;reste;13.0;1;1;0;4.0;9.0;0.0;13.0;Udinese;456.768;549.0;-0.9018939393939394;1.6889254005018333;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;67;1;0;0;1;1;4;3;1;2;5;5;-2;2;0;1
202;2022-08-21;D;0;1;Away;0;60.0;26.9;4-5-1;7.0;20.3;84.4;7.0;6.0;217.75;8;8;3-4-3;Milan;reste;18.0;0;3;0;4.0;11.0;0.0;15.0;Atalanta;481.08;570.0;-0.45113636363636356;2.113635398571705;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;67;1;0;0;1;1;4;3;1;3;5;4;-2;1;1;1
203;2022-08-27;W;1;1;Home;1;48.0;26.9;4-5-1;7.0;15.1;81.3;13.0;13.0;411.55;6;8;3-5-2;Milan;reste;19.0;0;2;0;1.0;8.0;1.0;9.0;Bologna;377.232;464.0;-1.1848484848484848;2.003527793862189;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;67;1;0;0;1;1;4;3;1;2;5;5;-2;2;0;1
204;2022-08-30;D;0;1;Away;0;62.0;26.9;4-5-1;2.0;18.8;78.5;4.0;13.0;375.85;3;8;4-3-3;Milan;reste;11.0;0;2;0;5.0;7.0;0.0;14.0;Sassuolo;397.995;507.0;-0.940530303030303;1.6143867014089943;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;107;67;1;0;0;1;1;4;4;1;3;5;3;-3;1;2;1
205;2022-09-03;W;1;1;Home;1;47.0;26.9;4-5-1;5.0;16.7;82.0;12.0;10.0;12.799999999999955;4;9;3-5-2;Milan;automne;21.0;0;5;0;2.0;16.0;1.0;12.0;Internazionale;332.92;406.0;-1.5757575757575757;2.2554839799266553;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;67;1;0;0;1;1;4;3;1;2;5;5;-2;2;0;1
206;2022-09-10;W;1;1;Away;0;43.0;26.9;4-5-1;3.0;15.1;78.7;12.0;10.0;475.8;4;9;4-5-1;Milan;automne;14.0;1;2;1;5.0;10.0;0.0;12.0;Sampdoria;310.0780000000001;394.0;-0.2007575757575757;1.8595126423470374;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;65;67;1;0;0;1;1;4;4;1;1;5;5;-3;3;0;1
207;2022-09-18;L;0;0;Home;1;51.0;26.9;4-5-1;5.0;13.8;80.0;6.0;18.0;-81.75;4;9;4-3-3;Milan;automne;22.0;0;4;0;3.0;8.0;2.0;11.0;Napoli;384.8;481.0;-3.1545454545454548;2.374845589654507;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;107;67;1;0;0;1;1;4;4;1;3;5;3;-3;1;2;1
208;2022-10-16;W;1;1;Away;0;54.0;26.9;4-5-1;6.0;19.7;74.9;11.0;9.0;462.4;5;10;3-4-3;Milan;automne;16.0;0;2;0;3.0;19.0;0.0;7.0;Hellas-Verona;325.0660000000001;434.0;-0.7875000000000001;1.3707237984944995;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;67;1;0;0;1;1;4;3;1;3;5;4;-2;1;1;1
209;2022-10-22;W;1;1;Home;1;49.0;26.9;4-5-1;7.0;17.1;82.9;6.0;18.0;432.55;6;10;3-4-3;Milan;automne;12.0;0;1;0;1.0;16.0;2.0;9.0;Monza;411.184;496.0;-3.6545454545454548;1.4835109052306505;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;67;1;0;0;1;1;4;3;1;3;5;4;-2;1;1;1
210;2022-10-30;L;0;0;Away;0;56.0;26.9;4-5-1;1.0;20.9;78.0;2.0;16.0;377.72;5;10;3-4-3;Milan;automne;12.0;0;2;0;5.0;7.0;0.0;11.0;Torino;365.04;468.0;-1.3223484848484848;1.3638197259216367;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;67;1;0;0;1;1;4;3;1;3;5;4;-2;1;1;1
211;2022-11-05;W;1;1;Home;1;58.0;26.9;4-5-1;10.0;17.1;75.6;6.0;12.0;460.95;3;11;3-5-2;Milan;automne;23.0;0;6;1;4.0;13.0;1.0;13.0;Spezia;356.076;471.0;-2.0670454545454544;2.349192723412469;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;67;1;0;0;1;1;4;3;1;2;5;5;-2;2;0;1
212;2022-11-08;D;0;1;Away;0;71.0;26.9;3-5-2;5.0;18.6;84.0;9.0;10.0;482.35;3;11;3-5-2;Milan;automne;16.0;0;3;0;4.0;6.0;0.0;16.0;Cremonese;572.88;682.0;-0.2234848484848483;2.1370777842115416;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;134;1;0;0;1;1;3;3;2;2;5;5;-1;1;0;1
213;2022-11-13;W;1;1;Home;1;50.0;26.9;4-5-1;2.0;20.9;76.1;10.0;13.0;310.95;5;11;4-5-1;Milan;automne;12.0;0;1;0;4.0;11.0;0.0;11.0;Fiorentina;350.06;460.0;-0.6450757575757576;1.3407894228913337;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;65;67;1;0;0;1;1;4;4;1;1;5;5;-3;3;0;1
214;2023-01-04;W;1;1;Away;0;56.0;26.9;4-5-1;10.0;16.7;78.5;10.0;13.0;447.57;52;1;3-5-2;Milan;reste;16.0;0;1;0;4.0;8.0;0.0;21.0;Salernitana;350.11;446.0;-0.45757575757575764;2.500559737502413;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;67;1;0;0;1;1;4;3;1;2;5;5;-2;2;0;1
215;2023-01-08;D;0;1;Home;1;60.0;26.9;4-5-1;5.0;17.3;84.7;10.0;19.0;230.1;4;1;3-4-3;Milan;reste;12.0;0;4;0;6.0;12.0;0.0;13.0;Roma;459.074;542.0;-1.1075757575757574;1.7618046709129513;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;67;1;0;0;1;1;4;3;1;3;5;4;-2;1;1;1
216;2023-01-14;D;0;1;Away;0;65.0;26.9;4-5-1;5.0;16.2;78.4;7.0;12.0;453.12;3;1;4-3-3;Milan;reste;12.0;0;2;0;1.0;17.0;1.0;11.0;Lecce;443.744;566.0;-2.2261363636363636;1.6081586566299944;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;107;67;1;0;0;1;1;4;4;1;3;5;3;-3;1;2;1
217;2023-01-24;L;0;0;Away;0;50.0;26.9;4-5-1;3.0;20.4;83.1;14.0;11.0;272.35;6;1;4-3-3;Milan;reste;10.0;0;2;0;1.0;9.0;2.0;14.0;Lazio;437.937;527.0;-2.023106060606061;1.5261156147461878;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;107;67;1;0;0;1;1;4;4;1;3;5;3;-3;1;2;1
218;2023-01-29;L;0;0;Home;1;60.0;26.9;4-5-1;5.0;18.9;75.0;6.0;13.0;375.85;5;1;4-5-1;Milan;reste;9.0;0;7;0;4.0;8.0;1.0;8.0;Sassuolo;357.0;476.0;-1.8212121212121213;1.0418669175834783;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;65;67;1;0;0;1;1;4;4;1;1;5;5;-3;3;0;1
219;2023-02-05;L;0;0;Away;0;36.0;26.9;3-5-2;0.0;21.6;73.6;3.0;14.0;12.799999999999955;7;2;3-5-2;Milan;reste;4.0;0;5;0;2.0;15.0;0.0;13.0;Internazionale;262.016;356.0;-1.5981060606060606;0.9081509361127196;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;134;1;0;0;1;1;3;3;2;2;5;5;-1;1;0;1
220;2023-02-10;W;1;1;Home;1;46.0;26.9;3-4-3;4.0;13.5;76.0;10.0;10.0;377.72;5;2;3-4-3;Milan;reste;9.0;0;1;0;4.0;12.0;0.0;20.0;Torino;335.16;441.0;-0.5075757575757575;2.12914736537348;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;84;1;0;0;1;1;3;3;3;3;4;4;0;0;0;0
221;2023-02-18;W;1;1;Away;0;41.0;26.9;3-4-3;7.0;13.9;76.1;7.0;18.0;432.55;4;2;3-4-3;Milan;reste;14.0;0;2;0;4.0;11.0;1.0;10.0;Monza;318.85900000000004;419.0;-2.251136363636364;1.7558106543138388;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;84;1;0;0;1;1;3;3;3;3;4;4;0;0;0;0
222;2023-02-26;W;1;1;Home;1;48.0;26.9;3-4-3;3.0;17.9;80.5;7.0;11.0;217.75;8;2;3-5-2;Milan;reste;13.0;0;3;0;1.0;3.0;1.0;11.0;Atalanta;421.015;523.0;-1.2844696969696972;1.6094889982628837;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;84;1;0;0;1;1;3;3;3;2;4;5;0;1;-1;1
223;2023-03-04;L;0;0;Away;0;52.0;26.9;3-4-3;6.0;15.8;79.5;4.0;17.0;310.95;6;3;4-3-3;Milan;reste;8.0;0;3;0;3.0;15.0;2.0;12.0;Fiorentina;349.8;440.0;-3.707196969696969;1.4585408222350897;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;107;84;1;0;0;1;1;3;4;3;3;4;3;-1;0;1;0
224;2023-03-13;D;0;1;Home;1;64.0;26.9;3-4-3;3.0;18.8;83.9;7.0;15.0;447.57;5;3;3-4-3;Milan;reste;24.0;0;2;0;3.0;6.0;0.0;13.0;Salernitana;526.8919999999999;628.0;-0.7386363636363636;2.4256745801968735;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;93;84;1;0;0;1;1;3;3;3;3;4;4;0;0;0;0
225;2023-03-18;L;0;0;Away;0;64.0;26.9;3-4-3;5.0;21.7;79.9;5.0;9.0;404.2;5;3;3-5-2;Milan;reste;9.0;1;2;0;4.0;14.0;0.0;16.0;Udinese;449.8370000000001;563.0;-1.0204545454545455;1.491919031075082;Milan;1.0;0.0;1.0;1.0;0.0;1.917012231584419;2.938753657023818;3.993502056661972;2.2624487261685866;2.9567100779013584;156;84;1;0;0;1;1;3;3;3;2;4;5;0;1;-1;1
226;2022-08-15;W;1;1;Away;0;66.0;26.1;4-3-3;8.0;15.2;83.9;12.0;6.0;544.15;10;8;3-5-2;Napoli;reste;25.0;0;2;0;2.0;6.0;0.0;15.0;Hellas-Verona;468.162;558.0;0.3159090909090908;2.8049474039760667;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;156;94;1;1;0;0;1;4;3;3;2;3;5;0;2;-2;1
227;2022-08-21;W;1;1;Home;1;54.0;26.1;4-3-3;5.0;15.3;88.0;4.0;11.0;514.3;6;8;3-5-2;Napoli;reste;22.0;0;2;0;1.0;4.0;0.0;13.0;Monza;462.0;525.0;-0.6196969696969696;2.5287154989384293;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;156;94;1;1;0;0;1;4;3;3;2;3;5;0;2;-2;1
228;2022-08-28;D;0;1;Away;0;52.0;26.1;4-5-1;2.0;14.7;84.3;11.0;14.0;392.7;7;8;4-3-3;Napoli;reste;13.0;0;3;0;2.0;10.0;0.0;12.0;Fiorentina;455.22;540.0;-0.5583333333333333;1.8852735958309208;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;107;67;1;1;0;0;1;4;4;1;3;5;3;-3;1;2;1
229;2022-08-31;D;0;1;Home;1;71.0;26.1;4-5-1;7.0;17.7;84.9;7.0;7.0;534.87;3;8;4-5-1;Napoli;reste;19.0;0;1;0;4.0;8.0;1.0;20.0;Lecce;608.7330000000002;717.0;-1.3303030303030305;2.648013414398765;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;65;67;1;1;0;0;1;4;4;1;1;5;5;-3;3;0;1
230;2022-09-03;W;1;1;Away;0;61.0;26.1;4-5-1;7.0;16.1;87.1;3.0;14.0;354.1;3;9;4-3-3;Napoli;automne;19.0;0;0;0;4.0;8.0;0.0;12.0;Lazio;580.957;667.0;-1.1606060606060606;2.22287541015248;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;107;67;1;1;0;0;1;4;4;1;3;5;3;-3;1;2;1
231;2022-09-10;W;1;1;Home;1;63.0;26.1;4-3-3;6.0;17.8;87.0;10.0;6.0;542.7;3;9;3-5-2;Napoli;automne;28.0;0;1;0;2.0;10.0;1.0;14.0;Spezia;495.9;570.0;-1.1159090909090907;2.830872418452037;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;156;94;1;1;0;0;1;4;3;3;2;3;5;0;2;-2;1
232;2022-09-18;W;1;1;Away;0;49.0;26.1;4-3-3;3.0;20.7;81.3;6.0;11.0;81.75;4;9;4-5-1;Napoli;automne;8.0;1;3;0;4.0;22.0;1.0;18.0;Milan;369.102;454.0;-2.562878787878788;1.6306774753908513;Napoli;0.0;0.0;2.0;1.0;5.0;2.0208294989841717;3.7227217164856703;4.234989262371538;2.1701360726406547;2.838236414204742;65;94;1;1;0;0;1;4;4;3;1;3;5;-1;3;-2;1
