;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
53;2022-08-31;D;0;1;Home;1;52.0;25.0;4-4-2;4.0;23.0;69.9;10.0;5.0;18.450000000000006;3;8;3-5-2;Empoli;reste;16.0;0;0;0;4.0;9.0;0.0;22.0;Hellas-Verona;285.192;408.0;0.013257575757575801;2.1419648716464;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
54;2022-09-05;D;0;1;Away;0;49.0;25.0;4-4-2;5.0;16.7;75.6;4.0;9.0;3.6199999999999903;5;9;3-5-2;Empoli;automne;11.0;0;2;0;3.0;15.0;0.0;7.0;Salernitana;334.908;443.0;-1.1738636363636363;1.2195748890175642;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
55;2022-09-12;L;0;0;Home;1;52.0;25.0;4-4-2;3.0;18.7;78.2;8.0;13.0;-213.85;7;9;3-4-3;Empoli;automne;20.0;0;3;1;1.0;12.0;0.0;12.0;Roma;362.848;464.0;-0.8893939393939394;2.045012545840571;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;93;30;0;1;1;1;0;4;3;2;3;4;4;-1;1;0;1
56;2022-09-17;W;1;1;Away;0;39.0;25.0;4-4-2;5.0;16.1;65.6;7.0;16.0;-32.39999999999999;5;9;4-5-1;Empoli;automne;12.0;0;3;0;2.0;16.0;1.0;11.0;Bologna;196.144;299.0;-2.43030303030303;1.4581026828797528;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;65;30;0;1;1;1;0;4;4;2;1;4;5;-2;3;-1;1
57;2022-10-01;L;0;0;Home;1;43.0;25.0;4-4-2;4.0;17.3;71.5;12.0;15.0;-443.95;14;10;4-5-1;Empoli;automne;16.0;0;3;0;2.0;19.0;3.0;10.0;Milan;225.94;316.0;-4.096590909090909;1.651804670912951;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;65;30;0;1;1;1;0;4;4;2;1;4;5;-2;3;-1;1
58;2022-10-09;D;0;1;Away;0;34.0;25.0;4-4-2;2.0;27.1;71.6;2.0;9.0;-66.23;8;10;3-4-3;Empoli;automne;6.0;0;4;0;2.0;20.0;0.0;15.0;Torino;211.936;296.0;-1.6681818181818182;0.8619870681335646;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;93;30;0;1;1;1;0;4;3;2;3;4;4;-1;1;0;1
59;2022-10-15;W;1;1;Home;1;36.0;25.0;4-4-2;5.0;11.8;74.4;13.0;17.0;-11.400000000000004;6;10;3-4-3;Empoli;automne;11.0;0;5;0;4.0;16.0;2.0;14.0;Monza;258.91200000000003;348.0;-2.951515151515151;1.9213776298011964;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;93;30;0;1;1;1;0;4;3;2;3;4;4;-1;1;0;1
60;2022-10-21;L;0;0;Away;0;58.0;25.0;4-4-2;4.0;20.0;86.3;9.0;11.0;-317.4;6;10;3-5-2;Empoli;automne;12.0;0;2;0;2.0;21.0;1.0;13.0;Juventus;497.951;577.0;-2.227651515151515;1.643618992472496;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
61;2022-10-30;L;0;0;Home;1;53.0;25.0;4-3-3;3.0;19.6;79.2;6.0;10.0;-226.2;9;10;3-5-2;Empoli;automne;13.0;0;2;0;1.0;19.0;1.0;13.0;Atalanta;392.04;495.0;-2.308712121212121;1.640440552016985;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;94;0;1;1;1;0;4;3;3;2;3;5;0;2;-2;1
62;2022-11-05;W;1;1;Home;1;47.0;25.0;4-4-2;1.0;17.2;80.5;3.0;11.0;-68.10000000000001;6;11;4-3-3;Empoli;automne;17.0;0;2;0;0.0;10.0;1.0;11.0;Sassuolo;375.935;467.0;-2.085606060606061;1.895157788071801;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;107;30;0;1;1;1;0;4;4;2;3;4;3;-2;1;1;1
63;2022-11-08;L;0;0;Away;0;26.0;25.0;4-4-2;1.0;23.4;68.4;7.0;16.0;-525.7;3;11;4-3-3;Empoli;automne;6.0;0;6;1;1.0;17.0;2.0;12.0;Napoli;181.944;266.0;-3.49280303030303;0.8117342211928202;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;107;30;0;1;1;1;0;4;4;2;3;4;3;-2;1;1;1
65;2023-01-04;D;0;1;Away;0;40.0;25.0;4-4-2;1.0;17.4;77.4;3.0;14.0;-39.750000000000014;54;1;3-5-2;Empoli;reste;6.0;0;3;1;2.0;21.0;1.0;15.0;Udinese;287.92800000000005;372.0;-2.973106060606061;1.4265576143601626;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
66;2023-01-08;D;0;1;Away;0;46.0;25.0;4-5-1;2.0;13.4;87.1;6.0;10.0;-171.59999999999997;4;1;4-3-3;Empoli;reste;5.0;0;1;0;4.0;18.0;0.0;17.0;Lazio;466.856;536.0;-1.246212121212121;1.8187883613202083;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;107;67;0;1;1;1;0;4;4;1;3;5;3;-3;1;2;1
67;2023-01-16;W;1;1;Home;1;50.0;25.0;4-4-2;5.0;14.3;81.0;7.0;15.0;31.849999999999994;8;1;3-5-2;Empoli;reste;16.0;0;5;0;6.0;16.0;0.0;16.0;Sampdoria;375.84;464.0;-1.3636363636363638;2.3198224281026825;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
68;2023-01-23;W;1;1;Away;0;51.0;25.0;4-4-2;8.0;18.3;83.2;4.0;16.0;-431.15;7;1;3-5-2;Empoli;reste;13.0;0;3;0;5.0;16.0;1.0;13.0;Internazionale;455.936;548.0;-2.7030303030303027;1.755167438718394;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
69;2023-01-28;D;0;1;Home;1;47.0;25.0;4-4-2;4.0;21.2;76.1;9.0;12.0;-66.23;5;1;3-5-2;Empoli;reste;11.0;0;2;0;0.0;16.0;1.0;9.0;Torino;327.991;431.0;-1.9818181818181815;1.1296694653541788;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
70;2023-02-04;L;0;0;Away;0;55.0;25.0;4-4-2;2.0;18.9;82.2;4.0;18.0;-213.85;7;2;3-4-3;Empoli;reste;11.0;0;1;0;2.0;12.0;0.0;10.0;Roma;452.92199999999997;551.0;-1.5863636363636364;1.387472978189539;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;93;30;0;1;1;1;0;4;3;2;3;4;4;-1;1;0;1
71;2023-02-11;D;0;1;Home;1;64.0;25.0;4-4-2;8.0;18.6;85.1;6.0;10.0;17.0;7;2;3-5-2;Empoli;reste;25.0;0;1;1;6.0;8.0;1.0;13.0;Spezia;525.067;617.0;-1.621212121212121;2.5129111175448755;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
72;2023-02-19;D;0;1;Away;0;39.0;25.0;4-4-2;3.0;15.9;71.4;8.0;15.0;-133.0;8;2;4-3-3;Empoli;reste;5.0;0;5;0;1.0;27.0;1.0;8.0;Fiorentina;229.908;322.0;-2.9602272727272725;0.9010967959853311;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;107;30;0;1;1;1;0;4;4;2;3;4;3;-2;1;1;1
73;2023-02-25;L;0;0;Home;1;45.0;25.0;4-4-2;2.0;24.0;81.5;3.0;10.0;-525.7;6;2;4-3-3;Empoli;reste;9.0;0;2;0;2.0;19.0;1.0;9.0;Napoli;361.045;443.0;-2.5814393939393936;0.9274488515730555;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;107;30;0;1;1;1;0;4;4;2;3;4;3;-2;1;1;1
74;2023-03-04;L;0;0;Away;0;57.0;25.0;4-4-2;3.0;20.6;83.0;8.0;12.0;-11.400000000000004;7;3;3-4-3;Empoli;reste;18.0;0;3;0;2.0;10.0;0.0;10.0;Monza;459.82;554.0;-0.6977272727272728;1.7480457440648525;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;93;30;0;1;1;1;0;4;3;2;3;4;4;-1;1;0;1
75;2023-03-11;L;0;0;Home;1;61.0;25.0;4-4-2;3.0;17.6;81.5;8.0;12.0;-39.750000000000014;7;3;3-5-2;Empoli;reste;17.0;0;2;0;4.0;14.0;1.0;13.0;Udinese;422.17;518.0;-1.9477272727272725;2.020230167921251;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
76;2023-03-17;L;0;0;Away;0;31.0;25.0;4-4-2;2.0;10.1;66.3;10.0;10.0;-226.2;6;3;3-5-2;Empoli;reste;5.0;0;2;0;3.0;27.0;2.0;11.0;Atalanta;218.127;329.0;-3.445075757575757;1.3348200154410348;Empoli;2.0;2.0;0.0;0.0;1.0;2.956298597780775;1.611437934504098;1.886712049414804;3.139972571602682;1.317573844849539;156;30;0;1;1;1;0;4;3;2;2;4;5;-1;2;-1;1
77;2022-08-14;W;1;1;Home;1;74.0;26.3;4-3-3;11.0;17.2;86.3;6.0;10.0;171.4;10;8;3-5-2;Fiorentina;reste;28.0;0;0;0;4.0;13.0;2.0;19.0;Cremonese;540.2379999999998;626.0;-2.933712121212121;3.1862941517081644;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
78;2022-08-28;D;0;1;Home;1;48.0;26.3;4-3-3;5.0;19.9;82.3;7.0;12.0;-392.7;3;8;4-5-1;Fiorentina;reste;10.0;0;2;0;3.0;13.0;1.0;14.0;Napoli;409.031;497.0;-1.9761363636363636;1.5418963520555875;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;65;94;1;0;0;0;0;4;4;3;1;3;5;-1;3;-2;1
79;2022-08-31;L;0;0;Away;0;73.0;26.3;4-3-3;2.0;16.7;87.9;3.0;10.0;93.25;3;8;3-5-2;Fiorentina;reste;12.0;0;2;0;1.0;8.0;0.0;13.0;Udinese;632.8800000000001;720.0;-0.8939393939393938;1.8311657981084735;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
80;2022-09-03;D;0;1;Home;1;60.0;26.3;4-3-3;4.0;17.2;86.1;10.0;13.0;-184.4;3;9;4-3-3;Fiorentina;automne;16.0;0;1;0;3.0;4.0;0.0;12.0;Juventus;463.218;538.0;-0.20757575757575764;1.9672032426172557;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;94;1;0;0;0;0;4;4;3;3;3;3;-1;1;0;1
81;2022-09-11;L;0;0;Away;0;61.0;26.3;4-3-3;2.0;16.6;82.3;9.0;13.0;100.60000000000002;3;9;3-5-2;Fiorentina;automne;13.0;0;4;1;1.0;12.0;0.0;8.0;Bologna;422.199;513.0;-0.7984848484848485;1.4975492182976258;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
82;2022-09-18;W;1;1;Home;1;44.0;26.3;4-5-1;8.0;19.1;65.3;8.0;18.0;151.45000000000005;3;9;3-5-2;Fiorentina;automne;14.0;0;4;0;4.0;8.0;0.0;17.0;Hellas-Verona;216.143;331.0;-0.9727272727272727;1.8266000772051725;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;67;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
83;2022-10-02;L;0;0;Away;0;61.0;26.3;4-3-3;5.0;18.2;82.6;6.0;10.0;-93.2;14;10;3-5-2;Fiorentina;automne;16.0;0;2;0;2.0;10.0;1.0;12.0;Atalanta;493.122;597.0;-1.746212121212121;1.8738235861802741;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
84;2022-10-10;L;0;0;Home;1;62.0;26.3;4-3-3;3.0;15.4;83.0;14.0;17.0;-38.599999999999966;4;10;4-3-3;Fiorentina;automne;25.0;0;4;0;1.0;10.0;0.0;9.0;Lazio;479.74;578.0;-0.4856060606060606;2.3838472302644282;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;94;1;0;0;0;0;4;4;3;3;3;3;-1;1;0;1
85;2022-10-17;D;0;1;Away;0;59.0;26.3;4-5-1;5.0;21.3;74.1;7.0;16.0;142.17000000000004;4;10;4-3-3;Fiorentina;automne;10.0;0;4;0;6.0;6.0;0.0;15.0;Lecce;366.795;495.0;-0.8053030303030303;1.4378314997104804;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;67;1;0;0;0;0;4;4;1;3;5;3;-3;1;2;1
86;2022-10-22;L;0;0;Home;1;58.0;26.3;4-3-3;3.0;18.8;80.7;7.0;15.0;-298.1500000000001;5;10;3-5-2;Fiorentina;automne;9.0;1;4;0;3.0;7.0;1.0;14.0;Internazionale;430.131;533.0;-1.8011363636363638;1.5160533680756612;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
87;2022-10-30;W;1;1;Away;0;50.0;26.3;4-3-3;5.0;19.4;69.6;12.0;14.0;150.0;3;10;3-5-2;Fiorentina;automne;27.0;0;3;0;6.0;10.0;0.0;19.0;Spezia;254.04;365.0;-0.4674242424242425;2.809267998455897;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;94;1;0;0;0;0;4;3;3;2;3;5;0;2;-2;1
88;2022-11-09;W;1;1;Home;1;58.0;26.3;4-5-1;7.0;18.0;84.2;5.0;10.0;136.62;3;11;3-5-2;Fiorentina;automne;18.0;0;0;0;1.0;4.0;0.0;11.0;Salernitana;510.25200000000007;606.0;-0.4621212121212121;1.9617419417100945;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;67;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
89;2022-11-13;L;0;0;Away;0;50.0;26.3;4-5-1;4.0;18.3;75.8;6.0;11.0;-310.95;4;11;4-5-1;Fiorentina;automne;11.0;0;4;0;1.0;12.0;0.0;13.0;Milan;341.85799999999995;451.0;-0.937878787878788;1.5404704690214241;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;65;67;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
90;2023-01-04;D;0;1;Home;1;52.0;26.3;4-5-1;6.0;17.3;79.7;10.0;11.0;121.6;52;1;3-4-3;Fiorentina;reste;22.0;0;1;0;3.0;10.0;0.0;13.0;Monza;372.199;467.0;-0.44924242424242433;2.326198610306891;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;93;67;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
91;2023-01-07;W;1;1;Home;1;53.0;26.3;4-5-1;3.0;14.9;75.2;5.0;14.0;64.9;3;1;4-3-3;Fiorentina;reste;14.0;1;4;0;3.0;15.0;2.0;9.0;Sassuolo;342.9120000000001;456.0;-3.416287878787879;1.6272794827253427;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;67;1;0;0;0;0;4;4;1;3;5;3;-3;1;2;1
92;2023-01-15;L;0;0;Away;0;48.0;26.3;4-5-1;2.0;16.8;83.0;1.0;12.0;-80.84999999999997;3;1;3-5-2;Fiorentina;reste;7.0;0;4;1;3.0;10.0;0.0;15.0;Roma;380.14;458.0;-1.3340909090909092;1.587509650646593;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;67;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
93;2023-01-21;L;0;0;Home;1;62.0;26.3;4-5-1;5.0;15.6;82.8;6.0;9.0;66.77000000000001;6;1;3-4-3;Fiorentina;reste;19.0;0;2;0;2.0;9.0;0.0;23.0;Torino;509.22;615.0;-0.6170454545454547;2.929565238370971;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;93;67;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
94;2023-01-29;D;0;1;Away;0;55.0;26.3;4-3-3;6.0;19.0;82.4;11.0;17.0;-38.599999999999966;8;1;4-3-3;Fiorentina;reste;17.0;0;3;0;2.0;13.0;1.0;12.0;Lazio;519.12;630.0;-1.9458333333333333;1.8931350125458406;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;94;1;0;0;0;0;4;4;3;3;3;3;-1;1;0;1
95;2023-02-05;L;0;0;Home;1;62.0;26.3;4-3-3;6.0;17.5;77.5;9.0;10.0;100.60000000000002;4;2;4-5-1;Fiorentina;reste;17.0;0;2;0;4.0;10.0;1.0;25.0;Bologna;440.2;568.0;-1.4734848484848482;2.7768408608376767;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;65;94;1;0;0;0;0;4;4;3;1;3;5;-1;3;-2;1
96;2023-02-12;L;0;0;Away;0;55.0;26.3;4-3-3;2.0;18.6;79.3;9.0;17.0;-184.4;7;2;3-4-3;Fiorentina;reste;11.0;0;2;0;5.0;7.0;0.0;11.0;Juventus;406.016;512.0;-0.7526515151515151;1.4342747539085114;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;93;94;1;0;0;0;0;4;3;3;3;3;4;0;1;-1;1
97;2023-02-27;W;1;1;Away;0;53.0;26.3;4-5-1;7.0;19.2;70.2;6.0;11.0;151.45000000000005;4;2;3-5-2;Fiorentina;reste;16.0;0;3;0;3.0;12.0;0.0;15.0;Hellas-Verona;339.7680000000001;484.0;-0.937878787878788;1.872565141864505;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;156;67;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
98;2023-03-04;W;1;1;Home;1;48.0;26.3;4-3-3;6.0;16.4;76.8;8.0;12.0;-310.95;5;3;3-4-3;Fiorentina;reste;15.0;1;3;0;3.0;8.0;1.0;17.0;Milan;307.968;401.0;-1.5727272727272725;2.1660736344335074;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;93;94;1;0;0;0;0;4;3;3;3;3;4;0;1;-1;1
99;2023-03-19;W;1;1;Home;1;59.0;26.3;4-5-1;3.0;18.3;79.8;6.0;14.0;142.17000000000004;3;3;4-3-3;Fiorentina;reste;18.0;0;1;0;3.0;8.0;0.0;21.0;Lecce;419.74799999999993;526.0;-0.8878787878787879;2.5597886508396064;Fiorentina;0.0;0.0;0.0;1.0;0.0;0.9246587311257004;2.379891466668872;3.8635975283471633;0.0;2.813442471153313;107;67;1;0;0;0;0;4;4;1;3;5;3;-3;1;2;1
100;2022-08-15;L;0;0;Home;1;34.0;26.2;3-5-2;3.0;11.5;68.5;9.0;15.0;-544.15;8;8;4-3-3;Hellas-Verona;reste;6.0;0;2;0;2.0;25.0;0.0;6.0;Napoli;195.91;286.0;-1.7443181818181817;1.0193157691565338;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;134;0;1;0;0;0;3;4;2;3;5;3;-2;0;2;0
101;2022-08-21;D;0;1;Away;0;48.0;26.2;3-5-2;3.0;17.2;67.2;13.0;14.0;-50.85;6;8;3-5-2;Hellas-Verona;reste;19.0;0;3;0;4.0;17.0;1.0;10.0;Bologna;239.904;357.0;-1.8140151515151517;1.792279000193013;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;134;0;1;0;0;0;3;3;2;2;5;5;-1;1;0;1
102;2022-08-28;L;0;0;Home;1;49.0;26.2;3-5-2;2.0;25.7;70.5;9.0;15.0;-244.65;7;8;3-4-3;Hellas-Verona;reste;14.0;0;3;0;3.0;15.0;0.0;7.0;Atalanta;291.165;413.0;-1.1193181818181817;0.8866579810847328;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;134;0;1;0;0;0;3;3;2;3;5;4;-1;0;1;0
103;2022-09-11;L;0;0;Away;0;41.0;26.2;3-5-2;1.0;19.7;67.6;6.0;23.0;-190.05;7;9;4-3-3;Hellas-Verona;automne;7.0;0;5;0;2.0;15.0;0.0;5.0;Lazio;250.12;370.0;-1.9253787878787878;0.5864056166763172;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;134;0;1;0;0;0;3;4;2;3;5;3;-2;0;2;0
104;2022-09-18;L;0;0;Away;0;56.0;26.2;3-5-2;1.0;17.7;68.6;6.0;17.0;-151.45000000000005;7;9;4-5-1;Hellas-Verona;automne;8.0;0;4;0;4.0;14.0;0.0;18.0;Fiorentina;292.922;427.0;-1.462878787878788;1.6296043234896738;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;65;134;0;1;0;0;0;3;4;2;1;5;5;-2;2;0;1
105;2022-10-03;L;0;0;Home;1;32.0;26.2;3-5-2;2.0;19.2;63.4;8.0;15.0;-58.20000000000002;15;10;3-5-2;Hellas-Verona;automne;7.0;0;3;0;3.0;21.0;0.0;11.0;Udinese;174.98399999999995;276.0;-1.5852272727272727;0.960974232773596;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;134;0;1;0;0;0;3;3;2;2;5;5;-1;1;0;1
106;2022-10-09;L;0;0;Away;0;60.0;26.2;3-4-3;2.0;21.7;77.1;5.0;15.0;-14.830000000000013;6;10;3-5-2;Hellas-Verona;automne;12.0;0;3;1;3.0;14.0;1.0;9.0;Salernitana;394.752;512.0;-2.4204545454545454;1.1788129704690216;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
107;2022-10-16;L;0;0;Home;1;46.0;26.2;3-4-3;4.0;14.8;68.2;12.0;7.0;-462.4;7;10;4-5-1;Hellas-Verona;automne;19.0;0;3;0;2.0;16.0;0.0;9.0;Milan;257.11400000000003;377.0;-0.37575757575757596;1.8600265392781317;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;65;84;0;1;0;0;0;3;4;3;1;4;5;-1;2;-1;1
108;2022-10-24;L;0;0;Away;0;49.0;26.2;3-5-2;5.0;16.0;75.7;9.0;19.0;-86.55000000000003;8;10;4-3-3;Hellas-Verona;automne;13.0;0;3;0;1.0;14.0;1.0;7.0;Sassuolo;327.024;432.0;-2.3234848484848483;1.3814558000386026;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;107;134;0;1;0;0;0;3;4;2;3;5;3;-2;0;2;0
109;2022-10-31;L;0;0;Home;1;33.0;26.2;3-4-3;3.0;24.1;69.1;8.0;9.0;-232.3;7;10;3-5-2;Hellas-Verona;automne;7.0;0;3;1;1.0;14.0;1.0;9.0;Roma;199.008;288.0;-1.7477272727272728;0.647050279868751;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;156;84;0;1;0;0;0;3;3;3;2;4;5;0;1;-1;1
110;2022-11-06;L;0;0;Away;0;26.0;26.2;3-4-3;2.0;24.7;58.9;15.0;10.0;-29.85000000000001;6;11;3-4-3;Hellas-Verona;automne;7.0;0;1;1;3.0;14.0;0.0;10.0;Monza;139.004;236.0;-0.17803030303030298;0.5595073344914108;Hellas-Verona;0.0;0.0;0.0;0.0;1.0;0.9877207412312944;2.993831247083809;1.9755761278421509;1.800835536550082;0.5707977436299809;93;84;0;1;0;0;0;3;3;3;3;4;4;0;0;0;0
