;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
96;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
97;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
98;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
99;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
100;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
101;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
102;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
103;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
104;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
105;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
106;Daniele Baselli;Milieu;Torino;29;6;0;150;1.7;0;0;0;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
107;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
108;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
109;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
110;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
111;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
112;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
113;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
114;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
115;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
116;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
117;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
118;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
119;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
120;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
121;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
122;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
123;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
124;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
125;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
126;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
127;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
128;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
129;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
130;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
131;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
132;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
133;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
134;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
135;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
136;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
137;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
138;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;1;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
139;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
140;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
141;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
142;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
143;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
144;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
145;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
146;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
147;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
148;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
149;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
150;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
151;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
152;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
153;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
154;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;64.0;89.0;71.9;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
155;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
156;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
157;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
158;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
159;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
160;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
161;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
162;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;2.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
163;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
164;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
165;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
166;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;3.0;3;33.3;0.0;0.0;0.0;1;4.0;2.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
167;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;3;1;5;25.0;;;;;
168;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;101.0;50.0;3.0;0.0;2;0;17;40.0;;;;;
169;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;3;1;5;25.0;;;;;
170;Daniele Baselli;MF;Cagliari;29;9;2;290;3.2;0;1;1;0;ea06dd97;5;0;0.0;110.0;151.0;72.8;15.0;6.0;5;20.0;2.0;0.0;2.0;2;8.0;5.0;0.0;188.0;44.4;5.0;8.0;2;0;17;40.0;;;;;
171;Toma Bašić;MF;Lazio;24;29;9;982;10.9;0;2;3;0;80556f08;16;11;68.8;386.0;451.0;85.6;9.0;12.0;8;29.4;13.0;4.0;9.0;4;16.0;21.0;0.0;563.0;50.0;17.0;6.0;13;0;15;44.4;;;;;
172;Alessandro Bastoni;DF;Internazionale;22;31;29;2311;25.7;1;2;4;0;75b86fb3;9;2;22.2;1599.0;1810.0;88.3;45.0;44.0;25;50.0;22.0;12.0;10.0;35;79.0;59.0;1.0;2031.0;57.9;21.0;5.0;30;0;29;62.3;;;;;
173;Simone Bastoni;Milieu;Spezia;24;31;26;2288;25.4;3;3;5;1;1ac232b8;28;6;21.4;876.0;1224.0;71.6;80.0;52.0;34;32.3;38.0;11.0;27.0;30;82.0;31.0;0.0;1535.0;61.8;61.0;32.0;30;1;113;65.8;;;;;
174;Rodrigo Becão;DF;Udinese;25;35;35;3130;34.8;2;1;10;0;19e4eab9;19;5;26.3;1117.0;1428.0;78.2;27.0;81.0;46;56.7;45.0;20.0;25.0;42;123.0;89.0;3.0;1753.0;62.5;18.0;7.0;57;4;17;66.3;;;;;
175;Valon Behrami;Milieu;Genoa;36;10;2;311;3.5;0;0;3;0;d3d758d8;1;0;0.0;44.0;66.0;66.7;5.0;3.0;1;0.0;4.0;1.0;3.0;1;4.0;4.0;0.0;91.0;100.0;6.0;3.0;8;0;2;0.0;;;;;
176;Vid Belec;GK;Salernitana;31;23;21;1938;21.5;0;0;1;0;4f8ce0e1;0;0;;367.0;575.0;63.8;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;9.0;1.0;628.0;;1.0;0.0;1;0;0;100.0;65.9;4.8;3.6;;
177;Raoul Bellanova;Milieu;Cagliari;21;31;27;2496;27.7;1;2;3;0;e3756e72;23;5;21.7;667.0;933.0;71.5;65.0;29.0;15;22.2;39.0;8.0;31.0;21;50.0;51.0;0.0;1216.0;53.4;42.0;22.0;10;2;96;36.6;;;;;
178;Andrea Belotti;FW;Torino;27;22;16;1371;15.2;8;1;1;0;d705ba44;55;17;30.9;252.0;369.0;68.3;39.0;7.0;3;25.0;12.0;4.0;8.0;2;9.0;9.0;0.0;543.0;60.0;59.0;28.0;26;16;13;41.7;;;;;
179;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;145.0;100.0;1.0;0.0;4;0;4;37.5;;;;;
180;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;145.0;100.0;1.0;0.0;5;0;13;33.3;;;;;
181;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;214.0;25.0;5.0;1.0;4;0;4;37.5;;;;;
182;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;214.0;25.0;5.0;1.0;5;0;13;33.3;;;;;
183;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;145.0;100.0;1.0;0.0;4;0;4;37.5;;;;;
184;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;145.0;100.0;1.0;0.0;5;0;13;33.3;;;;;
185;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;214.0;25.0;5.0;1.0;4;0;4;37.5;;;;;
186;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;1.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;214.0;25.0;5.0;1.0;5;0;13;33.3;;;;;
187;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;145.0;100.0;1.0;0.0;4;0;4;37.5;;;;;
188;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;145.0;100.0;1.0;0.0;5;0;13;33.3;;;;;
189;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;214.0;25.0;5.0;1.0;4;0;4;37.5;;;;;
190;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;1.0;0;50.0;3.0;0.0;3.0;3;4.0;3.0;0.0;214.0;25.0;5.0;1.0;5;0;13;33.3;;;;;
191;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;145.0;100.0;1.0;0.0;4;0;4;37.5;;;;;
192;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;145.0;100.0;1.0;0.0;5;0;13;33.3;;;;;
193;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;214.0;25.0;5.0;1.0;4;0;4;37.5;;;;;
194;Marco Benassi;Milieu;Fiorentina;26;6;1;158;1.8;0;0;1;0;0000acda;3;0;0.0;108.0;133.0;81.2;7.0;6.0;3;10.0;4.0;0.0;4.0;3;9.0;6.0;0.0;214.0;25.0;5.0;1.0;5;0;13;33.3;;;;;
