;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp%;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;FDD;FDA
147;2020-12-23;L;0;0;Home;1;41.0;24.7;3-4-3;2.0;13.6;68.8;15.0;16.0;-395.57;4;12;3-4-3;Hellas-Verona;reste;6.0;0;4;0;2.0;18.0;0.0;20.0;-0.9711538461538463;1.650420694593627
148;2021-01-03;W;1;1;Away;0;47.0;24.7;3-4-3;3.0;16.9;68.5;18.0;10.0;84.47999999999998;11;1;4-3-3;Hellas-Verona;reste;12.0;0;0;0;7.0;7.0;0.0;22.0;0.3221153846153846;2.0873165055495884
149;2021-01-06;D;0;1;Away;0;54.0;24.7;3-4-3;2.0;18.6;74.6;11.0;18.0;-60.420000000000016;3;1;3-5-2;Hellas-Verona;reste;8.0;0;3;0;1.0;17.0;0.0;12.0;-1.3413461538461537;1.2483888292158967
151;2021-01-16;L;0;0;Away;0;52.0;24.7;3-4-3;1.0;20.7;75.3;15.0;10.0;-23.22;6;1;4-5-1;Hellas-Verona;reste;8.0;0;1;0;2.0;19.0;1.0;15.0;-1.6586538461538463;1.2936582527747944
152;2021-01-24;W;1;1;Home;1;48.0;24.7;3-4-3;7.0;18.7;76.0;16.0;13.0;-314.25;8;1;4-5-1;Hellas-Verona;reste;14.0;0;2;0;3.0;12.0;0.0;7.0;-0.33173076923076916;1.2005236305048337
153;2021-01-31;L;0;0;Away;0;52.0;24.7;3-4-3;1.0;17.9;77.0;10.0;11.0;-218.27;7;1;3-4-3;Hellas-Verona;reste;8.0;0;1;0;2.0;15.0;0.0;15.0;-0.8557692307692307;1.4365153956319374
154;2021-02-07;L;0;0;Away;0;54.0;24.7;3-4-3;0.0;17.2;75.5;19.0;15.0;20.679999999999982;7;2;3-4-3;Hellas-Verona;reste;6.0;0;4;0;2.0;16.0;1.0;9.0;-1.4759615384615385;1.0073174006444683
156;2021-02-20;D;0;1;Away;0;50.0;24.7;3-4-3;3.0;17.7;73.6;13.0;17.0;41.69999999999999;5;2;3-5-2;Hellas-Verona;reste;9.0;0;1;0;1.0;14.0;1.0;11.0;-1.9375;1.2241317579663447
157;2021-02-27;D;0;1;Home;1;45.0;24.7;3-4-3;4.0;18.3;74.7;20.0;18.0;-479.52;7;2;3-5-2;Hellas-Verona;reste;13.0;0;2;0;2.0;15.0;2.0;14.0;-2.5240384615384617;1.5433002148227715
159;2021-03-07;L;0;0;Home;1;54.0;24.7;3-4-3;0.0;14.2;73.1;11.0;14.0;-383.97;4;3;4-5-1;Hellas-Verona;reste;11.0;0;2;0;0.0;11.0;2.0;12.0;-2.7163461538461537;1.660378625134264
160;2021-03-13;L;0;0;Away;0;59.0;24.7;3-4-3;5.0;17.4;80.3;12.0;17.0;-88.02000000000002;6;3;4-5-1;Hellas-Verona;reste;13.0;0;2;0;3.0;17.0;1.0;15.0;-2.2019230769230766;1.8973326172574296
161;2021-03-21;L;0;0;Home;1;52.0;24.7;3-4-3;1.0;18.3;66.9;15.0;23.0;-235.77;8;3;4-5-1;Hellas-Verona;reste;3.0;0;3;0;2.0;15.0;2.0;20.0;-3.2211538461538463;1.416107232366631
162;2021-04-03;W;1;1;Away;0;52.0;24.7;3-4-3;5.0;19.2;70.7;12.0;18.0;28.449999999999992;13;4;3-5-2;Hellas-Verona;reste;10.0;0;3;0;1.0;24.0;0.0;16.0;-1.7019230769230769;1.5576888650196925
163;2021-04-11;L;0;0;Home;1;45.0;24.7;3-4-3;0.0;20.7;72.2;7.0;15.0;-101.50000000000004;8;4;3-5-2;Hellas-Verona;reste;5.0;0;0;0;2.0;12.0;0.0;13.0;-1.1490384615384617;0.8583512352309346
164;2021-04-17;L;0;0;Away;0;51.0;24.7;3-4-3;4.0;14.4;72.9;13.0;14.0;34.42999999999998;6;4;4-5-1;Hellas-Verona;reste;19.0;0;3;0;3.0;11.0;1.0;16.0;-1.5625;2.347542964554243
165;2021-04-20;L;0;0;Home;1;64.0;24.7;3-4-3;4.0;10.9;80.9;8.0;16.0;-162.82000000000005;3;4;3-5-2;Hellas-Verona;reste;9.0;0;2;0;3.0;5.0;1.0;19.0;-1.6971153846153846;2.3166845685642676
166;2021-04-25;L;0;0;Away;0;51.0;24.7;3-4-3;1.0;13.4;83.6;12.0;13.0;-395.57;5;4;3-5-2;Hellas-Verona;reste;12.0;0;3;0;0.0;12.0;2.0;7.0;-2.6394230769230766;1.3985633727175082
167;2021-05-01;D;0;1;Home;1;46.0;24.7;3-4-3;5.0;14.5;70.9;15.0;27.0;84.47999999999998;6;5;4-3-3;Hellas-Verona;reste;8.0;0;6;0;2.0;13.0;3.0;16.0;-4.346153846153847;1.567221625492302
168;2021-05-09;D;0;1;Home;1;57.0;24.7;3-4-3;6.0;17.7;75.9;9.0;16.0;-60.420000000000016;8;5;3-5-2;Hellas-Verona;reste;24.0;0;3;0;3.0;7.0;0.0;22.0;-0.7451923076923077;2.9719387755102042
170;2021-05-17;D;0;1;Home;1;51.0;24.7;3-4-3;2.0;18.6;78.5;7.0;19.0;-23.22;4;5;4-5-1;Hellas-Verona;reste;12.0;0;3;0;3.0;13.0;1.0;17.0;-2.4615384615384617;1.7582572502685285
171;2021-05-23;D;0;1;Away;0;45.0;24.7;3-4-3;3.0;17.6;79.6;15.0;25.0;-314.25;6;5;4-5-1;Hellas-Verona;reste;8.0;0;4;0;3.0;16.0;0.0;13.0;-1.4086538461538463;1.204014500537057
172;2020-09-26;W;1;1;Home;1;67.0;27.2;3-5-2;8.0;18.3;86.9;12.0;14.0;232.74999999999997;10;9;3-5-2;Internazionale;automne;21.0;0;1;0;1.0;10.0;0.0;11.0;-0.5769230769230769;2.241765127103473
174;2020-10-04;D;0;1;Away;0;60.0;27.2;3-5-2;3.0;16.9;84.5;10.0;13.0;294.06999999999994;4;10;3-5-2;Internazionale;automne;12.0;0;4;1;4.0;12.0;0.0;14.0;-0.7932692307692307;1.8153866809881847
175;2020-10-17;L;0;0;Home;1;55.0;27.2;3-5-2;5.0;13.7;80.5;14.0;18.0;11.599999999999907;13;10;4-5-1;Internazionale;automne;18.0;0;3;0;3.0;10.0;1.0;11.0;-1.6730769230769231;2.0784326888650195
177;2020-10-24;W;1;1;Away;0;60.0;27.2;3-5-2;4.0;15.5;84.0;12.0;17.0;437.27;3;10;3-5-2;Internazionale;automne;14.0;0;1;0;1.0;1.0;0.0;11.0;-0.20192307692307687;1.8243152524167559
181;2020-11-08;D;0;1;Away;0;48.0;27.2;3-5-2;3.0;16.7;85.2;5.0;13.0;159.79999999999995;5;11;3-4-3;Internazionale;automne;10.0;0;3;0;1.0;9.0;2.0;15.0;-2.9903846153846154;1.5525644468313642
182;2020-11-22;W;1;1;Home;1;56.0;27.2;3-5-2;3.0;14.1;85.5;10.0;20.0;335.15;14;11;3-5-2;Internazionale;automne;12.0;1;3;0;2.0;12.0;2.0;14.0;-3.230769230769231;1.8880683852488365
184;2020-11-28;W;1;1;Away;0;35.0;27.2;3-5-2;4.0;17.1;81.1;15.0;16.0;307.5499999999999;3;11;4-5-1;Internazionale;automne;11.0;0;1;0;3.0;13.0;0.0;13.0;-0.6586538461538463;1.2415861081274615
186;2020-12-05;W;1;1;Home;1;46.0;27.2;3-5-2;7.0;15.0;81.8;7.0;12.0;372.35;4;12;3-4-3;Internazionale;reste;14.0;0;1;0;2.0;14.0;2.0;13.0;-3.0865384615384617;1.7292114214106693
188;2020-12-13;W;1;1;Away;0;58.0;27.2;3-5-2;11.0;14.4;85.5;11.0;17.0;424.02;4;12;4-5-1;Internazionale;reste;21.0;0;1;0;2.0;11.0;0.0;11.0;-0.9038461538461539;2.2828499820981025
189;2020-12-16;W;1;1;Home;1;41.0;27.2;3-5-2;1.0;19.1;86.7;8.0;17.0;81.31999999999994;3;12;4-5-1;Internazionale;reste;4.0;1;5;0;4.0;17.0;0.0;9.0;-1.5096153846153846;0.5573084496956677
190;2020-12-20;W;1;1;Home;1;42.0;27.2;3-5-2;3.0;17.4;84.6;14.0;10.0;480.05;4;12;4-3-3;Internazionale;reste;8.0;1;1;0;2.0;7.0;1.0;9.0;-0.9855769230769231;0.9115870032223418
191;2020-12-23;W;1;1;Away;0;59.0;27.2;3-4-3;5.0;15.1;79.7;14.0;20.0;395.57;3;12;3-4-3;Internazionale;reste;18.0;0;2;0;4.0;6.0;1.0;16.0;-1.5480769230769231;2.38967955603294
193;2021-01-06;L;0;0;Away;0;63.0;27.2;3-5-2;6.0;13.5;80.5;6.0;18.0;430.0;3;1;4-4-2;Internazionale;reste;23.0;0;4;0;3.0;9.0;2.0;13.0;-3.2259615384615383;2.666487647690656
194;2021-01-10;D;0;1;Away;0;50.0;27.2;3-5-2;6.0;12.4;84.4;6.0;11.0;177.29999999999995;4;1;3-4-3;Internazionale;reste;17.0;0;3;0;3.0;14.0;0.0;18.0;-1.1009615384615383;2.4320399212316506
196;2021-01-17;W;1;1;Home;1;49.0;27.2;3-5-2;5.0;19.3;87.0;6.0;8.0;-83.95000000000005;4;1;4-4-2;Internazionale;reste;17.0;0;2;0;2.0;9.0;0.0;14.0;-0.6009615384615384;1.8124552452559972
197;2021-01-23;D;0;1;Away;0;61.0;27.2;3-5-2;4.0;22.3;85.1;7.0;16.0;416.25;6;1;3-5-2;Internazionale;reste;10.0;0;2;0;3.0;6.0;0.0;11.0;-0.8365384615384616;1.2449203365556751
201;2021-02-05;W;1;1;Away;0;55.0;27.2;3-5-2;6.0;15.4;85.9;8.0;10.0;232.74999999999997;3;2;5-3-2;Internazionale;reste;14.0;0;1;0;3.0;15.0;0.0;9.0;-0.9471153846153846;1.6166979949874687
203;2021-02-14;W;1;1;Home;1;36.0;27.2;3-5-2;6.0;17.6;74.0;12.0;7.0;294.06999999999994;5;2;3-5-2;Internazionale;reste;11.0;1;2;0;1.0;14.0;1.0;4.0;-1.3894230769230769;0.6711197636949516
204;2021-02-21;W;1;1;Away;0;40.0;27.2;3-5-2;6.0;15.1;80.7;15.0;10.0;11.599999999999907;7;2;4-5-1;Internazionale;reste;16.0;0;1;0;2.0;14.0;0.0;9.0;-0.34615384615384626;1.4938462226996063
205;2021-02-28;W;1;1;Home;1;51.0;27.2;3-5-2;12.0;15.9;85.8;8.0;12.0;437.27;7;2;3-5-2;Internazionale;reste;24.0;0;0;0;2.0;3.0;0.0;8.0;-0.3221153846153846;2.083512352309345
207;2021-03-08;W;1;1;Home;1;44.0;27.2;3-5-2;1.0;17.4;80.9;28.0;11.0;159.79999999999995;4;3;3-4-3;Internazionale;reste;5.0;0;0;0;1.0;13.0;0.0;17.0;0.6538461538461537;1.2591747225205872
208;2021-03-14;W;1;1;Away;0;68.0;27.2;3-5-2;2.0;15.3;86.4;5.0;12.0;335.15;6;3;3-5-2;Internazionale;reste;12.0;1;1;0;0.0;7.0;0.0;11.0;-0.8028846153846154;1.8498702112423917
209;2021-04-03;W;1;1;Away;0;44.0;27.2;3-5-2;3.0;18.1;78.6;8.0;15.0;372.35;20;4;4-5-1;Internazionale;reste;14.0;0;4;0;4.0;12.0;1.0;17.0;-2.0721153846153846;1.7859604368063011
210;2021-04-07;W;1;1;Home;1;30.0;27.2;3-5-2;2.0;13.7;86.0;8.0;8.0;307.5499999999999;4;4;4-5-1;Internazionale;reste;7.0;0;2;0;3.0;15.0;1.0;13.0;-1.8221153846153846;1.0773361976369493
211;2021-04-11;W;1;1;Home;1;53.0;27.2;3-5-2;7.0;18.8;88.0;4.0;10.0;424.02;4;4;3-5-2;Internazionale;reste;15.0;0;1;0;1.0;7.0;0.0;12.0;-0.7548076923076923;1.6581408879341208
212;2021-04-18;D;0;1;Away;0;44.0;27.2;3-5-2;2.0;16.9;88.6;7.0;12.0;81.31999999999994;7;4;4-5-1;Internazionale;reste;10.0;0;2;0;5.0;12.0;0.0;12.0;-0.9615384615384616;1.2846849266022198
213;2021-04-21;D;0;1;Away;0;64.0;27.2;3-5-2;5.0;13.9;86.5;6.0;7.0;480.05;3;4;4-3-3;Internazionale;reste;20.0;0;0;0;2.0;1.0;0.0;8.0;-0.038461538461538436;2.163623344074472
214;2021-04-25;W;1;1;Home;1;49.0;27.2;3-5-2;3.0;20.4;84.1;8.0;7.0;395.57;4;4;3-4-3;Internazionale;reste;12.0;0;0;0;3.0;12.0;0.0;13.0;-0.5721153846153846;1.3813327962764055
216;2021-05-08;W;1;1;Home;1;55.0;27.2;3-5-2;6.0;18.9;87.9;11.0;10.0;430.0;7;5;4-5-1;Internazionale;reste;13.0;1;0;0;2.0;14.0;0.0;14.0;-0.6538461538461539;1.68812656641604
217;2021-05-12;W;1;1;Home;1;52.0;27.2;3-5-2;5.0;17.8;89.5;4.0;4.0;177.29999999999995;4;5;4-5-1;Internazionale;reste;14.0;0;0;0;4.0;20.0;0.0;12.0;-1.1923076923076923;1.6291174364482637
218;2021-05-15;L;0;0;Away;0;59.0;27.2;3-5-2;2.0;18.9;89.8;7.0;18.0;-83.95000000000005;3;5;4-4-2;Internazionale;reste;7.0;1;5;1;6.0;11.0;1.0;10.0;-2.2740384615384617;1.1333020050125315
219;2021-05-23;W;1;1;Home;1;48.0;27.2;3-5-2;6.0;17.1;85.2;7.0;13.0;416.25;8;5;3-6-1;Internazionale;reste;14.0;1;1;0;0.0;7.0;1.0;16.0;-1.7115384615384617;1.8446562835660578
220;2020-09-20;W;1;1;Home;1;66.0;25.0;3-5-2;8.0;17.3;88.7;16.0;15.0;513.95;10;9;4-5-1;Juventus;automne;20.0;0;1;0;1.0;15.0;1.0;9.0;-1.6442307692307692;2.0877416756176155
221;2020-09-27;D;0;1;Away;0;60.0;25.0;4-4-2;2.0;16.9;86.6;13.0;9.0;261.25;7;9;3-4-3;Juventus;automne;7.0;1;3;1;2.0;10.0;1.0;19.0;-1.1875;1.8153866809881847
224;2020-10-25;D;0;1;Home;1;62.0;25.0;3-5-2;6.0;17.7;84.9;13.0;14.0;479.52;5;10;3-4-3;Juventus;automne;22.0;0;1;0;4.0;6.0;0.0;19.0;-0.25;2.747158073755818
226;2020-11-01;W;1;1;Away;0;56.0;25.0;4-4-2;3.0;13.9;86.8;16.0;7.0;564.0;4;11;4-3-3;Juventus;automne;6.0;1;1;0;3.0;16.0;0.0;14.0;-0.20673076923076916;1.5232724668814894
228;2020-11-08;D;0;1;Away;0;46.0;25.0;4-4-2;5.0;19.3;87.1;15.0;11.0;378.02;4;11;3-5-2;Juventus;automne;11.0;0;2;0;2.0;14.0;1.0;12.0;-1.4086538461538463;1.2598236663086286
229;2020-11-21;W;1;1;Home;1;66.0;25.0;4-4-2;6.0;15.7;89.8;11.0;11.0;507.97;13;11;3-4-3;Juventus;automne;24.0;0;3;0;2.0;4.0;0.0;7.0;-0.09134615384615385;2.29437432867884
233;2020-12-05;W;1;1;Home;1;65.0;25.0;4-4-2;4.0;19.2;82.8;9.0;17.0;419.1;3;12;3-5-2;Juventus;reste;17.0;0;3;1;3.0;7.0;1.0;10.0;-1.8076923076923077;1.8482590404582888
235;2020-12-13;W;1;1;Away;0;69.0;25.0;3-5-2;8.0;16.3;85.1;21.0;14.0;521.22;5;12;4-4-2;Juventus;reste;16.0;2;3;0;3.0;3.0;1.0;14.0;-0.4471153846153846;2.253893662728249
236;2020-12-16;D;0;1;Home;1;54.0;25.0;4-4-2;6.0;16.5;85.0;23.0;14.0;243.75;3;12;3-5-2;Juventus;reste;11.0;0;3;0;2.0;15.0;2.0;18.0;-2.043269230769231;1.9180316863587539
238;2020-12-22;L;0;0;Home;1;54.0;25.0;3-5-2;3.0;22.7;86.6;7.0;9.0;316.7;3;12;3-5-2;Juventus;reste;13.0;0;1;1;4.0;9.0;0.0;17.0;-0.5865384615384616;1.6642051557465092
239;2021-01-03;W;1;1;Home;1;63.0;25.0;4-4-2;10.0;18.5;89.7;12.0;14.0;500.2;12;1;3-5-2;Juventus;reste;20.0;0;3;0;0.0;10.0;0.0;8.0;-0.5769230769230769;1.9113856068743291
240;2021-01-06;W;1;1;Away;0;57.0;25.0;4-4-2;6.0;15.2;85.8;6.0;11.0;95.54999999999997;3;1;4-5-1;Juventus;reste;14.0;0;2;0;1.0;20.0;1.0;17.0;-2.4759615384615383;2.1619897959183674
241;2021-01-10;W;1;1;Home;1;55.0;25.0;4-4-2;8.0;17.0;90.0;11.0;11.0;391.5;4;1;4-5-1;Juventus;reste;23.0;0;4;0;2.0;10.0;1.0;3.0;-1.4663461538461537;1.722565341926244
243;2021-01-17;L;0;0;Away;0;51.0;25.0;4-4-2;4.0;19.3;86.8;8.0;14.0;83.95000000000005;4;1;3-5-2;Juventus;reste;9.0;0;2;0;2.0;17.0;1.0;8.0;-2.3221153846153846;0.9725429645542429
245;2021-01-24;W;1;1;Home;1;53.0;25.0;4-4-2;11.0;17.8;84.6;11.0;11.0;456.3;4;1;4-5-1;Juventus;reste;23.0;0;3;0;2.0;11.0;1.0;17.0;-1.5288461538461537;2.521661296097386
247;2021-01-30;W;1;1;Away;0;61.0;25.0;4-4-2;3.0;19.8;88.7;19.0;10.0;513.95;3;1;4-4-2;Juventus;reste;9.0;0;2;0;4.0;6.0;0.0;11.0;0.46153846153846145;1.3099713569638385
249;2021-02-06;W;1;1;Home;1;48.0;25.0;4-4-2;2.0;14.7;84.8;8.0;9.0;261.25;4;2;3-4-3;Juventus;reste;3.0;0;2;0;2.0;14.0;0.0;13.0;-0.8221153846153846;1.0921052631578947
251;2021-02-13;L;0;0;Away;0;62.0;25.0;4-4-2;6.0;17.3;85.1;13.0;18.0;165.26999999999995;4;2;4-5-1;Juventus;reste;24.0;0;3;0;2.0;7.0;2.0;9.0;-2.5625;2.267566237021124
254;2021-02-27;D;0;1;Away;0;55.0;25.0;3-5-2;5.0;19.4;76.7;11.0;14.0;479.52;5;2;3-4-3;Juventus;reste;15.0;0;2;0;2.0;13.0;0.0;18.0;-0.8413461538461539;2.0376163623344077
255;2021-03-02;W;1;1;Home;1;47.0;25.0;4-4-2;7.0;14.6;81.0;10.0;14.0;564.0;3;3;4-3-3;Juventus;reste;18.0;0;2;0;0.0;11.0;0.0;13.0;-0.7932692307692307;2.0171634443250985
256;2021-03-06;W;1;1;Home;1;52.0;25.0;4-5-1;4.0;18.8;84.4;22.0;10.0;378.02;4;3;3-5-2;Juventus;reste;6.0;1;0;0;1.0;15.0;1.0;13.0;-0.8701923076923077;1.1405970282849984
258;2021-03-14;W;1;1;Away;0;49.0;25.0;4-4-2;5.0;12.9;84.7;13.0;16.0;507.97;5;3;3-5-2;Juventus;reste;9.0;1;2;0;0.0;12.0;0.0;12.0;-0.75;1.513985857500895
260;2021-04-03;D;0;1;Away;0;70.0;25.0;4-4-2;8.0;15.8;87.6;8.0;15.0;419.1;13;4;3-5-2;Juventus;reste;22.0;0;2;0;3.0;10.0;3.0;16.0;-3.9471153846153846;2.796947726459005
261;2021-04-07;W;1;1;Home;1;47.0;25.0;4-4-2;3.0;14.2;87.2;12.0;17.0;165.26999999999995;4;4;4-5-1;Juventus;reste;12.0;0;1;0;2.0;13.0;2.0;12.0;-2.9519230769230766;1.6000716075904045
262;2021-04-11;W;1;1;Home;1;57.0;25.0;4-4-2;12.0;16.4;91.1;8.0;15.0;521.22;4;4;3-5-2;Juventus;reste;25.0;0;3;0;3.0;10.0;1.0;11.0;-1.9471153846153846;2.413265306122449
263;2021-04-18;L;0;0;Away;0;55.0;25.0;4-4-2;1.0;16.1;83.6;12.0;16.0;243.75;7;4;3-5-2;Juventus;reste;11.0;0;2;0;3.0;14.0;1.0;18.0;-1.9519230769230769;1.9559837092731829
265;2021-04-25;D;0;1;Away;0;67.0;25.0;3-5-2;1.0;13.7;85.4;14.0;16.0;316.7;4;4;3-5-2;Juventus;reste;9.0;0;1;0;3.0;11.0;3.0;13.0;-3.6105769230769234;1.8514590046544934
266;2021-05-02;W;1;1;Away;0;58.0;25.0;4-4-2;3.0;17.7;86.3;18.0;18.0;500.2;7;5;3-6-1;Juventus;reste;13.0;1;0;0;3.0;8.0;0.0;14.0;-0.24038461538461542;1.801982635159327
267;2021-05-09;L;0;0;Home;1;56.0;25.0;4-4-2;1.0;16.7;85.1;12.0;17.0;95.54999999999997;7;5;4-5-1;Juventus;reste;16.0;0;2;0;2.0;9.0;0.0;12.0;-0.7019230769230769;1.8804153240243466
268;2021-05-12;W;1;1;Away;0;35.0;25.0;4-4-2;7.0;18.9;80.7;8.0;13.0;391.5;3;5;4-5-1;Juventus;reste;15.0;0;2;0;1.0;18.0;0.0;10.0;-1.3221153846153846;1.2122493734335842
269;2021-05-15;W;1;1;Home;1;41.0;25.0;4-4-2;4.0;16.2;87.6;10.0;10.0;83.95000000000005;3;5;3-5-2;Juventus;reste;11.0;1;5;1;6.0;7.0;2.0;18.0;-2.293269230769231;1.7052676333691372
271;2021-05-23;W;1;1;Away;0;51.0;25.0;4-4-2;9.0;14.9;86.7;6.0;16.0;456.3;4;5;4-5-1;Juventus;reste;21.0;0;2;0;1.0;20.0;0.0;7.0;-1.7884615384615383;1.8845327604726103
272;2020-09-26;W;1;1;Away;0;55.0;27.2;3-5-2;6.0;16.0;82.6;12.0;13.0;129.95000000000002;10;9;4-3-3;Lazio;automne;16.0;0;1;0;1.0;9.0;2.0;8.0;-2.4519230769230766;1.6485857500895094
273;2020-09-30;L;0;0;Home;1;61.0;27.2;3-5-2;5.0;14.5;81.0;14.0;16.0;-134.26999999999998;4;9;3-4-3;Lazio;automne;14.0;0;7;0;2.0;10.0;1.0;11.0;-1.5480769230769231;1.8928795202291444
274;2020-10-04;D;0;1;Home;1;40.0;27.2;3-5-2;4.0;14.8;81.5;15.0;14.0;-294.06999999999994;4;10;3-5-2;Lazio;automne;12.0;0;3;1;5.0;12.0;0.0;13.0;-0.47115384615384626;1.5091523451485858
275;2020-10-17;L;0;0;Away;0;48.0;27.2;3-5-2;0.0;23.9;81.7;25.0;10.0;135.93;13;10;4-4-2;Lazio;automne;10.0;0;2;0;2.0;12.0;0.0;12.0;0.5480769230769231;0.997717508055854
277;2020-10-24;W;1;1;Home;1;48.0;27.2;3-5-2;3.0;18.1;79.2;18.0;14.0;78.28000000000003;4;10;4-5-1;Lazio;automne;10.0;0;3;0;3.0;21.0;1.0;16.0;-1.8028846153846154;1.5436358754027926
279;2020-11-01;W;1;1;Away;0;55.0;27.2;3-5-2;3.0;16.9;85.0;16.0;11.0;41.08000000000001;4;11;4-4-2;Lazio;automne;11.0;1;4;0;2.0;10.0;2.0;11.0;-2.081730769230769;1.4776673827425708
281;2020-11-08;D;0;1;Home;1;54.0;27.2;3-5-2;4.0;18.2;84.3;7.0;12.0;-378.02;4;11;4-4-2;Lazio;automne;14.0;0;2;0;2.0;11.0;1.0;11.0;-1.8990384615384617;1.581296992481203
284;2020-11-29;L;0;0;Home;1;56.0;27.2;3-5-2;5.0;23.4;81.7;11.0;16.0;122.18;5;11;3-5-2;Lazio;automne;10.0;1;3;0;4.0;9.0;0.0;10.0;-0.7163461538461539;1.038578589330469
286;2020-12-05;W;1;1;Away;0;35.0;27.2;3-6-1;2.0;16.5;75.0;10.0;12.0;185.98;3;12;4-3-3;Lazio;reste;4.0;0;1;0;3.0;15.0;1.0;15.0;-1.9182692307692308;0.9596983530254208
288;2020-12-12;L;0;0;Home;1;59.0;27.2;3-5-2;4.0;15.0;77.3;10.0;13.0;101.50000000000004;4;12;4-5-1;Lazio;reste;12.0;0;5;0;3.0;7.0;0.0;15.0;-0.4807692307692307;1.957281596849266
290;2020-12-20;W;1;1;Home;1;40.0;27.2;3-5-2;2.0;13.3;81.0;14.0;12.0;-212.75;5;12;4-5-1;Lazio;reste;10.0;0;4;0;3.0;14.0;0.0;8.0;-0.5480769230769231;1.1481829573934836
291;2020-12-23;L;0;0;Away;0;61.0;27.2;3-5-2;6.0;19.2;82.5;10.0;14.0;-282.47;3;12;4-5-1;Lazio;reste;12.0;0;4;0;2.0;12.0;1.0;9.0;-1.8557692307692308;1.4030836018617978
292;2021-01-03;D;0;1;Away;0;60.0;27.2;3-5-2;2.0;20.4;80.6;13.0;18.0;143.20000000000005;11;1;3-5-2;Lazio;reste;11.0;1;4;0;2.0;10.0;0.0;11.0;-0.75;1.386815252416756
293;2021-01-06;W;1;1;Home;1;45.0;27.2;3-5-2;3.0;16.9;83.1;13.0;11.0;-61.31999999999999;3;1;3-5-2;Lazio;reste;13.0;0;3;0;1.0;11.0;1.0;11.0;-1.375;1.427228786251343
295;2021-01-15;W;1;1;Home;1;40.0;27.2;3-5-2;8.0;19.0;79.6;14.0;12.0;-116.76999999999998;5;1;3-4-3;Lazio;reste;8.0;0;5;0;4.0;6.0;0.0;19.0;-0.04807692307692313;1.4198666308628716
297;2021-01-24;W;1;1;Home;1;49.0;27.2;3-5-2;6.0;17.7;84.8;9.0;16.0;13.480000000000016;3;1;4-5-1;Lazio;reste;20.0;0;2;0;3.0;5.0;0.0;15.0;-0.6201923076923077;2.144087898317222
299;2021-01-31;W;1;1;Away;0;43.0;27.2;3-5-2;7.0;19.3;71.1;9.0;20.0;-134.26999999999998;4;1;3-4-3;Lazio;reste;14.0;0;2;0;0.0;8.0;0.0;12.0;-1.0576923076923077;1.3946920873612605
300;2021-02-07;W;1;1;Home;1;63.0;27.2;3-5-2;6.0;16.6;81.1;13.0;16.0;129.95000000000002;7;2;3-4-3;Lazio;reste;14.0;0;2;0;2.0;7.0;0.0;14.0;-0.4375;2.008324382384533
301;2021-02-14;L;0;0;Away;0;64.0;27.2;3-5-2;6.0;20.7;84.3;10.0;4.0;-294.06999999999994;7;2;3-5-2;Lazio;reste;14.0;0;1;0;2.0;11.0;1.0;7.0;-1.1682692307692308;1.3791845685642679
302;2021-02-20;W;1;1;Home;1;56.0;27.2;3-5-2;6.0;16.8;82.4;16.0;14.0;135.93;6;2;3-5-2;Lazio;reste;12.0;0;4;0;3.0;10.0;1.0;17.0;-1.2692307692307692;1.93781328320802
304;2021-02-27;L;0;0;Away;0;60.0;27.2;3-5-2;6.0;18.4;77.6;9.0;18.0;78.28000000000003;4;2;4-5-1;Lazio;reste;19.0;0;2;0;1.0;11.0;0.0;9.0;-1.1201923076923077;1.8638560687432868
305;2021-03-06;L;0;0;Away;0;48.0;27.2;3-5-2;4.0;19.8;84.8;9.0;13.0;-378.02;7;3;4-5-1;Lazio;reste;15.0;0;1;0;0.0;6.0;1.0;10.0;-1.4951923076923077;1.3944011815252417
308;2021-03-21;W;1;1;Away;0;49.0;27.2;3-5-2;6.0;17.6;81.8;6.0;13.0;122.18;4;3;3-5-2;Lazio;reste;16.0;0;3;0;1.0;12.0;1.0;9.0;-2.1009615384615383;1.524189939133548
309;2021-04-03;W;1;1;Home;1;51.0;27.2;3-5-2;4.0;18.9;79.2;4.0;18.0;185.98;13;4;4-3-3;Lazio;reste;10.0;1;3;2;3.0;7.0;0.0;20.0;-1.2548076923076923;1.805451127819549
310;2021-04-11;W;1;1;Away;0;55.0;27.2;3-5-2;1.0;18.8;78.8;10.0;13.0;101.50000000000004;8;4;3-4-3;Lazio;reste;12.0;0;2;0;0.0;5.0;0.0;15.0;-0.3557692307692307;1.6932286072323666
312;2021-04-22;L;0;0;Away;0;51.0;27.2;3-5-2;3.0;15.8;86.7;11.0;18.0;-212.75;4;4;4-5-1;Lazio;reste;16.0;0;4;0;4.0;9.0;1.0;7.0;-1.8413461538461537;1.5261143931256713
313;2021-04-26;W;1;1;Home;1;40.0;27.2;3-5-2;5.0;15.4;75.8;13.0;9.0;-282.47;4;4;4-5-1;Lazio;reste;14.0;0;2;0;0.0;16.0;1.0;11.0;-1.5625;1.4785401002506267
