;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value;repos
14;2022-11-13;12:30;Serie A;Matchweek 15;Sun;Home;L;2.0;3.0;Inter;1.8;2.2;47.0;19353.0;Hans Hateboer;4-2-3-1;Daniele Chiffi;Match Report;;Atalanta;2022-11-1312:30Serie AMatchweek 15HomeLInterAtalanta;17.0;6.0;19.4;1.0;1;453.0;77.0;0;0;0;10.0;1.0;8.0;26.4;€329.50m;4
15;2023-01-04;14:30;Serie A;Matchweek 16;Wed;Away;D;2.0;2.0;Spezia;2.1;1.5;64.0;7417.0;Rafael Tolói;3-4-1-2;Antonio Giua;Match Report;;Atalanta;2023-01-0414:30Serie AMatchweek 16AwayDSpeziaAtalanta;19.0;3.0;13.2;0.0;0;644.0;79.3;3;0;0;11.0;1.0;14.0;26.4;€329.50m;52
16;2023-01-09;20:45;Serie A;Matchweek 17;Mon;Away;W;2.0;1.0;Bologna;0.5;0.5;49.0;16953.0;Rafael Tolói;3-4-1-2;Marco Di Bello;Match Report;;Atalanta;2023-01-0920:45Serie AMatchweek 17AwayWBolognaAtalanta;7.0;3.0;16.6;0.0;0;564.0;78.5;2;0;0;15.0;1.0;18.0;26.4;€329.50m;5
17;2023-01-15;18:00;Serie A;Matchweek 18;Sun;Home;W;8.0;2.0;Salernitana;2.9;1.0;57.0;18499.0;Rafael Tolói;3-4-3;Gianluca Aureliano;Match Report;;Atalanta;2023-01-1518:00Serie AMatchweek 18HomeWSalernitanaAtalanta;17.0;11.0;18.4;0.0;1;565.0;86.2;1;0;0;10.0;1.0;13.0;26.4;€329.50m;6
18;2023-01-19;15:00;Coppa Italia;Round of 16;Thu;Home;W;5.0;2.0;Spezia;;;57.0;;Hans Hateboer;3-4-3;Andrea Colombo;Match Report;;Atalanta;2023-01-1915:00Coppa ItaliaRound of 16HomeWSpeziaAtalanta;18.0;6.0;;;0;;;1;0;0;13.0;2.0;17.0;26.4;€329.50m;4
19;2023-01-22;20:45;Serie A;Matchweek 19;Sun;Away;D;3.0;3.0;Juventus;1.0;1.9;53.0;;Rafael Tolói;3-4-3;Livio Marinelli;Match Report;;Atalanta;2023-01-2220:45Serie AMatchweek 19AwayDJuventusAtalanta;14.0;4.0;17.7;0.0;0;588.0;82.3;2;0;0;6.0;0.0;13.0;26.4;€329.50m;3
20;2023-01-28;20:45;Serie A;Matchweek 20;Sat;Home;W;2.0;0.0;Sampdoria;1.8;0.8;61.0;;Rafael Tolói;3-4-3;Daniele Doveri;Match Report;;Atalanta;2023-01-2820:45Serie AMatchweek 20HomeWSampdoriaAtalanta;21.0;5.0;14.8;1.0;0;678.0;86.6;0;0;0;17.0;1.0;9.0;26.4;€329.50m;6
21;2023-01-31;21:00;Coppa Italia;Quarter-finals;Tue;Away;L;0.0;1.0;Inter;;;49.0;;Rafael Tolói;3-4-3;Daniele Chiffi;Match Report;;Atalanta;2023-01-3121:00Coppa ItaliaQuarter-finalsAwayLInterAtalanta;10.0;1.0;;;0;;;1;0;0;8.0;1.0;11.0;26.4;€329.50m;3
22;2023-02-04;20:45;Serie A;Matchweek 21;Sat;Away;L;0.0;1.0;Sassuolo;0.5;1.3;47.0;;Rafael Tolói;3-5-2;Matteo Marcenaro;Match Report;;Atalanta;2023-02-0420:45Serie AMatchweek 21AwayLSassuoloAtalanta;7.0;2.0;14.8;1.0;0;500.0;80.0;1;2;0;13.0;2.0;7.0;26.4;€329.50m;4
23;2023-02-11;20:45;Serie A;Matchweek 22;Sat;Away;W;2.0;0.0;Lazio;2.8;0.9;40.0;;Rafael Tolói;3-5-2;Daniele Orsato;Match Report;;Atalanta;2023-02-1120:45Serie AMatchweek 22AwayWLazioAtalanta;23.0;10.0;18.8;0.0;0;473.0;76.5;2;0;0;14.0;0.0;12.0;26.4;€329.50m;7
24;2023-02-19;12:30;Serie A;Matchweek 23;Sun;Home;L;1.0;2.0;Lecce;1.5;0.4;70.0;;Rafael Tolói;3-4-1-2;Marco Piccinini;Match Report;;Atalanta;2023-02-1912:30Serie AMatchweek 23HomeLLecceAtalanta;20.0;10.0;16.8;0.0;0;714.0;80.3;3;0;0;10.0;2.0;9.0;26.4;€329.50m;8
25;2023-02-26;20:45;Serie A;Matchweek 24;Sun;Away;L;0.0;2.0;Milan;0.1;1.8;52.0;;Rafael Tolói;3-5-2;Maurizio Mariani;Match Report;;Atalanta;2023-02-2620:45Serie AMatchweek 24AwayLMilanAtalanta;3.0;0.0;28.1;1.0;0;572.0;79.5;1;0;0;11.0;1.0;8.0;26.4;€329.50m;7
26;2023-03-04;18:00;Serie A;Matchweek 25;Sat;Home;D;0.0;0.0;Udinese;1.4;0.3;67.0;;Rafael Tolói;3-4-3;Davide Ghersini;Match Report;;Atalanta;2023-03-0418:00Serie AMatchweek 25HomeDUdineseAtalanta;17.0;5.0;14.9;0.0;0;696.0;81.8;2;0;0;12.0;3.0;12.0;26.4;€329.50m;6
27;2023-03-11;18:00;Serie A;Matchweek 26;Sat;Away;L;0.0;2.0;Napoli;0.3;1.3;40.0;;Rafael Tolói;3-4-1-2;Andrea Colombo;Match Report;;Atalanta;2023-03-1118:00Serie AMatchweek 26AwayLNapoliAtalanta;6.0;3.0;17.4;0.0;0;422.0;79.1;2;0;0;11.0;0.0;12.0;26.4;€329.50m;7
28;2023-03-17;20:45;Serie A;Matchweek 27;Fri;Home;W;2.0;1.0;Empoli;2.9;0.7;69.0;;Rafael Tolói;3-4-1-2;Federico Dionisi;Match Report;;Atalanta;2023-03-1720:45Serie AMatchweek 27HomeWEmpoliAtalanta;27.0;5.0;15.0;2.0;0;736.0;82.2;3;0;0;11.0;2.0;8.0;26.4;€329.50m;6
0;2022-08-08;21:15;Coppa Italia;First round;Mon;Home;W;1.0;0.0;Cosenza;;;65.0;10706.0;Roberto Soriano;3-1-4-2;Giacomo Camplone;Match Report;;Bologna;2022-08-0821:15Coppa ItaliaFirst roundHomeWCosenzaBologna;23.0;10.0;;;0;;;2;0;0;10.0;0.0;11.0;25.6;€135.70m;10
1;2022-08-14;18:30;Serie A;Matchweek 1;Sun;Away;L;1.0;2.0;Lazio;1.5;0.7;58.0;45000.0;Roberto Soriano;3-4-1-2;Luca Massimi;Match Report;;Bologna;2022-08-1418:30Serie AMatchweek 1AwayLLazioBologna;10.0;2.0;20.9;1.0;1;489.0;85.1;6;1;1;18.0;2.0;8.0;25.6;€135.70m;6
2;2022-08-21;20:45;Serie A;Matchweek 2;Sun;Home;D;1.0;1.0;Hellas Verona;0.8;1.9;52.0;17725.0;Roberto Soriano;3-4-1-2;Matteo Marcenaro;Match Report;;Bologna;2022-08-2120:45Serie AMatchweek 2HomeDHellas VeronaBologna;17.0;5.0;23.1;1.0;0;394.0;72.1;3;1;0;10.0;1.0;5.0;25.6;€135.70m;7
3;2022-08-27;20:45;Serie A;Matchweek 3;Sat;Away;L;0.0;2.0;Milan;0.5;1.9;52.0;70430.0;Gary Medel;3-5-2;Gianluca Manganiello;Match Report;;Bologna;2022-08-2720:45Serie AMatchweek 3AwayLMilanBologna;8.0;0.0;24.5;1.0;0;502.0;81.3;1;0;0;9.0;2.0;5.0;25.6;€135.70m;6
4;2022-09-01;20:45;Serie A;Matchweek 4;Thu;Home;D;1.0;1.0;Salernitana;1.8;1.4;47.0;19787.0;Gary Medel;3-5-2;Davide Ghersini;Match Report;;Bologna;2022-09-0120:45Serie AMatchweek 4HomeDSalernitanaBologna;10.0;3.0;19.1;0.0;1;418.0;73.4;2;0;0;10.0;1.0;11.0;25.6;€135.70m;5
5;2022-09-04;15:00;Serie A;Matchweek 5;Sun;Away;D;2.0;2.0;Spezia;0.9;0.9;55.0;7555.0;Lorenzo De Silvestri;3-4-1-2;Antonio Giua;Match Report;;Bologna;2022-09-0415:00Serie AMatchweek 5AwayDSpeziaBologna;13.0;6.0;23.0;0.0;0;504.0;77.8;1;0;0;5.0;5.0;11.0;25.6;€135.70m;3
6;2022-09-11;15:00;Serie A;Matchweek 6;Sun;Home;W;2.0;1.0;Fiorentina;0.6;1.3;39.0;18901.0;Roberto Soriano;3-5-2;Daniele Orsato;Match Report;;Bologna;2022-09-1115:00Serie AMatchweek 6HomeWFiorentinaBologna;12.0;4.0;18.5;0.0;0;333.0;75.4;1;0;0;8.0;3.0;5.0;25.6;€135.70m;7
7;2022-09-17;15:00;Serie A;Matchweek 7;Sat;Home;L;0.0;1.0;Empoli;1.6;1.6;61.0;15670.0;Roberto Soriano;4-2-3-1;Manuel Volpi;Match Report;;Bologna;2022-09-1715:00Serie AMatchweek 7HomeLEmpoliBologna;16.0;3.0;18.6;1.0;0;466.0;77.3;2;0;0;11.0;4.0;7.0;25.6;€135.70m;6
8;2022-10-02;20:45;Serie A;Matchweek 8;Sun;Away;L;0.0;3.0;Juventus;0.4;1.8;52.0;34662.0;Roberto Soriano;4-2-3-1;Rosario Abisso;Match Report;;Bologna;2022-10-0220:45Serie AMatchweek 8AwayLJuventusBologna;9.0;1.0;19.6;0.0;0;536.0;82.6;1;0;0;15.0;1.0;9.0;25.6;€135.70m;15
9;2022-10-08;20:45;Serie A;Matchweek 9;Sat;Home;D;1.0;1.0;Sampdoria;0.8;0.6;51.0;20871.0;Gary Medel;4-2-3-1;Marco Piccinini;Match Report;;Bologna;2022-10-0820:45Serie AMatchweek 9HomeDSampdoriaBologna;10.0;3.0;19.8;1.0;0;444.0;74.8;2;0;0;17.0;5.0;11.0;25.6;€135.70m;6
10;2022-10-16;18:00;Serie A;Matchweek 10;Sun;Away;L;2.0;3.0;Napoli;1.3;2.6;51.0;50000.0;Gary Medel;4-3-3;Francesco Cosso;Match Report;;Bologna;2022-10-1618:00Serie AMatchweek 10AwayLNapoliBologna;16.0;3.0;17.5;0.0;0;563.0;83.5;4;0;0;10.0;1.0;10.0;25.6;€135.70m;8
11;2022-10-20;21:00;Coppa Italia;Second round;Thu;Home;W;1.0;0.0;Cagliari;;;57.0;6400.0;Kevin Bonifazi;4-2-3-1;Giacomo Camplone;Match Report;;Bologna;2022-10-2021:00Coppa ItaliaSecond roundHomeWCagliariBologna;17.0;8.0;;;0;;;1;0;0;9.0;5.0;9.0;25.6;€135.70m;4
12;2022-10-23;15:00;Serie A;Matchweek 11;Sun;Home;W;2.0;0.0;Lecce;1.8;0.4;54.0;24206.0;Gary Medel;4-2-3-1;Simone Sozza;Match Report;;Bologna;2022-10-2315:00Serie AMatchweek 11HomeWLecceBologna;8.0;4.0;13.3;0.0;1;464.0;74.6;5;0;0;12.0;1.0;11.0;25.6;€135.70m;3
13;2022-10-31;20:45;Serie A;Matchweek 12;Mon;Away;W;2.0;1.0;Monza;1.3;1.2;44.0;11388.0;Gary Medel;3-4-3;Luca Pairetto;Match Report;;Bologna;2022-10-3120:45Serie AMatchweek 12AwayWMonzaBologna;10.0;5.0;17.5;0.0;0;452.0;80.5;2;0;0;18.0;0.0;12.0;25.6;€135.70m;8
14;2022-11-06;12:30;Serie A;Matchweek 13;Sun;Home;W;2.0;1.0;Torino;2.0;1.0;56.0;23168.0;Gary Medel;3-4-3;Antonio Giua;Match Report;;Bologna;2022-11-0612:30Serie AMatchweek 13HomeWTorinoBologna;9.0;5.0;14.2;0.0;0;546.0;75.3;3;0;0;14.0;1.0;7.0;25.6;€135.70m;6
15;2022-11-09;20:45;Serie A;Matchweek 14;Wed;Away;L;1.0;6.0;Inter;0.7;2.6;43.0;69312.0;Gary Medel;4-2-3-1;Andrea Colombo;Match Report;;Bologna;2022-11-0920:45Serie AMatchweek 14AwayLInterBologna;10.0;4.0;19.6;1.0;0;434.0;78.8;5;0;0;11.0;0.0;11.0;25.6;€135.70m;3
16;2022-11-12;20:45;Serie A;Matchweek 15;Sat;Home;W;3.0;0.0;Sassuolo;0.8;0.8;51.0;20811.0;Roberto Soriano;4-2-3-1;Ivan Pezzuto;Match Report;;Bologna;2022-11-1220:45Serie AMatchweek 15HomeWSassuoloBologna;8.0;4.0;19.6;0.0;0;534.0;82.6;1;0;0;12.0;2.0;11.0;25.6;€135.70m;3
17;2023-01-04;16:30;Serie A;Matchweek 16;Wed;Away;L;0.0;1.0;Roma;0.7;1.5;61.0;62092.0;Roberto Soriano;4-2-3-1;Alberto Santoro;Match Report;;Bologna;2023-01-0416:30Serie AMatchweek 16AwayLRomaBologna;11.0;1.0;16.7;0.0;0;644.0;83.1;3;0;0;10.0;1.0;3.0;25.6;€135.70m;53
18;2023-01-09;20:45;Serie A;Matchweek 17;Mon;Home;L;1.0;2.0;Atalanta;0.5;0.5;51.0;16953.0;Roberto Soriano;4-2-3-1;Marco Di Bello;Match Report;;Bologna;2023-01-0920:45Serie AMatchweek 17HomeLAtalantaBologna;12.0;3.0;21.1;0.0;0;582.0;78.0;3;0;0;16.0;1.0;11.0;25.6;€135.70m;5
19;2023-01-15;15:00;Serie A;Matchweek 18;Sun;Away;W;2.0;1.0;Udinese;2.0;1.9;49.0;20486.0;Adama Soumaoro;4-3-3;Manuel Volpi;Match Report;;Bologna;2023-01-1515:00Serie AMatchweek 18AwayWUdineseBologna;15.0;2.0;17.3;0.0;0;408.0;73.5;3;0;0;17.0;3.0;4.0;25.6;€135.70m;6
20;2023-01-19;18:00;Coppa Italia;Round of 16;Thu;Away;L;0.0;1.0;Lazio;;;46.0;;Adama Soumaoro;4-1-4-1;Niccolò Baroni;Match Report;;Bologna;2023-01-1918:00Coppa ItaliaRound of 16AwayLLazioBologna;3.0;0.0;;;0;;;2;0;0;16.0;2.0;9.0;25.6;€135.70m;4
21;2023-01-23;18:30;Serie A;Matchweek 19;Mon;Home;D;1.0;1.0;Cremonese;1.1;1.7;68.0;;Roberto Soriano;4-3-3;Matteo Marchetti;Match Report;;Bologna;2023-01-2318:30Serie AMatchweek 19HomeDCremoneseBologna;21.0;8.0;22.5;2.0;0;687.0;82.1;2;0;0;11.0;3.0;9.0;25.6;€135.70m;4
22;2023-01-27;18:30;Serie A;Matchweek 20;Fri;Home;W;2.0;0.0;Spezia;1.6;0.5;57.0;;Roberto Soriano;4-2-3-1;Luca Massimi;Match Report;;Bologna;2023-01-2718:30Serie AMatchweek 20HomeWSpeziaBologna;18.0;6.0;16.0;0.0;0;601.0;80.2;2;0;0;8.0;4.0;18.0;25.6;€135.70m;4
23;2023-02-05;18:00;Serie A;Matchweek 21;Sun;Away;W;2.0;1.0;Fiorentina;1.8;1.3;38.0;;Roberto Soriano;4-2-3-1;Luca Pairetto;Match Report;;Bologna;2023-02-0518:00Serie AMatchweek 21AwayWFiorentinaBologna;10.0;5.0;18.7;0.0;1;352.0;70.2;4;0;0;25.0;1.0;18.0;25.6;€135.70m;9
24;2023-02-12;15:00;Serie A;Matchweek 22;Sun;Home;L;0.0;1.0;Monza;0.9;0.6;63.0;;Riccardo Orsolini;4-2-3-1;Luca Zufferli;Match Report;;Bologna;2023-02-1215:00Serie AMatchweek 22HomeLMonzaBologna;13.0;4.0;15.1;0.0;0;577.0;81.1;1;0;0;15.0;0.0;7.0;25.6;€135.70m;7
25;2023-02-18;15:00;Serie A;Matchweek 23;Sat;Away;W;2.0;1.0;Sampdoria;0.9;2.3;59.0;;Roberto Soriano;4-2-3-1;Massimiliano Irrati;Match Report;;Bologna;2023-02-1815:00Serie AMatchweek 23AwayWSampdoriaBologna;12.0;5.0;18.6;0.0;0;586.0;80.9;1;0;0;13.0;2.0;5.0;25.6;€135.70m;6
26;2023-02-26;12:30;Serie A;Matchweek 24;Sun;Home;W;1.0;0.0;Inter;1.2;1.0;48.0;;Roberto Soriano;4-2-3-1;Daniele Orsato;Match Report;;Bologna;2023-02-2612:30Serie AMatchweek 24HomeWInterBologna;13.0;5.0;19.9;1.0;0;538.0;79.7;1;0;0;7.0;4.0;9.0;25.6;€135.70m;8
27;2023-03-06;20:45;Serie A;Matchweek 25;Mon;Away;L;0.0;1.0;Torino;0.5;0.9;56.0;;Roberto Soriano;4-2-3-1;Antonio Rapuano;Match Report;;Bologna;2023-03-0620:45Serie AMatchweek 25AwayLTorinoBologna;11.0;1.0;21.8;2.0;0;573.0;84.3;2;0;0;10.0;1.0;7.0;25.6;€135.70m;8
28;2023-03-11;20:45;Serie A;Matchweek 26;Sat;Home;D;0.0;0.0;Lazio;0.9;0.8;54.0;;Jhon Lucumí;4-2-3-1;Fabio Maresca;Match Report;;Bologna;2023-03-1120:45Serie AMatchweek 26HomeDLazioBologna;16.0;2.0;19.0;0.0;0;680.0;86.3;2;0;0;11.0;3.0;7.0;25.6;€135.70m;5
29;2023-03-18;18:00;Serie A;Matchweek 27;Sat;Away;D;2.0;2.0;Salernitana;0.4;0.9;58.0;;Jhon Lucumí;4-2-3-1;Luca Pairetto;Match Report;;Bologna;2023-03-1818:00Serie AMatchweek 27AwayDSalernitanaBologna;10.0;2.0;18.5;0.0;0;599.0;85.0;1;0;0;16.0;0.0;4.0;25.6;€135.70m;7
0;2022-08-06;21:00;Coppa Italia;First round;Sat;Home;L;1.0;2.0;SPAL;;;54.0;1155.0;Filippo Bandinelli;4-3-1-2;Manuel Volpi;Match Report;Required Extra Time;Empoli;2022-08-0621:00Coppa ItaliaFirst roundHomeLSPALEmpoli;23.0;6.0;;;0;;;3;0;0;17.0;4.0;10.0;25.0;€103.30m;10
1;2022-08-14;20:45;Serie A;Matchweek 1;Sun;Away;L;0.0;1.0;Spezia;0.7;0.5;59.0;8360.0;Filippo Bandinelli;4-3-1-2;Daniele Chiffi;Match Report;;Empoli;2022-08-1420:45Serie AMatchweek 1AwayLSpeziaEmpoli;18.0;5.0;23.4;1.0;0;586.0;77.1;1;0;0;8.0;1.0;10.0;25.0;€103.30m;8
2;2022-08-21;18:30;Serie A;Matchweek 2;Sun;Home;D;0.0;0.0;Fiorentina;0.4;0.7;37.0;10411.0;Filippo Bandinelli;4-3-1-2;Matteo Marchetti;Match Report;;Empoli;2022-08-2118:30Serie AMatchweek 2HomeDFiorentinaEmpoli;4.0;2.0;13.7;0.0;0;315.0;73.3;1;1;0;13.0;1.0;14.0;25.0;€103.30m;7
3;2022-08-28;20:45;Serie A;Matchweek 3;Sun;Away;D;1.0;1.0;Lecce;0.4;0.9;59.0;23941.0;Filippo Bandinelli;4-3-1-2;Alberto Santoro;Match Report;;Empoli;2022-08-2820:45Serie AMatchweek 3AwayDLecceEmpoli;9.0;3.0;23.2;1.0;0;519.0;79.0;2;0;0;5.0;1.0;7.0;25.0;€103.30m;7
4;2022-08-31;18:30;Serie A;Matchweek 4;Wed;Home;D;1.0;1.0;Hellas Verona;1.1;0.6;52.0;7269.0;Filippo Bandinelli;4-3-1-2;Marco Serra;Match Report;;Empoli;2022-08-3118:30Serie AMatchweek 4HomeDHellas VeronaEmpoli;16.0;4.0;23.0;1.0;0;408.0;69.9;0;0;0;5.0;2.0;10.0;25.0;€103.30m;3
5;2022-09-05;18:30;Serie A;Matchweek 5;Mon;Away;D;2.0;2.0;Salernitana;0.9;1.3;49.0;18173.0;Sebastiano Luperto;4-3-1-2;Rosario Abisso;Match Report;;Empoli;2022-09-0518:30Serie AMatchweek 5AwayDSalernitanaEmpoli;11.0;5.0;16.7;0.0;0;443.0;75.6;2;0;0;9.0;1.0;4.0;25.0;€103.30m;5
6;2022-09-12;20:45;Serie A;Matchweek 6;Mon;Home;L;1.0;2.0;Roma;1.1;3.0;52.0;4560.0;Filippo Bandinelli;4-3-1-2;Livio Marinelli;Match Report;;Empoli;2022-09-1220:45Serie AMatchweek 6HomeLRomaEmpoli;20.0;3.0;18.7;1.0;0;464.0;78.2;3;1;0;13.0;0.0;8.0;25.0;€103.30m;7
7;2022-09-17;15:00;Serie A;Matchweek 7;Sat;Away;W;1.0;0.0;Bologna;1.6;1.6;39.0;15670.0;Filippo Bandinelli;4-3-1-2;Manuel Volpi;Match Report;;Empoli;2022-09-1715:00Serie AMatchweek 7AwayWBolognaEmpoli;12.0;5.0;16.1;0.0;0;299.0;65.6;3;0;0;16.0;0.0;7.0;25.0;€103.30m;5
8;2022-10-01;20:45;Serie A;Matchweek 8;Sat;Home;L;1.0;3.0;Milan;1.1;2.3;43.0;15497.0;Sebastiano Luperto;4-3-1-2;Gianluca Aureliano;Match Report;;Empoli;2022-10-0120:45Serie AMatchweek 8HomeLMilanEmpoli;16.0;4.0;17.3;1.0;0;316.0;71.5;3;0;0;15.0;2.0;12.0;25.0;€103.30m;14
9;2022-10-09;12:30;Serie A;Matchweek 9;Sun;Away;D;1.0;1.0;Torino;0.2;2.4;34.0;16793.0;Filippo Bandinelli;4-3-1-2;Francesco Fourneau;Match Report;;Empoli;2022-10-0912:30Serie AMatchweek 9AwayDTorinoEmpoli;6.0;2.0;27.1;0.0;0;296.0;71.6;4;0;0;9.0;1.0;2.0;25.0;€103.30m;8
10;2022-10-15;15:00;Serie A;Matchweek 10;Sat;Home;W;1.0;0.0;Monza;1.8;1.3;36.0;7258.0;Filippo Bandinelli;4-3-1-2;Antonio Rapuano;Match Report;;Empoli;2022-10-1515:00Serie AMatchweek 10HomeWMonzaEmpoli;11.0;5.0;11.8;0.0;0;348.0;74.4;5;0;0;17.0;1.0;13.0;25.0;€103.30m;6
11;2022-10-21;20:45;Serie A;Matchweek 11;Fri;Away;L;0.0;4.0;Juventus;0.7;3.5;58.0;37771.0;Filippo Bandinelli;4-3-1-2;Michael Fabbri;Match Report;;Empoli;2022-10-2120:45Serie AMatchweek 11AwayLJuventusEmpoli;12.0;4.0;20.0;1.0;0;577.0;86.3;2;0;0;11.0;1.0;9.0;25.0;€103.30m;6
12;2022-10-30;12:30;Serie A;Matchweek 12;Sun;Home;L;0.0;2.0;Atalanta;0.8;3.0;53.0;8740.0;Filippo Bandinelli;4-3-3;Giovanni Ayroldi;Match Report;;Empoli;2022-10-3012:30Serie AMatchweek 12HomeLAtalantaEmpoli;13.0;3.0;19.6;1.0;0;495.0;79.2;2;0;0;10.0;4.0;6.0;25.0;€103.30m;9
