;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
407;Connor Roberts;DF;Burnley;25;21.0;19;1692.0;18.8;1.0;1.0;2.0;0.0;24fae784;Connor RobertsDFBurnley;6;4;66.7;579.0;863.0;67.1;29.0;20.0;13;66.7;25.0;5.0;20.0;22;42.0;62.0;1.0;1045.0;50.0;10.0;6.0;7;1;29;43.3;;;;;
408;Tyler Roberts;MF;Leeds United;22;23.0;7;987.0;11.0;1.0;1.0;5.0;0.0;6c17e046;Tyler RobertsMFFWLeeds United;30;12;40.0;214.0;300.0;71.3;30.0;16.0;7;56.3;11.0;1.0;10.0;5;21.0;11.0;0.0;430.0;54.5;26.0;14.0;14;3;14;25.8;;;;;
409;Andrew Robertson;DF;Liverpool;27;29.0;29;2537.0;28.2;3.0;10.0;5.0;1.0;2e4f5f03;Andrew RobertsonDFLiverpool;18;8;44.4;1885.0;2350.0;80.2;112.0;36.0;21;57.1;24.0;3.0;21.0;23;59.0;61.0;0.0;2556.0;56.5;24.0;15.0;19;4;195;65.0;;;;;
410;Joe Rodon;DF;Tottenham;23;3.0;0;89.0;1.0;0.0;0.0;0.0;0.0;8d62d31a;Joe RodonDFTottenham;0;0;;29.0;35.0;82.9;0.0;0.0;0;;2.0;1.0;1.0;0;0.0;7.0;0.0;46.0;;0.0;0.0;0;0;0;50.0;;;;;
411;Rodri;MF;Manchester City;25;33.0;33;2884.0;32.0;7.0;2.0;5.0;0.0;6434f10d;RodriMFManchester City;45;14;31.1;2640.0;2887.0;91.4;93.0;72.0;43;54.2;28.0;5.0;23.0;28;100.0;45.0;0.0;3171.0;54.5;18.0;23.0;43;0;9;72.0;;;;;
412;Rodrigo;MF;Leeds United;30;31.0;27;2265.0;25.2;6.0;1.0;9.0;0.0;1fb1c435;RodrigoMFFWLeeds United;46;17;37.0;682.0;914.0;74.6;80.0;20.0;9;12.5;12.0;0.0;12.0;11;31.0;27.0;1.0;1160.0;52.4;74.0;27.0;21;4;29;26.2;;;;;
413;Jay Rodriguez;FW;Burnley;32;29.0;13;1382.0;15.4;2.0;2.0;3.0;0.0;4ab53cdb;Jay RodriguezFWBurnley;41;11;26.8;185.0;313.0;59.1;29.0;20.0;12;28.6;19.0;1.0;18.0;4;24.0;12.0;0.0;492.0;53.3;29.0;13.0;31;17;7;45.1;;;;;
414;Mads Roerslev;DF;Brentford;22;21.0;12;1240.0;13.8;1.0;1.0;1.0;0.0;57c94db2;Mads RoerslevDFBrentford;5;2;40.0;230.0;358.0;64.2;15.0;23.0;12;43.8;14.0;5.0;9.0;16;39.0;29.0;0.0;493.0;26.7;9.0;4.0;18;2;35;32.4;;;;;
415;Cristian Romero;DF;Tottenham;23;22.0;21;1844.0;20.5;1.0;0.0;8.0;0.0;a3d94a58;Cristian RomeroDFTottenham;6;2;33.3;1149.0;1325.0;86.7;19.0;62.0;39;64.7;46.0;21.0;25.0;33;95.0;74.0;1.0;1581.0;64.3;14.0;5.0;28;2;0;58.9;;;;;
416;Oriol Romeu;MF;Southampton;29;36.0;34;2889.0;32.1;2.0;2.0;9.0;0.0;4b511457;Oriol RomeuMFSouthampton;24;4;16.7;1377.0;1691.0;81.4;74.0;77.0;39;38.4;39.0;8.0;31.0;51;128.0;43.0;0.0;2016.0;75.0;41.0;16.0;46;0;13;58.8;;;;;
417;Cristiano Ronaldo;FW;Manchester Utd;36;30.0;27;2456.0;27.3;18.0;3.0;8.0;0.0;dea698d9;Cristiano RonaldoFWManchester Utd;107;39;36.4;726.0;904.0;80.3;82.0;8.0;6;33.3;8.0;0.0;8.0;2;10.0;29.0;0.0;1168.0;62.5;50.0;30.0;16;33;15;38.2;;;;;
418;Salomón Rondón;FW;Everton;31;20.0;8;790.0;8.8;1.0;1.0;3.0;1.0;b318a643;Salomón RondónFWEverton;21;6;28.6;117.0;193.0;60.6;18.0;6.0;1;28.6;5.0;0.0;5.0;0;6.0;10.0;0.0;285.0;40.0;25.0;10.0;12;5;6;40.4;;;;;
419;Danny Rose;DF;Watford;31;8.0;7;689.0;7.7;0.0;0.0;4.0;0.0;89d10e53;Danny RoseDFWatford;4;1;25.0;227.0;340.0;66.8;15.0;16.0;10;41.7;8.0;5.0;3.0;14;30.0;11.0;1.0;409.0;60.0;10.0;1.0;10;1;24;36.4;;;;;
420;Jon Rowe;MF;Norwich City;18;13.0;0;223.0;2.5;0.0;1.0;0.0;0.0;8c12f884;Jon RoweFWMFNorwich City;3;2;66.7;48.0;72.0;66.7;8.0;3.0;2;66.7;7.0;0.0;7.0;3;6.0;1.0;0.0;112.0;30.8;6.0;10.0;3;1;4;11.1;;;;;
421;John Ruddy;GK;Wolves;34;2.0;1;135.0;1.5;0.0;0.0;0.0;0.0;da8b19e2;John RuddyGKWolves;0;0;;22.0;33.0;66.7;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;3.0;0.0;39.0;;0.0;0.0;0;0;0;100.0;57.1;0.0;7.7;;
422;Antonio Rüdiger;DF;Chelsea;28;34.0;34;3035.0;33.7;3.0;0.0;9.0;0.0;18b896d6;Antonio RüdigerDFChelsea;48;13;27.1;2217.0;2534.0;87.5;45.0;48.0;28;75.0;20.0;11.0;9.0;28;76.0;91.0;1.0;2820.0;50.0;20.0;8.0;35;0;15;73.7;;;;;
423;Lukas Rupp;DM;Norwich City;30;19.0;7;769.0;8.5;0.0;0.0;0.0;0.0;3faa1780;Lukas RuppMFNorwich City;12;2;16.7;322.0;391.0;82.4;25.0;9.0;4;26.7;11.0;1.0;10.0;9;18.0;7.0;0.0;488.0;66.7;20.0;19.0;7;0;3;33.3;;;;Lukas Rupp;1.0
424;José Sá;GK;Wolves;28;37.0;37;3285.0;36.5;0.0;1.0;3.0;0.0;903b6e8b;José SáGKWolves;0;0;;770.0;1109.0;69.4;4.0;2.0;1;50.0;0.0;0.0;0.0;2;4.0;19.0;5.0;1206.0;100.0;2.0;0.0;3;0;0;100.0;80.6;29.7;7.8;;
425;Allan Saint-Maximin;MF;Newcastle Utd;24;35.0;31;2804.0;31.2;5.0;5.0;6.0;0.0;2b16cb1a;Allan Saint-MaximinFWMFNewcastle Utd;64;26;40.6;529.0;747.0;70.8;130.0;13.0;8;17.6;13.0;2.0;11.0;11;24.0;3.0;0.0;1162.0;62.2;120.0;90.0;22;13;60;50.0;;;;;
426;Romain Saïss;DF;Wolves;31;31.0;31;2705.0;30.1;2.0;0.0;6.0;0.0;9fbbcf39;Romain SaïssDFWolves;18;6;33.3;1437.0;1808.0;79.5;16.0;40.0;27;57.6;41.0;21.0;20.0;58;98.0;158.0;2.0;2163.0;70.0;10.0;5.0;30;3;9;59.0;;;;;
427;Bukayo Saka;MF;Arsenal;19;38.0;36;2978.0;33.1;11.0;7.0;6.0;0.0;bc7dc64d;Bukayo SakaFWMFArsenal;95;29;30.5;893.0;1196.0;74.7;158.0;40.0;21;33.3;28.0;2.0;26.0;22;62.0;23.0;0.0;1631.0;42.2;85.0;48.0;39;17;110;34.8;;;;;
428;Mohamed Salah;FW;Liverpool;29;35.0;30;2762.0;30.7;23.0;13.0;1.0;0.0;e342ad68;Mohamed SalahFWLiverpool;133;49;36.8;875.0;1136.0;77.0;141.0;17.0;8;31.6;7.0;1.0;6.0;6;23.0;5.0;0.0;1552.0;42.7;99.0;81.0;12;12;41;17.5;;;;;
429;Mohammed Salisu;DF;Southampton;22;34.0;33;2972.0;33.0;0.0;0.0;10.0;1.0;0b33f6ad;Mohammed SalisuDFSouthampton;24;9;37.5;1388.0;1851.0;75.0;34.0;80.0;47;61.5;49.0;26.0;23.0;78;158.0;158.0;4.0;2285.0;81.3;16.0;10.0;38;2;13;62.7;;;;;
430;Albert Sambi Lokonga;DM;Arsenal;21;19.0;12;1134.0;12.6;0.0;0.0;5.0;0.0;1b4f1169;Albert Sambi LokongaMFArsenal;20;8;40.0;727.0;824.0;88.2;39.0;22.0;18;85.7;12.0;7.0;5.0;13;35.0;12.0;4.0;929.0;75.0;13.0;8.0;12;0;2;42.9;;;;Albert Sambi Lokonga;1.0
431;Davinson Sánchez;DF;Tottenham;25;23.0;17;1631.0;18.1;2.0;0.0;4.0;0.0;da7b447d;Davinson SánchezDFTottenham;13;3;23.1;994.0;1133.0;87.7;20.0;41.0;22;67.9;24.0;16.0;8.0;30;71.0;54.0;3.0;1317.0;66.7;9.0;2.0;16;1;2;55.6;;;;;
432;Robert Sánchez;GK;Brighton;23;37.0;37;3329.0;37.0;0.0;0.0;3.0;1.0;6a713852;Robert SánchezGKBrighton;0;0;;1082.0;1525.0;71.0;5.0;2.0;1;100.0;1.0;0.0;1.0;0;2.0;11.0;4.0;1612.0;;0.0;0.0;1;0;0;100.0;72.3;29.7;11.6;;
433;Jadon Sancho;MF;Manchester Utd;21;29.0;20;1900.0;21.1;3.0;3.0;0.0;0.0;dbf053da;Jadon SanchoFWMFManchester Utd;26;9;34.6;805.0;984.0;81.8;88.0;14.0;8;36.4;19.0;0.0;19.0;15;29.0;5.0;3.0;1188.0;55.3;44.0;27.0;4;7;28;15.4;;;;;
434;Morgan Sanson;MF;Aston Villa;26;10.0;3;356.0;4.0;0.0;0.0;0.0;0.0;6e7f1353;Morgan SansonMFAston Villa;1;0;0.0;123.0;162.0;75.9;2.0;12.0;8;42.9;13.0;0.0;13.0;10;22.0;2.0;1.0;223.0;81.3;5.0;10.0;3;0;8;33.3;;;;;
435;Samir Santos;DF;Watford;26;19.0;19;1673.0;18.6;0.0;0.0;4.0;0.0;92b4758e;Samir SantosDFWatford;8;2;25.0;538.0;669.0;80.4;7.0;24.0;11;42.1;21.0;11.0;10.0;43;67.0;85.0;3.0;872.0;66.7;6.0;3.0;17;0;0;58.0;;;;;
436;Josh Sargent;MF;Norwich City;21;26.0;18;1572.0;17.5;2.0;1.0;1.0;0.0;a8d4428b;Josh SargentFWMFNorwich City;24;2;8.3;292.0;410.0;71.2;25.0;26.0;14;35.9;29.0;2.0;27.0;11;37.0;18.0;2.0;634.0;50.0;52.0;25.0;9;4;11;45.5;;;;;
437;Jeremy Sarmiento;MF;Brighton;19;5.0;1;48.0;0.5;0.0;0.0;0.0;0.0;ac0d576d;Jeremy SarmientoFWMFBrighton;0;0;;14.0;20.0;70.0;0.0;1.0;1;0.0;2.0;0.0;2.0;0;1.0;0.0;0.0;31.0;25.0;4.0;1.0;0;0;0;33.3;;;;;
438;Ismaila Sarr;MF;Watford;23;22.0;21;1861.0;20.7;5.0;2.0;2.0;0.0;bfdb33aa;Ismaila SarrFWMFWatford;39;15;38.5;332.0;478.0;69.5;52.0;12.0;7;26.3;10.0;1.0;9.0;9;21.0;10.0;0.0;720.0;47.9;71.0;40.0;17;12;61;37.0;;;;;
439;Malang Sarr;DF;Chelsea;22;8.0;6;546.0;6.1;0.0;0.0;2.0;0.0;4315f30d;Malang SarrDFChelsea;1;0;0.0;432.0;493.0;87.6;6.0;14.0;7;58.3;6.0;3.0;3.0;11;25.0;20.0;0.0;555.0;;6.0;2.0;8;0;4;65.0;;;;;
440;Dane Scarlett;MF;Tottenham;17;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;21945a9e;Dane ScarlettMFTottenham;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;1.0;100.0;0.0;0.0;0;0;0;;;;;;
441;Fabian Schär;DF;Newcastle Utd;29;25.0;25;2158.0;24.0;2.0;2.0;4.0;0.0;c8aa95da;Fabian SchärDFNewcastle Utd;21;8;38.1;698.0;1012.0;69.0;31.0;16.0;11;50.0;27.0;18.0;9.0;32;48.0;95.0;2.0;1234.0;60.0;12.0;5.0;24;3;7;51.7;;;;;
442;Jeffrey Schlupp;MF;Crystal Palace;28;32.0;20;1851.0;20.6;4.0;1.0;1.0;0.0;3312f911;Jeffrey SchluppMFFWCrystal Palace;33;9;27.3;493.0;668.0;73.8;46.0;46.0;25;48.0;39.0;9.0;30.0;18;64.0;32.0;0.0;971.0;60.3;42.0;33.0;26;0;20;44.3;;;;;
443;Kasper Schmeichel;GK;Leicester City;34;37.0;37;3330.0;37.0;0.0;0.0;2.0;0.0;53af52f3;Kasper SchmeichelGKLeicester City;0;0;;945.0;1294.0;73.0;7.0;0.0;0;0.0;0.0;0.0;0.0;1;1.0;15.0;2.0;1386.0;100.0;2.0;0.0;0;0;0;69.2;72.7;18.9;2.8;;
444;Ken Sema;MF;Watford;27;18.0;7;852.0;9.5;0.0;0.0;1.0;0.0;1770bd68;Ken SemaMFFWWatford;3;1;33.3;140.0;224.0;62.5;22.0;16.0;6;45.0;10.0;0.0;10.0;5;21.0;11.0;0.0;325.0;44.4;18.0;25.0;15;0;31;34.3;;;;;
445;Nélson Semedo;MF;Wolves;27;25.0;25;2131.0;23.7;0.0;1.0;1.0;0.0;d04b94db;Nélson SemedoMFDFWolves;19;4;21.1;916.0;1169.0;78.4;44.0;58.0;39;51.0;23.0;4.0;19.0;21;79.0;64.0;1.0;1487.0;60.9;51.0;27.0;23;4;32;35.7;;;;;
446;Ryan Sessegnon;MF;Tottenham;21;15.0;13;1047.0;11.6;0.0;2.0;2.0;0.0;6aa3e78b;Ryan SessegnonDFMFTottenham;6;1;16.7;315.0;428.0;73.6;20.0;25.0;19;50.0;18.0;3.0;15.0;7;32.0;26.0;0.0;574.0;31.6;33.0;12.0;19;5;38;42.3;;;;;
447;Jamie Shackleton;DM;Leeds United;21;14.0;7;709.0;7.9;0.0;0.0;4.0;0.0;8d03ca5a;Jamie ShackletonDFMFLeeds United;4;1;25.0;353.0;409.0;86.3;10.0;27.0;16;52.0;11.0;7.0;4.0;8;35.0;12.0;1.0;499.0;64.7;5.0;2.0;13;0;4;25.0;;;;Jamie Shackleton;1.0
448;Luke Shaw;DF;Manchester Utd;26;20.0;19;1601.0;17.8;0.0;3.0;8.0;0.0;9c94165b;Luke ShawDFManchester Utd;6;1;16.7;944.0;1193.0;79.1;69.0;21.0;13;57.1;22.0;11.0;11.0;9;30.0;22.0;2.0;1316.0;50.0;11.0;14.0;32;3;109;57.1;;;;;
449;Jonjo Shelvey;MF;Newcastle Utd;29;24.0;22;1983.0;22.0;2.0;1.0;7.0;1.0;3727dd3c;Jonjo ShelveyMFNewcastle Utd;30;14;46.7;743.0;948.0;78.4;43.0;30.0;17;41.2;22.0;7.0;15.0;22;52.0;20.0;2.0;1113.0;75.0;19.0;5.0;18;0;43;50.0;;;;;
450;Shola Shoretire;MF;Manchester Utd;17;1.0;0;16.0;0.2;0.0;0.0;0.0;0.0;00f0482f;Shola ShoretireMFManchester Utd;0;0;;5.0;5.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;6.0;;0.0;0.0;0;0;0;;;;;;
451;Francisco Sierralta;DF;Watford;24;5.0;5;427.0;4.7;0.0;0.0;0.0;0.0;0f933743;Francisco SierraltaDFWatford;1;1;100.0;142.0;183.0;77.6;2.0;7.0;3;62.5;7.0;2.0;5.0;6;13.0;35.0;0.0;248.0;100.0;1.0;0.0;4;0;0;93.8;;;;;
452;Bernardo Silva;MF;Manchester City;26;35.0;33;2857.0;31.7;8.0;4.0;6.0;0.0;3eb22ec9;Bernardo SilvaMFFWManchester City;47;19;40.4;1728.0;1977.0;87.4;137.0;57.0;29;46.3;24.0;2.0;22.0;20;77.0;19.0;0.0;2283.0;57.6;54.0;25.0;30;9;58;31.8;;;;;
453;Fábio Silva;FW;Wolves;19;22.0;6;572.0;6.4;0.0;0.0;0.0;0.0;e7aa9d7c;Fábio SilvaFWWolves;19;5;26.3;93.0;138.0;67.4;16.0;3.0;2;0.0;2.0;0.0;2.0;1;4.0;1.0;0.0;201.0;36.8;18.0;14.0;13;4;2;25.0;;;;;
454;Thiago Silva;DF;Chelsea;36;32.0;28;2650.0;29.4;3.0;0.0;2.0;0.0;86e7deaf;Thiago SilvaDFChelsea;18;5;27.8;2436.0;2634.0;92.5;33.0;32.0;21;50.0;54.0;31.0;23.0;44;76.0;100.0;0.0;2902.0;85.7;7.0;3.0;12;1;2;64.4;;;;;
455;Ellis Simms;FW;Everton;20;1.0;1;61.0;0.7;0.0;0.0;0.0;0.0;26d3b5be;Ellis SimmsFWEverton;0;0;;7.0;12.0;58.3;1.0;0.0;0;;1.0;1.0;0.0;0;0.0;1.0;0.0;18.0;;1.0;1.0;0;0;0;33.3;;;;;
456;Moussa Sissoko;MF;Watford;31;36.0;36;3220.0;35.8;2.0;1.0;5.0;0.0;2acd49b9;Moussa SissokoMFWatford;25;8;32.0;922.0;1188.0;77.6;75.0;53.0;27;66.7;42.0;13.0;29.0;30;83.0;64.0;0.0;1554.0;68.4;49.0;53.0;35;2;26;55.2;;;;;
457;Oliver Skipp;DM;Tottenham;20;18.0;14;1350.0;15.0;0.0;0.0;6.0;0.0;6250083a;Oliver SkippMFTottenham;4;1;25.0;763.0;851.0;89.7;24.0;33.0;19;48.4;19.0;7.0;12.0;12;45.0;10.0;1.0;973.0;66.7;15.0;11.0;16;1;6;54.5;;;;Oliver Skipp;1.0
458;William Smallbone;MF;Southampton;21;4.0;2;133.0;1.5;0.0;0.0;0.0;0.0;5e105217;William SmallboneMFFWSouthampton;1;0;0.0;20.0;39.0;51.3;2.0;4.0;4;33.3;4.0;0.0;4.0;2;6.0;0.0;0.0;54.0;;3.0;0.0;2;0;4;25.0;;;;;
459;Emile Smith Rowe;MF;Arsenal;21;33.0;21;1921.0;21.3;10.0;2.0;1.0;0.0;17695062;Emile Smith RoweMFFWArsenal;40;23;57.5;682.0;823.0;82.9;67.0;14.0;7;20.0;18.0;1.0;17.0;15;29.0;10.0;1.0;1025.0;60.4;41.0;25.0;5;2;45;28.0;;;;;
460;Cédric Soares;DF;Arsenal;29;21.0;16;1486.0;16.5;1.0;1.0;3.0;0.0;839c14e1;Cédric SoaresDFArsenal;12;1;8.3;873.0;1112.0;78.5;37.0;38.0;26;64.0;18.0;7.0;11.0;16;54.0;31.0;1.0;1252.0;66.7;15.0;11.0;15;3;100;30.8;;;;;
461;Tomáš Souček;DM;West Ham;26;35.0;34;3062.0;34.0;5.0;1.0;3.0;0.0;6613c819;Tomáš SoučekMFWest Ham;45;11;24.4;1036.0;1361.0;76.1;42.0;66.0;32;43.1;34.0;13.0;21.0;52;118.0;98.0;1.0;1759.0;62.5;40.0;16.0;39;4;13;48.5;;;;Tomáš Souček;1.0
462;Boubakary Soumaré;MF;Leicester City;22;19.0;12;1102.0;12.2;0.0;1.0;0.0;0.0;ae59b359;Boubakary SoumaréMFLeicester City;6;2;33.3;444.0;542.0;81.9;18.0;19.0;13;47.1;13.0;1.0;12.0;14;33.0;18.0;0.0;664.0;58.3;25.0;13.0;16;0;4;71.1;;;;;
463;Çağlar Söyüncü;DF;Leicester City;25;28.0;28;2497.0;27.7;1.0;0.0;5.0;0.0;21166ff4;Çağlar SöyüncüDFLeicester City;8;1;12.5;1630.0;1935.0;84.2;14.0;47.0;30;61.9;44.0;27.0;17.0;32;79.0;115.0;1.0;2216.0;50.0;9.0;3.0;24;1;5;65.7;;;;;
464;Tony Springett;MF;Norwich City;18;3.0;1;141.0;1.6;0.0;0.0;1.0;0.0;35be8087;Tony SpringettMFFWNorwich City;1;1;100.0;25.0;38.0;65.8;3.0;2.0;1;25.0;0.0;0.0;0.0;0;2.0;2.0;0.0;52.0;50.0;2.0;3.0;1;0;2;14.3;;;;;
465;Jason Steele;GK;Brighton;30;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;28300a16;Jason SteeleGKBrighton;0;0;;34.0;38.0;89.5;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;41.0;;0.0;0.0;0;0;0;100.0;60.0;0.0;0.0;;
466;Jed Steer;GK;Aston Villa;28;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;a8a3d139;Jed SteerGKAston Villa;0;0;;30.0;38.0;78.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;38.0;;0.0;0.0;0;0;0;;25.0;0.0;9.1;;
467;Zack Steffen;GK;Manchester City;26;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;42130443;Zack SteffenGKManchester City;0;0;;34.0;39.0;87.2;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;2.0;0.0;42.0;;0.0;0.0;0;0;0;;100.0;100.0;0.0;;
468;Dale Stephens;MF;Burnley;32;3.0;1;124.0;1.4;0.0;0.0;1.0;0.0;653ee42d;Dale StephensMFBurnley;1;0;0.0;46.0;57.0;80.7;1.0;4.0;1;37.5;4.0;1.0;3.0;1;5.0;1.0;0.0;71.0;;2.0;0.0;5;0;0;0.0;;;;;
469;Jack Stephens;DF;Southampton;27;11.0;9;811.0;9.0;0.0;0.0;3.0;0.0;6adbc307;Jack StephensDFSouthampton;0;0;;361.0;474.0;76.2;6.0;19.0;12;37.5;12.0;7.0;5.0;19;38.0;42.0;0.0;566.0;100.0;2.0;1.0;8;0;0;52.0;;;;;
470;Raheem Sterling;FW;Manchester City;26;30.0;23;2128.0;23.6;13.0;5.0;1.0;0.0;b400bde0;Raheem SterlingFWManchester City;54;25;46.3;714.0;880.0;81.1;93.0;23.0;10;43.5;12.0;0.0;12.0;12;35.0;3.0;0.0;1173.0;47.3;62.0;54.0;19;10;50;18.2;;;;;
471;Finley Stevens;DF;Brentford;18;1.0;0;15.0;0.2;0.0;0.0;0.0;0.0;7e003182;Finley StevensDFBrentford;0;0;;5.0;7.0;71.4;1.0;3.0;1;100.0;0.0;0.0;0.0;0;3.0;0.0;0.0;9.0;;0.0;0.0;0;0;1;100.0;;;;;
472;John Stones;DF;Manchester City;27;14.0;12;1119.0;12.4;1.0;0.0;0.0;0.0;5eecec3d;John StonesDFManchester City;9;5;55.6;911.0;1001.0;91.0;13.0;5.0;3;66.7;3.0;3.0;0.0;11;16.0;27.0;1.0;1072.0;88.9;4.0;1.0;3;0;3;82.5;;;;;
473;Pascal Struijk;MF;Leeds United;21;29.0;22;2055.0;22.8;1.0;0.0;6.0;1.0;f4d296e4;Pascal StruijkDFMFLeeds United;11;3;27.3;1089.0;1278.0;85.2;21.0;61.0;39;60.0;35.0;23.0;12.0;33;94.0;60.0;2.0;1533.0;66.7;18.0;5.0;25;1;0;50.6;;;;;
474;Crysencio Summerville;MF;Leeds United;19;6.0;0;130.0;1.4;0.0;0.0;0.0;0.0;df04eb4b;Crysencio SummervilleMFFWLeeds United;2;0;0.0;51.0;70.0;72.9;3.0;5.0;3;66.7;2.0;0.0;2.0;2;7.0;0.0;0.0;93.0;57.1;4.0;2.0;1;0;3;0.0;;;;;
475;Jakob Sørensen;MF;Norwich City;23;10.0;6;604.0;6.7;0.0;0.0;0.0;0.0;953c30b0;Jakob SørensenMFDFNorwich City;5;1;20.0;251.0;309.0;81.2;5.0;22.0;11;50.0;7.0;3.0;4.0;10;32.0;19.0;0.0;381.0;75.0;2.0;2.0;7;0;2;55.0;;;;;
476;Japhet Tanganga;DF;Tottenham;22;11.0;10;735.0;8.2;0.0;0.0;4.0;1.0;e9971f2d;Japhet TangangaDFTottenham;7;2;28.6;333.0;407.0;81.8;3.0;14.0;8;47.4;13.0;5.0;8.0;9;23.0;31.0;0.0;493.0;71.4;7.0;5.0;19;1;11;62.5;;;;;
477;Matt Targett;DF;Aston Villa;25;17.0;17;1431.0;15.9;1.0;1.0;2.0;0.0;e514ab62;Matt TargettDFAston Villa;7;2;28.6;592.0;823.0;71.9;36.0;34.0;18;53.3;16.0;9.0;7.0;23;57.0;35.0;0.0;984.0;16.7;9.0;4.0;15;0;59;69.6;;;;;
478;Matt Targett;DF;Newcastle Utd;25;16.0;16;1440.0;16.0;0.0;0.0;1.0;0.0;e514ab62;Matt TargettDFNewcastle Utd;6;3;50.0;566.0;789.0;71.7;44.0;41.0;26;64.9;15.0;4.0;11.0;25;66.0;39.0;1.0;940.0;58.8;13.0;5.0;9;1;76;61.3;;;;;
479;James Tarkowski;DF;Burnley;28;35.0;35;3106.0;34.5;1.0;2.0;11.0;0.0;15ea812b;James TarkowskiDFBurnley;22;6;27.3;816.0;1190.0;68.6;28.0;65.0;45;70.2;75.0;61.0;14.0;48;113.0;186.0;4.0;1623.0;71.4;13.0;5.0;30;2;1;71.2;;;;;
480;Nuno Tavares;DF;Arsenal;21;22.0;13;1176.0;13.1;1.0;1.0;2.0;0.0;a65c844b;Nuno TavaresDFArsenal;23;2;8.7;581.0;727.0;79.9;27.0;21.0;14;44.4;15.0;5.0;10.0;9;30.0;33.0;1.0;902.0;50.0;29.0;13.0;23;1;40;51.1;;;;;
481;Charlie Taylor;DF;Burnley;27;31.0;30;2731.0;30.3;0.0;3.0;3.0;0.0;cc2d7ad5;Charlie TaylorDFBurnley;7;0;0.0;968.0;1375.0;70.4;52.0;45.0;26;59.1;42.0;20.0;22.0;58;103.0;95.0;2.0;1744.0;50.9;31.0;15.0;17;0;104;65.9;;;;;
482;Nathan Tella;MF;Southampton;22;14.0;10;804.0;8.9;0.0;1.0;2.0;0.0;f1e94cd6;Nathan TellaMFFWSouthampton;12;5;41.7;103.0;177.0;58.2;23.0;13.0;9;35.3;13.0;0.0;13.0;6;19.0;9.0;0.0;324.0;38.5;40.0;24.0;17;3;12;25.0;;;;;
483;Alex Telles;DF;Manchester Utd;28;21.0;18;1660.0;18.4;0.0;4.0;1.0;0.0;e73c9bb2;Alex TellesDFManchester Utd;10;3;30.0;898.0;1205.0;74.5;51.0;48.0;27;62.8;17.0;4.0;13.0;26;74.0;45.0;0.0;1396.0;54.5;15.0;10.0;23;1;127;55.6;;;;;
484;Luke Thomas;DF;Leicester City;20;22.0;21;1912.0;21.2;0.0;1.0;2.0;0.0;fc027d02;Luke ThomasDFLeicester City;4;0;0.0;1007.0;1272.0;79.2;28.0;50.0;31;43.1;35.0;14.0;21.0;40;90.0;55.0;0.0;1533.0;65.2;33.0;20.0;15;0;33;42.9;;;;;
485;Dominic Thompson;DF;Brentford;21;2.0;2;146.0;1.6;0.0;0.0;0.0;0.0;235a62f8;Dominic ThompsonDFBrentford;1;0;0.0;21.0;41.0;51.2;1.0;1.0;0;0.0;2.0;2.0;0.0;2;3.0;3.0;0.0;57.0;0.0;2.0;0.0;1;0;2;33.3;;;;;
486;Youri Tielemans;MF;Leicester City;24;32.0;29;2631.0;29.2;6.0;4.0;3.0;0.0;56f7a928;Youri TielemansMFLeicester City;57;15;26.3;1451.0;1785.0;81.3;101.0;74.0;38;42.0;47.0;13.0;34.0;21;95.0;41.0;3.0;2111.0;64.1;44.0;30.0;32;0;56;55.8;;;;;
487;Kieran Tierney;DF;Arsenal;24;22.0;22;1915.0;21.3;1.0;3.0;0.0;0.0;fce2302c;Kieran TierneyDFArsenal;15;5;33.3;900.0;1165.0;77.3;44.0;18.0;14;90.9;23.0;5.0;18.0;15;33.0;54.0;0.0;1347.0;39.1;18.0;8.0;5;1;79;34.3;;;;;
488;Takehiro Tomiyasu;DF;Arsenal;22;21.0;20;1679.0;18.7;0.0;1.0;2.0;0.0;b3af9be1;Takehiro TomiyasuDFArsenal;11;2;18.2;888.0;1098.0;80.9;34.0;35.0;17;65.6;22.0;3.0;19.0;24;59.0;64.0;2.0;1310.0;60.0;27.0;12.0;16;0;31;55.2;;;;;
