;cluster;Poss;age;Dist;Fls;diff_value;PK;coup_arret;nb_top
0;0;44.04014643746904;25.445833333333344;18.204286889265344;13.400194356443818;-199.4311541982784;0.06620660744149165;0.7184304246927048;1.7708333333333333
1;1;53.56907268689939;25.747619047619043;17.426960081928115;12.697602877620538;334.8077229633078;0.20487954705772266;0.5078666696344202;3.142857142857143
2;2;53.44973098492367;25.64285714285713;17.09264778679903;12.667527112892799;119.51701560126214;0.2008699822214218;0.48620941063053824;2.392857142857143
3;3;49.231648987568455;25.36585365853659;18.348473344314527;13.651161287151869;-76.20289161361262;0.10386557096634445;0.6437094557369338;1.6341463414634145
