Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Alex Meret,GK,Napoli,23,22.0,0,0,,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,4.6,2,0,0.0,c730da00
Dries Mertens,FWMF,Napoli,33,16.2,54,19,35.2,89b2c8a9
Junior Messias,MFFW,Crotone,29,35.7,98,31,31.6,f49c4ae9
Petar Mićin,MF,Udinese,21,0.2,0,0,,259deea9
Valentin Mihaila,FWMF,Parma,20,7.8,19,10,52.6,81a4c239
Nikola Milenković,DF,Fiorentina,22,33.7,21,9,42.9,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,30.5,63,21,33.3,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,5.0,0,0,,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,0.2,0,0,,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,7.5,15,6,40.0,a9aa0d1d
Antonio Mirante,GK,Roma,37,12.8,0,0,,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,30.5,81,33,40.7,dd0daf32
Johan Mojica,DF,Atalanta,27,3.3,4,0,0.0,608f2092
Nahuel Molina,DF,Udinese,22,20.3,16,6,37.5,23610943
Salvatore Molina,MFDF,Crotone,28,25.7,15,5,33.3,54ab971f
Gabriele Moncini,FWMF,Benevento,24,4.0,8,1,12.5,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,0.0,0,0,,dd52d069
Lorenzo Montipò,GK,Benevento,24,37.0,0,0,,c1d95617
Luca Mora,MF,Spezia,32,1.3,1,1,100.0,42fff925
Álvaro Morata,FW,Juventus,27,22.4,55,23,41.8,129af0db
Raúl Moro,FW,Lazio,17,0.1,0,0,,919dd4b1
Mert Müldür,DF,Sassuolo,21,18.6,15,1,6.7,1295552e
Luis Muriel,FW,Atalanta,29,16.0,84,36,42.9,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,9.2,31,8,25.8,0cadc46d
Nicola Murru,DF,Torino,25,6.3,5,1,20.0,d183e9d6
Mateo Musacchio,DF,Lazio,29,2.5,0,0,,91899ca8
Mateo Musacchio,DF,Milan,29,0.4,0,0,,91899ca8
Juan Musso,GK,Udinese,26,35.0,0,0,,a111cf41
Joakim Mæhle,DF,Atalanta,23,13.5,21,6,28.6,c459a650
Radja Nainggolan,MF,Cagliari,32,20.5,49,6,12.2,1f9328da
Radja Nainggolan,MF,Inter,32,0.5,3,0,0.0,1f9328da
Nahitan Nández,MFDF,Cagliari,24,30.4,32,14,43.8,95facda1
Ilija Nestorovski,FWMF,Udinese,30,7.8,25,9,36.0,b1236c63
Nicolas Nkoulou,DF,Torino,30,15.1,3,1,33.3,93cf32a8
Bram Nuytinck,DF,Udinese,30,18.2,4,2,50.0,e33f36d5
Simeon Nwankwo,FW,Crotone,28,32.7,55,24,43.6,80dbbd10
M'Bala Nzola,FW,Spezia,23,21.1,41,14,34.1,a4948e67
Pedro Obiang,MF,Sassuolo,28,16.3,16,5,31.3,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,0.5,2,1,50.0,97e8ea97
Stefano Okaka,FW,Udinese,30,16.5,24,9,37.5,601ef102
Christian Oliva,MF,Cagliari,24,4.3,0,0,,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,1.0,0,0,,32a33c68
Jérôme Onguéné,DF,Genoa,22,2.0,0,0,,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,19.5,53,19,35.8,e14ec482
Victor Osimhen,FW,Napoli,21,17.5,66,24,36.4,8c90fd7a
Yordan Osorio,DF,Parma,26,20.1,7,1,14.3,4d17df3e
David Ospina,GK,Napoli,31,16.0,0,0,,82b1198a
Adam Ounas,FWMF,Crotone,23,13.3,25,10,40.0,ed90babd
Adam Ounas,MFFW,Cagliari,23,3.4,6,0,0.0,ed90babd
Thomas Ouwejan,DF,Udinese,23,4.6,6,2,33.3,36d9dabe
Daniele Padelli,GK,Inter,34,0.5,0,0,,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,0.1,0,0,,ad84294f
Rodrigo Palacio,FW,Bologna,38,27.8,54,23,42.6,8d8178ac
Alberto Paleari,GK,Genoa,27,2.3,0,0,,94a3606c
Antonio Palumbo,MF,Sampdoria,23,0.1,1,0,0.0,33e98344
Martin Palumbo,MF,Udinese,18,0.7,0,0,,f8d41a8c
Goran Pandev,FWMF,Genoa,37,15.6,19,10,52.6,d711d04f
Ivor Pandur,GK,Hellas Verona,20,3.7,0,0,,457cb02f
Vittorio Parigini,MFDF,Genoa,24,0.6,1,1,100.0,75efed2e
Marco Parolo,DFMF,Lazio,35,7.3,6,1,16.7,ed5886d2
Mario Pašalić,MF,Atalanta,25,12.5,20,12,60.0,e599253a
Christian Pastina,DF,Benevento,19,1.3,0,0,,38bf62b5
Javier Pastore,MFFW,Roma,31,0.9,0,0,,881ef58c
Patric,DF,Lazio,27,17.7,7,0,0.0,f7223718
Leonardo Pavoletti,FW,Cagliari,31,17.6,44,11,25.0,d37b0350
Nehuén Paz,DF,Bologna,27,4.0,2,1,50.0,42b1a58a
Pedro,MFFW,Roma,33,17.7,43,15,34.9,3ca7254a
João Pedro,FWMF,Cagliari,28,36.1,71,29,40.8,81255c03
Gianluca Pegolo,GK,Sassuolo,39,1.0,0,0,,f058ed1f
Graziano Pellè,FW,Parma,35,6.8,14,5,35.7,9654d8de
Lorenzo Pellegrini,MF,Roma,24,28.9,69,26,37.7,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,7.1,5,0,0.0,3b61c9ec
Federico Peluso,DF,Sassuolo,36,2.3,0,0,,4f2908e5
Andreas Pereira,FWMF,Lazio,24,6.0,14,5,35.7,6639e500
Pedro Pereira,DF,Crotone,22,28.3,14,5,35.7,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,3.0,14,5,35.7,7ec7738e
Bruno Peres,DF,Roma,30,15.9,12,6,50.0,852351df
Roberto Pereyra,MFFW,Udinese,29,32.5,27,6,22.2,75f2c59f
Carles Pérez,MFFW,Roma,22,8.6,23,8,34.8,a8f21b9f
Mattia Perin,GK,Genoa,27,32.0,0,0,,4c62d0c8
Ivan Perišić,DFFW,Inter,31,19.9,35,10,28.6,6fe90922
Matteo Pessina,MF,Atalanta,23,18.3,22,10,45.5,780e3631
Andrea Petagna,FW,Napoli,25,10.7,24,10,41.7,03f946ed
Jacopo Petriccione,MF,Crotone,25,10.6,3,1,33.3,909bce7f
Jens Petter Hauge,FW,Milan,20,5.9,7,3,42.9,12c35abe
Germán Pezzella,DF,Fiorentina,29,30.5,16,2,12.5,8c725b43
Giuseppe Pezzella,DF,Parma,22,20.3,7,2,28.6,149c5f5d
Cristiano Piccini,DF,Atalanta,27,0.7,1,0,0.0,32c0491f
Roberto Piccoli,FW,Spezia,19,7.8,15,11,73.3,1cadaf34
Andrea Pinamonti,FW,Inter,21,1.9,4,2,50.0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,0.3,0,0,,f6a06749
Fabio Pisacane,DF,Cagliari,34,2.5,0,0,,56400c01
Marko Pjaca,FWMF,Genoa,25,15.8,29,11,37.9,2c38b327
Tommaso Pobega,MF,Spezia,21,13.7,22,10,45.5,55a1cac2
Andrea Poli,MF,Bologna,30,4.3,3,2,66.7,b3fd7075
Matteo Politano,FWMF,Napoli,26,21.2,63,19,30.2,5e861944
Manolo Portanova,MFFW,Genoa,20,0.7,1,1,100.0,c8c0dccd
Manolo Portanova,MF,Juventus,20,0.8,5,2,40.0,c8c0dccd
Ivan Provedel,GK,Spezia,26,29.0,0,0,,277da414
Erick Pulgar,MF,Fiorentina,26,22.2,16,3,18.8,4611e028
Ignacio Pussetto,FW,Udinese,24,8.4,17,7,41.2,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,24.5,79,25,31.6,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,0.4,0,0,,3688af6c
Adrien Rabiot,MF,Juventus,25,25.7,33,12,36.4,8794e251
Ivan Radovanović,DFMF,Genoa,31,24.8,6,1,16.7,023937a9
Ionuț Radu,GK,Inter,23,1.5,0,0,,67f649be
Ștefan Radu,DF,Lazio,33,27.3,6,0,0.0,53de807a
Rafael,GK,Spezia,38,2.3,0,0,,dd06d56c
Antonio Raimondo,FW,Bologna,16,0.0,0,0,,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,10.8,13,5,38.5,2c851997
Aaron Ramsey,MF,Juventus,29,12.1,24,11,45.8,ef619b0b
Andrea Ranocchia,DF,Inter,32,7.8,9,2,22.2,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,13.7,24,12,50.0,6e058f06
Federico Ravaglia,GK,Bologna,20,4.0,0,0,,6662d731
Ante Rebić,FW,Milan,26,19.7,43,23,53.5,536cebe5
Arkadiusz Reca,DF,Crotone,25,25.7,30,7,23.3,6213fd82
Vasco Regini,DF,Sampdoria,29,1.0,0,0,,339c6ed4
Pepe Reina,GK,Lazio,37,29.0,0,0,,e358587b
Bryan Reynolds,DF,Roma,19,3.1,0,0,,2306bf5c
Franck Ribéry,FW,Fiorentina,37,23.9,21,9,42.9,f61c7c4e
Federico Ricci,FW,Sassuolo,26,0.0,0,0,,524eb8c5
Giacomo Ricci,DF,Parma,23,0.7,0,0,,cfb38237
Matteo Ricci,MF,Spezia,26,24.8,21,5,23.8,3cf7dc7e
Tomás Rincón,MF,Torino,32,31.6,22,4,18.2,f1cfc209
Andrea Rispoli,DF,Crotone,31,7.2,4,1,25.0,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,7.1,12,4,33.3,2bae5658
Ricardo Rodríguez,DF,Torino,27,13.8,13,2,15.4,7f78ad23
Marko Rog,MF,Cagliari,25,12.9,8,2,25.0,b6b2b820
Rogério,DF,Sassuolo,22,20.9,16,3,18.8,10e7f486
Luis Rojas,MFFW,Crotone,18,1.2,1,0,0.0,11e0904f
Alessio Romagnoli,DF,Milan,25,21.2,15,3,20.0,3ead85f9
Cristian Romero,DF,Atalanta,22,28.3,14,7,50.0,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,31.1,160,61,38.1,dea698d9
Marten de Roon,MF,Atalanta,29,33.6,17,3,17.6,2a1beb34
Nicolò Rovella,MF,Genoa,18,13.2,11,2,18.2,e58cbfd5
Amir Rrahmani,DF,Napoli,26,12.2,5,2,40.0,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,2.3,1,1,100.0,90573602
Daniele Rugani,DF,Cagliari,26,11.1,3,1,33.3,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,2.3,2,0,0.0,ae9898c5
Mário Rui,DF,Napoli,29,18.5,19,2,10.5,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,28.5,43,15,34.9,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,22.4,28,7,25.0,ee251371
Jacopo Sala,DF,Spezia,28,4.2,0,0,,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,8.4,22,10,45.5,0489bb30
Antonio Sanabria,FW,Torino,24,10.9,20,11,55.0,0a447501
Alexis Sánchez,FW,Inter,31,12.7,28,15,53.6,2c0f8e9e
Alex Sandro,DF,Juventus,29,20.6,13,3,23.1,0d82903c
Siriki Sanogo,MF,Benevento,18,0.1,0,0,,ff120e44
Nicola Sansone,FWMF,Bologna,28,13.0,31,13,41.9,7eb97a8e
Federico Santander,FW,Bologna,29,0.4,4,0,0.0,df85d472
Davide Santon,DF,Roma,29,6.5,5,0,0.0,88c89891
Samir Santos,DF,Udinese,25,24.6,11,3,27.3,92b4758e
Riccardo Saponara,MF,Fiorentina,28,0.6,0,0,,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,4.3,10,4,40.0,3bb7af3b
Marco Sau,MFFW,Benevento,32,8.7,10,5,50.0,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,15.0,45,16,35.6,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,0.2,0,0,,afe31d55
Pasquale Schiattarella,MF,Benevento,33,25.0,11,6,54.5,bd84fc61
Jerdy Schouten,MF,Bologna,23,27.9,9,4,44.4,2cfae697
Matteo Scozzarella,MF,Parma,32,1.7,0,0,,ea164f99
Simone Scuffet,GK,Udinese,24,1.0,0,0,,41bd99ea
Jacopo Segre,MF,Torino,23,2.1,4,1,25.0,3cb132e6
Léo Sena,MF,Spezia,24,9.8,2,0,0.0,1de40dae
Stefano Sensi,MF,Inter,24,6.7,18,7,38.9,b70bde8f
Luigi Sepe,GK,Parma,29,36.0,0,0,,343f753a
Stephan El Shaarawy,MFFW,Roma,27,6.4,16,7,43.8,d3aaad90
Eldor Shomurodov,FW,Genoa,25,18.6,39,17,43.6,57469b2d
Luca Siligardi,MFFW,Crotone,32,0.5,2,1,50.0,1cac99dc
Luca Siligardi,FWMF,Parma,32,0.4,0,0,,1cac99dc
Adrien Silva,MF,Sampdoria,31,17.8,6,1,16.7,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,34.0,0,0,,0d422df7
Giovanni Simeone,FW,Cagliari,25,19.3,43,13,30.2,343c0d52
Wilfried Singo,DF,Torino,19,20.6,10,1,10.0,8b609c34
Salvatore Sirigu,GK,Torino,33,32.0,0,0,,10dc46f0
Łukasz Skorupski,GK,Bologna,29,28.0,0,0,,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,13.1,30,10,33.3,c50cee19
Milan Škriniar,DF,Inter,25,30.9,15,6,40.0,30f5ffa9
Chris Smalling,DF,Roma,30,12.3,7,1,14.3,b6964eb6
Simon Sohm,MF,Parma,19,10.0,5,1,20.0,a5f458d9
Roberto Soriano,MF,Bologna,29,36.1,61,19,31.1,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,13.2,25,9,36.0,94816803
Adama Soumaoro,DF,Bologna,28,19.5,8,2,25.0,7b075c75
Leonardo Spinazzola,DF,Roma,27,23.6,22,6,27.3,3626daea
Marco Sportiello,GK,Atalanta,28,14.0,0,0,,ac4003af
Mattia Sprocati,MFFW,Parma,27,0.2,0,0,,bdd0692f
Thomas Strakosha,GK,Lazio,25,9.0,0,0,,339fe0e8
Kevin Strootman,MF,Genoa,30,14.6,6,2,33.3,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,29.3,23,12,52.2,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,4.7,1,0,0.0,2334478a
Stefano Sturaro,MF,Genoa,27,4.9,5,2,40.0,2334478a
Bosko Sutalo,DF,Atalanta,20,2.6,0,0,,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,20.6,58,17,29.3,92d83c27
Wojciech Szczęsny,GK,Juventus,30,29.7,0,0,,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,25.6,18,3,16.7,8da74c05
Ciprian Tătărușanu,GK,Milan,34,1.0,0,0,,b056e3da
Andrés Tello,DFMF,Benevento,23,4.6,7,3,42.9,5f951ef1
Hidde ter Avest,DF,Udinese,23,3.9,0,0,,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,3.0,0,0,,e1b0a70d
Claudio Terzi,DF,Spezia,36,20.8,5,2,40.0,5570e6fb
Morten Thorsby,MF,Sampdoria,24,29.4,23,9,39.1,d1b49282
Jeremy Toljan,DF,Sassuolo,25,16.6,5,1,20.0,a96e5dc0
Rafael Tolói,DF,Atalanta,29,28.2,29,8,27.6,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,30.2,16,4,25.0,b3af9be1
Fikayo Tomori,DF,Milan,22,16.3,5,4,80.0,7edfbb8a
Sandro Tonali,MF,Milan,20,14.8,10,3,30.0,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,19.8,13,2,15.4,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,1.9,4,2,50.0,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,0.8,1,0,0.0,2e0ae188
Chaka Traorè,FWDF,Parma,15,0.2,1,0,0.0,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,3.3,0,0,,4571fa88
Alessandro Tuia,DF,Benevento,30,19.6,8,1,12.5,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,0.6,2,1,50.0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,1.9,1,0,0.0,7cd520e8
Samir Ujkani,GK,Torino,32,1.0,0,0,,96640846
Kacper Urbanski,FW,Bologna,15,0.0,0,0,,2d9d9e42
Lautaro Valenti,DF,Parma,21,5.5,4,0,0.0,55db5c36
Borja Valero,MFFW,Fiorentina,35,5.5,5,0,0.0,0e21fc3c
Denis Vavro,DF,Lazio,24,0.4,0,0,,08990838
Matías Vecino,MF,Inter,28,3.1,6,3,50.0,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,14.6,10,2,20.0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,19.5,4,0,0.0,983ff2c7
Daniele Verde,FW,Spezia,24,10.9,33,15,45.5,d3298c99
Simone Verdi,MFFW,Torino,28,18.0,40,13,32.5,0375723e
Jordan Veretout,MF,Roma,27,22.8,35,14,40.0,4a56052c
Edoardo Vergani,FW,Bologna,19,0.1,0,0,,2873973b
Valerio Verre,FWMF,Sampdoria,26,11.1,24,10,41.7,33ecf462
Guglielmo Vicario,GK,Cagliari,23,4.0,0,0,,77d6fd4d
Arturo Vidal,MF,Inter,33,12.6,21,3,14.3,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,2.5,2,0,0.0,75e60d75
Luca Vignali,DF,Spezia,24,17.7,4,1,25.0,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,13.4,23,8,34.8,ec5dae45
Gonzalo Villar,MF,Roma,22,20.7,10,1,10.0,bdc74a8f
Nicolas Viola,MF,Benevento,30,11.5,14,4,28.6,45392b06
Dušan Vlahović,FW,Fiorentina,20,32.5,80,33,41.3,79443529
Mërgim Vojvoda,DFFW,Torino,25,15.1,6,3,50.0,be2706c0
Stefan de Vrij,DF,Inter,28,30.4,12,4,33.3,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,0.0,0,0,,bf4d31d3
Miloš Vulić,MF,Crotone,23,14.5,17,4,23.5,5944af8f
Walace,MF,Udinese,25,22.8,17,4,23.5,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,18.0,3,1,33.3,217875a4
Maya Yoshida,DF,Sampdoria,31,25.3,11,1,9.1,caffaf5a
Ashley Young,DF,Inter,35,15.8,15,5,33.3,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,29.0,30,12,40.0,d85c238b
Vasilios Zagaritis,DF,Parma,19,0.7,0,0,,b4a3d61a
Miha Zajc,MF,Genoa,26,20.7,19,4,21.1,83e4643e
Nicola Zalewski,MF,Roma,18,0.1,0,0,,45191c29
Niccolò Zanellato,MF,Crotone,22,18.2,5,1,20.0,741e058f
Cristián Zapata,DF,Genoa,33,10.8,3,2,66.7,b1deecf8
Duván Zapata,FW,Atalanta,29,26.4,98,38,38.8,d3de9af0
Gabriele Zappa,DF,Cagliari,20,26.6,11,0,0.0,ca3db240
Davide Zappacosta,DF,Genoa,28,22.7,41,13,31.7,7fe90ccd
Simone Zaza,FW,Torino,29,16.6,57,16,28.1,9592289a
Marvin Zeegelaar,DF,Udinese,29,19.3,9,1,11.1,8abd0c03
Piotr Zieliński,MF,Napoli,26,28.0,60,25,41.7,a5296e55
Joshua Zirkzee,FWMF,Parma,19,1.3,1,0,0.0,028e70b9
Jeroen Zoet,GK,Spezia,29,6.7,0,0,,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,23.1,54,13,24.1,eccbe56a
