Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Dejan Kulusevski,MFFW,Juventus,20,33,19,32.6,22,0,22,9,42,2,1,df3cda47
Marash Kumbulla,DF,Roma,20,16,11,29.4,12,5,7,24,40,38,1,a40819d9
Jasmin Kurtić,MF,Parma,31,46,28,30.0,22,2,20,33,79,57,1,144607cc
Giorgos Kyriakopoulos,DF,Sassuolo,24,35,18,28.6,16,5,11,15,50,42,0,0a483542
Antonino La Gumina,FW,Sampdoria,24,3,2,0.0,5,1,4,3,6,5,0,822a7761
Sam Lammers,FWMF,Atalanta,23,2,0,0.0,0,0,0,0,2,3,0,c283ddef
Gianluca Lapadula,FW,Benevento,30,22,12,24.0,18,3,15,5,27,16,0,2ead2809
Danilo Larangeira,DF,Bologna,36,33,24,27.6,58,36,22,51,84,127,2,fed5f993
Kevin Lasagna,FW,Udinese,27,6,1,21.4,11,0,11,6,12,7,0,09538fdb
Kevin Lasagna,FW,Hellas Verona,27,7,3,20.0,12,1,11,1,8,11,0,09538fdb
Vincent Laurini,DF,Parma,31,16,11,77.8,8,4,4,17,33,22,1,3535098b
Darko Lazović,DFMF,Hellas Verona,29,29,17,47.6,17,7,10,20,49,29,0,5128bde4
Manuel Lazzari,DF,Lazio,26,24,14,35.9,22,3,19,18,42,28,0,02caf6e0
Rafael Leão,FW,Milan,21,13,6,40.0,17,0,17,4,17,14,1,20730eae
Lucas Leiva,MF,Lazio,33,68,32,34.9,21,0,21,57,125,21,0,4c78b5ed
Lukas Lerager,MF,Genoa,27,24,13,36.7,13,3,10,14,38,25,1,1b82f8df
Mehdi Léris,DFMF,Sampdoria,22,11,5,37.5,12,2,10,12,23,15,0,7d3cbc67
Karlo Letica,GK,Sampdoria,23,0,0,,0,0,0,0,0,2,0,4a6914ff
Gaetano Letizia,DF,Benevento,30,36,25,47.2,15,3,12,20,56,42,1,3dd45b70
Matthijs de Ligt,DF,Juventus,20,37,19,64.3,42,21,21,31,68,64,0,d6e53a3a
Karol Linetty,MF,Torino,25,38,28,35.6,19,5,14,15,53,7,0,d023d70f
Pol Lirola,DFFW,Fiorentina,22,13,8,50.0,6,3,3,6,19,9,0,ff800ed8
Fernando Llorente,FW,Udinese,35,4,1,40.0,3,0,3,2,6,17,0,82dbf623
Fernando Llorente,FWMF,Napoli,35,0,0,,0,0,0,0,0,0,0,82dbf623
Stanislav Lobotka,MF,Napoli,25,1,1,0.0,1,1,0,0,1,1,1,e1cbb531
Manuel Locatelli,MF,Sassuolo,22,81,47,51.8,35,15,20,51,132,65,1,a8a874f1
Maxime Lopez,MF,Sassuolo,22,24,13,34.1,9,0,9,16,40,10,1,20094685
Pau López,GK,Roma,25,2,0,100.0,1,0,1,0,2,7,4,20b9f052
Matteo Lovato,DF,Hellas Verona,20,21,12,47.6,20,10,10,37,58,48,1,5fa57166
Hirving Lozano,FW,Napoli,25,29,18,27.8,37,1,36,18,47,14,0,a69e4806
José Luis Palomino,DF,Atalanta,30,67,33,50.0,30,16,14,79,146,60,2,921f6058
Romelu Lukaku,FW,Inter,27,11,1,42.9,11,1,10,3,14,34,0,5eae500a
Saša Lukić,MF,Torino,23,32,13,30.0,23,5,18,17,49,17,0,c6e8cf1f
Senad Lulić,DF,Lazio,34,14,7,46.7,10,1,9,4,18,13,0,7fd58fe3
Sebastiano Luperto,DF,Crotone,23,38,20,59.3,17,7,10,27,65,74,1,997fff07
Lyanco,DF,Torino,23,21,14,57.1,36,26,10,46,67,76,0,b5bf1770
Charalambos Lykogiannis,DF,Cagliari,26,34,21,57.9,34,13,21,32,66,94,0,5efc5389
Lisandro Magallán,DF,Crotone,26,54,31,40.5,29,15,14,44,98,78,1,01a49bd2
Christian Maggio,DF,Benevento,38,9,4,33.3,4,1,3,2,11,6,0,31d7f557
Giulio Maggiore,MF,Spezia,22,61,36,39.6,33,6,27,19,80,25,1,957e4c87
Francesco Magnanelli,MF,Sassuolo,35,7,5,30.0,6,2,4,13,20,10,0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,24,26,15,56.3,25,16,9,44,70,105,1,cce9f582
Jean-Victor Makengo,MF,Udinese,22,8,7,23.1,7,1,6,5,13,7,0,22bfb57e
Nikola Maksimović,DF,Napoli,28,18,9,50.0,15,6,9,21,39,49,3,16b9d5cf
Kévin Malcuit,DF,Fiorentina,29,5,3,0.0,5,0,5,3,8,6,0,d6a889ea
Kévin Malcuit,FWMF,Napoli,29,2,1,0.0,0,0,0,2,4,2,0,d6a889ea
Daniel Maldini,FWDF,Milan,18,1,0,0.0,0,0,0,0,1,0,0,801831fe
Ruslan Malinovskyi,MFFW,Atalanta,27,19,8,34.8,16,1,15,2,21,4,0,48d5bd33
Dennis Man,FWMF,Parma,21,12,6,28.6,5,0,5,2,14,6,0,2079b3cc
Gianluca Mancini,DF,Roma,24,50,29,58.1,38,18,20,72,122,77,3,5aa53281
Rolando Mandragora,MF,Udinese,23,8,5,30.0,10,3,7,6,14,5,0,c7259b83
Rolando Mandragora,MF,Torino,23,19,4,23.3,19,6,13,20,39,19,0,c7259b83
Mario Mandžukić,FW,Milan,34,7,6,66.7,0,0,0,2,9,3,0,afa0d4e0
Niccolò Manfredini,GK,Benevento,32,0,0,,0,0,0,0,0,2,1,e4b39692
Kostas Manolas,DF,Napoli,29,31,18,70.8,22,13,9,23,54,82,2,c707411f
Juan Manuel Ramos,DF,Spezia,23,5,0,57.1,1,0,1,2,7,6,0,36d7971a
Federico Marchetti,GK,Genoa,37,1,0,100.0,0,0,0,0,1,2,1,f794b426
Riccardo Marchizza,DF,Spezia,22,20,11,57.1,13,4,9,11,31,27,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,28,32,20,43.5,46,37,9,50,82,100,1,8650af85
Răzvan Marin,MF,Cagliari,24,54,33,50.9,29,10,19,29,83,15,0,7fac99d4
Marlon,DF,Sassuolo,24,19,13,72.2,23,17,6,27,46,44,2,cdf65d12
Luca Marrone,DF,Crotone,30,25,18,61.9,22,11,11,26,51,56,1,ea468ea8
Lautaro Martínez,FW,Inter,22,25,12,29.2,31,1,30,27,52,16,0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,32,20,43.9,27,9,18,39,71,48,0,3ec3c1c9
Adam Marušić,DF,Lazio,27,38,22,50.0,38,6,32,40,78,54,0,d4535821
Andrea Masiello,DF,Genoa,34,38,22,47.9,32,13,19,53,91,107,3,e0314d87
Giuseppe Mastinu,FW,Spezia,28,1,1,100.0,1,0,1,0,1,0,0,26cd1bff
Ryder Matos,MF,Udinese,27,0,0,,0,0,0,0,0,0,0,7280b54f
Federico Mattiello,DF,Spezia,25,0,0,,0,0,0,0,0,0,0,fba81826
Borja Mayoral,FW,Roma,23,3,2,10.0,5,0,5,0,3,5,2,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,1,1,,0,0,0,0,1,1,0,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,6,5,60.0,5,3,2,1,7,10,0,cfbf9881
Weston McKennie,MF,Juventus,21,34,19,36.4,21,3,18,28,62,26,0,01c3aff5
Gary Medel,DFMF,Bologna,32,12,9,40.0,8,6,2,7,19,10,0,563a68ad
Soualiho Meïté,MF,Torino,26,11,7,31.3,18,1,17,10,21,9,1,5cec2c74
Soualiho Meïté,MF,Milan,26,18,10,47.1,9,2,7,8,26,16,0,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,7,6,50.0,5,0,5,5,12,8,0,6604165d
Arthur Melo,MF,Juventus,23,17,9,38.7,6,1,5,18,35,9,1,48b3dd60
Alex Meret,GK,Napoli,23,0,0,0.0,0,0,0,0,0,5,0,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,8,4,33.3,7,5,2,14,22,11,1,c730da00
Dries Mertens,FWMF,Napoli,33,16,14,20.0,7,1,6,9,25,3,1,89b2c8a9
Junior Messias,MFFW,Crotone,29,60,35,31.4,32,12,20,35,95,40,0,f49c4ae9
Petar Mićin,MF,Udinese,21,0,0,,0,0,0,0,0,0,0,259deea9
Valentin Mihaila,FWMF,Parma,20,2,1,0.0,8,1,7,5,7,8,0,81a4c239
Nikola Milenković,DF,Fiorentina,22,49,29,63.6,42,33,9,44,93,122,1,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,59,40,32.1,52,12,40,33,92,47,0,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,1,1,100.0,0,0,0,0,1,1,3,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,0,0,,0,0,0,0,0,0,0,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,24,13,66.7,1,0,1,3,27,1,0,a9aa0d1d
Antonio Mirante,GK,Roma,37,0,0,0.0,1,0,1,0,0,7,2,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,58,24,21.0,34,0,34,39,97,10,0,dd0daf32
Johan Mojica,DF,Atalanta,27,4,4,66.7,3,0,3,7,11,6,0,608f2092
Nahuel Molina,DF,Udinese,22,27,18,38.1,26,4,22,21,48,49,1,23610943
Salvatore Molina,MFDF,Crotone,28,39,22,64.4,30,8,22,17,56,41,0,54ab971f
Gabriele Moncini,FWMF,Benevento,24,2,1,0.0,2,0,2,2,4,4,0,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,0,0,0.0,0,0,0,0,0,0,0,dd52d069
Lorenzo Montipò,GK,Benevento,24,0,0,,1,0,1,0,0,16,3,c1d95617
Luca Mora,MF,Spezia,32,3,1,50.0,2,1,1,0,3,2,0,42fff925
Álvaro Morata,FW,Juventus,27,17,12,14.3,22,2,20,5,22,21,0,129af0db
Raúl Moro,FW,Lazio,17,0,0,0.0,0,0,0,0,0,0,0,919dd4b1
Mert Müldür,DF,Sassuolo,21,43,20,50.9,17,1,16,36,79,41,0,1295552e
Luis Muriel,FW,Atalanta,29,20,9,34.6,17,0,17,7,27,4,0,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,3,1,0.0,9,2,7,3,6,20,0,0cadc46d
Nicola Murru,DF,Torino,25,9,6,60.0,11,1,10,12,21,24,0,d183e9d6
Mateo Musacchio,DF,Lazio,29,1,1,,5,2,3,2,3,5,0,91899ca8
Mateo Musacchio,DF,Milan,29,2,1,66.7,1,0,1,3,5,0,0,91899ca8
Juan Musso,GK,Udinese,26,1,1,100.0,0,0,0,1,2,8,1,a111cf41
Joakim Mæhle,DF,Atalanta,23,18,10,42.1,17,2,15,11,29,5,0,c459a650
Radja Nainggolan,MF,Cagliari,32,41,26,55.9,18,0,18,15,56,15,1,1f9328da
Radja Nainggolan,MF,Inter,32,0,0,,0,0,0,1,1,0,0,1f9328da
Nahitan Nández,MFDF,Cagliari,24,56,28,36.8,26,4,22,23,79,49,0,95facda1
Ilija Nestorovski,FWMF,Udinese,30,6,4,15.4,5,0,5,1,7,7,0,b1236c63
Nicolas Nkoulou,DF,Torino,30,14,9,58.3,28,14,14,33,47,71,1,93cf32a8
Bram Nuytinck,DF,Udinese,30,21,15,65.0,30,17,13,25,46,77,0,e33f36d5
Simeon Nwankwo,FW,Crotone,28,9,2,13.6,21,5,16,6,15,51,0,80dbbd10
M'Bala Nzola,FW,Spezia,23,12,5,57.1,15,1,14,3,15,20,0,a4948e67
Pedro Obiang,MF,Sassuolo,28,35,22,34.3,26,7,19,22,57,27,0,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,2,1,66.7,1,0,1,0,2,1,0,97e8ea97
Stefano Okaka,FW,Udinese,30,10,7,20.0,7,1,6,2,12,19,0,601ef102
Christian Oliva,MF,Cagliari,24,10,4,35.3,11,1,10,8,18,7,0,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,2,0,100.0,3,1,2,0,2,8,0,32a33c68
Jérôme Onguéné,DF,Genoa,22,2,1,28.6,2,0,2,2,4,8,0,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,37,18,41.0,22,3,19,10,47,22,0,e14ec482
Victor Osimhen,FW,Napoli,21,22,15,20.0,6,0,6,7,29,10,0,8c90fd7a
Yordan Osorio,DF,Parma,26,22,14,37.5,30,18,12,53,75,77,1,4d17df3e
David Ospina,GK,Napoli,31,0,0,,0,0,0,0,0,4,0,82b1198a
Adam Ounas,FWMF,Crotone,23,9,4,0.0,12,1,11,3,12,4,0,ed90babd
Adam Ounas,MFFW,Cagliari,23,3,2,0.0,5,0,5,3,6,0,0,ed90babd
Thomas Ouwejan,DF,Udinese,23,4,1,22.2,4,0,4,5,9,6,0,36d9dabe
Daniele Padelli,GK,Inter,34,0,0,,0,0,0,0,0,0,0,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,0,0,,0,0,0,1,1,0,0,ad84294f
Rodrigo Palacio,FW,Bologna,38,13,6,6.7,18,0,18,7,20,29,0,8d8178ac
Alberto Paleari,GK,Genoa,27,0,0,,0,0,0,0,0,1,0,94a3606c
Antonio Palumbo,MF,Sampdoria,23,0,0,0.0,0,0,0,0,0,0,0,33e98344
Martin Palumbo,MF,Udinese,18,0,0,,5,0,5,1,1,0,0,f8d41a8c
Goran Pandev,FWMF,Genoa,37,9,5,40.0,6,0,6,2,11,7,1,d711d04f
Ivor Pandur,GK,Hellas Verona,20,0,0,,0,0,0,0,0,0,0,457cb02f
Vittorio Parigini,MFDF,Genoa,24,5,2,0.0,0,0,0,0,5,0,0,75efed2e
Marco Parolo,DFMF,Lazio,35,21,8,40.0,20,6,14,14,35,31,0,ed5886d2
Mario Pašalić,MF,Atalanta,25,26,15,63.2,12,1,11,8,34,6,0,e599253a
Christian Pastina,DF,Benevento,19,0,0,0.0,1,0,1,1,1,8,0,38bf62b5
Javier Pastore,MFFW,Roma,31,2,2,100.0,0,0,0,0,2,0,0,881ef58c
Patric,DF,Lazio,27,30,16,54.2,13,3,10,18,48,51,1,f7223718
Leonardo Pavoletti,FW,Cagliari,31,7,3,5.0,4,2,2,4,11,32,0,d37b0350
Nehuén Paz,DF,Bologna,27,9,4,85.7,4,2,2,11,20,16,0,42b1a58a
Pedro,MFFW,Roma,33,22,14,20.0,10,0,10,9,31,2,1,3ca7254a
João Pedro,FWMF,Cagliari,28,13,6,7.4,32,6,26,13,26,28,0,81255c03
Gianluca Pegolo,GK,Sassuolo,39,0,0,,0,0,0,0,0,1,0,f058ed1f
Graziano Pellè,FW,Parma,35,2,2,12.5,3,0,3,2,4,8,0,9654d8de
Lorenzo Pellegrini,MF,Roma,24,40,24,35.0,37,2,35,42,82,23,1,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,9,6,40.0,11,2,9,8,17,13,1,3b61c9ec
Federico Peluso,DF,Sassuolo,36,1,1,50.0,2,2,0,3,4,12,0,4f2908e5
Andreas Pereira,FWMF,Lazio,24,5,0,16.7,6,0,6,1,6,4,0,6639e500
Pedro Pereira,DF,Crotone,22,50,32,52.5,33,11,22,19,69,61,0,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,3,1,50.0,2,0,2,1,4,2,1,7ec7738e
Bruno Peres,DF,Roma,30,21,11,54.2,18,4,14,27,48,11,0,852351df
Roberto Pereyra,MFFW,Udinese,29,18,11,30.4,24,5,19,27,45,24,0,75f2c59f
Carles Pérez,MFFW,Roma,22,9,4,19.4,9,0,9,6,15,1,0,a8f21b9f
Mattia Perin,GK,Genoa,27,0,0,,0,0,0,1,1,6,0,4c62d0c8
Ivan Perišić,DFFW,Inter,31,22,13,36.4,33,4,29,19,41,36,1,6fe90922
Matteo Pessina,MF,Atalanta,23,14,7,29.2,17,2,15,17,31,7,1,780e3631
Andrea Petagna,FW,Napoli,25,2,0,28.6,4,0,4,1,3,7,0,03f946ed
Jacopo Petriccione,MF,Crotone,25,14,8,37.5,11,2,9,8,22,11,0,909bce7f
Jens Petter Hauge,FW,Milan,20,7,4,60.0,4,0,4,1,8,3,0,12c35abe
Germán Pezzella,DF,Fiorentina,29,34,20,56.3,26,14,12,36,70,109,1,8c725b43
Giuseppe Pezzella,DF,Parma,22,34,19,53.7,22,9,13,12,46,52,3,149c5f5d
Cristiano Piccini,DF,Atalanta,27,1,1,0.0,1,0,1,0,1,0,0,32c0491f
Roberto Piccoli,FW,Spezia,19,7,3,50.0,4,0,4,2,9,5,0,1cadaf34
Andrea Pinamonti,FW,Inter,21,0,0,,1,0,1,1,1,2,0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,0,0,,0,0,0,0,0,0,0,f6a06749
Fabio Pisacane,DF,Cagliari,34,3,2,42.9,8,5,3,1,4,9,1,56400c01
Marko Pjaca,FWMF,Genoa,25,13,6,25.0,7,2,5,7,20,12,0,2c38b327
Tommaso Pobega,MF,Spezia,21,24,13,35.5,10,2,8,9,33,22,0,55a1cac2
Andrea Poli,MF,Bologna,30,9,7,50.0,7,1,6,7,16,7,0,b3fd7075
Matteo Politano,FWMF,Napoli,26,24,16,23.4,14,1,13,14,38,18,0,5e861944
Manolo Portanova,MFFW,Genoa,20,3,3,0.0,3,1,2,1,4,2,0,c8c0dccd
Manolo Portanova,MF,Juventus,20,2,0,0.0,4,1,3,0,2,1,0,c8c0dccd
Ivan Provedel,GK,Spezia,26,2,0,33.3,0,0,0,2,4,20,1,277da414
Erick Pulgar,MF,Fiorentina,26,41,18,44.9,24,10,14,41,82,45,1,4611e028
Ignacio Pussetto,FW,Udinese,24,16,8,35.3,14,0,14,13,29,6,0,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,12,8,10.5,14,1,13,7,19,10,0,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,0,0,0.0,0,0,0,0,0,0,0,3688af6c
Adrien Rabiot,MF,Juventus,25,72,42,46.7,32,11,21,43,115,29,1,8794e251
Ivan Radovanović,DFMF,Genoa,31,18,15,38.7,39,21,18,37,55,114,2,023937a9
Ionuț Radu,GK,Inter,23,0,0,,0,0,0,0,0,1,0,67f649be
Ștefan Radu,DF,Lazio,33,43,24,62.5,27,14,13,45,88,73,1,53de807a
Rafael,GK,Spezia,38,0,0,,0,0,0,0,0,0,0,dd06d56c
Antonio Raimondo,FW,Bologna,16,0,0,,0,0,0,0,0,0,0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,31,15,29.6,19,3,16,4,35,13,0,2c851997
Aaron Ramsey,MF,Juventus,29,22,14,32.0,13,2,11,7,29,8,2,ef619b0b
Andrea Ranocchia,DF,Inter,32,13,10,87.5,5,3,2,12,25,19,0,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,5,3,0.0,13,5,8,2,7,9,0,6e058f06
Federico Ravaglia,GK,Bologna,20,0,0,0.0,0,0,0,0,0,2,0,6662d731
Ante Rebić,FW,Milan,26,26,9,21.6,21,1,20,7,33,17,0,536cebe5
Arkadiusz Reca,DF,Crotone,25,34,16,22.2,30,3,27,50,84,64,0,6213fd82
Vasco Regini,DF,Sampdoria,29,2,2,100.0,1,1,0,1,3,5,0,339c6ed4
Pepe Reina,GK,Lazio,37,0,0,0.0,0,0,0,1,1,6,0,e358587b
Bryan Reynolds,DF,Roma,19,4,2,20.0,4,0,4,6,10,4,0,2306bf5c
Franck Ribéry,FW,Fiorentina,37,24,11,17.2,11,2,9,3,27,1,0,f61c7c4e
Federico Ricci,FW,Sassuolo,26,0,0,,0,0,0,0,0,0,0,524eb8c5
Giacomo Ricci,DF,Parma,23,3,1,,2,2,0,1,4,4,0,cfb38237
Matteo Ricci,MF,Spezia,26,40,23,51.9,24,4,20,34,74,13,0,3cf7dc7e
Tomás Rincón,MF,Torino,32,68,38,50.7,32,7,25,31,99,44,0,f1cfc209
Andrea Rispoli,DF,Crotone,31,6,3,28.6,12,3,9,5,11,15,1,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,2,1,0.0,5,1,4,1,3,0,0,2bae5658
Ricardo Rodríguez,DF,Torino,27,21,14,59.1,16,5,11,20,41,43,0,7f78ad23
Marko Rog,MF,Cagliari,25,40,24,43.2,17,6,11,19,59,15,0,b6b2b820
Rogério,DF,Sassuolo,22,26,13,70.4,26,5,21,31,57,53,0,10e7f486
Luis Rojas,MFFW,Crotone,18,1,0,50.0,2,0,2,1,2,0,0,11e0904f
Alessio Romagnoli,DF,Milan,25,17,7,42.1,29,22,7,24,41,80,0,3ead85f9
Cristian Romero,DF,Atalanta,22,63,32,55.1,31,13,18,96,159,71,2,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,6,3,20.0,11,3,8,5,11,15,1,dea698d9
Marten de Roon,MF,Atalanta,29,80,48,42.9,44,9,35,69,149,40,0,2a1beb34
Nicolò Rovella,MF,Genoa,18,29,16,28.1,11,0,11,20,49,19,1,e58cbfd5
Amir Rrahmani,DF,Napoli,26,13,8,66.7,17,14,3,8,21,39,1,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,0,0,,3,0,3,2,2,3,0,90573602
Daniele Rugani,DF,Cagliari,26,24,11,50.0,15,10,5,15,39,46,0,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,3,0,66.7,2,0,2,4,7,2,0,ae9898c5
Mário Rui,DF,Napoli,29,24,13,51.5,17,4,13,28,52,29,1,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,58,31,35.7,33,3,30,36,94,32,1,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,43,26,31.7,29,1,28,25,68,6,0,ee251371
Jacopo Sala,DF,Spezia,28,17,9,36.4,5,2,3,5,22,6,0,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,6,2,100.0,6,0,6,6,12,6,0,0489bb30
Antonio Sanabria,FW,Torino,24,8,3,22.2,5,0,5,5,13,8,0,0a447501
Alexis Sánchez,FW,Inter,31,14,8,27.8,11,0,11,7,21,1,1,2c0f8e9e
Alex Sandro,DF,Juventus,29,37,23,52.0,20,4,16,31,68,57,0,0d82903c
Siriki Sanogo,MF,Benevento,18,0,0,,0,0,0,0,0,0,0,ff120e44
Nicola Sansone,FWMF,Bologna,28,22,11,32.3,15,0,15,9,31,7,0,7eb97a8e
Federico Santander,FW,Bologna,29,0,0,,0,0,0,0,0,0,0,df85d472
Davide Santon,DF,Roma,29,4,3,42.9,10,1,9,4,8,12,0,88c89891
Samir Santos,DF,Udinese,25,40,23,44.8,33,17,16,58,98,60,1,92b4758e
Riccardo Saponara,MF,Fiorentina,28,2,1,33.3,0,0,0,1,3,0,0,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,4,1,33.3,1,0,1,1,5,4,0,3bb7af3b
Marco Sau,MFFW,Benevento,32,6,2,6.3,7,0,7,5,11,3,0,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,19,10,36.8,21,4,17,9,28,12,0,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,0,0,,0,0,0,0,0,0,0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,37,22,40.4,19,5,14,32,69,29,2,bd84fc61
Jerdy Schouten,MF,Bologna,23,50,25,43.2,36,13,23,79,129,37,6,2cfae697
Matteo Scozzarella,MF,Parma,32,4,0,66.7,3,1,2,6,10,0,0,ea164f99
Simone Scuffet,GK,Udinese,24,0,0,,0,0,0,0,0,0,0,41bd99ea
Jacopo Segre,MF,Torino,23,5,2,40.0,0,0,0,0,5,1,0,3cb132e6
Léo Sena,MF,Spezia,24,22,12,46.2,19,4,15,11,33,5,0,1de40dae
Stefano Sensi,MF,Inter,24,9,6,36.4,6,1,5,7,16,1,0,b70bde8f
Luigi Sepe,GK,Parma,29,0,0,0.0,0,0,0,2,2,13,2,343f753a
Stephan El Shaarawy,MFFW,Roma,27,4,3,22.2,3,1,2,3,7,2,0,d3aaad90
Eldor Shomurodov,FW,Genoa,25,28,14,24.3,17,2,15,6,34,11,0,57469b2d
Luca Siligardi,MFFW,Crotone,32,4,2,20.0,0,0,0,0,4,0,0,1cac99dc
Luca Siligardi,FWMF,Parma,32,0,0,0.0,0,0,0,0,0,0,0,1cac99dc
Adrien Silva,MF,Sampdoria,31,49,22,33.3,34,1,33,30,79,10,1,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,0,0,,0,0,0,0,0,14,1,0d422df7
Giovanni Simeone,FW,Cagliari,25,24,11,22.6,23,1,22,10,34,18,0,343c0d52
Wilfried Singo,DF,Torino,19,29,14,51.5,13,3,10,29,58,40,0,8b609c34
Salvatore Sirigu,GK,Torino,33,1,0,50.0,0,0,0,0,1,6,2,10dc46f0
Łukasz Skorupski,GK,Bologna,29,1,1,25.0,0,0,0,0,1,23,5,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,19,10,52.4,15,0,15,3,22,25,0,c50cee19
Milan Škriniar,DF,Inter,25,48,32,67.6,30,19,11,30,78,89,1,30f5ffa9
Chris Smalling,DF,Roma,30,14,8,60.0,17,11,6,28,42,46,1,b6964eb6
Simon Sohm,MF,Parma,19,18,12,42.3,8,0,8,5,23,7,0,a5f458d9
Roberto Soriano,MF,Bologna,29,48,26,23.4,31,8,23,18,66,43,0,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,7,3,0.0,4,0,4,5,12,3,0,94816803
Adama Soumaoro,DF,Bologna,28,24,14,50.0,28,23,5,20,44,72,0,7b075c75
Leonardo Spinazzola,DF,Roma,27,12,6,40.0,16,1,15,25,37,31,0,3626daea
Marco Sportiello,GK,Atalanta,28,2,2,33.3,0,0,0,2,4,5,1,ac4003af
Mattia Sprocati,MFFW,Parma,27,1,0,100.0,0,0,0,1,2,0,0,bdd0692f
Thomas Strakosha,GK,Lazio,25,1,1,,0,0,0,1,2,4,0,339fe0e8
Kevin Strootman,MF,Genoa,30,30,18,43.8,35,3,32,25,55,18,0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,17,11,32.0,26,11,15,24,41,65,0,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,4,3,25.0,5,1,4,5,9,10,0,2334478a
Stefano Sturaro,MF,Genoa,27,11,5,20.0,5,0,5,7,18,2,0,2334478a
Bosko Sutalo,DF,Atalanta,20,5,5,80.0,2,1,1,2,7,7,1,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,38,17,35.6,25,4,21,30,68,25,1,92d83c27
Wojciech Szczęsny,GK,Juventus,30,0,0,,2,0,2,3,3,5,1,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,39,25,40.7,31,8,23,32,71,46,2,8da74c05
Ciprian Tătărușanu,GK,Milan,34,0,0,,0,0,0,0,0,0,1,b056e3da
Andrés Tello,DFMF,Benevento,23,9,6,25.0,8,1,7,6,15,6,0,5f951ef1
Hidde ter Avest,DF,Udinese,23,5,2,40.0,3,1,2,2,7,5,0,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,0,0,,0,0,0,0,0,1,0,e1b0a70d
Claudio Terzi,DF,Spezia,36,34,21,67.9,23,12,11,35,69,55,1,5570e6fb
Morten Thorsby,MF,Sampdoria,24,76,42,33.3,51,16,35,25,101,30,0,d1b49282
Jeremy Toljan,DF,Sassuolo,25,21,12,44.4,15,7,8,13,34,28,0,a96e5dc0
Rafael Tolói,DF,Atalanta,29,51,23,54.2,37,7,30,33,84,66,0,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,47,31,61.8,37,19,18,54,101,106,0,b3af9be1
Fikayo Tomori,DF,Milan,22,28,18,57.1,32,20,12,18,46,61,1,7edfbb8a
Sandro Tonali,MF,Milan,20,28,19,46.4,18,5,13,22,50,18,0,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,33,18,47.6,21,14,7,25,58,94,1,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,1,1,0.0,4,0,4,1,2,1,0,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,4,2,50.0,5,0,5,1,5,2,0,2e0ae188
Chaka Traorè,FWDF,Parma,15,0,0,,0,0,0,0,0,1,1,ee6e2b92
