Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Alessandro Tripaldelli,DF,Cagliari,21,13,6,83.3,6,1,5,3,16,15,0,4571fa88
Alessandro Tuia,DF,Benevento,30,39,17,60.0,22,10,12,36,75,91,1,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,0,0,,0,0,0,0,0,0,0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,6,4,100.0,3,0,3,2,8,4,0,7cd520e8
Samir Ujkani,GK,Torino,32,0,0,,0,0,0,0,0,1,0,96640846
Kacper Urbanski,FW,Bologna,15,0,0,,0,0,0,0,0,0,0,2d9d9e42
Lautaro Valenti,DF,Parma,21,10,4,40.0,11,3,8,11,21,30,0,55db5c36
Borja Valero,MFFW,Fiorentina,35,13,9,20.0,6,1,5,6,19,2,0,0e21fc3c
Denis Vavro,DF,Lazio,24,0,0,0.0,0,0,0,1,1,3,0,08990838
Matías Vecino,MF,Inter,28,1,1,0.0,7,1,6,4,5,3,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,24,17,35.3,12,1,11,12,36,25,0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,24,11,50.0,18,3,15,17,41,24,0,983ff2c7
Daniele Verde,FW,Spezia,24,5,4,40.0,5,0,5,9,14,7,0,d3298c99
Simone Verdi,MFFW,Torino,28,19,12,31.6,8,0,8,8,27,2,2,0375723e
Jordan Veretout,MF,Roma,27,20,12,27.3,14,3,11,14,34,21,3,4a56052c
Edoardo Vergani,FW,Bologna,19,0,0,,0,0,0,0,0,0,0,2873973b
Valerio Verre,FWMF,Sampdoria,26,11,7,21.1,14,2,12,9,20,3,0,33ecf462
Guglielmo Vicario,GK,Cagliari,23,0,0,,0,0,0,0,0,1,0,77d6fd4d
Arturo Vidal,MF,Inter,33,27,14,29.3,23,3,20,29,56,11,0,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,,3,,,,,0,,,,75e60d75
Luca Vignali,DF,Spezia,24,19,9,28.0,13,5,8,22,41,25,0,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,18,9,20.0,6,1,5,10,28,7,0,ec5dae45
Gonzalo Villar,MF,Roma,22,44,18,29.5,25,3,22,22,66,14,1,bdc74a8f
Nicolas Viola,MF,Benevento,30,16,9,21.4,10,3,7,9,25,7,0,45392b06
Dušan Vlahović,FW,Fiorentina,20,13,4,31.3,16,2,14,4,17,15,0,79443529
Mërgim Vojvoda,DFFW,Torino,25,24,14,54.5,19,4,15,18,42,35,1,be2706c0
Stefan de Vrij,DF,Inter,28,28,16,62.5,24,18,6,41,69,95,0,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,0,0,,0,0,0,0,0,0,0,bf4d31d3
Miloš Vulić,MF,Crotone,23,15,8,38.1,10,1,9,8,23,8,0,5944af8f
Walace,MF,Udinese,25,50,23,35.0,36,3,33,34,84,23,0,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,27,19,40.0,22,14,8,36,63,60,0,217875a4
Maya Yoshida,DF,Sampdoria,31,17,4,53.8,45,34,11,57,74,93,1,caffaf5a
Ashley Young,DF,Inter,35,15,7,23.1,13,0,13,6,21,31,0,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,27,13,32.0,28,4,24,27,54,13,1,d85c238b
Vasilios Zagaritis,DF,Parma,19,0,0,,1,0,1,0,0,0,0,b4a3d61a
Miha Zajc,MF,Genoa,26,22,14,33.3,30,4,26,27,49,19,0,83e4643e
Nicola Zalewski,MF,Roma,18,1,1,100.0,0,0,0,0,1,0,0,45191c29
Niccolò Zanellato,MF,Crotone,22,24,14,36.1,19,5,14,16,40,12,2,741e058f
Cristián Zapata,DF,Genoa,33,18,12,71.4,15,11,4,15,33,56,0,b1deecf8
Duván Zapata,FW,Atalanta,29,12,5,30.8,19,5,14,6,18,19,0,d3de9af0
Gabriele Zappa,DF,Cagliari,20,34,17,44.9,36,4,32,24,58,50,0,ca3db240
Davide Zappacosta,DF,Genoa,28,33,16,50.0,17,1,16,18,51,41,0,7fe90ccd
Simone Zaza,FW,Torino,29,15,9,30.0,14,0,14,3,18,5,1,9592289a
Marvin Zeegelaar,DF,Udinese,29,40,18,51.3,21,9,12,24,64,43,0,8abd0c03
Piotr Zieliński,MF,Napoli,26,18,10,35.0,23,4,19,18,36,12,0,a5296e55
Joshua Zirkzee,FWMF,Parma,19,2,2,33.3,1,1,0,0,2,1,0,028e70b9
Jeroen Zoet,GK,Spezia,29,0,0,0.0,0,0,0,0,0,4,2,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,32,23,40.0,20,2,18,9,41,12,0,eccbe56a
