Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Giuseppe Cuomo,DF,Crotone,22,4,0,0,15,6,0,0,18,19,0,0,0,59,22,6,78.6,ae5b04fe
Patrick Cutrone,FW,Fiorentina,22,0,0,0,8,3,0,3,1,3,0,0,0,5,3,7,30.0,a4fe8cda
Wylan Cyprien,MF,Parma,25,2,0,0,6,7,0,19,5,4,0,0,0,26,5,1,83.3,3e092724
Lennart-Marten Czyborra,DF,Genoa,21,2,0,0,11,4,0,27,17,10,0,0,0,55,9,18,33.3,7ba1f1ef
Danilo D'Ambrosio,DF,Inter,31,2,0,0,11,11,0,8,4,9,0,0,0,35,10,10,50.0,44eb9093
Bryan Dabo,MF,Benevento,28,5,0,0,17,19,1,14,13,8,0,0,0,84,52,19,73.2,c53083ad
Diogo Dalot,DF,Milan,21,5,0,0,25,4,2,34,25,17,0,0,0,65,21,8,72.4,d9565625
Mikkel Damsgaard,MFFW,Sampdoria,20,3,0,0,26,28,3,61,24,21,0,1,0,108,23,25,47.9,215f3907
Danilo,DFMF,Juventus,29,6,0,0,25,20,2,39,66,31,0,0,0,213,30,20,60.0,94b2001f
Andrea Danzi,DF,Hellas Verona,21,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,,263b855a
Ebrima Darboe,MF,Roma,19,2,0,0,3,3,0,0,8,2,0,0,0,40,2,4,33.3,cf043a33
Matteo Darmian,DF,Inter,30,4,0,0,21,16,2,30,17,16,1,1,0,42,13,9,59.1,96e0490d
Matteo Darmian,DF,Parma,30,1,0,0,3,3,0,2,6,5,0,0,0,12,2,2,50.0,96e0490d
Paweł Dawidowicz,DF,Hellas Verona,25,9,0,0,39,8,2,9,27,28,0,0,0,120,41,51,44.6,16bb656a
Sebastien De Maio,DF,Udinese,33,1,0,0,11,3,3,1,18,10,0,0,0,61,25,18,58.1,952a03fe
Rodrigo De Paul,MF,Udinese,26,5,2,1,33,125,1,262,17,24,0,1,0,208,5,11,31.3,162efffd
Mattia De Sciglio,DF,Juventus,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,ae4e2852
Lorenzo De Silvestri,DF,Bologna,32,4,0,0,42,18,1,43,30,24,0,0,0,97,49,35,58.3,e74f0e59
Grégoire Defrel,MFFW,Sassuolo,29,1,0,0,14,20,5,6,7,8,0,0,0,41,13,21,38.2,854ee61a
Alessandro Deiola,MF,Spezia,24,1,0,0,6,5,0,8,3,3,0,0,0,21,3,4,42.9,7f267d66
Alessandro Deiola,MF,Cagliari,24,2,0,0,12,3,0,7,11,5,0,0,0,44,7,3,70.0,7f267d66
Lorenzo Del Pinto,MF,Benevento,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,081b6080
Cristian Dell'Orco,DF,Spezia,26,0,0,0,1,2,0,1,7,0,0,0,0,17,7,5,58.3,b0243215
Merih Demiral,DF,Juventus,22,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7,e3cceee6
Diego Demme,MF,Napoli,28,6,0,0,33,28,1,5,11,32,0,0,0,113,5,16,23.8,dc3fa3b5
Stefano Denswil,DF,Bologna,27,0,0,0,0,2,0,0,1,1,0,0,0,6,3,1,75.0,5832ebfe
Fabio Depaoli,DF,Benevento,23,2,0,0,17,8,1,23,12,13,0,0,1,45,12,14,46.2,d97f2e8d
Fabio Depaoli,MF,Sampdoria,23,0,0,0,5,2,2,2,1,0,0,0,0,2,0,1,0.0,d97f2e8d
Fabio Depaoli,DF,Atalanta,23,0,0,0,5,1,0,1,3,2,0,0,0,9,2,3,40.0,d97f2e8d
Kastriot Dermaku,DFMF,Parma,28,0,0,0,2,2,0,0,2,1,0,0,0,4,0,1,0.0,2990c466
Kiril Despodov,FW,Cagliari,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,13c8e5f6
Mattia Destro,FW,Genoa,29,5,0,0,39,37,22,4,4,3,0,0,0,40,34,61,35.8,d7d32194
Gerard Deulofeu,FWMF,Udinese,26,0,0,0,7,6,11,30,3,2,1,0,0,29,0,5,0.0,39583cfd
Jacopo Dezi,FWMF,Parma,28,0,0,0,1,3,0,4,0,3,0,0,0,3,0,2,0.0,e921b9db
Samuel Di Carmine,FW,Hellas Verona,31,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,54.3,ef94dc2f
Samuel Di Carmine,FW,Crotone,31,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,50.0,ef94dc2f
Giovanni Di Lorenzo,DF,Napoli,26,11,0,0,49,60,3,72,35,50,1,1,0,177,55,40,57.9,230a2fac
Alessandro Di Pardo,FWDF,Juventus,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,e0ce7038
Giuseppe Di Serio,FWMF,Benevento,19,1,0,0,13,17,2,1,0,2,0,0,0,12,7,17,29.2,5048486b
Amad Diallo,MF,Atalanta,18,1,0,0,1,2,0,0,0,0,0,0,0,2,1,0,100.0,9dc96f10
Amadou Diambo,FW,Benevento,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c3a847c7
Amadou Diawara,MF,Roma,23,4,1,1,17,4,0,0,12,8,0,0,0,43,3,3,50.0,bf309d24
Brahim Díaz,MFFW,Milan,20,2,0,0,14,29,0,16,2,10,1,0,0,56,4,27,12.9,407feb71
Daan Dierckx,DF,Parma,17,1,0,0,5,0,1,0,13,4,0,0,0,16,4,9,30.8,3a35db3d
Mitchell Dijks,DF,Bologna,27,7,1,1,32,15,1,37,17,14,0,1,0,85,13,14,48.1,0a3065c8
Federico Dimarco,DF,Hellas Verona,22,6,0,0,32,50,6,262,47,19,0,1,0,192,15,27,35.7,970b8574
Koffi Djidji,DF,Crotone,27,4,0,0,22,2,1,5,28,28,0,0,0,85,27,22,55.1,933d3b51
Berat Djimsiti,DF,Atalanta,27,8,0,0,31,26,1,9,62,29,0,0,0,192,76,31,71.0,6eee05f1
Nicolás Domínguez,MF,Bologna,22,8,0,0,23,15,1,11,24,28,0,1,0,113,20,22,47.6,20b3a502
Gianluigi Donnarumma,GK,Milan,21,1,0,0,0,2,0,0,1,0,0,0,0,60,8,1,88.9,08f5afaa
Bartłomiej Drągowski,GK,Fiorentina,22,0,1,0,1,6,0,0,1,0,0,1,0,43,6,1,85.7,085e71a7
Denis Drăguș,FWMF,Crotone,21,1,0,0,4,4,2,2,1,1,0,0,0,10,1,4,20.0,0e490f6e
Radu Drăgușin,DF,Juventus,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,620922ed
Léo Duarte,DF,Milan,24,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,73ddc40c
Alfred Duncan,MF,Fiorentina,27,0,0,0,2,2,0,1,2,0,0,0,0,12,2,4,33.3,528492ea
Alfred Duncan,MF,Cagliari,27,2,0,0,16,12,0,12,16,10,0,0,0,77,8,12,40.0,528492ea
Paulo Dybala,FW,Juventus,26,0,0,0,10,29,3,65,1,8,0,0,0,32,2,9,18.2,e0921a4f
Edin Džeko,FW,Roma,34,2,0,0,25,37,10,16,1,6,1,0,0,28,82,54,60.3,3bb7f478
Steeve-Mike Ebongue,MF,Genoa,19,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,9d5ab351
Simone Edera,DFMF,Torino,23,0,0,0,1,1,0,5,1,1,0,0,0,3,0,0,,8697c095
Albin Ekdal,MF,Sampdoria,31,9,0,0,49,57,0,2,49,29,0,1,0,188,34,28,54.8,f503ea63
Elif Elmas,MFFW,Napoli,20,3,0,0,10,8,1,5,2,4,0,0,0,36,2,10,16.7,cf007308
Alan Empereur,DF,Hellas Verona,26,1,0,0,3,1,0,0,6,0,0,0,0,7,2,3,40.0,825b8997
Christian Eriksen,MF,Inter,28,1,0,0,13,4,1,103,9,6,0,1,0,109,8,6,57.1,980522ec
Martin Erlic,DF,Spezia,22,6,0,0,37,12,0,2,41,14,0,0,0,100,44,36,55.0,0fee6bda
Gonzalo Escalante,MF,Lazio,27,5,0,0,14,8,0,4,19,13,0,0,0,67,12,18,40.0,3f79a1c8
Nahuel Estévez,MF,Spezia,24,7,0,0,33,22,0,91,20,5,0,0,0,116,13,18,41.9,cec60a2f
Valentin Eysseric,MFFW,Fiorentina,28,2,0,0,12,11,0,33,7,8,0,0,0,40,10,9,52.6,ae82fa48
Nicolò Fagioli,MF,Juventus,19,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,50.0,366be751
Iago Falque,MFFW,Benevento,30,0,0,0,0,3,0,30,0,2,0,0,0,27,1,5,16.7,440c84ed
Andri Fannar Baldursson,MF,Bologna,18,2,0,0,7,3,1,0,3,6,0,0,0,8,3,6,33.3,61f2f56a
Paolo Faragò,DF,Bologna,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,9085dd7c
Paolo Faragò,DF,Cagliari,27,2,0,0,7,1,0,11,6,9,0,0,0,19,5,1,83.3,9085dd7c
Davide Faraoni,DF,Hellas Verona,28,8,0,0,47,38,9,62,49,33,0,0,0,227,42,34,55.3,aae9d04a
Mohamed Fares,DF,Lazio,24,5,0,0,28,7,2,60,16,15,0,1,0,68,10,15,40.0,b7a5bc86
Diego Farias,FW,Spezia,30,5,0,0,18,15,2,21,13,5,0,0,0,59,8,4,66.7,157d29b6
Andrea Favilli,FW,Hellas Verona,23,1,0,0,14,8,9,0,0,1,0,0,0,8,17,27,38.6,44510fde
Federico Fazio,DF,Roma,33,2,0,0,6,3,0,4,7,2,0,1,0,20,17,12,58.6,4e358a2d
Luiz Felipe,DF,Lazio,23,5,0,0,14,8,1,2,21,20,0,0,0,58,14,16,46.7,15d0c248
Alex Ferrari,DF,Sampdoria,26,3,0,0,9,10,0,4,23,15,0,0,0,55,17,8,68.0,d0dbca9f
Salvador Ferrer,DF,Spezia,22,4,0,0,15,7,0,57,24,10,0,1,0,78,25,16,61.0,eb76987d
Marco Festa,GK,Crotone,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,c195ae4a
Fernando Forestieri,FWMF,Udinese,30,1,0,0,12,22,5,10,2,7,0,0,0,24,4,12,25.0,d60c26fc
Daam Foulon,DF,Benevento,21,4,0,0,16,22,0,27,14,15,0,0,1,36,11,6,64.7,658d44be
Gianluca Frabotta,DFMF,Juventus,21,5,0,0,12,2,0,32,14,4,0,0,0,43,12,14,46.2,d80b1835
Remo Freuler,MF,Atalanta,28,5,0,0,38,31,1,19,39,39,0,0,0,258,17,24,41.5,98d2c2c4
Daniel Fuzato,GK,Roma,23,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,82328faf
Matteo Gabbia,DF,Milan,20,2,0,0,5,5,0,0,3,5,0,0,0,33,17,10,63.0,c235e803
Manolo Gabbiadini,FW,Sampdoria,28,1,0,0,12,18,3,6,3,2,0,0,0,23,12,22,35.3,8f866fe8
Roberto Gagliardini,MF,Inter,26,2,0,0,23,16,0,10,19,17,0,0,0,55,19,11,63.3,ce30bfc8
Riccardo Gagliolo,DF,Parma,30,6,0,0,28,34,0,38,36,18,0,0,0,118,25,25,50.0,173061c0
Adolfo Gaich,FW,Benevento,21,1,0,0,24,19,3,1,2,4,0,1,0,16,14,39,26.4,8dfed6e9
Andrey Galabinov,FW,Spezia,31,0,0,0,5,4,3,2,0,1,0,0,0,6,10,19,34.5,0a1efd3c
Manuel Gasparini,GK,Udinese,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7033ca08
Gervinho,FW,Parma,33,0,0,0,8,11,20,12,10,1,0,0,0,70,0,2,0.0,e468c053
Paolo Ghiglione,DFMF,Genoa,23,4,0,0,18,13,3,85,13,15,0,0,0,60,15,18,45.5,71dc23da
Faouzi Ghoulam,DFFW,Napoli,29,1,0,0,2,7,1,29,3,5,0,0,0,17,7,1,87.5,c5adc293
Kamil Glik,DF,Benevento,32,10,1,1,32,21,0,1,62,24,0,0,1,137,87,55,61.3,c6056d58
Diego Godín,DF,Cagliari,34,3,0,0,31,28,2,2,56,32,0,0,0,154,68,42,61.8,fc4f85b1
Amer Gojak,MFFW,Torino,23,1,0,0,12,9,3,36,3,0,0,0,0,21,1,10,9.1,51ffa295
Edoardo Goldaniga,DF,Genoa,26,8,0,0,30,24,1,33,38,18,0,0,0,75,25,36,41.0,4b029b31
Vladimir Golemić,DF,Crotone,29,4,1,0,30,8,0,2,40,16,0,2,0,112,45,42,51.7,1db295e5
Pierluigi Gollini,GK,Atalanta,25,0,1,0,1,4,0,0,1,0,0,0,0,48,5,0,100.0,f0f7f62f
Tomislav Gomelt,MF,Crotone,25,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,a5055b1b
Papu Gómez,MFFW,Atalanta,32,0,0,0,10,19,0,27,1,2,0,0,0,48,0,2,0.0,6e4df551
