Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Robin Gosens,DF,Atalanta,26,9,1,1,50,26,9,62,41,35,0,2,1,167,36,20,64.3,2d970560
Alberto Grassi,MFDF,Parma,25,3,0,0,16,27,1,11,26,11,0,0,1,63,13,9,59.1,6cc97b6a
Koray Günter,DF,Hellas Verona,25,4,0,0,31,11,0,3,70,10,0,1,0,124,73,53,57.9,f1f1f238
Manu Gyabuaa,MF,Atalanta,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,a69eb5fd
Emmanuel Gyasi,FW,Spezia,26,4,0,0,65,52,28,30,14,16,1,0,0,134,27,51,34.6,f9758dae
Achraf Hakimi,DF,Inter,21,6,0,0,31,36,7,115,22,32,2,0,0,124,16,28,36.4,e42d61c7
Samir Handanović,GK,Inter,36,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,100.0,74419746
Lukáš Haraslín,FWMF,Sassuolo,24,1,1,0,7,18,2,19,0,4,1,1,0,21,2,1,66.7,5c397195
Hans Hateboer,DF,Atalanta,26,3,0,0,20,8,3,24,17,17,0,1,0,65,23,20,53.5,3b333ac3
Eduardo Henrique,MF,Crotone,25,4,0,0,18,14,1,3,7,2,0,0,0,54,9,19,32.1,1bd5fc78
Theo Hernández,DF,Milan,22,9,0,0,39,81,6,76,34,29,2,0,0,211,50,25,66.7,d4c9725f
Hernani,MF,Parma,26,11,0,0,50,23,1,85,31,25,0,0,0,108,29,21,58.0,6f5ead86
Përparim Hetemaj,MF,Benevento,33,5,0,0,41,78,1,43,22,27,0,0,0,158,14,28,33.3,90b70194
Aaron Hickey,DF,Bologna,18,3,1,0,11,14,0,7,15,8,0,0,0,51,6,5,54.5,1780bb4a
Wesley Hoedt,DF,Lazio,26,6,0,0,11,2,0,1,17,16,0,2,0,76,19,9,67.9,875898c7
Elseid Hysaj,DF,Napoli,26,2,0,0,16,20,0,18,30,17,0,1,0,116,18,13,58.1,2f3452eb
Simone Iacoponi,DF,Parma,33,3,1,0,15,14,2,13,11,12,0,0,2,72,12,9,57.1,63071a3f
Roger Ibanez,DF,Roma,21,7,1,1,53,30,0,5,68,37,0,1,1,187,56,36,60.9,82efe6fa
Zlatan Ibrahimović,FW,Milan,38,2,1,0,33,25,40,15,6,4,2,0,0,21,83,41,66.9,4cde5509
Igor,DF,Fiorentina,22,5,0,0,21,6,1,4,23,9,0,1,0,59,10,13,43.5,a4e85758
Ivan Ilić,MF,Hellas Verona,19,2,0,0,23,29,0,40,27,14,0,0,0,125,35,25,58.3,bb376bed
Josip Iličić,MFFW,Atalanta,32,2,0,0,22,71,8,97,2,4,2,0,0,75,0,18,0.0,68252d6d
Ciro Immobile,FW,Lazio,30,4,1,0,37,44,30,18,6,13,3,0,0,79,26,54,32.5,4431aed2
Riccardo Improta,DFMF,Benevento,26,7,0,0,23,55,2,77,28,23,0,0,1,121,49,49,50.0,f6dfa5b8
Roberto Inglese,FW,Parma,28,2,0,0,14,10,8,4,0,2,0,0,0,19,15,15,50.0,6c1f7328
Lorenzo Insigne,FW,Napoli,29,2,1,0,9,39,11,113,37,18,0,0,0,199,2,5,28.6,2f557579
Roberto Insigne,MFFW,Benevento,26,2,0,0,13,15,3,47,7,10,0,0,0,79,5,19,20.8,8faf7b3c
Artur Ioniță,MF,Benevento,29,6,0,0,59,23,1,25,19,22,2,0,0,125,65,91,41.7,cedb3e36
Ardian Ismajli,DF,Spezia,23,3,1,1,19,13,0,0,23,9,0,0,0,68,40,28,58.8,6b635f5c
Armando Izzo,DF,Torino,28,3,0,0,43,35,2,22,53,16,0,1,0,134,48,37,56.5,89976232
Mato Jajalo,MF,Udinese,32,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,,8c65eb5f
Jakub Jankto,MF,Sampdoria,24,6,0,0,18,28,7,81,24,17,0,1,0,141,9,22,29.0,1ea5f91c
Juan Jesus,DF,Roma,29,0,0,0,4,0,0,0,2,1,0,0,0,7,2,2,50.0,79083382
Hamed Junior Traorè,MFFW,Sassuolo,20,6,0,0,25,19,3,62,18,17,1,0,0,77,13,20,39.4,570bb4b9
Musa Juwara,MFDF,Bologna,18,1,0,0,1,2,0,5,0,2,0,0,0,2,0,0,,7737dee2
Nikola Kalinić,FW,Hellas Verona,32,2,0,0,27,34,10,1,1,1,0,0,0,22,17,51,25.0,d4931a5a
Yayah Kallon,FW,Genoa,19,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,66.7,f95f49d2
Pierre Kalulu,DF,Milan,20,1,0,0,9,2,0,17,19,14,0,1,0,51,11,13,45.8,85f7d1be
Yann Karamoh,FWMF,Parma,22,3,0,0,14,13,7,21,4,17,1,0,0,69,8,13,38.1,8b66d9cc
Isaac Karamoko,DF,Sassuolo,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4c7919df
Augustus Kargbo,FW,Crotone,20,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,0c8f27b5
Rick Karsdorp,DF,Roma,25,2,0,0,36,13,3,55,30,23,0,0,0,141,6,21,22.2,9f84febe
Franck Kessié,MF,Milan,23,8,0,0,65,40,1,13,46,30,1,1,0,269,56,45,55.4,05e19d6a
Omar Khailoti,DF,Bologna,18,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,19d1c41f
Simon Kjær,DF,Milan,31,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,55.7,8b8a56ce
Ragnar Klavan,DF,Cagliari,34,1,0,0,8,1,0,1,8,9,0,1,0,39,12,14,46.2,008a6e6d
Justin Kluivert,MF,Roma,21,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,4c3a6744
Aleksandr Kokorin,FWMF,Fiorentina,29,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,fec5accc
Aleksandar Kolarov,DF,Inter,34,0,0,0,3,4,0,18,7,4,0,1,0,30,11,6,64.7,eda40760
Márk Kosznovszky,MF,Parma,18,0,0,0,2,0,0,0,1,2,0,0,0,3,0,0,,185bf610
Christian Kouamé,FW,Fiorentina,22,4,0,0,25,32,5,6,5,4,0,0,0,31,38,56,40.4,58e933d2
Kalidou Koulibaly,DF,Napoli,29,10,1,1,29,9,0,5,29,24,0,0,0,172,40,37,51.9,da974c7b
Viktor Kovalenko,FW,Atalanta,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9d60028d
Rade Krunić,MFFW,Milan,26,3,0,0,11,20,2,3,10,12,0,1,0,36,9,17,34.6,817c6964
Juraj Kucka,MFFW,Parma,33,8,0,0,65,71,3,15,28,36,0,0,0,133,79,59,57.2,5aaef9ef
Dejan Kulusevski,MFFW,Juventus,20,7,0,0,41,29,5,59,9,19,0,0,0,97,11,29,27.5,df3cda47
Marash Kumbulla,DF,Roma,20,8,0,0,26,14,0,1,24,11,0,0,0,52,26,19,57.8,a40819d9
Jasmin Kurtić,MF,Parma,31,5,0,0,45,37,3,90,33,28,0,0,0,156,36,28,56.3,144607cc
Giorgos Kyriakopoulos,DF,Sassuolo,24,3,1,1,17,7,1,64,15,18,0,0,0,83,17,16,51.5,0a483542
Antonino La Gumina,FW,Sampdoria,24,0,0,0,5,6,2,4,3,2,0,0,0,9,11,22,33.3,822a7761
Sam Lammers,FWMF,Atalanta,23,0,0,0,5,5,2,0,0,0,0,0,0,8,6,6,50.0,c283ddef
Gianluca Lapadula,FW,Benevento,30,2,0,0,48,68,34,14,5,12,3,0,0,55,34,88,27.9,2ead2809
Danilo Larangeira,DF,Bologna,36,8,0,0,38,15,1,2,51,24,0,2,0,168,79,74,51.6,fed5f993
Kevin Lasagna,FW,Udinese,27,1,0,0,20,11,9,17,6,1,0,0,0,32,18,37,32.7,09538fdb
Kevin Lasagna,FW,Hellas Verona,27,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,35.1,09538fdb
Vincent Laurini,DF,Parma,31,1,0,0,12,18,0,28,17,11,0,0,0,31,6,12,33.3,3535098b
Darko Lazović,DFMF,Hellas Verona,29,3,0,0,10,2,10,125,20,17,0,0,0,157,17,18,48.6,5128bde4
Manuel Lazzari,DF,Lazio,26,2,1,0,26,53,2,114,18,14,0,0,1,111,13,18,41.9,02caf6e0
Rafael Leão,FW,Milan,21,5,0,0,28,21,4,32,4,6,1,0,0,62,42,59,41.6,20730eae
Lucas Leiva,MF,Lazio,33,10,0,0,47,24,1,16,57,32,0,0,0,175,47,42,52.8,4c78b5ed
Lukas Lerager,MF,Genoa,27,0,0,0,16,16,3,7,14,13,0,0,0,85,9,14,39.1,1b82f8df
Mehdi Léris,DFMF,Sampdoria,22,1,0,0,13,3,0,17,12,5,0,0,0,43,7,8,46.7,7d3cbc67
Karlo Letica,GK,Sampdoria,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4a6914ff
Gaetano Letizia,DF,Benevento,30,2,0,0,14,22,0,84,20,25,0,0,0,116,13,8,61.9,3dd45b70
Matthijs de Ligt,DF,Juventus,20,4,0,0,40,23,2,5,31,19,0,1,0,140,58,31,65.2,d6e53a3a
Karol Linetty,MF,Torino,25,5,0,0,31,29,1,6,15,28,0,0,0,116,8,14,36.4,d023d70f
Pol Lirola,DFFW,Fiorentina,22,3,0,0,4,3,1,22,6,8,0,0,0,30,3,4,42.9,ff800ed8
Fernando Llorente,FW,Udinese,35,2,0,0,21,11,3,0,2,1,0,0,0,21,54,32,62.8,82dbf623
Fernando Llorente,FWMF,Napoli,35,0,0,0,3,1,0,0,0,0,0,0,0,2,5,1,83.3,82dbf623
Stanislav Lobotka,MF,Napoli,25,2,0,0,5,2,0,0,0,1,0,0,0,10,2,4,33.3,e1cbb531
Manuel Locatelli,MF,Sassuolo,22,9,0,0,52,48,1,41,51,47,1,1,0,239,48,45,51.6,a8a874f1
Maxime Lopez,MF,Sassuolo,22,7,0,0,24,22,0,38,16,13,0,0,0,100,3,10,23.1,20094685
Pau López,GK,Roma,25,0,0,0,0,1,0,0,0,0,0,0,0,23,2,0,100.0,20b9f052
Matteo Lovato,DF,Hellas Verona,20,5,0,0,25,9,0,2,37,12,0,1,0,102,30,41,42.3,5fa57166
Hirving Lozano,FW,Napoli,25,6,0,0,33,69,11,73,18,18,1,0,0,95,15,23,39.5,a69e4806
José Luis Palomino,DF,Atalanta,30,3,0,0,48,16,2,14,79,33,0,1,0,222,59,45,56.7,921f6058
Romelu Lukaku,FW,Inter,27,4,0,0,34,48,19,19,3,1,0,0,0,51,45,57,44.1,5eae500a
Saša Lukić,MF,Torino,23,4,0,0,45,37,1,35,17,13,1,0,0,101,23,55,29.5,c6e8cf1f
Senad Lulić,DF,Lazio,34,1,0,0,13,3,2,23,4,7,0,0,0,53,9,4,69.2,7fd58fe3
Sebastiano Luperto,DF,Crotone,23,5,1,1,28,19,0,1,27,20,0,0,0,113,26,22,54.2,997fff07
Lyanco,DF,Torino,23,8,0,0,24,13,0,6,46,14,0,1,0,178,36,24,60.0,b5bf1770
Charalambos Lykogiannis,DF,Cagliari,26,10,2,2,29,24,2,118,32,21,0,1,0,121,57,33,63.3,5efc5389
Lisandro Magallán,DF,Crotone,26,10,0,0,65,13,0,1,44,31,0,1,0,141,43,26,62.3,01a49bd2
Christian Maggio,DF,Benevento,38,2,0,0,6,7,0,3,2,4,0,0,0,12,3,8,27.3,31d7f557
Giulio Maggiore,MF,Spezia,22,3,0,0,58,41,4,19,19,36,0,0,0,132,31,33,48.4,957e4c87
Francesco Magnanelli,MF,Sassuolo,35,2,0,0,5,6,0,0,13,5,0,0,0,50,3,13,18.8,07767f42
Giangiacomo Magnani,DF,Hellas Verona,24,8,0,0,44,29,0,2,44,15,0,0,1,82,76,40,65.5,cce9f582
Jean-Victor Makengo,MF,Udinese,22,1,0,0,12,4,0,5,5,7,0,0,0,27,6,0,100.0,22bfb57e
Nikola Maksimović,DF,Napoli,28,1,0,0,5,6,0,2,21,9,0,0,1,71,35,11,76.1,16b9d5cf
Kévin Malcuit,DF,Fiorentina,29,0,0,0,4,1,0,10,3,3,0,0,0,7,2,1,66.7,d6a889ea
Kévin Malcuit,FWMF,Napoli,29,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,50.0,d6a889ea
Daniel Maldini,FWDF,Milan,18,0,0,0,3,1,0,2,0,0,0,0,0,4,0,0,,801831fe
Ruslan Malinovskyi,MFFW,Atalanta,27,3,0,0,46,53,1,122,2,8,0,0,0,121,29,31,48.3,48d5bd33
Dennis Man,FWMF,Parma,21,1,0,0,6,7,0,7,2,6,0,0,0,31,6,7,46.2,2079b3cc
Gianluca Mancini,DF,Roma,24,10,0,0,67,26,1,14,72,29,0,1,0,181,55,33,62.5,5aa53281
Rolando Mandragora,MF,Udinese,23,0,0,0,5,4,0,6,6,5,0,1,0,14,6,2,75.0,c7259b83
Rolando Mandragora,MF,Torino,23,5,1,1,32,30,1,36,20,4,0,0,0,85,9,8,52.9,c7259b83
Mario Mandžukić,FW,Milan,34,1,0,0,9,2,2,1,2,6,0,0,0,7,9,13,40.9,afa0d4e0
Niccolò Manfredini,GK,Benevento,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,e4b39692
Kostas Manolas,DF,Napoli,29,5,0,0,21,12,0,0,23,18,1,1,0,93,41,37,52.6,c707411f
Juan Manuel Ramos,DF,Spezia,23,1,0,0,3,2,1,12,2,0,0,0,0,12,4,0,100.0,36d7971a
Federico Marchetti,GK,Genoa,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.0,f794b426
Riccardo Marchizza,DF,Spezia,22,4,0,0,17,14,3,71,11,11,0,1,0,82,22,18,55.0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,28,7,0,0,41,36,0,2,50,20,1,0,0,172,69,52,57.0,8650af85
Răzvan Marin,MF,Cagliari,24,6,0,0,49,23,2,161,29,33,0,0,0,186,10,18,35.7,7fac99d4
Marlon,DF,Sassuolo,24,6,1,1,26,8,0,0,27,13,0,2,0,112,38,30,55.9,cdf65d12
Luca Marrone,DF,Crotone,30,8,0,0,36,10,0,0,26,18,0,1,1,105,20,22,47.6,ea468ea8
Lautaro Martínez,FW,Inter,22,5,0,0,64,61,11,12,27,12,3,0,0,97,25,48,34.2,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,4,1,0,23,10,0,5,39,20,0,1,0,107,28,22,56.0,3ec3c1c9
Adam Marušić,DF,Lazio,27,3,0,0,19,16,4,64,40,22,0,1,1,185,28,27,50.9,d4535821
Andrea Masiello,DF,Genoa,34,6,0,0,15,12,1,8,53,22,0,1,0,156,40,34,54.1,e0314d87
Giuseppe Mastinu,FW,Spezia,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,26cd1bff
Ryder Matos,MF,Udinese,27,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0.0,7280b54f
Federico Mattiello,DF,Spezia,25,0,0,0,0,1,0,2,0,0,0,0,0,4,1,3,25.0,fba81826
Borja Mayoral,FW,Roma,23,1,0,0,10,28,13,7,0,2,1,0,0,27,15,51,22.7,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,2,0,0,3,5,1,2,1,5,0,0,0,26,12,11,52.2,cfbf9881
Weston McKennie,MF,Juventus,21,5,0,0,44,7,4,9,28,19,0,0,0,100,29,28,50.9,01c3aff5
Gary Medel,DFMF,Bologna,32,1,0,0,5,10,0,0,7,9,0,0,0,43,7,6,53.8,563a68ad
Soualiho Meïté,MF,Torino,26,0,0,0,11,9,1,2,10,7,0,0,0,57,6,10,37.5,5cec2c74
Soualiho Meïté,MF,Milan,26,2,0,0,13,14,2,1,8,10,0,0,0,62,12,8,60.0,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,1,0,0,3,5,0,14,5,6,0,0,0,14,2,2,50.0,6604165d
Arthur Melo,MF,Juventus,23,3,0,0,11,21,0,3,18,9,0,0,0,93,2,4,33.3,48b3dd60
Alex Meret,GK,Napoli,23,0,0,0,0,1,0,0,0,0,0,0,0,35,5,1,83.3,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,1,0,0,6,4,0,1,14,4,0,0,0,26,13,10,56.5,c730da00
Dries Mertens,FWMF,Napoli,33,2,0,0,15,9,5,64,9,14,0,0,0,40,2,11,15.4,89b2c8a9
Junior Messias,MFFW,Crotone,29,6,0,0,34,93,5,123,35,35,1,0,0,166,34,65,34.3,f49c4ae9
Petar Mićin,MF,Udinese,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,259deea9
Valentin Mihaila,FWMF,Parma,20,2,0,0,5,8,5,14,5,1,1,0,0,20,3,15,16.7,81a4c239
Nikola Milenković,DF,Fiorentina,22,7,1,0,56,16,0,6,44,29,0,1,0,148,101,30,77.1,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,4,0,0,56,50,9,57,33,40,2,2,0,212,99,85,53.8,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,0,1,0,0,2,0,0,0,1,0,0,0,11,1,0,100.0,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,0,0,0,17,20,2,15,3,13,0,0,0,44,8,12,40.0,a9aa0d1d
Antonio Mirante,GK,Roma,37,2,0,0,0,1,0,0,0,0,0,0,0,29,0,1,0.0,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,2,0,0,36,46,10,53,39,24,1,0,0,150,13,27,32.5,dd0daf32
Johan Mojica,DF,Atalanta,27,1,0,0,4,1,0,20,7,4,0,1,0,32,5,4,55.6,608f2092
Nahuel Molina,DF,Udinese,22,1,0,0,16,11,4,85,21,18,0,2,0,106,11,13,45.8,23610943
Salvatore Molina,MFDF,Crotone,28,1,0,0,23,39,2,71,17,22,0,0,1,161,21,18,53.8,54ab971f
Gabriele Moncini,FWMF,Benevento,24,0,0,0,9,10,1,0,2,1,0,0,0,18,10,17,37.0,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,dd52d069
Lorenzo Montipò,GK,Benevento,24,3,0,0,3,6,0,0,0,0,0,2,1,31,9,2,81.8,c1d95617
Luca Mora,MF,Spezia,32,0,0,0,2,2,0,1,0,1,0,0,0,5,5,1,83.3,42fff925
Álvaro Morata,FW,Juventus,27,3,1,0,37,44,19,18,5,12,1,0,0,55,33,34,49.3,129af0db
Raúl Moro,FW,Lazio,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,919dd4b1
Mert Müldür,DF,Sassuolo,21,2,0,0,20,15,0,48,36,20,0,0,0,86,19,21,47.5,1295552e
Luis Muriel,FW,Atalanta,29,0,0,0,18,20,3,82,7,9,1,0,0,51,25,47,34.7,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,1,0,0,14,19,15,3,3,1,0,0,0,30,54,43,55.7,0cadc46d
Nicola Murru,DF,Torino,25,0,0,0,12,12,0,21,12,6,0,0,0,35,10,9,52.6,d183e9d6
Mateo Musacchio,DF,Lazio,29,2,0,0,3,4,0,1,2,1,0,0,0,8,2,7,22.2,91899ca8
Mateo Musacchio,DF,Milan,29,0,0,0,1,0,0,0,3,1,0,0,0,3,0,0,,91899ca8
Juan Musso,GK,Udinese,26,5,0,0,4,4,0,0,1,1,0,4,0,43,8,0,100.0,a111cf41
Joakim Mæhle,DF,Atalanta,23,0,0,0,10,11,0,36,11,10,0,1,0,74,7,12,36.8,c459a650
Radja Nainggolan,MF,Cagliari,32,5,0,0,21,21,0,72,15,26,0,0,0,141,17,15,53.1,1f9328da
Radja Nainggolan,MF,Inter,32,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,1f9328da
Nahitan Nández,MFDF,Cagliari,24,8,1,0,40,59,8,95,23,28,0,0,0,181,42,59,41.6,95facda1
Ilija Nestorovski,FWMF,Udinese,30,1,0,0,16,16,5,3,1,4,0,0,0,22,13,20,39.4,b1236c63
Nicolas Nkoulou,DF,Torino,30,5,0,0,15,25,0,0,33,9,0,3,0,104,26,38,40.6,93cf32a8
Bram Nuytinck,DF,Udinese,30,1,0,0,8,5,0,3,25,15,0,0,0,65,35,15,70.0,e33f36d5
Simeon Nwankwo,FW,Crotone,28,1,0,0,50,44,23,3,6,2,0,0,0,64,61,98,38.4,80dbbd10
M'Bala Nzola,FW,Spezia,23,5,0,0,55,27,26,2,3,5,0,1,0,54,41,84,32.8,a4948e67
Pedro Obiang,MF,Sassuolo,28,4,1,0,24,20,0,1,22,22,0,0,0,66,29,21,58.0,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,0,0,0,0,1,0,7,0,1,0,0,0,3,0,0,,97e8ea97
Stefano Okaka,FW,Udinese,30,2,0,0,38,35,13,4,2,7,0,0,0,36,44,49,47.3,601ef102
Christian Oliva,MF,Cagliari,24,2,0,0,7,5,0,2,8,4,0,0,0,20,5,4,55.6,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,32a33c68
Jérôme Onguéné,DF,Genoa,22,0,0,0,3,1,0,1,2,1,0,0,0,14,2,6,25.0,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,0,0,0,21,44,7,100,10,18,0,1,0,83,25,25,50.0,e14ec482
Victor Osimhen,FW,Napoli,21,4,0,0,34,36,20,14,7,15,1,0,0,37,45,63,41.7,8c90fd7a
Yordan Osorio,DF,Parma,26,2,0,0,16,17,1,2,53,14,0,1,0,140,45,25,64.3,4d17df3e
David Ospina,GK,Napoli,31,2,0,0,1,5,0,0,0,0,0,1,0,26,7,1,87.5,82b1198a
Adam Ounas,FWMF,Crotone,23,1,0,0,11,31,9,41,3,4,0,0,0,62,9,14,39.1,ed90babd
Adam Ounas,MFFW,Cagliari,23,0,0,0,3,9,1,10,3,2,0,0,0,17,3,4,42.9,ed90babd
Thomas Ouwejan,DF,Udinese,23,0,0,0,7,2,0,49,5,1,0,0,0,12,2,7,22.2,36d9dabe
Daniele Padelli,GK,Inter,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,ad84294f
Rodrigo Palacio,FW,Bologna,38,5,0,0,39,72,35,72,7,6,1,0,0,85,33,66,33.3,8d8178ac
Alberto Paleari,GK,Genoa,27,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0,94a3606c
Antonio Palumbo,MF,Sampdoria,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33e98344
Martin Palumbo,MF,Udinese,18,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,f8d41a8c
Goran Pandev,FWMF,Genoa,37,5,0,0,12,36,7,10,2,5,0,0,0,78,16,27,37.2,d711d04f
Ivor Pandur,GK,Hellas Verona,20,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,457cb02f
Vittorio Parigini,MFDF,Genoa,24,0,0,0,0,2,1,9,0,2,0,0,0,2,2,2,50.0,75efed2e
Marco Parolo,DFMF,Lazio,35,5,0,0,21,1,1,4,14,8,0,1,0,46,21,17,55.3,ed5886d2
Mario Pašalić,MF,Atalanta,25,2,0,0,19,10,1,6,8,15,0,0,0,85,16,16,50.0,e599253a
Christian Pastina,DF,Benevento,19,1,0,0,1,0,0,2,1,0,0,0,0,2,0,0,,38bf62b5
Javier Pastore,MFFW,Roma,31,0,0,0,1,1,0,0,0,2,0,0,0,2,1,1,50.0,881ef58c
Patric,DF,Lazio,27,8,0,0,21,5,1,30,18,16,0,1,0,90,14,15,48.3,f7223718
Leonardo Pavoletti,FW,Cagliari,31,8,0,0,44,29,9,1,4,3,1,0,0,38,113,67,62.8,d37b0350
Nehuén Paz,DF,Bologna,27,0,0,0,3,2,0,0,11,4,0,0,0,21,21,3,87.5,42b1a58a
Pedro,MFFW,Roma,33,5,1,1,25,34,7,35,9,14,2,0,0,67,3,12,20.0,3ca7254a
João Pedro,FWMF,Cagliari,28,4,0,0,46,98,11,25,13,6,3,0,0,97,65,87,42.8,81255c03
Gianluca Pegolo,GK,Sassuolo,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,f058ed1f
Graziano Pellè,FW,Parma,35,1,0,0,19,13,4,0,2,2,1,0,0,13,45,26,63.4,9654d8de
Lorenzo Pellegrini,MF,Roma,24,10,0,0,43,51,6,171,42,24,0,1,0,139,21,27,43.8,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,2,0,0,10,16,0,29,8,6,0,0,1,50,4,13,23.5,3b61c9ec
Federico Peluso,DF,Sassuolo,36,1,0,0,2,1,0,0,3,1,0,0,0,10,2,2,50.0,4f2908e5
Andreas Pereira,FWMF,Lazio,24,7,1,1,12,8,3,49,1,0,0,1,0,31,2,22,8.3,6639e500
Pedro Pereira,DF,Crotone,22,6,0,0,33,18,5,71,19,32,0,1,0,127,27,40,40.3,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,0,0,0,2,3,0,10,1,1,0,0,0,13,10,6,62.5,7ec7738e
Bruno Peres,DF,Roma,30,6,0,0,23,16,1,68,27,11,0,0,0,102,7,12,36.8,852351df
Roberto Pereyra,MFFW,Udinese,29,8,0,0,38,59,7,37,27,11,1,0,0,156,5,10,33.3,75f2c59f
Carles Pérez,MFFW,Roma,22,0,0,0,12,7,0,25,6,4,1,0,0,31,3,11,21.4,a8f21b9f
Mattia Perin,GK,Genoa,27,1,1,0,2,4,0,0,1,0,0,1,0,38,9,1,90.0,4c62d0c8
Ivan Perišić,DFFW,Inter,31,3,0,0,13,2,8,90,19,13,0,1,0,85,32,24,57.1,6fe90922
Matteo Pessina,MF,Atalanta,23,2,0,0,24,23,1,17,17,7,0,0,0,138,20,24,45.5,780e3631
Andrea Petagna,FW,Napoli,25,0,0,0,19,17,7,1,1,0,0,0,0,30,27,28,49.1,03f946ed
Jacopo Petriccione,MF,Crotone,25,5,1,0,18,17,0,14,8,8,0,0,0,65,2,8,20.0,909bce7f
Jens Petter Hauge,FW,Milan,20,0,0,0,11,1,1,3,1,4,0,0,0,22,5,10,33.3,12c35abe
Germán Pezzella,DF,Fiorentina,29,5,0,0,33,17,4,2,36,20,0,2,0,130,66,45,59.5,8c725b43
Giuseppe Pezzella,DF,Parma,22,7,0,0,24,25,0,92,12,19,0,0,0,121,20,10,66.7,149c5f5d
Cristiano Piccini,DF,Atalanta,27,0,0,0,1,1,0,0,0,1,0,0,0,3,1,0,100.0,32c0491f
Roberto Piccoli,FW,Spezia,19,0,0,0,16,13,3,2,2,3,1,0,0,8,17,43,28.3,1cadaf34
Andrea Pinamonti,FW,Inter,21,0,0,0,2,6,1,1,1,0,0,0,0,5,2,2,50.0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,f6a06749
Fabio Pisacane,DF,Cagliari,34,1,0,0,2,0,0,2,1,2,0,0,0,10,3,1,75.0,56400c01
Marko Pjaca,FWMF,Genoa,25,0,0,0,19,24,2,4,7,6,0,0,0,65,15,47,24.2,2c38b327
Tommaso Pobega,MF,Spezia,21,6,0,0,28,17,0,9,9,13,3,1,0,61,17,20,45.9,55a1cac2
Andrea Poli,MF,Bologna,30,1,0,0,5,7,0,2,7,7,0,0,1,27,0,7,0.0,b3fd7075
Matteo Politano,FWMF,Napoli,26,3,0,0,15,47,0,90,14,16,0,0,0,68,4,18,18.2,5e861944
Manolo Portanova,MFFW,Genoa,20,0,0,0,3,6,0,0,1,3,0,0,0,5,0,4,0.0,c8c0dccd
