Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Rúben Neves,MF,Wolves,24,29.6,42,16,38.1,44bfb6c5
Jeremy Ngakia,DF,Watford,20,10.0,5,0,0.0,3631ad41
Saúl Ñíguez,DFMF,Chelsea,26,5.3,5,1,20.0,c14bc029
Eddie Nketiah,FW,Arsenal,22,9.3,29,13,44.8,a53649b7
Nicolas Nkoulou,DF,Watford,31,1.9,0,0,,93cf32a8
Mark Noble,MF,West Ham,34,3.7,0,0,,ff527768
Mathias Normann,MF,Norwich City,25,18.3,26,5,19.2,8996350d
Christian Nørgaard,MF,Brentford,27,33.9,27,8,29.6,df0a4c90
Angelo Ogbonna,DF,West Ham,33,10.2,3,1,33.3,74b2cd7e
Michael Olise,FWMF,Crystal Palace,19,12.7,19,10,52.6,c4486bac
Robin Olsen,GK,Aston Villa,31,1.0,0,0,,e7ee38c3
Andrew Omobamidele,DF,Norwich City,19,4.2,2,1,50.0,c393a6c4
Tyler Onyango,MF,Everton,18,0.3,1,0,0.0,d86a1f3e
Frank Onyeka,MF,Brentford,23,11.6,16,5,31.3,2944f86f
Divock Origi,FW,Liverpool,26,1.5,10,5,50.0,43a166b4
Alex Oxlade-Chamberlain,MFFW,Liverpool,27,8.7,21,3,14.3,38c7feef
Cole Palmer,FWMF,Manchester City,19,1.4,4,1,25.0,dc7f8a28
Emerson Palmieri,DF,Chelsea,26,0.1,0,0,,e0bc6fdc
Thomas Partey,MF,Arsenal,28,22.5,44,9,20.5,529f49ab
Nicolas Pépé,FWMF,Arsenal,26,7.7,23,7,30.4,57e3f0c7
Ricardo Pereira,DF,Leicester City,27,11.0,10,2,20.0,75a72a99
Ayoze Pérez,MFFW,Leicester City,28,4.9,11,6,54.5,819aa8e7
Sonny Perkins,FW,West Ham,17,0.0,0,0,,87f12e30
Romain Perraud,DF,Southampton,23,18.0,19,3,15.8,6dfd8f05
Kalvin Phillips,MF,Leeds United,25,17.7,15,3,20.0,4f565d77
Jaden Philogene Bidace,FW,Aston Villa,19,0.1,0,0,,19f4d211
Jordan Pickford,GK,Everton,27,35.0,0,0,,4806ec67
Erik Pieters,DF,Burnley,32,8.1,7,0,0.0,1ef37668
Ethan Pinnock,DF,Brentford,28,29.9,16,8,50.0,e541326e
Daniel Podence,FWMF,Wolves,25,16.5,35,15,42.9,7fcc71d8
Paul Pogba,MFFW,Manchester Utd,28,15.0,32,8,25.0,867239d3
Nick Pope,GK,Burnley,29,36.0,0,0,,4b40d9ca
Isaac Price,MF,Everton,17,0.2,1,0,0.0,b9403c99
Teemu Pukki,FW,Norwich City,31,36.1,68,24,35.3,0745b37d
Christian Pulisic,MFFW,Chelsea,22,14.3,28,11,39.3,1bf33a9a
Przemysław Płacheta,FWMF,Norwich City,23,5.6,8,7,87.5,3c33f9d9
Jesuran Rak Sakyi,FWMF,Crystal Palace,18,0.9,0,0,,45685411
Aaron Ramsdale,GK,Arsenal,23,34.0,0,0,,466fb2c5
Jacob Ramsey,MF,Aston Villa,20,27.4,34,11,32.4,1544f145
Raphinha,FWMF,Leeds United,24,32.4,84,21,25.0,3423f250
Marcus Rashford,FWMF,Manchester Utd,23,13.7,22,12,54.5,a1d5bd30
Milot Rashica,FWMF,Norwich City,25,24.8,44,17,38.6,6c6a3300
David Raya,GK,Brentford,25,24.0,0,0,,98ea5115
Nathan Redmond,MFFW,Southampton,27,20.4,26,9,34.6,ab651565
Sergio Reguilón,DFMF,Tottenham,24,21.3,21,9,42.9,3353737a
Declan Rice,MF,West Ham,22,35.3,26,8,30.8,1c7012b8
Taylor Richards,MF,Brighton,20,0.3,1,0,0.0,e0243d23
Richarlison,FW,Everton,24,28.0,69,20,29.0,fa031b34
Jaïro Riedewald,MF,Crystal Palace,24,1.3,0,0,,7a1f2c08
Matt Ritchie,DF,Newcastle Utd,31,14.9,10,1,10.0,71ef519e
Connor Roberts,DF,Burnley,25,18.8,6,4,66.7,24fae784
Tyler Roberts,MFFW,Leeds United,22,11.0,30,12,40.0,6c17e046
Andrew Robertson,DF,Liverpool,27,28.2,18,8,44.4,2e4f5f03
Joe Rodon,DF,Tottenham,23,1.0,0,0,,8d62d31a
Rodri,MF,Manchester City,25,32.0,45,14,31.1,6434f10d
Rodrigo,MFFW,Leeds United,30,25.2,46,17,37.0,1fb1c435
Jay Rodriguez,FW,Burnley,32,15.4,41,11,26.8,4ab53cdb
Mads Roerslev,DF,Brentford,22,13.8,5,2,40.0,57c94db2
Cristian Romero,DF,Tottenham,23,20.5,6,2,33.3,a3d94a58
Oriol Romeu,MF,Southampton,29,32.1,24,4,16.7,4b511457
Cristiano Ronaldo,FW,Manchester Utd,36,27.3,107,39,36.4,dea698d9
Salomón Rondón,FW,Everton,31,8.8,21,6,28.6,b318a643
Danny Rose,DF,Watford,31,7.7,4,1,25.0,89d10e53
Jon Rowe,FWMF,Norwich City,18,2.5,3,2,66.7,8c12f884
John Ruddy,GK,Wolves,34,1.5,0,0,,da8b19e2
Antonio Rüdiger,DF,Chelsea,28,33.7,48,13,27.1,18b896d6
Lukas Rupp,MF,Norwich City,30,8.5,12,2,16.7,3faa1780
José Sá,GK,Wolves,28,36.5,0,0,,903b6e8b
Allan Saint-Maximin,FWMF,Newcastle Utd,24,31.2,64,26,40.6,2b16cb1a
Romain Saïss,DF,Wolves,31,30.1,18,6,33.3,9fbbcf39
Bukayo Saka,FWMF,Arsenal,19,33.1,95,29,30.5,bc7dc64d
Mohamed Salah,FW,Liverpool,29,30.7,133,49,36.8,e342ad68
Mohammed Salisu,DF,Southampton,22,33.0,24,9,37.5,0b33f6ad
Albert Sambi Lokonga,MF,Arsenal,21,12.6,20,8,40.0,1b4f1169
Davinson Sánchez,DF,Tottenham,25,18.1,13,3,23.1,da7b447d
Robert Sánchez,GK,Brighton,23,37.0,0,0,,6a713852
Jadon Sancho,FWMF,Manchester Utd,21,21.1,26,9,34.6,dbf053da
Morgan Sanson,MF,Aston Villa,26,4.0,1,0,0.0,6e7f1353
Samir Santos,DF,Watford,26,18.6,8,2,25.0,92b4758e
Josh Sargent,FWMF,Norwich City,21,17.5,24,2,8.3,a8d4428b
Jeremy Sarmiento,FWMF,Brighton,19,0.5,0,0,,ac0d576d
Ismaila Sarr,FWMF,Watford,23,20.7,39,15,38.5,bfdb33aa
Malang Sarr,DF,Chelsea,22,6.1,1,0,0.0,4315f30d
Dane Scarlett,MF,Tottenham,17,0.0,0,0,,21945a9e
Fabian Schär,DF,Newcastle Utd,29,24.0,21,8,38.1,c8aa95da
Jeffrey Schlupp,MFFW,Crystal Palace,28,20.6,33,9,27.3,3312f911
Kasper Schmeichel,GK,Leicester City,34,37.0,0,0,,53af52f3
Ken Sema,MFFW,Watford,27,9.5,3,1,33.3,1770bd68
Nélson Semedo,MFDF,Wolves,27,23.7,19,4,21.1,d04b94db
Ryan Sessegnon,DFMF,Tottenham,21,11.6,6,1,16.7,6aa3e78b
Jamie Shackleton,DFMF,Leeds United,21,7.9,4,1,25.0,8d03ca5a
Luke Shaw,DF,Manchester Utd,26,17.8,6,1,16.7,9c94165b
Jonjo Shelvey,MF,Newcastle Utd,29,22.0,30,14,46.7,3727dd3c
Shola Shoretire,MF,Manchester Utd,17,0.2,0,0,,00f0482f
Francisco Sierralta,DF,Watford,24,4.7,1,1,100.0,0f933743
Bernardo Silva,MFFW,Manchester City,26,31.7,47,19,40.4,3eb22ec9
Fábio Silva,FW,Wolves,19,6.4,19,5,26.3,e7aa9d7c
Thiago Silva,DF,Chelsea,36,29.4,18,5,27.8,86e7deaf
Ellis Simms,FW,Everton,20,0.7,0,0,,26d3b5be
Moussa Sissoko,MF,Watford,31,35.8,25,8,32.0,2acd49b9
Oliver Skipp,MF,Tottenham,20,15.0,4,1,25.0,6250083a
William Smallbone,MFFW,Southampton,21,1.5,1,0,0.0,5e105217
Emile Smith Rowe,MFFW,Arsenal,21,21.3,40,23,57.5,17695062
Cédric Soares,DF,Arsenal,29,16.5,12,1,8.3,839c14e1
Tomáš Souček,MF,West Ham,26,34.0,45,11,24.4,6613c819
Boubakary Soumaré,MF,Leicester City,22,12.2,6,2,33.3,ae59b359
Çağlar Söyüncü,DF,Leicester City,25,27.7,8,1,12.5,21166ff4
Tony Springett,MFFW,Norwich City,18,1.6,1,1,100.0,35be8087
Jason Steele,GK,Brighton,30,1.0,0,0,,28300a16
Jed Steer,GK,Aston Villa,28,1.0,0,0,,a8a3d139
Zack Steffen,GK,Manchester City,26,1.0,0,0,,42130443
Dale Stephens,MF,Burnley,32,1.4,1,0,0.0,653ee42d
Jack Stephens,DF,Southampton,27,9.0,0,0,,6adbc307
Raheem Sterling,FW,Manchester City,26,23.6,54,25,46.3,b400bde0
Finley Stevens,DF,Brentford,18,0.2,0,0,,7e003182
John Stones,DF,Manchester City,27,12.4,9,5,55.6,5eecec3d
Pascal Struijk,DFMF,Leeds United,21,22.8,11,3,27.3,f4d296e4
Crysencio Summerville,MFFW,Leeds United,19,1.4,2,0,0.0,df04eb4b
Jakob Sørensen,MFDF,Norwich City,23,6.7,5,1,20.0,953c30b0
Japhet Tanganga,DF,Tottenham,22,8.2,7,2,28.6,e9971f2d
Matt Targett,DF,Aston Villa,25,15.9,7,2,28.6,e514ab62
Matt Targett,DF,Newcastle Utd,25,16.0,6,3,50.0,e514ab62
James Tarkowski,DF,Burnley,28,34.5,22,6,27.3,15ea812b
Nuno Tavares,DF,Arsenal,21,13.1,23,2,8.7,a65c844b
Charlie Taylor,DF,Burnley,27,30.3,7,0,0.0,cc2d7ad5
Nathan Tella,MFFW,Southampton,22,8.9,12,5,41.7,f1e94cd6
Alex Telles,DF,Manchester Utd,28,18.4,10,3,30.0,e73c9bb2
Luke Thomas,DF,Leicester City,20,21.2,4,0,0.0,fc027d02
Dominic Thompson,DF,Brentford,21,1.6,1,0,0.0,235a62f8
Youri Tielemans,MF,Leicester City,24,29.2,57,15,26.3,56f7a928
Kieran Tierney,DF,Arsenal,24,21.3,15,5,33.3,fce2302c
Takehiro Tomiyasu,DF,Arsenal,22,18.7,11,2,18.2,b3af9be1
James Tomkins,DF,Crystal Palace,32,6.1,4,2,50.0,e7ca0439
Ivan Toney,FW,Brentford,25,32.3,83,24,28.9,e09f279b
Ferrán Torres,FW,Manchester City,21,3.4,13,4,30.8,9e1035f8
Cenk Tosun,MF,Everton,30,0.1,0,0,,9a104dee
Andros Townsend,MFFW,Everton,30,16.2,20,9,45.0,b28bbd58
Adama Traoré,FWMF,Wolves,25,11.9,23,5,21.7,9a28eba4
Bertrand Traoré,MFFW,Aston Villa,25,2.4,8,1,12.5,c47541e0
Trézéguet,FW,Aston Villa,26,0.1,1,0,0.0,3ae14ed1
Francisco Trincão,FWMF,Wolves,21,14.8,32,13,40.6,77e39b04
Kieran Trippier,DF,Newcastle Utd,30,4.8,2,2,100.0,21512407
William Troost-Ekong,DF,Watford,27,15.4,2,0,0.0,7ed4921e
Leandro Trossard,FWMF,Brighton,26,31.2,73,26,35.6,38ceb24a
Kostas Tsimikas,DF,Liverpool,25,9.7,8,2,25.0,f315ca93
Axel Tuanzebe,DF,Aston Villa,23,5.6,2,1,50.0,2baec6ce
Ozan Tufan,MF,Watford,26,3.7,3,0,0.0,17d45fb2
Christos Tzolis,FWMF,Norwich City,19,3.7,6,2,33.3,9f333379
Yan Valery,DF,Southampton,22,4.1,2,0,0.0,531a4aa8
Virgil van Dijk,DF,Liverpool,30,34.0,35,14,40.0,e06683ca
Raphaël Varane,DF,Manchester Utd,28,20.3,9,1,11.1,9f8e9423
Jamie Vardy,FW,Leicester City,34,20.1,54,25,46.3,45963054
Joël Veltman,DF,Brighton,29,31.9,12,2,16.7,dad4b285
Jannik Vestergaard,DF,Leicester City,28,6.3,1,0,0.0,1900032e
Nikola Vlašić,FWMF,West Ham,23,6.2,7,3,42.9,aa8e289e
Matěj Vydra,FW,Burnley,29,7.5,19,7,36.8,0d4ceb32
Theo Walcott,MFFW,Southampton,32,4.2,6,0,0.0,1ecb65be
Kyle Walker,DF,Manchester City,31,19.5,8,2,25.0,86dd77d1
Kyle Walker-Peters,DF,Southampton,24,29.3,26,7,26.9,984a5a64
Aaron Wan-Bissaka,DF,Manchester Utd,23,19.9,5,1,20.0,9e525177
Danny Ward,GK,Leicester City,28,1.0,0,0,,d3ce0e89
Joel Ward,DF,Crystal Palace,31,27.6,10,1,10.0,8a7ff278
James Ward-Prowse,MF,Southampton,26,35.7,51,20,39.2,3515d404
Ollie Watkins,FW,Aston Villa,25,32.8,76,31,40.8,aed3a70f
Adam Webster,DF,Brighton,26,15.9,8,2,25.0,c40b6180
Wout Weghorst,FW,Burnley,28,16.1,30,7,23.3,c4e87b8b
Danny Welbeck,FWMF,Brighton,30,16.4,43,21,48.8,ce5143da
Timo Werner,FWMF,Chelsea,25,14.3,45,16,35.6,49fe9070
Ashley Westwood,MF,Burnley,31,25.4,14,1,7.1,495945ef
Ben White,DF,Arsenal,23,32.0,12,3,25.0,35e413f1
Brandon Williams,DF,Norwich City,20,23.6,4,1,25.0,5e74d6c8
Neco Williams,DF,Liverpool,20,0.1,0,0,,dd323728
Joe Willock,MF,Newcastle Utd,21,22.6,35,11,31.4,a3b03921
Callum Wilson,FW,Newcastle Utd,29,15.4,33,12,36.4,c596fcb0
Harry Winks,MF,Tottenham,25,10.1,3,1,33.3,2f7acede
Yoane Wissa,FW,Brentford,24,14.3,32,13,40.6,2500cef9
Chris Wood,FW,Burnley,29,15.2,30,11,36.7,4e9a0555
Chris Wood,FW,Newcastle Utd,29,14.7,20,6,30.0,4e9a0555
Freddie Woodman,GK,Newcastle Utd,24,4.0,0,0,,19e50035
Granit Xhaka,MFDF,Arsenal,28,25.9,27,5,18.5,e61b8aee
Andriy Yarmolenko,FWMF,West Ham,31,3.5,11,5,45.5,849c826a
Ashley Young,DFFW,Aston Villa,36,13.9,10,3,30.0,be927d03
Nathan Young-Coombes,MF,Brentford,18,0.0,0,0,,f9682888
Wilfried Zaha,FW,Crystal Palace,28,30.7,62,26,41.9,b2bc3b1f
Christoph Zimmermann,DF,Norwich City,28,1.7,2,1,50.0,2d5f03bf
Oleksandr Zinchenko,DF,Manchester City,24,11.6,12,4,33.3,51cf8561
Hakim Ziyech,MFFW,Chelsea,28,14.7,52,19,36.5,6622454d
Kurt Zouma,DF,West Ham,26,23.1,6,2,33.3,ce4246f5
Martin Ødegaard,MFFW,Arsenal,22,30.9,53,21,39.6,79300479
