Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Adam Idah,FWMF,Norwich City,20,0,0,0,7,10,10,13,3,6,0,0,0,29,16,27,37.2,291e3ec3
Kelechi Iheanacho,FW,Leicester City,24,1,0,0,17,11,7,6,4,7,0,0,0,42,16,38,29.6,c92e1a31
Danny Ings,FW,Aston Villa,29,4,0,0,16,12,11,13,6,16,0,0,0,47,27,40,40.3,07802f7f
Tim Iroegbunam,MF,Aston Villa,18,1,0,0,2,0,0,0,2,4,0,0,0,9,3,0,100.0,84c5ceea
Alex Iwobi,MFDF,Everton,25,1,0,0,16,6,3,32,20,19,0,1,0,130,9,21,30.0,6ca5ec4b
Daniel James,FW,Manchester Utd,23,0,0,0,1,0,2,5,0,1,0,0,0,4,1,1,50.0,c931d9f9
Daniel James,FWMF,Leeds United,23,7,1,0,30,38,13,60,8,14,1,0,0,82,13,53,19.7,c931d9f9
Reece James,DF,Chelsea,21,4,1,0,20,31,4,108,17,25,0,1,1,99,17,21,44.7,1265a93a
Vitaly Janelt,MF,Brentford,23,3,0,0,26,25,3,40,28,32,0,0,0,143,33,25,56.9,8449d35e
Pontus Jansson,DF,Brentford,30,7,0,0,15,8,5,1,52,21,1,0,0,166,102,81,55.7,172e52d8
Mathias Jensen,MF,Brentford,25,0,0,0,19,6,3,79,22,18,0,0,0,100,7,16,30.4,0f134faf
Gabriel Jesus,FW,Manchester City,24,1,0,0,26,26,10,24,15,12,2,0,0,76,21,36,36.8,b66315ae
Raúl Jiménez,FW,Wolves,30,9,2,2,43,48,23,10,13,14,0,0,0,88,63,85,42.6,b561db50
João Pedro,FWMF,Watford,19,1,0,0,13,30,6,24,15,14,0,0,0,78,55,90,37.9,e8832875
Joelinton,MFFW,Newcastle Utd,24,8,0,0,64,33,3,22,34,38,0,0,0,181,99,97,50.5,c17bfb65
Ben Johnson,DF,West Ham,21,1,0,0,10,4,0,55,22,16,0,0,0,78,15,19,44.1,9319781b
Curtis Jones,MF,Liverpool,20,0,0,0,11,19,1,6,6,9,0,0,0,54,7,7,50.0,4fb9c88f
Phil Jones,DF,Manchester Utd,29,0,0,0,0,2,0,0,3,5,0,0,0,9,2,0,100.0,def899bd
Jorginho,MF,Chelsea,29,5,0,0,30,38,0,3,36,33,0,0,0,208,13,26,33.3,45db685d
Diogo Jota,FW,Liverpool,24,3,0,0,41,40,5,21,6,18,2,0,0,100,37,83,30.8,178ae8f8
James Justin,DF,Leicester City,23,0,0,0,7,12,1,15,17,13,0,0,0,62,13,16,44.8,fb614c44
Mathias Jørgensen,DF,Brentford,31,2,0,0,10,1,0,7,10,4,0,0,0,20,10,9,52.6,0db5d2c8
Ozan Kabak,DF,Norwich City,21,2,0,0,10,10,1,1,16,5,0,2,0,50,22,27,44.9,2d61d13a
Christian Kabasele,DF,Watford,30,0,0,0,5,3,0,1,14,5,0,0,0,58,47,12,79.7,914ab9a1
Samuel Kalu,FW,Watford,23,0,0,0,0,4,3,8,3,2,0,0,0,9,0,3,0.0,b8d22478
Hassane Kamara,DF,Watford,27,5,1,1,24,16,0,23,69,34,0,1,0,153,30,15,66.7,19a12bed
Harry Kane,FW,Tottenham,28,5,0,0,42,54,16,42,3,5,0,0,0,92,75,81,48.1,21a66f6a
N'Golo Kanté,MF,Chelsea,30,2,0,0,22,11,0,11,31,31,0,0,0,153,14,14,50.0,b9fbae28
Edo Kayembe,MF,Watford,23,0,0,0,4,5,1,8,9,13,0,0,0,77,13,19,40.6,f99b71de
Moise Kean,FW,Everton,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3d50bcdb
Michael Keane,DF,Everton,28,4,1,1,16,7,1,1,62,25,0,0,2,149,96,59,61.9,c5b7c315
Naby Keïta,MF,Liverpool,26,3,0,0,21,9,0,8,14,23,0,0,0,68,6,15,28.6,f25c8e3a
Caoimhín Kelleher,GK,Liverpool,22,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,100.0,62d7ef38
Kenedy,DF,Chelsea,25,0,0,0,0,0,0,1,0,2,0,0,0,8,0,1,0.0,5eebbfdf
Jonjoe Kenny,DF,Everton,24,3,1,1,9,6,1,23,20,7,0,0,0,58,9,11,45.0,099e666f
Max Kilman,DF,Wolves,24,3,0,0,17,11,0,2,45,26,0,1,0,155,66,39,62.9,d0f72bf1
Joshua King,FW,Watford,29,5,0,0,43,21,8,13,8,15,1,0,0,83,100,119,45.7,43458538
Kristoffer Klaesson,GK,Leeds United,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,3f70db80
Mateusz Klich,MF,Leeds United,31,5,0,0,40,15,2,30,11,25,0,1,0,171,7,13,35.0,282679b4
Robin Koch,MFDF,Leeds United,25,3,0,0,22,10,0,4,20,13,0,0,0,104,45,44,50.6,ea6bc03a
Sead Kolašinac,DF,Arsenal,28,1,0,0,2,0,0,0,4,0,0,0,0,2,0,0,,3935e52e
Ibrahima Konaté,DF,Liverpool,22,2,0,0,10,3,0,0,16,10,0,0,0,64,34,19,64.2,5ed9b537
Ezri Konsa,DF,Aston Villa,23,6,2,1,18,36,1,1,15,15,0,1,0,105,58,42,58.0,0313a347
Cheikhou Kouyaté,MF,Crystal Palace,31,3,0,0,30,21,0,4,38,38,0,0,0,136,50,29,63.3,8d3c902d
Mateo Kovačić,MF,Chelsea,27,4,0,0,24,20,0,6,7,31,0,0,0,111,5,5,50.0,79c0821a
Emil Krafth,DF,Newcastle Utd,26,5,0,0,22,11,0,21,25,16,0,0,0,94,22,29,43.1,77cf6852
Alex Král,MF,West Ham,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,e717705a
Tim Krul,GK,Norwich City,33,1,0,0,0,0,0,0,0,1,0,0,1,19,7,3,70.0,f23f9d20
Juraj Kucka,MF,Watford,34,5,1,1,46,49,2,16,27,39,0,1,1,158,56,47,54.4,5aaef9ef
Dejan Kulusevski,MFFW,Tottenham,21,3,0,0,20,15,4,25,13,13,0,0,0,75,3,8,27.3,df3cda47
Alexandre Lacazette,FW,Arsenal,30,0,0,0,32,29,6,7,5,10,4,0,0,52,21,47,30.9,9dbb75ca
Adam Lallana,MF,Brighton,33,4,0,0,11,17,0,3,16,17,0,0,0,126,15,8,65.2,99813635
Tariq Lamptey,DFFW,Brighton,20,4,0,0,27,50,3,93,21,25,0,0,0,100,7,27,20.6,f4e433d4
Manuel Lanzini,MFFW,West Ham,28,2,0,0,11,18,1,28,19,15,0,0,0,124,5,17,22.7,26f6dca8
Aymeric Laporte,DF,Manchester City,27,5,1,0,14,10,2,5,20,15,1,0,0,182,52,32,61.9,119b9a8e
Jamaal Lascelles,DF,Newcastle Utd,27,5,0,0,17,4,0,0,22,7,0,3,2,86,89,31,74.2,450ab6fc
Pierre Lees-Melou,MF,Norwich City,28,5,0,0,35,23,2,33,25,36,1,0,0,181,14,15,48.3,f5044e54
Aaron Lennon,MFFW,Burnley,34,2,0,0,19,20,4,40,9,17,0,1,0,73,7,21,25.0,2ff964a0
Bernd Leno,GK,Arsenal,29,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,75.0,2628fd2b
Jamal Lewis,DF,Newcastle Utd,23,1,0,0,2,2,0,3,3,6,0,0,0,13,1,4,20.0,efb9215a
Victor Lindelöf,DF,Manchester Utd,27,4,0,0,19,6,2,0,25,11,0,0,0,161,52,33,61.2,f5deef4c
Jesse Lingard,FWMF,Manchester Utd,28,1,0,0,5,4,1,8,0,7,0,0,0,19,0,1,0.0,810e3c74
Valentino Livramento,DF,Southampton,18,2,0,0,12,36,1,62,47,28,1,0,0,176,24,25,49.0,afed6722
Diego Llorente,DF,Leeds United,27,7,0,0,23,21,0,2,40,31,0,0,0,171,49,64,43.4,bba30585
Hugo Lloris,GK,Tottenham,34,2,0,0,0,2,0,0,1,1,0,0,0,28,12,2,85.7,8f62b6ee
Giovani Lo Celso,MFFW,Tottenham,25,0,0,0,2,6,1,10,1,4,0,0,0,11,0,3,0.0,d7553721
Jürgen Locadia,MFFW,Brighton,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6cc47ae1
Ruben Loftus-Cheek,MFDF,Chelsea,25,1,0,0,18,41,2,7,11,10,0,0,0,109,36,18,66.7,e97fd090
Kevin Long,DF,Burnley,30,1,0,0,4,3,1,0,1,2,0,0,0,11,12,7,63.2,5a4280b1
Shane Long,FW,Southampton,34,1,0,0,9,8,3,1,0,5,0,0,0,9,24,19,55.8,9f472354
Sean Longstaff,MF,Newcastle Utd,23,1,0,0,14,17,0,11,9,34,0,0,0,95,13,18,41.9,a2b105e0
Ademola Lookman,FWMF,Leicester City,23,2,0,0,27,33,6,18,10,14,0,0,0,102,3,11,21.4,7c104bb7
Jonas Lössl,GK,Brentford,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,939bc634
Imran Louza,MF,Watford,22,6,0,0,24,13,0,54,42,21,0,0,0,129,12,19,38.7,e1df6989
Matthew Lowton,DF,Burnley,32,3,1,0,13,6,0,51,26,24,0,0,0,118,25,16,61.0,9a9c05db
Douglas Luiz,MF,Aston Villa,23,7,0,0,37,41,0,83,34,39,0,0,0,183,26,32,44.8,6f7d826d
Romelu Lukaku,FW,Chelsea,28,1,0,0,8,12,14,7,0,1,3,0,0,33,51,47,52.0,5eae500a
Lyanco,DF,Southampton,24,2,0,0,13,7,0,4,13,15,0,0,0,73,19,14,57.6,b5bf1770
Alexis Mac Allister,MFFW,Brighton,22,4,0,0,30,39,4,66,13,40,0,0,0,149,24,23,51.1,83d074ff
James Maddison,MFFW,Leicester City,24,3,0,0,22,64,4,124,11,20,1,0,0,107,5,12,29.4,ee38d9c5
Harry Maguire,DF,Manchester Utd,28,9,1,1,21,19,1,2,32,21,0,0,1,148,75,28,72.8,d8931174
Riyad Mahrez,FW,Manchester City,30,0,0,0,10,15,3,97,6,3,0,0,0,70,8,14,36.4,892d5bb1
Ainsley Maitland-Niles,MF,Arsenal,23,0,0,0,4,3,0,2,4,4,0,0,0,23,3,3,50.0,e3a5814e
Sadio Mané,FW,Liverpool,29,5,0,0,50,50,19,50,8,20,1,0,0,109,30,50,37.5,c691bfe2
Javier Manquillo,DF,Newcastle Utd,27,5,0,0,9,17,1,9,10,29,0,0,0,57,16,13,55.2,758dd7f0
Fernando Marçal,MFDF,Wolves,32,3,0,0,29,9,1,60,28,22,0,1,0,94,26,18,59.1,9ae9eaea
Solly March,DFFW,Brighton,27,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,39.5,bb5fbd2b
Pablo Marí,DF,Arsenal,27,1,0,0,1,1,0,0,3,3,0,0,0,10,5,3,62.5,aa54ec6f
Anthony Martial,FW,Manchester Utd,25,0,0,0,0,4,2,4,0,0,0,0,0,5,4,4,50.0,8b788c01
Martinelli,FWMF,Arsenal,20,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,29.0,48a5a5d6
Emiliano Martínez,GK,Aston Villa,28,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,88.9,7956236f
Adam Masina,DF,Watford,27,0,0,0,14,4,0,30,18,13,0,1,0,70,29,17,63.0,de0f152c
Arthur Masuaku,DFFW,West Ham,27,1,0,0,8,4,0,23,9,23,0,0,0,50,16,6,72.7,57df7a11
Juan Mata,MF,Manchester Utd,33,0,0,0,2,4,2,6,1,4,0,0,0,22,0,0,,29733c72
Jean-Philippe Mateta,FW,Crystal Palace,24,2,0,0,16,7,13,6,4,4,0,0,0,30,39,43,47.6,50e6dc35
Nemanja Matić,MF,Manchester Utd,32,3,0,0,26,3,0,6,31,18,0,0,0,124,28,17,62.2,eb7822d7
Joël Matip,DF,Liverpool,29,2,0,0,13,11,0,1,44,34,0,0,0,185,108,50,68.4,b217ef29
Neal Maupay,FW,Brighton,24,7,0,0,33,31,6,8,2,10,0,0,0,76,21,56,27.3,4bcf39f6
Bryan Mbeumo,FW,Brentford,21,4,0,0,20,38,13,75,11,16,0,0,0,130,29,103,22.0,6afaebf2
James McArthur,MF,Crystal Palace,33,4,0,0,24,20,3,18,30,23,0,0,0,135,22,31,41.5,cee31595
James Mcatee,MFFW,Manchester City,18,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,96593e89
Kasey McAteer,FW,Leicester City,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,b2c66859
Liam McCarron,FW,Leeds United,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,076bb352
Alex McCarthy,GK,Southampton,31,1,0,0,0,1,0,0,0,0,0,0,0,9,6,0,100.0,36c2ca73
John McGinn,MF,Aston Villa,26,8,0,0,57,81,0,110,35,64,0,0,0,200,22,17,56.4,90f91999
Stuart McKinstry,MF,Leeds United,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1000a059
Kenny McLean,MF,Norwich City,29,3,0,0,16,38,3,37,34,22,0,1,0,149,68,72,48.6,471f16b3
Dwight McNeil,MF,Burnley,21,1,0,0,16,36,1,199,35,49,0,0,0,223,13,16,44.8,fc15fb84
Scott McTominay,MF,Manchester Utd,24,9,0,0,55,33,1,13,31,33,0,1,0,171,67,34,66.3,d93c2511
Ben Mee,DF,Burnley,31,3,0,0,9,7,2,4,24,12,0,0,1,132,68,41,62.4,8df7a2fb
Hannibal Mejbri,FW,Manchester Utd,18,2,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0.0,ca22ccb0
Benjamin Mendy,DF,Manchester City,27,0,0,0,2,0,0,9,0,2,0,0,0,5,0,3,0.0,5271c8f1
Edouard Mendy,GK,Chelsea,29,3,0,0,1,3,0,0,0,0,0,1,0,42,11,1,91.7,33887998
Nampalys Mendy,MF,Leicester City,29,3,0,0,17,18,0,0,11,6,0,0,0,72,5,9,35.7,1598599e
Illan Meslier,GK,Leeds United,21,2,0,0,0,8,0,0,0,1,0,0,0,25,13,2,86.7,6b625ac2
Luka Milivojević,MF,Crystal Palace,30,1,0,0,15,10,0,43,11,9,0,1,1,58,13,6,68.4,2ce2508a
James Milner,MFDF,Liverpool,35,2,0,0,17,14,0,43,17,16,0,0,0,72,13,10,56.5,2f90f6b8
Yerry Mina,DF,Everton,26,3,0,0,5,9,1,3,11,10,0,0,0,45,30,16,65.2,6d5701f2
Takumi Minamino,FWMF,Liverpool,26,1,0,0,4,4,0,0,1,2,0,0,0,13,1,5,16.7,f833a830
Tyrone Mings,DF,Aston Villa,28,11,0,0,27,24,1,4,46,12,0,1,0,191,81,47,63.3,8397a50c
Tyrick Mitchell,DF,Crystal Palace,21,1,0,0,15,14,2,62,41,57,1,0,0,237,29,32,47.5,5cbd1eb0
Jakub Moder,MF,Brighton,22,1,0,0,19,11,0,45,10,25,0,0,0,107,25,37,40.3,f230bc30
Wesley Moraes,FW,Aston Villa,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,33.3,bfae110f
Tyler Morton,MF,Liverpool,18,1,0,0,1,0,0,0,3,0,0,0,0,5,2,3,40.0,2bc28bb9
Mason Mount,MF,Chelsea,22,4,0,0,30,23,5,153,13,16,0,0,0,107,6,31,16.2,9674002f
Lucas Moura,FWMF,Tottenham,28,4,0,0,20,37,3,33,18,10,0,0,0,95,48,32,60.0,2b622f01
João Moutinho,MF,Wolves,34,4,0,0,36,15,0,108,34,39,0,1,0,254,15,23,39.5,f5a00fa4
Bali Mumba,DF,Norwich City,19,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,2d760d7b
Jacob Murphy,FWDF,Newcastle Utd,26,4,0,0,16,14,2,54,23,26,0,1,0,98,14,33,29.8,de112b84
Enock Mwepu,MF,Brighton,23,2,0,0,18,15,2,7,12,12,1,1,0,70,9,29,23.7,1d5cab82
Vitaliy Mykolenko,DF,Everton,22,0,0,0,13,9,0,41,16,15,1,0,0,64,10,12,45.5,30d4a2e5
Marvelous Nakamba,MF,Aston Villa,27,5,0,0,16,9,0,1,12,19,0,0,0,82,10,12,45.5,de5b5570
Wilfred Ndidi,MFDF,Leicester City,24,4,0,0,30,22,1,1,42,32,0,2,0,165,42,32,56.8,6b47c5db
Tanguy Ndombele,MF,Tottenham,24,1,0,0,3,9,0,3,1,7,0,0,0,27,2,1,66.7,5cdddffa
Reiss Nelson,FW,Arsenal,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,c5bdb6e3
Pedro Neto,FWMF,Wolves,21,3,0,0,2,6,1,37,6,4,0,0,0,21,3,6,33.3,7ba2eaa9
Rúben Neves,MF,Wolves,24,9,0,0,25,12,1,44,41,37,0,0,0,243,19,26,42.2,44bfb6c5
Jeremy Ngakia,DF,Watford,20,0,0,0,10,6,0,25,12,18,0,0,0,56,16,18,47.1,3631ad41
Saúl Ñíguez,DFMF,Chelsea,26,1,0,0,9,0,0,10,7,9,0,0,0,18,8,11,42.1,c14bc029
Eddie Nketiah,FW,Arsenal,22,3,0,0,17,14,5,4,4,4,0,0,0,27,8,33,19.5,a53649b7
Nicolas Nkoulou,DF,Watford,31,0,0,0,1,0,0,0,2,0,0,0,0,9,2,0,100.0,93cf32a8
Mark Noble,MF,West Ham,34,0,0,0,3,4,0,2,4,2,0,0,0,38,1,1,50.0,ff527768
Mathias Normann,MF,Norwich City,25,6,0,0,37,28,1,34,19,21,0,1,0,106,27,15,64.3,8996350d
Christian Nørgaard,MF,Brentford,27,8,0,0,56,33,0,13,64,60,0,0,0,270,50,68,42.4,df0a4c90
Angelo Ogbonna,DF,West Ham,33,1,0,0,5,3,0,0,11,4,0,0,0,45,27,12,69.2,74b2cd7e
Michael Olise,FWMF,Crystal Palace,19,4,0,0,16,27,1,96,6,18,0,0,0,66,7,17,29.2,c4486bac
Robin Olsen,GK,Aston Villa,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e7ee38c3
Andrew Omobamidele,DF,Norwich City,19,1,0,0,3,5,0,0,5,6,0,0,0,29,5,10,33.3,c393a6c4
Tyler Onyango,MF,Everton,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,d86a1f3e
Frank Onyeka,MF,Brentford,23,4,0,0,33,25,0,12,14,17,1,0,0,69,15,21,41.7,2944f86f
Divock Origi,FW,Liverpool,26,0,0,0,2,1,0,0,1,0,0,0,0,7,2,4,33.3,43a166b4
Alex Oxlade-Chamberlain,MFFW,Liverpool,27,0,0,0,10,3,2,26,6,11,0,0,0,33,5,12,29.4,38c7feef
Cole Palmer,FWMF,Manchester City,19,0,0,0,1,1,0,3,1,1,0,0,0,3,2,0,100.0,dc7f8a28
Emerson Palmieri,DF,Chelsea,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e0bc6fdc
Thomas Partey,MF,Arsenal,28,6,0,0,33,17,0,3,23,29,0,0,0,153,23,25,47.9,529f49ab
Nicolas Pépé,FWMF,Arsenal,26,0,0,0,8,3,4,37,8,5,0,0,0,43,18,31,36.7,57e3f0c7
Ricardo Pereira,DF,Leicester City,27,3,0,0,6,16,0,14,17,20,0,0,0,64,15,14,51.7,75a72a99
Ayoze Pérez,MFFW,Leicester City,28,0,1,0,6,7,0,3,2,2,0,0,0,21,6,13,31.6,819aa8e7
Sonny Perkins,FW,West Ham,17,0,0,0,0,0,0,0,0,0,,,0,,,,,87f12e30
Romain Perraud,DF,Southampton,23,3,0,0,31,16,0,69,17,22,0,0,0,77,16,24,40.0,6dfd8f05
Kalvin Phillips,MF,Leeds United,25,4,0,0,33,19,0,16,24,25,0,0,0,180,17,29,37.0,4f565d77
Jaden Philogene Bidace,FW,Aston Villa,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,19f4d211
Jordan Pickford,GK,Everton,27,2,0,0,0,6,0,0,1,1,0,0,0,18,10,1,90.9,4806ec67
Erik Pieters,DF,Burnley,32,1,0,0,14,5,0,14,10,15,0,0,0,53,12,7,63.2,1ef37668
Ethan Pinnock,DF,Brentford,28,1,0,0,9,14,1,21,44,35,0,0,0,141,142,71,66.7,e541326e
Daniel Podence,FWMF,Wolves,25,2,0,0,8,25,3,50,10,11,0,0,0,79,2,17,10.5,7fcc71d8
Paul Pogba,MFFW,Manchester Utd,28,7,1,0,39,29,0,12,13,9,0,0,0,98,35,20,63.6,867239d3
Nick Pope,GK,Burnley,29,1,0,0,0,4,0,0,2,0,0,0,0,50,18,0,100.0,4b40d9ca
Isaac Price,MF,Everton,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,b9403c99
Teemu Pukki,FW,Norwich City,31,4,0,0,31,25,12,13,4,11,1,0,0,76,15,73,17.0,0745b37d
Christian Pulisic,MFFW,Chelsea,22,2,0,0,15,31,4,14,5,7,0,0,0,53,12,28,30.0,1bf33a9a
Przemysław Płacheta,FWMF,Norwich City,23,1,0,0,1,6,0,23,2,3,0,0,0,25,1,8,11.1,3c33f9d9
Jesuran Rak Sakyi,FWMF,Crystal Palace,18,0,0,0,1,3,0,2,1,0,0,0,0,6,0,1,0.0,45685411
Aaron Ramsdale,GK,Arsenal,23,1,0,0,0,5,0,0,0,1,0,0,0,40,6,2,75.0,466fb2c5
Jacob Ramsey,MF,Aston Villa,20,6,0,0,32,44,1,26,24,44,0,0,0,126,16,34,32.0,1544f145
Raphinha,FWMF,Leeds United,24,7,0,0,40,47,14,162,29,29,1,1,0,166,22,31,41.5,3423f250
Marcus Rashford,FWMF,Manchester Utd,23,2,0,0,13,18,15,22,5,5,0,0,0,44,10,27,27.0,a1d5bd30
Milot Rashica,FWMF,Norwich City,25,0,0,0,23,47,13,128,15,19,0,0,0,110,12,28,30.0,6c6a3300
David Raya,GK,Brentford,25,1,0,0,1,2,0,0,0,0,0,1,0,29,9,2,81.8,98ea5115
Nathan Redmond,MFFW,Southampton,27,0,0,0,16,15,3,60,8,14,0,0,0,102,13,32,28.9,ab651565
Sergio Reguilón,DFMF,Tottenham,24,4,0,0,22,24,1,84,31,24,0,0,0,99,31,22,58.5,3353737a
Declan Rice,MF,West Ham,22,8,0,0,28,11,0,30,63,42,0,0,0,286,42,27,60.9,1c7012b8
Taylor Richards,MF,Brighton,20,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,100.0,e0243d23
Richarlison,FW,Everton,24,9,0,0,36,68,21,38,12,23,1,0,0,114,66,155,29.9,fa031b34
Jaïro Riedewald,MF,Crystal Palace,24,0,0,0,1,0,0,2,1,1,0,0,0,10,0,2,0.0,7a1f2c08
Matt Ritchie,DF,Newcastle Utd,31,5,0,0,13,9,0,104,13,15,0,0,0,70,14,17,45.2,71ef519e
Connor Roberts,DF,Burnley,25,2,0,0,7,29,1,29,22,13,0,0,0,82,13,17,43.3,24fae784
Tyler Roberts,MFFW,Leeds United,22,5,0,0,14,20,3,14,5,7,0,0,0,47,8,23,25.8,6c17e046
Andrew Robertson,DF,Liverpool,27,5,1,0,19,9,4,195,23,21,0,0,0,180,26,14,65.0,2e4f5f03
Joe Rodon,DF,Tottenham,23,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,50.0,8d62d31a
Rodri,MF,Manchester City,25,5,0,0,43,20,0,9,28,43,0,0,0,292,85,33,72.0,6434f10d
Rodrigo,MFFW,Leeds United,30,9,0,0,21,30,4,29,11,9,0,0,0,103,17,48,26.2,1fb1c435
Jay Rodriguez,FW,Burnley,32,3,0,0,31,16,17,7,4,12,0,0,0,37,55,67,45.1,4ab53cdb
Mads Roerslev,DF,Brentford,22,1,0,0,18,8,2,35,16,12,0,1,0,54,12,25,32.4,57c94db2
Cristian Romero,DF,Tottenham,23,8,0,0,28,15,2,0,33,39,0,1,0,148,43,30,58.9,a3d94a58
Oriol Romeu,MF,Southampton,29,9,0,0,46,24,0,13,51,39,0,0,0,259,67,47,58.8,4b511457
Cristiano Ronaldo,FW,Manchester Utd,36,8,0,0,16,18,33,15,2,6,2,0,0,52,42,68,38.2,dea698d9
Salomón Rondón,FW,Everton,31,3,1,0,12,4,5,6,0,1,0,0,0,20,38,56,40.4,b318a643
Danny Rose,DF,Watford,31,4,0,0,10,14,1,24,14,10,0,1,0,41,4,7,36.4,89d10e53
Jon Rowe,FWMF,Norwich City,18,0,0,0,3,7,1,4,3,2,0,0,0,13,1,8,11.1,8c12f884
John Ruddy,GK,Wolves,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,da8b19e2
Antonio Rüdiger,DF,Chelsea,28,9,0,0,35,12,0,15,28,28,2,0,0,183,56,20,73.7,18b896d6
Lukas Rupp,MF,Norwich City,30,0,0,0,7,8,0,3,9,4,0,0,0,55,5,10,33.3,3faa1780
José Sá,GK,Wolves,28,3,0,0,3,12,0,0,2,1,0,3,1,57,12,0,100.0,903b6e8b
Allan Saint-Maximin,FWMF,Newcastle Utd,24,6,0,0,22,48,13,60,11,8,0,0,0,110,18,18,50.0,2b16cb1a
Romain Saïss,DF,Wolves,31,6,0,0,30,15,3,9,58,27,0,2,0,157,72,50,59.0,9fbbcf39
Bukayo Saka,FWMF,Arsenal,19,6,0,0,39,59,17,110,22,21,2,0,0,141,23,43,34.8,bc7dc64d
Mohamed Salah,FW,Liverpool,29,1,0,0,12,23,12,41,6,8,2,0,0,86,7,33,17.5,e342ad68
Mohammed Salisu,DF,Southampton,22,10,1,1,38,7,2,13,78,47,0,1,1,244,101,60,62.7,0b33f6ad
Albert Sambi Lokonga,MF,Arsenal,21,5,0,0,12,15,0,2,13,18,0,0,0,72,15,20,42.9,1b4f1169
Davinson Sánchez,DF,Tottenham,25,4,0,0,16,11,1,2,30,22,0,0,0,103,45,36,55.6,da7b447d
Robert Sánchez,GK,Brighton,23,3,1,0,1,2,0,0,0,1,0,0,0,61,17,0,100.0,6a713852
Jadon Sancho,FWMF,Manchester Utd,21,0,0,0,4,7,7,28,15,8,0,0,0,112,2,11,15.4,dbf053da
Morgan Sanson,MF,Aston Villa,26,0,0,0,3,13,0,8,10,8,0,0,0,33,3,6,33.3,6e7f1353
Samir Santos,DF,Watford,26,4,0,0,17,16,0,0,43,11,0,0,0,103,47,34,58.0,92b4758e
Josh Sargent,FWMF,Norwich City,21,1,0,0,9,23,4,11,11,14,0,0,0,70,40,48,45.5,a8d4428b
Jeremy Sarmiento,FWMF,Brighton,19,0,0,0,0,2,0,0,0,1,0,0,0,3,1,2,33.3,ac0d576d
Ismaila Sarr,FWMF,Watford,23,2,0,0,17,47,12,61,9,7,0,0,0,88,10,17,37.0,bfdb33aa
Malang Sarr,DF,Chelsea,22,2,0,0,8,1,0,4,11,7,0,0,0,36,13,7,65.0,4315f30d
Dane Scarlett,MF,Tottenham,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21945a9e
Fabian Schär,DF,Newcastle Utd,29,4,0,0,24,11,3,7,32,11,0,0,0,131,45,42,51.7,c8aa95da
Jeffrey Schlupp,MFFW,Crystal Palace,28,1,0,0,26,22,0,20,18,25,1,0,0,115,31,39,44.3,3312f911
Kasper Schmeichel,GK,Leicester City,34,2,0,0,0,2,0,0,1,0,0,0,0,45,9,4,69.2,53af52f3
Ken Sema,MFFW,Watford,27,1,0,0,15,7,0,31,5,6,0,0,0,53,12,23,34.3,1770bd68
Nélson Semedo,MFDF,Wolves,27,1,0,0,23,24,4,32,21,39,0,1,0,155,15,27,35.7,d04b94db
Ryan Sessegnon,DFMF,Tottenham,21,2,0,0,19,7,5,38,7,19,0,0,0,40,11,15,42.3,6aa3e78b
Jamie Shackleton,DFMF,Leeds United,21,4,0,0,13,6,0,4,8,16,0,0,0,50,5,15,25.0,8d03ca5a
Luke Shaw,DF,Manchester Utd,26,8,0,0,32,16,3,109,9,13,0,1,0,95,20,15,57.1,9c94165b
Jonjo Shelvey,MF,Newcastle Utd,29,7,1,1,18,8,0,43,22,17,0,0,0,160,10,10,50.0,3727dd3c
