Player,Pos,Squad,Age,SCA,-9999
Cristiano Ronaldo,FW,Juventus,36,2,dea698d9
Marten de Roon,MFDF,Atalanta,30,42,2a1beb34
Francesco Rossi,GK,Atalanta,30,0,7b5f516f
Nicolò Rovella,MF,Genoa,19,61,e58cbfd5
Amir Rrahmani,DF,Napoli,27,21,4b3e1a38
Ruan,DF,Sassuolo,22,5,a378a02a
Daniele Rugani,DF,Juventus,27,1,14b8fcdf
Matteo Ruggeri,DF,Salernitana,19,8,ae9898c5
Mário Rui,DF,Napoli,30,83,0b5a292a
Fabián Ruiz Peña,MF,Napoli,25,84,c0c7ff58
Alessandro Russo,MF,Salernitana,17,0,7152082d
Stefano Sabelli,DF,Genoa,28,6,0ccac09c
Abdelhamid Sabiri,MFFW,Sampdoria,24,28,4830e0af
Alexis Saelemaekers,FW,Milan,22,82,ee251371
Jacopo Sala,MF,Spezia,29,19,da5a981b
Eddie Salcedo,MFFW,Spezia,19,16,0489bb30
Lazar Samardzic,MFFW,Udinese,19,40,217c93a1
Luigi Samele,FW,Sassuolo,19,1,548fea2f
Antonio Sanabria,FW,Torino,25,35,0a447501
Alexis Sánchez,FW,Inter,32,53,2c0f8e9e
Alex Sandro,DF,Juventus,30,42,0d82903c
Nicola Sansone,FWMF,Bologna,29,37,7eb97a8e
Federico Santander,FWDF,Bologna,30,3,df85d472
Samir Santos,DF,Udinese,26,11,92b4758e
Riccardo Saponara,FW,Fiorentina,29,62,3bb7af3b
Giacomo Satalino,GK,Sassuolo,22,0,b1f0b916
Martin Satriano,FWMF,Inter,20,1,86383d0e
Giorgio Scalvini,DFMF,Atalanta,17,16,1e9aa637
Gianluca Scamacca,FW,Sassuolo,22,56,8790f988
Andrea Schiavone,MF,Salernitana,28,17,4b55eb4d
David Schnegg,DF,Venezia,22,3,1c341b14
Jerdy Schouten,MF,Bologna,24,36,2cfae697
Demba Seck,MFFW,Torino,20,5,16463a79
Adrian Šemper,GK,Genoa,23,0,f02dde20
Stefano Sensi,MFFW,Sampdoria,25,15,b70bde8f
Stefano Sensi,MFFW,Inter,25,9,b70bde8f
Luigi Sepe,GK,Salernitana,30,7,343f753a
Laurens Serpe,DF,Genoa,20,0,79d60e74
Stephan El Shaarawy,FWDF,Roma,28,51,d3aaad90
Aimar Sher,MF,Spezia,18,1,ef301f96
Eldor Shomurodov,FWMF,Roma,26,30,57469b2d
Alassane Sidibe,MF,Atalanta,19,0,f944979d
Arnór Sigurðsson,FWMF,Venezia,22,4,f209b81e
Adrien Silva,MF,Sampdoria,32,23,d6f88a1d
Marco Silvestri,GK,Udinese,30,2,0d422df7
Giovanni Simeone,FW,Hellas Verona,26,58,343c0d52
Giovanni Simeone,FW,Cagliari,26,0,343c0d52
Wilfried Singo,DF,Torino,20,58,8b609c34
Salvatore Sirigu,GK,Genoa,34,4,10dc46f0
Leo Skiri Østigård,DF,Genoa,21,12,b35a7399
Łukasz Skorupski,GK,Bologna,30,1,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,21,23,c50cee19
Milan Škriniar,DF,Inter,26,38,30f5ffa9
Chris Smalling,DF,Roma,31,8,b6964eb6
Brandon Soppy,DFMF,Udinese,19,15,28f66c2e
Roberto Soriano,MF,Bologna,30,102,9d4c45d6
Riccardo Sottil,FW,Fiorentina,22,33,94816803
Matìas Soulé,FW,Juventus,18,2,c13ddd3e
Adama Soumaoro,DF,Bologna,29,12,7b075c75
Leonardo Spinazzola,DF,Roma,28,5,3626daea
Marco Sportiello,GK,Atalanta,29,1,ac4003af
Luca Stanga,DF,Milan,19,0,2967bcd0
Riccardo Stivanello,DF,Bologna,17,0,90e1d9dc
Petar Stojanović,DF,Empoli,25,79,13b44b02
Thomas Strakosha,GK,Lazio,26,3,339fe0e8
Stefan Strandberg,DF,Salernitana,31,11,6d5e62b0
Dávid Strelec,FWMF,Spezia,20,14,2cb9486d
Kevin Strootman,MF,Cagliari,31,6,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,30,16,f91e81c9
Leo Štulac,MF,Empoli,26,21,92948398
Stefano Sturaro,MF,Genoa,28,30,2334478a
Isaac Success,FWMF,Udinese,25,42,f573a8bf
Vladyslav Supriaha,FW,Sampdoria,21,0,73affbb6
Bosko Sutalo,DF,Hellas Verona,21,6,1d0bb7e4
Mattias Svanberg,MF,Bologna,22,62,92d83c27
Michael Svoboda,DF,Venezia,22,6,8abd174d
Wojciech Szczęsny,GK,Juventus,31,7,01b8a2b2
Adrien Tameze,MFDF,Hellas Verona,27,63,8da74c05
Ciprian Tătărușanu,GK,Milan,35,0,b056e3da
Filippo Terracciano,DF,Hellas Verona,18,0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,31,3,e1b0a70d
Aleksa Terzić,DF,Fiorentina,21,8,3ef0a2d7
Tanner Tessmann,MF,Venezia,19,11,ac277993
Arthur Theate,DF,Bologna,21,24,df8d6029
Morten Thorsby,MF,Sampdoria,25,41,d1b49282
Jeremy Toljan,DF,Sassuolo,26,35,a96e5dc0
Rafael Tolói,DF,Atalanta,30,26,c56dc39e
Takehiro Tomiyasu,DF,Bologna,22,1,b3af9be1
Fikayo Tomori,DF,Milan,23,19,7edfbb8a
Sandro Tonali,MF,Milan,21,82,0db169ae
Lorenzo Tonelli,DF,Empoli,31,14,8cc29864
Ernesto Torregrossa,FW,Sampdoria,29,6,bf39bdec
Lucas Torreira,MF,Fiorentina,25,60,52611641
Abdoulaye Touré,MF,Genoa,27,4,ef7cd87a
Simone Trimboli,MF,Sampdoria,19,2,f5f21026
Axel Tuanzebe,DF,Napoli,23,1,2baec6ce
Iyenoma Udogie,DF,Udinese,18,75,7cd520e8
Maximilian Ullmann,DF,Venezia,25,0,caaf2ed1
Kacper Urbanski,MF,Bologna,16,0,2d9d9e42
Antonio Vacca,MF,Venezia,31,14,444c89d9
Zinho Vanheusden,DF,Genoa,22,7,afbf187b
Johan Vásquez,DF,Genoa,22,16,5eaed77a
Denis Vavro,DF,Lazio,25,0,08990838
Matías Vecino,MF,Inter,29,15,44ac04e9
Miguel Veloso,MF,Hellas Verona,35,51,ab1ca213
Lorenzo Venuti,DF,Fiorentina,26,19,983ff2c7
Daniele Verde,FWMF,Spezia,25,79,d3298c99
Simone Verdi,MFFW,Torino,29,1,0375723e
Simone Verdi,FWMF,Salernitana,29,49,0375723e
Jordan Veretout,MF,Roma,28,108,4a56052c
Edoardo Vergani,FWMF,Salernitana,20,1,2873973b
Valerio Verre,MFFW,Sampdoria,27,21,33ecf462
Valerio Verre,MF,Empoli,27,15,33ecf462
Freddie Veseli,DF,Salernitana,28,6,d541e703
Guglielmo Vicario,GK,Empoli,24,7,77d6fd4d
Arturo Vidal,MF,Inter,34,33,67cdbc0e
Ronaldo Vieira,MF,Sampdoria,23,,75e60d75
Luca Vignali,DFMF,Spezia,25,1,c1e8e74e
Emanuel Vignato,MFDF,Bologna,20,28,ec5dae45
Matías Viña,DFFW,Roma,23,36,08eb3b58
Nicolas Viola,MF,Bologna,31,1,45392b06
Mattia Viti,DF,Empoli,19,10,75438a9a
Dušan Vlahović,FW,Fiorentina,21,54,79443529
Dušan Vlahović,FW,Juventus,21,29,79443529
Mërgim Vojvoda,DF,Torino,26,44,be2706c0
Cristian Volpato,FWMF,Roma,17,4,72f87f25
Stefan de Vrij,DF,Inter,29,13,d0d8dd44
Walace,MF,Udinese,26,72,26db8853
Sebastian Walukiewicz,DF,Cagliari,21,2,217875a4
Magnus Warming,MFFW,Torino,21,1,55e098cd
Kelvin Yeboah,FWMF,Genoa,21,34,ea0893d6
Gerard Yepes,MFDF,Sampdoria,18,0,ee9040b4
Maya Yoshida,DF,Sampdoria,32,16,caffaf5a
Mattia Zaccagni,MF,Hellas Verona,26,14,d85c238b
Mattia Zaccagni,FW,Lazio,26,62,d85c238b
Denis Zakaria,MF,Juventus,24,9,384d58d9
Nicola Zalewski,DF,Roma,19,25,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,25,63,6bb2c084
Nicolò Zaniolo,FWMF,Roma,22,86,9907b1c8
Alessandro Zanoli,DF,Napoli,20,6,3b12b11f
Mattia Zanotti,DF,Inter,18,1,875d65d1
Duván Zapata,FW,Atalanta,30,86,d3de9af0
Gabriele Zappa,DF,Cagliari,21,18,ca3db240
Davide Zappacosta,DF,Atalanta,29,72,7fe90ccd
Simone Zaza,FWDF,Torino,30,2,9592289a
Marvin Zeegelaar,DF,Udinese,30,1,8abd0c03
Piotr Zieliński,MF,Napoli,27,92,a5296e55
David Zima,DF,Torino,20,9,acf7e795
Jeroen Zoet,GK,Spezia,30,1,cc1a0c57
Nadir Zortea,DFMF,Salernitana,22,37,82598b71
Petar Zovko,GK,Spezia,19,1,54f6afe3
Szymon Żurkowski,MF,Empoli,23,77,4e1d5e59
Milan Đurić,FW,Salernitana,31,57,405f6586
Filip Đuričić,MFFW,Sassuolo,29,26,eccbe56a
