,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Player,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,-9999
Jonas Lössl,GK,Brentford,32,2,2,180,2.0,0,0,0,0,939bc634
Imran Louza,MF,Watford,22,20,17,1416,15.7,0,0,6,0,e1df6989
Matthew Lowton,DF,Burnley,32,25,20,1772,19.7,1,2,3,1,9a9c05db
Douglas Luiz,MF,Aston Villa,23,34,31,2715,30.2,2,3,7,0,6f7d826d
Romelu Lukaku,FW,Chelsea,28,26,16,1589,17.7,8,0,1,0,5eae500a
Lyanco,DF,Southampton,24,15,9,911,10.1,0,0,2,0,b5bf1770
Alexis Mac Allister,MFFW,Brighton,22,33,22,2123,23.6,5,2,4,0,83d074ff
James Maddison,MFFW,Leicester City,24,35,28,2459,27.3,12,8,3,0,ee38d9c5
Harry Maguire,DF,Manchester Utd,28,30,28,2515,27.9,1,0,9,1,d8931174
Riyad Mahrez,FW,Manchester City,30,28,15,1498,16.6,11,5,0,0,892d5bb1
Ainsley Maitland-Niles,MF,Arsenal,23,8,2,268,3.0,0,0,0,0,e3a5814e
Sadio Mané,FW,Liverpool,29,34,32,2819,31.3,16,2,5,0,c691bfe2
Javier Manquillo,DF,Newcastle Utd,27,19,15,1257,14.0,1,2,5,0,758dd7f0
Fernando Marçal,MFDF,Wolves,32,18,17,1449,16.1,0,0,3,0,9ae9eaea
Solly March,DFFW,Brighton,27,31,17,1746,19.4,0,2,1,0,bb5fbd2b
Pablo Marí,DF,Arsenal,27,2,2,180,2.0,0,0,1,0,aa54ec6f
Anthony Martial,FW,Manchester Utd,25,8,2,212,2.4,1,0,0,0,8b788c01
Martinelli,FWMF,Arsenal,20,29,21,1860,20.7,6,6,3,1,48a5a5d6
Emiliano Martínez,GK,Aston Villa,28,36,36,3240,36.0,0,0,4,0,7956236f
Adam Masina,DF,Watford,27,15,13,1077,12.0,0,1,0,0,de0f152c
Arthur Masuaku,DFFW,West Ham,27,13,6,650,7.2,1,1,1,0,57df7a11
Juan Mata,MF,Manchester Utd,33,7,2,235,2.6,0,0,0,0,29733c72
Jean-Philippe Mateta,FW,Crystal Palace,24,22,13,1145,12.7,5,1,2,0,50e6dc35
Nemanja Matić,MF,Manchester Utd,32,23,16,1382,15.4,0,4,3,0,eb7822d7
Joël Matip,DF,Liverpool,29,31,31,2790,31.0,3,3,2,0,b217ef29
Neal Maupay,FW,Brighton,24,32,25,2276,25.3,8,2,7,0,4bcf39f6
Bryan Mbeumo,FW,Brentford,21,35,34,2905,32.3,4,7,4,0,6afaebf2
James McArthur,MF,Crystal Palace,33,21,15,1439,16.0,0,3,4,0,cee31595
James Mcatee,MFFW,Manchester City,18,2,0,20,0.2,0,0,0,0,96593e89
Kasey McAteer,FW,Leicester City,19,1,0,3,0.0,0,0,0,0,b2c66859
Liam McCarron,FW,Leeds United,20,1,0,10,0.1,0,0,0,0,076bb352
Alex McCarthy,GK,Southampton,31,17,17,1530,17.0,0,0,1,0,36c2ca73
John McGinn,MF,Aston Villa,26,35,35,3090,34.3,3,4,8,0,90f91999
Stuart McKinstry,MF,Leeds United,18,1,0,4,0.0,0,0,0,0,1000a059
Kenny McLean,MF,Norwich City,29,31,29,2706,30.1,1,0,3,0,471f16b3
Dwight McNeil,MF,Burnley,21,38,35,3107,34.5,0,1,1,0,fc15fb84
Scott McTominay,MF,Manchester Utd,24,30,28,2387,26.5,1,1,9,0,d93c2511
Ben Mee,DF,Burnley,31,21,21,1839,20.4,3,0,3,0,8df7a2fb
Hannibal Mejbri,FW,Manchester Utd,18,2,1,68,0.8,0,0,2,0,ca22ccb0
Benjamin Mendy,DF,Manchester City,27,1,1,78,0.9,0,0,0,0,5271c8f1
Edouard Mendy,GK,Chelsea,29,34,34,3060,34.0,0,0,3,0,33887998
Nampalys Mendy,MF,Leicester City,29,14,12,1032,11.5,0,0,3,0,1598599e
Illan Meslier,GK,Leeds United,21,38,38,3384,37.6,0,0,2,0,6b625ac2
Luka Milivojević,MF,Crystal Palace,30,15,9,774,8.6,0,0,1,0,2ce2508a
James Milner,MFDF,Liverpool,35,24,9,853,9.5,0,1,2,0,2f90f6b8
Yerry Mina,DF,Everton,26,13,11,846,9.4,0,0,3,0,6d5701f2
Takumi Minamino,FWMF,Liverpool,26,11,1,186,2.1,3,0,1,0,f833a830
Tyrone Mings,DF,Aston Villa,28,36,35,3189,35.4,1,3,11,0,8397a50c
Tyrick Mitchell,DF,Crystal Palace,21,36,35,3101,34.5,0,2,1,0,5cbd1eb0
Jakub Moder,MF,Brighton,22,28,19,1701,18.9,0,3,1,0,f230bc30
Wesley Moraes,FW,Aston Villa,24,1,0,1,0.0,0,0,0,0,bfae110f
Tyler Morton,MF,Liverpool,18,2,1,66,0.7,0,0,1,0,2bc28bb9
Mason Mount,MF,Chelsea,22,32,27,2363,26.3,11,10,4,0,9674002f
Lucas Moura,FWMF,Tottenham,28,34,19,1775,19.7,2,6,4,0,2b622f01
João Moutinho,MF,Wolves,34,35,34,2970,33.0,2,1,4,0,f5a00fa4
Bali Mumba,DF,Norwich City,19,1,0,45,0.5,0,0,0,0,2d760d7b
Jacob Murphy,FWDF,Newcastle Utd,26,33,13,1473,16.4,1,2,4,0,de112b84
Enock Mwepu,MF,Brighton,23,18,12,996,11.1,2,4,2,0,1d5cab82
Vitaliy Mykolenko,DF,Everton,22,13,12,1055,11.7,1,0,0,0,30d4a2e5
Marvelous Nakamba,MF,Aston Villa,27,16,10,904,10.0,0,0,5,0,de5b5570
Wilfred Ndidi,MFDF,Leicester City,24,19,18,1618,18.0,0,0,4,0,6b47c5db
Tanguy Ndombele,MF,Tottenham,24,9,6,484,5.4,1,1,1,0,5cdddffa
Reiss Nelson,FW,Arsenal,21,1,0,20,0.2,0,0,0,0,c5bdb6e3
Pedro Neto,FWMF,Wolves,21,13,5,466,5.2,1,1,3,0,7ba2eaa9
Rúben Neves,MF,Wolves,24,33,31,2661,29.6,4,2,9,0,44bfb6c5
Jeremy Ngakia,DF,Watford,20,16,9,903,10.0,0,0,0,0,3631ad41
Saúl Ñíguez,DFMF,Chelsea,26,10,5,480,5.3,0,0,1,0,c14bc029
Eddie Nketiah,FW,Arsenal,22,21,8,835,9.3,5,1,3,0,a53649b7
Nicolas Nkoulou,DF,Watford,31,3,2,168,1.9,0,0,0,0,93cf32a8
Mark Noble,MF,West Ham,34,11,3,332,3.7,1,0,0,0,ff527768
Mathias Normann,MF,Norwich City,25,23,20,1645,18.3,1,2,6,0,8996350d
Christian Nørgaard,MF,Brentford,27,35,35,3054,33.9,3,4,8,0,df0a4c90
Angelo Ogbonna,DF,West Ham,33,11,11,921,10.2,1,0,1,0,74b2cd7e
Michael Olise,FWMF,Crystal Palace,19,26,12,1141,12.7,2,5,4,0,c4486bac
Robin Olsen,GK,Aston Villa,31,1,1,90,1.0,0,0,0,0,e7ee38c3
Andrew Omobamidele,DF,Norwich City,19,5,4,382,4.2,1,0,1,0,c393a6c4
Tyler Onyango,MF,Everton,18,3,0,28,0.3,0,0,0,0,d86a1f3e
Frank Onyeka,MF,Brentford,23,20,12,1045,11.6,0,0,4,0,2944f86f
Divock Origi,FW,Liverpool,26,7,0,133,1.5,3,0,0,0,43a166b4
Alex Oxlade-Chamberlain,MFFW,Liverpool,27,17,9,785,8.7,2,1,0,0,38c7feef
Cole Palmer,FWMF,Manchester City,19,4,1,123,1.4,0,0,0,0,dc7f8a28
Emerson Palmieri,DF,Chelsea,26,1,0,5,0.1,0,0,0,0,e0bc6fdc
Thomas Partey,MF,Arsenal,28,24,23,2028,22.5,2,1,6,0,529f49ab
Nicolas Pépé,FWMF,Arsenal,26,20,5,696,7.7,1,2,0,0,57e3f0c7
Ricardo Pereira,DF,Leicester City,27,14,13,991,11.0,1,3,3,0,75a72a99
Ayoze Pérez,MFFW,Leicester City,28,14,6,445,4.9,2,3,0,1,819aa8e7
Sonny Perkins,FW,West Ham,17,1,0,4,0.0,0,0,0,0,87f12e30
Romain Perraud,DF,Southampton,23,20,18,1623,18.0,0,1,3,0,6dfd8f05
Kalvin Phillips,MF,Leeds United,25,20,18,1596,17.7,0,1,4,0,4f565d77
Jaden Philogene Bidace,FW,Aston Villa,19,1,0,5,0.1,0,0,0,0,19f4d211
Jordan Pickford,GK,Everton,27,35,35,3150,35.0,0,0,2,0,4806ec67
Erik Pieters,DF,Burnley,32,12,8,730,8.1,0,1,1,0,1ef37668
Ethan Pinnock,DF,Brentford,28,32,32,2694,29.9,1,1,1,0,e541326e
Daniel Podence,FWMF,Wolves,25,26,15,1484,16.5,2,3,2,0,7fcc71d8
Paul Pogba,MFFW,Manchester Utd,28,20,16,1349,15.0,1,9,7,1,867239d3
Nick Pope,GK,Burnley,29,36,36,3240,36.0,0,0,1,0,4b40d9ca
Isaac Price,MF,Everton,17,1,0,14,0.2,0,0,0,0,b9403c99
Teemu Pukki,FW,Norwich City,31,37,37,3253,36.1,11,3,4,0,0745b37d
Christian Pulisic,MFFW,Chelsea,22,22,13,1290,14.3,6,2,2,0,1bf33a9a
Przemysław Płacheta,FWMF,Norwich City,23,12,6,504,5.6,0,0,1,0,3c33f9d9
Jesuran Rak Sakyi,FWMF,Crystal Palace,18,2,1,80,0.9,0,0,0,0,45685411
Aaron Ramsdale,GK,Arsenal,23,34,34,3060,34.0,0,0,1,0,466fb2c5
Jacob Ramsey,MF,Aston Villa,20,34,29,2467,27.4,6,1,6,0,1544f145
Raphinha,FWMF,Leeds United,24,35,34,2915,32.4,11,3,7,0,3423f250
Marcus Rashford,FWMF,Manchester Utd,23,25,13,1235,13.7,4,2,2,0,a1d5bd30
Milot Rashica,FWMF,Norwich City,25,31,25,2229,24.8,1,2,0,0,6c6a3300
David Raya,GK,Brentford,25,24,24,2160,24.0,0,0,1,0,98ea5115
Nathan Redmond,MFFW,Southampton,27,27,20,1833,20.4,1,5,0,0,ab651565
Sergio Reguilón,DFMF,Tottenham,24,25,22,1916,21.3,2,3,4,0,3353737a
Declan Rice,MF,West Ham,22,36,35,3179,35.3,1,4,8,0,1c7012b8
Taylor Richards,MF,Brighton,20,2,0,25,0.3,0,0,0,0,e0243d23
Richarlison,FW,Everton,24,30,28,2523,28.0,10,5,9,0,fa031b34
Jaïro Riedewald,MF,Crystal Palace,24,3,1,118,1.3,0,0,0,0,7a1f2c08
Matt Ritchie,DF,Newcastle Utd,31,18,14,1337,14.9,0,2,5,0,71ef519e
Connor Roberts,DF,Burnley,25,21,19,1692,18.8,1,1,2,0,24fae784
Tyler Roberts,MFFW,Leeds United,22,23,7,987,11.0,1,1,5,0,6c17e046
Andrew Robertson,DF,Liverpool,27,29,29,2537,28.2,3,10,5,1,2e4f5f03
Joe Rodon,DF,Tottenham,23,3,0,89,1.0,0,0,0,0,8d62d31a
Rodri,MF,Manchester City,25,33,33,2884,32.0,7,2,5,0,6434f10d
Rodrigo,MFFW,Leeds United,30,31,27,2265,25.2,6,1,9,0,1fb1c435
Jay Rodriguez,FW,Burnley,32,29,13,1382,15.4,2,2,3,0,4ab53cdb
Mads Roerslev,DF,Brentford,22,21,12,1240,13.8,1,1,1,0,57c94db2
Cristian Romero,DF,Tottenham,23,22,21,1844,20.5,1,0,8,0,a3d94a58
Oriol Romeu,MF,Southampton,29,36,34,2889,32.1,2,2,9,0,4b511457
Cristiano Ronaldo,FW,Manchester Utd,36,30,27,2456,27.3,18,3,8,0,dea698d9
Salomón Rondón,FW,Everton,31,20,8,790,8.8,1,1,3,1,b318a643
Danny Rose,DF,Watford,31,8,7,689,7.7,0,0,4,0,89d10e53
Jon Rowe,FWMF,Norwich City,18,13,0,223,2.5,0,1,0,0,8c12f884
John Ruddy,GK,Wolves,34,2,1,135,1.5,0,0,0,0,da8b19e2
Antonio Rüdiger,DF,Chelsea,28,34,34,3035,33.7,3,0,9,0,18b896d6
Lukas Rupp,MF,Norwich City,30,19,7,769,8.5,0,0,0,0,3faa1780
José Sá,GK,Wolves,28,37,37,3285,36.5,0,1,3,0,903b6e8b
Allan Saint-Maximin,FWMF,Newcastle Utd,24,35,31,2804,31.2,5,5,6,0,2b16cb1a
Romain Saïss,DF,Wolves,31,31,31,2705,30.1,2,0,6,0,9fbbcf39
Bukayo Saka,FWMF,Arsenal,19,38,36,2978,33.1,11,7,6,0,bc7dc64d
Mohamed Salah,FW,Liverpool,29,35,30,2762,30.7,23,13,1,0,e342ad68
Mohammed Salisu,DF,Southampton,22,34,33,2972,33.0,0,0,10,1,0b33f6ad
Albert Sambi Lokonga,MF,Arsenal,21,19,12,1134,12.6,0,0,5,0,1b4f1169
Davinson Sánchez,DF,Tottenham,25,23,17,1631,18.1,2,0,4,0,da7b447d
Robert Sánchez,GK,Brighton,23,37,37,3329,37.0,0,0,3,1,6a713852
Jadon Sancho,FWMF,Manchester Utd,21,29,20,1900,21.1,3,3,0,0,dbf053da
Morgan Sanson,MF,Aston Villa,26,10,3,356,4.0,0,0,0,0,6e7f1353
Samir Santos,DF,Watford,26,19,19,1673,18.6,0,0,4,0,92b4758e
Josh Sargent,FWMF,Norwich City,21,26,18,1572,17.5,2,1,1,0,a8d4428b
Jeremy Sarmiento,FWMF,Brighton,19,5,1,48,0.5,0,0,0,0,ac0d576d
Ismaila Sarr,FWMF,Watford,23,22,21,1861,20.7,5,2,2,0,bfdb33aa
Malang Sarr,DF,Chelsea,22,8,6,546,6.1,0,0,2,0,4315f30d
Dane Scarlett,MF,Tottenham,17,1,0,4,0.0,0,0,0,0,21945a9e
Fabian Schär,DF,Newcastle Utd,29,25,25,2158,24.0,2,2,4,0,c8aa95da
Jeffrey Schlupp,MFFW,Crystal Palace,28,32,20,1851,20.6,4,1,1,0,3312f911
Kasper Schmeichel,GK,Leicester City,34,37,37,3330,37.0,0,0,2,0,53af52f3
Ken Sema,MFFW,Watford,27,18,7,852,9.5,0,0,1,0,1770bd68
Nélson Semedo,MFDF,Wolves,27,25,25,2131,23.7,0,1,1,0,d04b94db
Ryan Sessegnon,DFMF,Tottenham,21,15,13,1047,11.6,0,2,2,0,6aa3e78b
Jamie Shackleton,DFMF,Leeds United,21,14,7,709,7.9,0,0,4,0,8d03ca5a
Luke Shaw,DF,Manchester Utd,26,20,19,1601,17.8,0,3,8,0,9c94165b
Jonjo Shelvey,MF,Newcastle Utd,29,24,22,1983,22.0,2,1,7,1,3727dd3c
Shola Shoretire,MF,Manchester Utd,17,1,0,16,0.2,0,0,0,0,00f0482f
Francisco Sierralta,DF,Watford,24,5,5,427,4.7,0,0,0,0,0f933743
Bernardo Silva,MFFW,Manchester City,26,35,33,2857,31.7,8,4,6,0,3eb22ec9
Fábio Silva,FW,Wolves,19,22,6,572,6.4,0,0,0,0,e7aa9d7c
Thiago Silva,DF,Chelsea,36,32,28,2650,29.4,3,0,2,0,86e7deaf
Ellis Simms,FW,Everton,20,1,1,61,0.7,0,0,0,0,26d3b5be
Moussa Sissoko,MF,Watford,31,36,36,3220,35.8,2,1,5,0,2acd49b9
Oliver Skipp,MF,Tottenham,20,18,14,1350,15.0,0,0,6,0,6250083a
William Smallbone,MFFW,Southampton,21,4,2,133,1.5,0,0,0,0,5e105217
Emile Smith Rowe,MFFW,Arsenal,21,33,21,1921,21.3,10,2,1,0,17695062
Cédric Soares,DF,Arsenal,29,21,16,1486,16.5,1,1,3,0,839c14e1
Tomáš Souček,MF,West Ham,26,35,34,3062,34.0,5,1,3,0,6613c819
Boubakary Soumaré,MF,Leicester City,22,19,12,1102,12.2,0,1,0,0,ae59b359
Çağlar Söyüncü,DF,Leicester City,25,28,28,2497,27.7,1,0,5,0,21166ff4
Tony Springett,MFFW,Norwich City,18,3,1,141,1.6,0,0,1,0,35be8087
Jason Steele,GK,Brighton,30,1,1,90,1.0,0,0,0,0,28300a16
Jed Steer,GK,Aston Villa,28,1,1,90,1.0,0,0,0,0,a8a3d139
Zack Steffen,GK,Manchester City,26,1,1,90,1.0,0,0,0,0,42130443
Dale Stephens,MF,Burnley,32,3,1,124,1.4,0,0,1,0,653ee42d
Jack Stephens,DF,Southampton,27,11,9,811,9.0,0,0,3,0,6adbc307
Raheem Sterling,FW,Manchester City,26,30,23,2128,23.6,13,5,1,0,b400bde0
Finley Stevens,DF,Brentford,18,1,0,15,0.2,0,0,0,0,7e003182
John Stones,DF,Manchester City,27,14,12,1119,12.4,1,0,0,0,5eecec3d
Pascal Struijk,DFMF,Leeds United,21,29,22,2055,22.8,1,0,6,1,f4d296e4
Crysencio Summerville,MFFW,Leeds United,19,6,0,130,1.4,0,0,0,0,df04eb4b
Jakob Sørensen,MFDF,Norwich City,23,10,6,604,6.7,0,0,0,0,953c30b0
Japhet Tanganga,DF,Tottenham,22,11,10,735,8.2,0,0,4,1,e9971f2d
Matt Targett,DF,Aston Villa,25,17,17,1431,15.9,1,1,2,0,e514ab62
Matt Targett,DF,Newcastle Utd,25,16,16,1440,16.0,0,0,1,0,e514ab62
James Tarkowski,DF,Burnley,28,35,35,3106,34.5,1,2,11,0,15ea812b
Nuno Tavares,DF,Arsenal,21,22,13,1176,13.1,1,1,2,0,a65c844b
Charlie Taylor,DF,Burnley,27,31,30,2731,30.3,0,3,3,0,cc2d7ad5
Nathan Tella,MFFW,Southampton,22,14,10,804,8.9,0,1,2,0,f1e94cd6
Alex Telles,DF,Manchester Utd,28,21,18,1660,18.4,0,4,1,0,e73c9bb2
Luke Thomas,DF,Leicester City,20,22,21,1912,21.2,0,1,2,0,fc027d02
Dominic Thompson,DF,Brentford,21,2,2,146,1.6,0,0,0,0,235a62f8
Youri Tielemans,MF,Leicester City,24,32,29,2631,29.2,6,4,3,0,56f7a928
Kieran Tierney,DF,Arsenal,24,22,22,1915,21.3,1,3,0,0,fce2302c
Takehiro Tomiyasu,DF,Arsenal,22,21,20,1679,18.7,0,1,2,0,b3af9be1
James Tomkins,DF,Crystal Palace,32,8,6,547,6.1,1,0,2,0,e7ca0439
Ivan Toney,FW,Brentford,25,33,32,2909,32.3,12,5,8,0,e09f279b
Ferrán Torres,FW,Manchester City,21,4,4,303,3.4,2,1,0,0,9e1035f8
Cenk Tosun,MF,Everton,30,1,0,7,0.1,0,0,0,0,9a104dee
Andros Townsend,MFFW,Everton,30,21,17,1455,16.2,3,2,3,0,b28bbd58
Adama Traoré,FWMF,Wolves,25,20,10,1067,11.9,1,0,0,0,9a28eba4
Bertrand Traoré,MFFW,Aston Villa,25,9,1,220,2.4,0,0,0,0,c47541e0
Trézéguet,FW,Aston Villa,26,1,0,11,0.1,0,0,0,0,3ae14ed1
Francisco Trincão,FWMF,Wolves,21,28,16,1336,14.8,2,1,0,0,77e39b04
Kieran Trippier,DF,Newcastle Utd,30,6,5,429,4.8,2,0,0,0,21512407
William Troost-Ekong,DF,Watford,27,17,15,1390,15.4,0,0,3,0,7ed4921e
Leandro Trossard,FWMF,Brighton,26,34,32,2805,31.2,8,3,2,0,38ceb24a
Kostas Tsimikas,DF,Liverpool,25,13,9,877,9.7,0,2,3,0,f315ca93
Axel Tuanzebe,DF,Aston Villa,23,9,6,508,5.6,0,0,1,0,2baec6ce
Ozan Tufan,MF,Watford,26,7,4,334,3.7,0,0,0,0,17d45fb2
Christos Tzolis,FWMF,Norwich City,19,14,3,336,3.7,0,0,0,0,9f333379
Yan Valery,DF,Southampton,22,5,3,370,4.1,0,0,0,0,531a4aa8
Virgil van Dijk,DF,Liverpool,30,34,34,3060,34.0,3,1,3,0,e06683ca
Raphaël Varane,DF,Manchester Utd,28,22,20,1831,20.3,1,1,0,0,9f8e9423
Jamie Vardy,FW,Leicester City,34,25,20,1806,20.1,15,2,2,0,45963054
Joël Veltman,DF,Brighton,29,34,33,2874,31.9,1,1,6,0,dad4b285
Jannik Vestergaard,DF,Leicester City,28,10,6,567,6.3,0,0,2,0,1900032e
Nikola Vlašić,FWMF,West Ham,23,19,6,560,6.2,1,0,0,0,aa8e289e
Matěj Vydra,FW,Burnley,29,22,5,679,7.5,2,3,1,0,0d4ceb32
Theo Walcott,MFFW,Southampton,32,9,5,379,4.2,0,0,0,0,1ecb65be
Kyle Walker,DF,Manchester City,31,20,20,1755,19.5,0,2,1,0,86dd77d1
Kyle Walker-Peters,DF,Southampton,24,32,29,2633,29.3,1,2,5,0,984a5a64
Aaron Wan-Bissaka,DF,Manchester Utd,23,20,20,1793,19.9,0,0,2,0,9e525177
Danny Ward,GK,Leicester City,28,1,1,90,1.0,0,0,0,0,d3ce0e89
Joel Ward,DF,Crystal Palace,31,28,27,2487,27.6,0,0,8,0,8a7ff278
James Ward-Prowse,MF,Southampton,26,36,36,3215,35.7,10,5,3,1,3515d404
Ollie Watkins,FW,Aston Villa,25,35,33,2952,32.8,11,2,7,0,aed3a70f
Adam Webster,DF,Brighton,26,22,16,1434,15.9,2,0,5,0,c40b6180
Wout Weghorst,FW,Burnley,28,20,17,1450,16.1,2,3,3,0,c4e87b8b
Danny Welbeck,FWMF,Brighton,30,25,15,1478,16.4,6,2,0,0,ce5143da
Timo Werner,FWMF,Chelsea,25,21,15,1283,14.3,4,1,1,0,49fe9070
Ashley Westwood,MF,Burnley,31,27,26,2287,25.4,0,3,7,0,495945ef
Ben White,DF,Arsenal,23,32,32,2880,32.0,0,0,3,0,35e413f1
Brandon Williams,DF,Norwich City,20,26,23,2120,23.6,0,1,8,0,5e74d6c8
Neco Williams,DF,Liverpool,20,1,0,8,0.1,0,1,0,0,dd323728
Joe Willock,MF,Newcastle Utd,21,29,24,2038,22.6,2,0,0,0,a3b03921
Callum Wilson,FW,Newcastle Utd,29,18,16,1386,15.4,8,0,4,0,c596fcb0
Harry Winks,MF,Tottenham,25,19,9,912,10.1,0,1,2,0,2f7acede
Yoane Wissa,FW,Brentford,24,30,12,1284,14.3,7,1,0,0,2500cef9
Chris Wood,FW,Burnley,29,17,17,1367,15.2,3,0,1,0,4e9a0555
Chris Wood,FW,Newcastle Utd,29,17,15,1327,14.7,2,0,0,0,4e9a0555
Freddie Woodman,GK,Newcastle Utd,24,4,4,360,4.0,0,0,0,0,19e50035
Granit Xhaka,MFDF,Arsenal,28,27,27,2327,25.9,1,2,10,1,e61b8aee
Andriy Yarmolenko,FWMF,West Ham,31,19,1,316,3.5,1,0,1,0,849c826a
Ashley Young,DFFW,Aston Villa,36,24,10,1250,13.9,0,2,2,0,be927d03
Nathan Young-Coombes,MF,Brentford,18,1,0,4,0.0,0,0,0,0,f9682888
Wilfried Zaha,FW,Crystal Palace,28,33,31,2760,30.7,14,1,6,1,b2bc3b1f
Christoph Zimmermann,DF,Norwich City,28,3,2,157,1.7,0,0,0,0,2d5f03bf
Oleksandr Zinchenko,DF,Manchester City,24,15,10,1047,11.6,0,4,0,0,51cf8561
Hakim Ziyech,MFFW,Chelsea,28,23,14,1319,14.7,4,3,3,0,6622454d
Kurt Zouma,DF,West Ham,26,24,24,2078,23.1,1,0,1,0,ce4246f5
Martin Ødegaard,MFFW,Arsenal,22,36,32,2785,30.9,7,4,4,0,79300479
