Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Koray Günter,DFMF,Sampdoria,28-223,0,0,0,1,0,0,1,3,4,0,0,0,17,7,3,70.0,f1f1f238
Emmanuel Gyasi,FWDF,Spezia,29-075,6,0,0,32,23,18,14,7,8,0,0,0,86,15,33,31.3,f9758dae
Norbert Gyömbér,DF,Salernitana,30-267,3,0,0,13,4,0,2,23,18,0,1,0,77,27,15,64.3,0be276c6
Christian Gytkjær,FW,Monza,32-325,0,0,0,9,4,10,1,0,2,0,0,0,9,8,18,30.8,9250bcff
Nicolas Haas,MF,Empoli,27-063,2,0,0,18,8,1,10,7,11,0,0,0,49,6,14,30.0,fa449bba
Samir Handanović,GK,Inter,38-256,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,74419746
Abdou Harroui,MF,Sassuolo,25-073,1,0,0,8,0,0,8,0,1,0,0,0,22,5,3,62.5,65fd099c
Hans Hateboer,DF,Atalanta,29-077,7,0,0,19,3,1,23,12,13,0,0,0,50,24,14,63.2,3b333ac3
Liam Henderson,MF,Empoli,26-336,8,0,0,30,7,2,19,8,8,0,0,0,42,4,7,36.4,d7918b13
Jack Hendry,DF,Cremonese,27-324,1,0,0,2,1,0,1,1,0,0,0,0,14,8,3,72.7,ffed43e3
Matheus Henrique,MF,Sassuolo,25-098,2,0,0,8,24,1,4,10,8,0,0,0,60,9,13,40.9,a2d9f138
Thomas Henry,FW,Hellas Verona,28-188,4,0,0,27,16,9,5,0,3,0,0,0,29,46,39,54.1,9ef42479
Theo Hernández,DF,Milan,25-172,5,0,0,17,48,0,67,11,21,0,0,1,134,26,13,66.7,d4c9725f
Isak Hien,DF,Hellas Verona,24-073,8,0,0,42,12,0,1,20,24,0,0,0,153,54,38,58.7,12806697
Morten Hjulmand,MF,Lecce,23-275,7,1,0,46,30,0,10,56,35,0,0,0,186,30,21,58.8,d4456fb3
Emil Holm,DF,Spezia,22-318,4,0,0,22,16,2,50,9,15,0,0,0,81,65,62,51.2,c2357b65
Martin Hongla,MF,Hellas Verona,25-011,4,0,0,11,4,0,8,6,5,0,0,0,48,5,8,38.5,b85bf253
Petko Hristov,DF,Spezia,24-026,0,0,0,1,4,0,1,4,4,1,0,0,21,10,5,66.7,d8800a46
Ajdin Hrustic,MF,Hellas Verona,26-265,0,0,0,7,2,0,7,0,1,0,0,0,11,1,3,25.0,1f2d714c
Elseid Hysaj,DF,Lazio,29-035,3,0,0,12,9,2,11,11,14,0,0,0,90,19,16,54.3,2f3452eb
Rasmus Højlund,FW,Atalanta,20-051,1,0,0,12,19,3,4,0,3,2,0,0,46,22,40,35.5,491a433d
Roger Ibanez,DF,Roma,24-124,10,1,1,34,44,0,1,53,28,1,0,1,171,48,20,70.6,82efe6fa
Zlatan Ibrahimović,FW,Milan,41-175,0,0,0,2,1,0,0,0,0,0,0,0,3,8,4,66.7,4cde5509
Igor,DF,Fiorentina,25-048,9,1,1,23,9,0,1,18,18,0,0,0,114,32,17,65.3,a4e85758
Jonathan Ikone,FW,Fiorentina,24-329,3,0,0,21,17,5,18,4,4,1,0,0,66,12,20,37.5,42eaa028
Ivan Ilić,MF,Hellas Verona,22-010,1,0,0,9,9,0,47,8,10,0,0,0,72,10,13,43.5,bb376bed
Ivan Ilić,MF,Torino,22-010,1,0,0,4,8,1,3,3,3,1,0,0,28,7,6,53.8,bb376bed
Samuel Iling-Junior,DFFW,Juventus,19-174,1,0,0,4,1,0,4,1,1,0,0,0,8,1,1,50.0,ba492306
Emirhan İlkhan,MF,Torino,18-299,1,0,0,5,0,0,0,2,1,0,0,0,7,1,2,33.3,a47c6309
Emirhan İlkhan,MF,Sampdoria,18-299,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0.0,a47c6309
Ciro Immobile,FW,Lazio,33-035,3,0,0,16,19,11,5,1,5,2,0,0,39,10,24,29.4,4431aed2
Ardian Ismajli,DF,Empoli,26-178,3,0,0,18,12,0,0,23,28,0,0,1,73,40,24,62.5,6b635f5c
Armando Izzo,DF,Monza,31-025,5,0,0,28,32,1,6,32,38,1,0,0,100,32,22,59.3,89976232
Mato Jajalo,MF,Udinese,34-306,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,100.0,8c65eb5f
Jesé,FW,Sampdoria,30-029,0,0,0,0,3,2,0,0,0,0,0,0,4,1,12,7.7,4a537185
Juan Jesus,DF,Napoli,31-290,2,0,0,5,1,0,0,6,6,0,0,0,37,20,4,83.3,79083382
Þórir Jóhann Helgason,MF,Lecce,22-180,0,0,0,2,1,0,9,3,1,0,0,0,11,1,6,14.3,dc765618
Luka Jović,FW,Fiorentina,25-094,2,0,0,18,7,9,1,2,2,0,0,0,14,24,43,35.8,4d8cd038
Hamed Junior Traorè,MFFW,Sassuolo,23-039,1,0,0,9,2,1,26,2,6,0,0,0,35,3,5,37.5,570bb4b9
Yayah Kallon,MFFW,Hellas Verona,21-270,1,0,0,13,20,4,30,8,10,0,0,0,31,8,19,29.6,f95f49d2
Pierre Kalulu,DF,Milan,22-295,4,0,0,19,18,1,20,35,33,0,1,0,144,25,24,51.0,85f7d1be
Yann Karamoh,MFFW,Torino,24-262,1,0,0,9,7,9,7,0,2,0,0,0,14,3,15,16.7,8b66d9cc
Rick Karsdorp,DF,Roma,28-044,0,0,0,4,0,1,14,7,13,0,0,0,45,5,2,71.4,9f84febe
Denso Kasius,DF,Bologna,20-172,1,0,0,3,1,0,12,3,6,0,0,0,18,1,4,20.0,7ae36711
Grigoris Kastanos,MF,Salernitana,25-056,3,0,0,12,20,0,9,4,11,0,0,0,22,12,12,50.0,2a82aa85
Moise Kean,FW,Juventus,23-027,4,1,0,12,14,8,3,4,6,0,0,0,30,7,10,41.2,3d50bcdb
Jakub Kiwior,DF,Spezia,23-040,3,0,0,16,5,0,14,24,17,0,0,0,93,22,12,64.7,dc3e663e
Simon Kjær,DF,Milan,34-001,4,0,0,7,1,0,1,7,4,0,0,0,40,13,5,72.2,8b8a56ce
Teun Koopmeiners,MF,Atalanta,25-027,5,0,0,31,19,1,103,16,19,0,0,0,137,25,18,58.1,a26fb8aa
Filip Kostić,DFFW,Juventus,30-146,3,0,0,26,7,2,173,10,22,0,0,0,112,10,9,52.6,b1cd37e6
Christian Kouamé,FW,Fiorentina,25-111,3,0,0,26,50,4,40,12,16,1,0,0,78,47,43,52.2,58e933d2
Viktor Kovalenko,MF,Spezia,27-041,1,0,0,7,9,1,12,3,4,1,0,0,22,4,11,26.7,9d60028d
Julian Kristoffersen,FW,Salernitana,25-321,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,25.0,b804c280
Raimonds Krollis,FW,Spezia,21-150,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,b4101c2e
Rade Krunić,MFFW,Milan,29-171,5,0,0,10,13,0,3,11,21,0,0,0,70,15,16,48.4,817c6964
Marash Kumbulla,DF,Roma,23-047,1,1,0,3,5,0,0,4,4,0,1,0,15,7,4,63.6,a40819d9
Khvicha Kvaratskhelia,FW,Napoli,22-043,0,0,0,12,31,5,40,2,16,3,0,0,79,6,6,50.0,dea88efd
Giorgos Kyriakopoulos,FWDF,Bologna,27-050,0,0,0,4,8,0,20,1,2,0,0,0,13,3,7,30.0,0a483542
Giorgos Kyriakopoulos,FWDF,Sassuolo,27-050,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,35.0,0a483542
Sam Lammers,FW,Sampdoria,25-331,1,0,0,10,16,0,2,3,5,0,0,0,14,19,28,40.4,c283ddef
Sam Lammers,FW,Empoli,25-331,0,0,0,6,8,1,4,3,10,0,0,0,27,18,16,52.9,c283ddef
Kevin Lasagna,FWMF,Hellas Verona,30-229,1,0,0,23,19,13,10,4,4,0,0,0,56,14,53,20.9,09538fdb
Armand Lauriente,FW,Sassuolo,24-113,7,1,1,14,33,4,90,10,9,1,0,0,80,1,4,20.0,2d22cea7
Valentino Lazaro,DF,Torino,27-003,4,0,0,11,3,1,65,2,5,0,1,0,73,10,10,50.0,016ff750
Marko Lazetić,FW,Milan,19-064,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,93088fbb
Darko Lazović,MFDF,Hellas Verona,32-193,0,0,0,7,2,8,96,12,12,0,0,0,113,5,16,23.8,5128bde4
Manuel Lazzari,DF,Lazio,29-118,5,0,0,9,28,0,22,13,17,0,0,0,63,6,11,35.3,02caf6e0
Rafael Leão,FWMF,Milan,23-290,7,1,1,14,23,9,47,11,3,0,0,0,64,25,25,50.0,20730eae
Mehdi Léris,MFDF,Sampdoria,24-308,11,0,0,38,32,4,44,23,37,0,0,0,113,55,35,61.1,7d3cbc67
Karol Linetty,MF,Torino,28-053,6,0,0,40,17,4,15,16,16,0,1,0,106,23,22,51.1,d023d70f
Marcin Listkowski,MFFW,Lecce,25-045,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0,a3695ac2
Diego Llorente,DF,Roma,29-223,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,bba30585
Stanislav Lobotka,MF,Napoli,28-122,1,0,0,19,44,0,0,13,31,0,0,0,184,9,15,37.5,e1cbb531
Manuel Locatelli,MF,Juventus,25-078,6,0,0,29,24,0,9,22,23,0,0,0,134,27,24,52.9,a8a874f1
Luka Lochoshvili,DF,Cremonese,24-302,3,0,0,23,6,1,5,14,12,0,1,0,59,21,12,63.6,c8ad0857
Ademola Lookman,FWMF,Atalanta,25-158,3,0,0,18,32,10,37,3,3,1,0,0,78,3,11,21.4,7c104bb7
Maxime Lopez,MF,Sassuolo,25-113,8,0,0,22,10,0,14,17,14,0,0,0,118,4,2,66.7,20094685
Matteo Lovato,DF,Salernitana,23-041,0,0,0,2,2,0,0,7,7,0,0,0,21,10,6,62.5,5fa57166
Sandi Lovrić,MF,Udinese,24-364,4,0,0,26,19,1,51,15,14,0,0,0,100,5,9,35.7,966eea58
Hirving Lozano,FW,Napoli,27-240,3,0,0,24,25,3,59,12,12,0,0,0,49,6,11,35.3,a69e4806
Jhon Lucumí,DF,Bologna,24-274,6,0,0,20,13,0,1,25,28,0,3,0,140,31,23,57.4,80490d7f
José Luis Palomino,DF,Atalanta,33-081,1,0,0,6,5,0,3,21,5,0,0,1,53,18,9,66.7,921f6058
Romelu Lukaku,FW,Inter,29-318,1,0,0,7,1,10,14,0,0,0,0,0,11,18,20,47.4,5eae500a
Saša Lukić,MF,Torino,26-226,4,0,0,26,10,0,25,13,14,0,0,0,81,22,22,50.0,c6e8cf1f
Sebastiano Luperto,DF,Empoli,26-202,4,2,1,17,15,0,1,27,12,0,0,0,122,40,45,47.1,997fff07
Charalambos Lykogiannis,DF,Bologna,29-156,3,0,0,14,9,1,63,15,7,0,0,0,52,17,16,51.5,5efc5389
Giulio Maggiore,MF,Salernitana,25-015,2,0,0,13,12,0,2,8,6,0,1,0,63,6,10,37.5,957e4c87
Giangiacomo Magnani,DF,Hellas Verona,27-174,4,1,0,14,4,0,2,16,12,0,0,0,51,19,15,55.9,cce9f582
Mike Maignan,GK,Milan,27-267,0,0,0,0,1,0,0,1,0,0,0,0,20,2,0,100.0,fcb38f57
Jordan Majchrzak,FW,Roma,18-170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20.0,2e7dafe5
Jean-Victor Makengo,MF,Udinese,24-288,2,0,0,9,13,0,6,9,13,0,0,0,39,5,1,83.3,22bfb57e
Lorenzo Malagrida,DFMF,Sampdoria,19-154,2,0,0,3,0,0,1,0,0,0,0,0,6,0,1,0.0,2bffcbf2
Daniel Maldini,FWMF,Spezia,21-167,0,0,0,7,10,0,9,1,4,0,0,0,24,10,15,40.0,801831fe
Youssef Maleh,MF,Fiorentina,24-217,2,0,0,8,3,0,7,1,1,0,0,0,20,3,4,42.9,4c8845f7
Youssef Maleh,MF,Lecce,24-217,3,0,0,17,7,2,5,3,6,0,0,0,30,5,6,45.5,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,29-327,2,0,0,10,11,0,23,5,8,0,0,0,57,5,7,41.7,48d5bd33
Gianluca Mancini,DF,Roma,26-344,5,0,0,30,21,2,16,37,15,0,0,0,88,47,21,69.1,5aa53281
Rolando Mandragora,MF,Fiorentina,25-271,6,0,0,23,14,1,51,10,15,0,0,0,80,30,22,57.7,c7259b83
Federico Marchetti,GK,Spezia,40-048,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,f794b426
Riccardo Marchizza,DF,Sassuolo,25-001,0,0,0,4,0,1,8,1,2,0,0,0,6,4,2,66.7,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,31-040,5,0,0,18,24,0,1,20,15,0,2,0,79,32,16,66.7,8650af85
Pablo Marí,DF,Monza,29-208,3,0,0,16,8,0,1,17,12,0,0,0,94,36,17,67.9,aa54ec6f
Răzvan Marin,MF,Empoli,26-308,6,0,0,26,13,0,90,12,18,0,1,0,118,9,8,52.9,7fac99d4
Marlon,DF,Monza,27-201,5,0,0,16,4,0,3,18,16,0,0,1,55,29,13,69.0,cdf65d12
Luca Marrone,DF,Monza,32-364,0,0,0,1,2,0,0,0,0,0,0,0,8,4,5,44.4,ea468ea8
Lautaro Martínez,FW,Inter,25-217,2,0,0,40,52,10,11,11,11,1,0,0,76,34,35,49.3,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,26-321,3,0,0,15,21,1,0,34,34,0,0,0,124,65,24,73.0,3ec3c1c9
Adam Marušić,DF,Lazio,30-161,5,1,0,18,12,1,13,30,24,0,0,0,147,26,19,57.8,d4535821
Adam Masina,DF,Udinese,29-084,1,0,0,5,1,0,8,10,4,0,0,0,23,15,5,75.0,de0f152c
Nemanja Matić,MF,Roma,34-238,4,0,0,16,13,1,7,19,19,0,0,0,139,11,11,50.0,eb7822d7
Luís Maximiano,GK,Lazio,24-081,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3318286e
Pasquale Mazzocchi,DF,Salernitana,27-243,2,0,0,18,9,5,69,9,12,0,0,0,96,7,6,53.8,eb0ec070
Weston McKennie,MFDF,Juventus,24-211,0,0,0,13,7,3,15,11,5,0,0,0,43,12,16,42.9,01c3aff5
Gary Medel,MFDF,Bologna,35-236,5,0,0,16,16,0,4,25,15,0,0,0,133,14,14,50.0,563a68ad
Soualiho Meïté,MF,Cremonese,29-010,5,0,0,20,24,0,9,17,19,0,0,0,107,16,9,64.0,5cec2c74
Alex Meret,GK,Napoli,26-005,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,100.0,9413b19f
Yıldırım Mert Çetin,DF,Lecce,26-085,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,,c730da00
Junior Messias,FWDF,Milan,31-318,2,0,0,20,20,1,17,6,15,0,0,0,54,21,29,42.0,f49c4ae9
Tommaso Milanese,MF,Cremonese,20-239,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0,b2561711
Nikola Milenković,DF,Fiorentina,25-166,2,0,0,30,13,0,0,18,16,0,0,1,95,52,17,75.4,bee704fc
Arkadiusz Milik,FW,Juventus,29-027,3,1,1,12,17,3,4,0,5,0,0,0,26,22,39,36.1,85613cf0
Sergej Milinković-Savić,MF,Lazio,28-028,7,0,0,30,59,1,25,22,24,0,0,0,130,66,48,57.9,4e6dbac4
Vanja Milinković-Savić,GK,Torino,26-035,3,0,0,0,4,0,0,1,1,0,0,0,39,9,1,90.0,9fa26bc2
Kim Min-jae,DF,Napoli,26-132,4,0,0,21,6,0,4,30,24,0,0,0,169,72,36,66.7,e0f8151c
Aleksei Miranchuk,MF,Torino,27-161,0,0,0,6,20,0,27,1,3,1,0,0,67,6,19,24.0,a9aa0d1d
Fabio Miretti,MFFW,Juventus,19-236,1,0,0,16,16,1,18,2,7,1,0,0,59,4,15,21.1,34693494
Henrikh Mkhitaryan,MF,Inter,34-065,3,0,0,19,20,0,19,12,20,0,0,0,133,5,9,35.7,dd0daf32
Salvatore Molina,DF,Monza,31-085,1,0,0,4,3,0,14,1,5,0,0,0,10,0,1,0.0,54ab971f
Daniele Montevago,FW,Sampdoria,20-009,1,0,0,8,4,4,1,0,0,0,0,0,5,14,23,37.8,ca73910d
Lorenzo Montipò,GK,Hellas Verona,27-035,0,0,0,0,4,0,0,0,0,0,0,0,44,2,2,50.0,c1d95617
Nikola Moro,MF,Bologna,25-015,1,0,0,7,8,0,11,4,10,0,0,0,59,17,7,70.8,ff579c7e
Dany Mota,FWMF,Monza,24-329,1,0,0,14,20,12,32,2,4,1,0,0,40,21,38,35.6,efc9e31f
João Moutinho,DFFW,Spezia,25-074,0,0,0,1,0,0,3,0,1,0,0,0,7,0,1,0.0,a0aee24e
Mert Müldür,DF,Sassuolo,23-358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1295552e
Luis Muriel,FW,Atalanta,31-345,2,2,1,11,11,2,60,2,3,1,0,0,24,9,20,31.0,eb2fe5b6
Jeison Murillo,DF,Sampdoria,30-304,3,0,0,11,16,0,1,7,10,0,0,1,53,25,18,58.1,b233e8e4
Nicola Murru,DF,Sampdoria,28-101,2,0,0,11,5,1,7,6,11,0,2,0,25,6,6,50.0,d183e9d6
Juan Musso,GK,Atalanta,28-325,1,0,0,0,5,0,0,0,1,0,0,1,17,1,0,100.0,a111cf41
Joakim Mæhle,DFMF,Atalanta,25-311,3,1,0,15,12,3,26,14,11,0,0,0,100,3,9,25.0,c459a650
Herculano Nabian,MF,Empoli,19-061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c39babc1
Michel Ndary Adopo,MFDF,Torino,22-251,1,0,0,6,2,0,0,1,2,0,0,0,20,8,5,61.5,599d91d0
Tanguy Ndombele,MF,Napoli,26-089,4,0,0,10,19,0,1,6,5,0,1,0,34,4,3,57.1,5cdddffa
Ilija Nestorovski,FWMF,Udinese,33-015,2,0,0,4,1,2,0,0,0,0,0,0,4,1,6,14.3,b1236c63
Cyril Ngonge,MFFW,Hellas Verona,22-305,1,0,0,5,7,2,4,2,2,0,0,0,14,10,21,32.3,2b8360f1
Hans Nicolussi Caviglia,MF,Salernitana,22-282,1,0,0,9,5,0,3,6,6,0,1,0,37,7,5,58.3,b136c945
Dimitris Nikolaou,DF,Spezia,24-226,8,1,0,15,15,0,7,20,23,0,0,0,155,19,18,51.4,cf961d8d
Bram Nuytinck,DF,Udinese,32-327,1,0,0,4,2,0,0,5,4,0,0,0,19,7,5,58.3,e33f36d5
Bram Nuytinck,DF,Sampdoria,32-327,4,0,0,16,4,0,0,15,27,0,1,0,51,15,17,46.9,e33f36d5
M'Bala Nzola,FW,Spezia,26-221,5,0,0,44,26,8,6,5,4,0,0,0,53,31,68,31.3,a4948e67
Pedro Obiang,MF,Sassuolo,31-000,2,0,0,14,6,0,1,7,16,0,0,0,42,14,17,45.2,ba1e04b3
Guillermo Ochoa,GK,Salernitana,37-257,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,1e9bde92
David Okereke,FWMF,Cremonese,25-210,4,0,0,15,28,7,19,5,7,3,1,0,46,35,64,35.4,d125f22f
Caleb Okoli,DF,Atalanta,21-257,3,0,0,13,7,0,1,26,17,0,0,0,59,40,23,63.5,8ec109e6
Mathías Olivera,DF,Napoli,25-147,1,0,0,12,12,0,12,12,13,0,0,0,60,11,14,44.0,41c12f75
André Onana,GK,Inter,26-359,1,0,0,0,1,0,0,0,0,0,0,0,16,1,0,100.0,e9c0c1b2
Divock Origi,FWMF,Milan,27-343,1,0,0,9,14,4,8,0,2,0,0,0,17,11,24,31.4,43a166b4
Riccardo Orsolini,FW,Bologna,26-062,4,1,0,24,33,11,78,7,13,0,0,0,82,11,21,34.4,e14ec482
Victor Osimhen,FW,Napoli,24-088,4,0,0,31,28,27,10,3,3,1,1,0,43,45,41,52.3,8c90fd7a
Remi Oudin,FW,Lecce,26-129,1,0,0,7,7,1,44,14,7,0,0,0,41,6,8,42.9,ea02beaf
Adam Ounas,FW,Napoli,26-136,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,ed90babd
Simone Pafundi,MF,Udinese,17-041,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,8daee720
Flavio Paoletti,MF,Sampdoria,20-070,0,0,0,1,1,0,1,4,2,0,0,0,5,1,3,25.0,3d6cee81
Leandro Paredes,MF,Juventus,28-271,3,1,0,10,7,0,22,9,10,0,1,0,40,1,1,50.0,dff153a4
Fabiano Parisi,DF,Empoli,22-138,6,1,0,23,52,0,44,25,26,0,1,0,173,16,7,69.6,0967845b
Mario Pašalić,MFFW,Atalanta,28-046,2,0,0,19,13,1,3,14,9,0,0,0,66,27,22,55.1,e599253a
Patric,DF,Lazio,29-344,1,0,0,3,3,0,0,10,8,0,0,0,76,5,17,22.7,f7223718
Rui Patrício,GK,Roma,35-040,1,0,0,1,0,0,0,2,1,0,1,0,33,1,0,100.0,79b0d6a0
Pedro,FW,Lazio,35-242,1,0,0,14,26,3,26,5,18,1,0,0,73,0,3,0.0,3ca7254a
Gianluca Pegolo,GK,Sassuolo,42-002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,f058ed1f
Pietro Pellegri,FW,Torino,22-010,2,0,0,9,13,3,3,0,1,0,0,0,9,8,26,23.5,a44d3a3c
Lorenzo Pellegrini,MF,Roma,26-281,2,0,0,15,41,5,98,21,20,0,0,0,92,8,17,32.0,4a5a45c7
Pepín,MF,Monza,26-225,4,0,0,18,10,0,10,11,8,0,0,0,47,5,7,41.7,7afb1573
Roberto Pereyra,DFMF,Udinese,32-079,4,0,0,19,32,2,55,14,19,0,0,0,122,2,6,25.0,75f2c59f
Nehuén Pérez,DF,Udinese,22-276,5,1,0,19,5,0,15,25,27,0,0,1,108,24,14,63.2,f7c491f1
Simone Perilli,GK,Hellas Verona,28-079,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,b9e11c1d
Mattia Perin,GK,Juventus,30-137,0,0,0,0,1,0,0,0,0,0,0,0,16,2,0,100.0,4c62d0c8
Samuele Perisan,GK,Empoli,25-218,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,00a17eba
Matteo Pessina,MF,Monza,25-340,5,0,0,28,39,1,31,25,24,0,0,0,148,29,22,56.9,780e3631
Andrea Petagna,FW,Monza,27-270,1,0,0,16,23,7,3,2,5,1,0,0,39,28,25,52.8,03f946ed
Giuseppe Pezzella,DF,Lecce,25-118,1,0,0,15,7,1,24,6,9,0,0,0,41,8,6,57.1,149c5f5d
Krzysztof Piątek,FW,Salernitana,27-269,4,0,0,28,28,15,11,0,7,0,0,0,47,62,69,47.3,17f3620a
Roberto Piccoli,FW,Hellas Verona,22-059,0,0,0,2,3,4,3,0,0,0,0,0,4,3,13,18.8,1cadaf34
Roberto Piccoli,FWMF,Empoli,22-059,0,0,0,2,0,1,0,0,0,0,0,0,1,5,4,55.6,1cadaf34
Charles Pickel,MF,Cremonese,25-316,8,0,0,27,12,3,6,18,16,0,0,0,127,39,55,41.5,f71ad8cb
Andrea Pinamonti,FW,Sassuolo,23-312,2,0,0,15,18,5,11,2,5,1,0,0,25,30,64,31.9,08aa9cd1
Lorenzo Pirola,DF,Salernitana,21-035,3,0,0,21,4,0,1,20,22,0,0,0,35,32,16,66.7,caec77da
Marko Pjaca,MFFW,Empoli,27-325,0,0,0,0,7,1,24,1,1,0,0,0,25,4,6,40.0,2c38b327
Tommaso Pobega,MF,Milan,23-255,2,0,0,24,4,0,2,7,7,0,0,0,31,9,11,45.0,55a1cac2
Paul Pogba,MFDF,Juventus,30-012,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,75.0,867239d3
Matteo Politano,FW,Napoli,29-236,1,0,0,10,19,1,64,7,9,0,0,0,56,3,5,37.5,5e861944
Marin Pongračić,DF,Lecce,25-197,2,0,0,15,0,0,0,16,14,0,0,0,59,9,10,47.4,2a6cd437
Stefan Posch,DF,Bologna,25-317,1,0,0,29,14,1,40,26,29,0,0,0,101,18,16,52.9,7f609bfc
Ivan Provedel,GK,Lazio,29-010,0,0,0,0,2,0,0,0,0,0,0,0,45,3,0,100.0,277da414
Ignacio Pussetto,MFDF,Sampdoria,27-096,1,0,0,7,1,0,5,0,3,0,0,0,4,4,5,44.4,62437b4f
Niklas Pyyhtiä,MF,Bologna,19-183,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0.0,88f53b75
Fabio Quagliarella,FW,Sampdoria,40-055,2,0,0,3,10,5,7,0,1,0,0,0,14,5,19,20.8,ee4f2f3b
Giacomo Quagliata,DF,Cremonese,23-036,0,0,0,10,8,0,40,8,7,0,0,0,43,2,8,20.0,1b9c7401
Adrien Rabiot,MF,Juventus,27-358,5,0,0,26,35,2,24,20,23,0,0,0,133,39,28,58.2,8794e251
Nemanja Radonjić,MFFW,Torino,27-040,1,0,0,17,11,11,59,2,1,0,0,0,50,6,12,33.3,0630eb63
Ivan Radovanović,MFDF,Salernitana,34-210,1,1,0,4,7,0,0,7,4,0,0,0,47,8,12,40.0,023937a9
Ionuț Radu,GK,Cremonese,25-303,0,0,0,0,1,0,0,0,0,0,0,0,11,3,1,75.0,67f649be
Antonio Raimondo,FW,Bologna,19-009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,ce1a6c7e
Luca Ranieri,DF,Fiorentina,23-338,0,0,0,2,2,2,0,6,2,0,0,0,15,5,10,33.3,8c63fae5
Andrea Ranocchia,DF,Monza,35-039,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3,539230cf
Filippo Ranocchia,MF,Monza,21-317,1,0,0,7,12,0,13,4,6,0,0,0,32,2,6,25.0,d9ebed1c
Giacomo Raspadori,FWMF,Napoli,23-037,1,0,0,5,5,1,15,2,7,0,0,0,20,1,6,14.3,6e058f06
Giacomo Raspadori,FW,Sassuolo,23-037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,6e058f06
Ante Rebić,FWMF,Milan,29-187,4,0,0,15,10,5,21,1,4,0,0,0,25,10,8,55.6,536cebe5
Arkadiusz Reca,DF,Spezia,27-283,5,0,0,26,9,2,65,21,21,0,1,0,90,10,11,47.6,6213fd82
Panagiotis Retsos,DF,Hellas Verona,24-230,0,0,0,4,2,0,0,2,4,0,0,0,7,3,3,50.0,4bd00a50
Franck Ribéry,MF,Salernitana,39-354,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,f61c7c4e
Samuele Ricci,MF,Torino,21-218,5,0,0,16,38,0,16,12,11,0,0,0,95,6,7,46.2,9823be92
Tomás Rincón,MF,Sampdoria,35-073,5,1,0,37,19,0,16,22,20,0,0,0,116,24,10,70.6,f1cfc209
Pablo Rodríguez,FWMF,Lecce,21-235,0,0,0,1,2,0,4,0,1,0,0,0,2,0,2,0.0,1d4e63b6
Ricardo Rodríguez,DF,Torino,30-214,1,0,0,20,7,0,47,26,24,0,0,0,110,24,24,50.0,7f78ad23
Rogério,DF,Sassuolo,25-073,5,0,0,19,26,0,77,25,16,0,0,0,120,17,22,43.6,10e7f486
Alessio Romagnoli,DF,Lazio,28-074,2,0,0,25,13,1,0,26,13,0,0,0,94,53,30,63.9,3ead85f9
Simone Romagnoli,DF,Lecce,33-046,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,60.0,09899de8
Luka Romero,FW,Lazio,18-129,0,0,0,3,6,0,0,3,0,0,0,0,10,2,1,66.7,ca6edaa0
Marten de Roon,MF,Atalanta,31-363,5,0,0,29,18,0,10,25,23,0,0,0,149,39,20,66.1,2a1beb34
Nicolò Rovella,MF,Monza,21-113,3,1,0,17,13,0,19,26,22,0,0,0,89,5,6,45.5,e58cbfd5
Nicolò Rovella,MF,Juventus,21-113,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,,e58cbfd5
