Player,Pos,Squad,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,-9999
Arnaud Nordin,FWMF,Saint-Étienne,23,4,0,0,20,48,4,83,6,11,1,1,0,84,16,36,30.8,7b9a9e25
Alexander Nübel,GK,Monaco,24,1,0,0,0,2,0,0,0,0,0,0,1,58,4,0,100.0,afb0c500
Gerzino Nyamsi,DF,Strasbourg,24,4,0,0,34,4,1,2,25,21,0,0,0,178,90,44,67.2,6043997c
Florent Ogier,DF,Clermont Foot,32,6,0,0,18,13,0,2,37,17,0,1,0,134,67,51,56.8,6993927b
Warmed Omari,DF,Rennes,21,6,0,0,24,17,0,2,31,17,0,0,0,157,46,23,66.7,4534a352
Jonas Omlin,GK,Montpellier,27,0,1,0,1,2,0,0,0,1,0,0,1,58,10,0,100.0,c631f952
Amadou Onana,MF,Lille,19,2,1,0,31,25,2,1,30,31,0,0,0,100,24,21,53.3,828657ff
Jean Onana,MF,Bordeaux,21,3,1,0,38,37,1,18,36,49,0,0,0,174,46,29,61.3,b5bb8188
Otávio,MF,Bordeaux,27,3,0,0,20,10,0,4,18,23,0,0,0,70,5,10,33.3,243f4a0b
Dango Ouattara,MFFW,Lorient,19,4,0,0,21,20,0,18,14,15,0,0,0,47,21,20,51.2,2f9e4435
Remi Oudin,MFFW,Bordeaux,24,6,0,0,14,14,3,67,27,18,0,0,0,109,17,17,50.0,ea02beaf
Alexandre Oukidja,GK,Metz,33,2,1,0,1,13,0,0,1,0,0,1,1,22,13,0,100.0,ae7d0ecd
Azzedine Ounahi,MF,Angers,21,2,0,0,20,26,1,19,26,22,1,0,0,94,13,16,44.8,83299cc0
Ambroise Oyongo,DF,Montpellier,30,5,0,0,7,10,1,23,6,4,0,1,0,32,4,12,25.0,e3e05edf
Vincent Pajot,MF,Metz,30,6,1,0,53,40,0,10,51,56,0,1,0,147,22,24,47.8,f86ca403
Nicolas Pallois,DF,Nantes,33,8,1,1,17,8,1,6,53,33,0,1,0,190,45,25,64.3,779847d6
Erik Palmer-Brown,DF,Troyes,24,2,0,0,18,10,0,0,34,22,0,3,0,102,29,17,63.0,e5c1e0ca
Emerson Palmieri,DF,Lyon,26,3,1,0,15,23,1,69,27,25,0,1,0,122,42,29,59.2,e0bc6fdc
Lucas Paquetá,MFFW,Lyon,23,3,0,0,63,64,6,31,9,38,1,0,0,189,44,48,47.8,9b6f7fd5
Rubén Pardo,MF,Bordeaux,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2306bfde
Leandro Paredes,MF,Paris S-G,27,3,0,0,10,8,0,0,10,13,0,0,0,86,5,3,62.5,dff153a4
Strahinja Pavlović,DF,Monaco,20,4,1,1,11,7,0,5,9,16,0,2,0,34,18,10,64.3,25146df0
Dimitri Payet,FWMF,Marseille,34,3,0,0,9,43,3,236,9,8,1,0,0,75,3,7,30.0,58ae47b2
Timothee Pembele,DF,Bordeaux,18,3,0,0,19,17,1,41,16,8,0,0,0,81,10,16,38.5,f8ce97ca
Brayann Pereira,DFMF,Lens,18,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0.0,5c42e7ce
Danilo Pereira,MF,Paris S-G,29,2,0,0,22,23,1,0,37,17,0,0,0,163,31,16,66.0,8fd9996f
Mathias Pereira Lage,DF,Angers,24,0,0,0,24,14,1,26,21,7,1,0,0,63,14,29,32.6,8846a40f
Luan Peres Petroni,DF,Marseille,27,6,0,0,19,18,0,24,43,35,0,1,1,143,41,24,63.1,a5549ec1
Lucas Perrin,DF,Strasbourg,22,5,0,0,46,31,2,4,42,32,0,1,0,169,53,19,73.6,49070d66
Danijel Petković,GK,Angers,28,1,0,0,0,3,0,0,1,0,0,0,0,14,4,0,100.0,b98cea65
Léo Pétrot,DF,Lorient,24,0,0,0,7,10,0,1,22,17,0,1,0,93,29,47,38.2,00638016
Romain Philippoteaux,MF,Brest,33,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0.0,f98b15f0
Jérôme Phojo,DF,Clermont Foot,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ff44d058
Jérémy Pied,DFFW,Lille,32,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,100.0,a634b9d2
Ronaël Pierre-Gabriel,DF,Brest,23,6,0,0,27,29,3,38,48,45,0,0,0,129,14,25,35.9,64ba07c0
Julian Pollersbeck,GK,Lyon,26,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,,d6f6ce93
Gaëtan Poussin,GK,Bordeaux,22,3,0,0,0,1,0,0,0,1,0,0,1,23,6,0,100.0,c252c705
Sanjin Prcić,MF,Strasbourg,27,4,0,0,24,9,0,49,47,28,1,0,0,181,15,15,50.0,51c30111
Nicolas de Préville,FWMF,Metz,30,5,0,0,46,55,8,76,5,8,0,0,0,105,47,59,44.3,b0547a87
Nemanja Radonjić,FW,Marseille,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0630eb63
Rafinha,FWMF,Paris S-G,28,0,0,0,4,5,0,1,4,8,0,0,0,14,0,1,0.0,0c2ac3cb
Predrag Rajković,GK,Reims,25,3,0,0,0,7,0,0,1,2,0,0,0,41,10,2,83.3,58ad9383
Adil Rami,DF,Troyes,35,1,0,0,6,5,0,1,16,9,0,0,0,71,18,11,62.1,8dbff17c
Sergio Ramos,DF,Paris S-G,35,3,1,1,11,4,1,0,8,5,0,0,0,46,14,7,66.7,08511d65
Elba Rashani,FWMF,Clermont Foot,28,3,0,0,39,30,5,38,11,21,0,0,0,117,20,44,31.3,25749008
Jeff Reine-Adélaïde,MFDF,Lyon,23,0,0,0,4,3,1,1,0,3,0,0,0,20,0,2,0.0,d504b3e1
Tiago Ribeiro,FW,Monaco,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,507d7569
Sergio Rico,GK,Paris S-G,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5f0241b2
Renaud Ripart,MFFW,Troyes,28,2,0,0,24,41,5,48,19,21,1,0,0,97,37,55,40.2,beae3a73
Mihailo Ristić,DF,Montpellier,25,3,1,0,26,27,0,61,17,32,0,0,0,115,21,14,60.0,ea0aa7e0
Maxence Rivera,FW,Saint-Étienne,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,46a7b605
Patrick Roberts,MF,Troyes,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,59d93937
Stian Rode Gregersen,DF,Bordeaux,26,7,0,0,25,23,1,6,38,26,0,2,0,125,34,33,50.7,5f011e05
Gerson Rodrigues,FWMF,Troyes,26,6,0,0,28,16,6,10,0,9,0,0,0,27,16,18,47.1,3814b753
Valentin Rongier,MFDF,Marseille,26,3,0,0,34,28,0,7,33,51,0,1,0,152,19,27,41.3,ed45c4a5
Pablo Rosario,MF,Nice,24,7,0,0,36,22,2,15,38,37,0,0,0,175,43,31,58.1,1a6b7ea4
Roli Pereira de Sa,MF,Nantes,24,1,0,0,8,5,1,6,6,4,0,0,0,47,6,5,54.5,60f58477
Mathys Saban,FWMF,Saint-Étienne,19,1,0,0,2,0,0,2,0,2,0,0,0,1,0,3,0.0,7d9f3d69
Falaye Sacko,DF,Saint-Étienne,26,0,0,0,9,2,0,8,4,10,0,0,0,53,6,2,75.0,6388e356
Rafiki Said Ahamada,MFFW,Brest,21,1,0,0,6,3,1,5,0,3,0,0,0,14,4,0,100.0,c2e5f306
Wesley Saïd,FWMF,Lens,26,2,0,0,17,6,3,10,2,5,1,0,0,17,6,7,46.2,90fcf472
Mamadou Sakho,DF,Montpellier,31,3,0,0,8,9,0,0,41,22,0,1,0,183,47,31,60.3,87935cf3
Bakary Sako,FWMF,Saint-Étienne,33,0,0,0,3,2,1,4,0,0,0,0,0,3,4,6,40.0,381d7d54
William Saliba,DF,Marseille,20,5,0,0,17,11,1,4,48,32,0,0,0,260,46,29,61.3,972aeb2a
Romain Salin,GK,Rennes,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,74733221
Yoann Salmier,DF,Troyes,28,5,0,0,33,28,1,11,40,33,0,3,1,183,46,25,64.8,c3725db2
Mama Samba Baldé,MFFW,Troyes,25,1,1,0,41,26,4,16,5,28,1,1,0,75,25,40,38.5,fb14aa28
Junior Sambia,DFFW,Montpellier,24,5,1,1,18,26,0,50,21,13,0,0,0,86,25,19,56.8,24eb7ed6
Renato Sanches,MFFW,Lille,23,8,1,1,29,27,1,65,14,7,0,0,0,124,11,11,50.0,032f894e
Philippe Sandler,DF,Troyes,24,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,100.0,60740e70
Baptiste Santamaria,MFDF,Rennes,26,7,0,0,35,21,0,15,33,27,0,1,0,156,74,41,64.3,5e22e2a4
Pablo Sarabia,FW,Paris S-G,29,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,,9744ff80
Martin Satriano,FW,Brest,20,5,0,0,14,13,2,5,2,2,0,0,0,28,14,43,24.6,86383d0e
Téji Savanier,MF,Montpellier,29,9,2,1,45,77,2,199,25,27,0,0,0,149,13,23,36.1,6bde367b
Morgan Schneiderlin,MF,Nice,31,1,1,0,15,4,0,1,20,12,0,0,0,56,12,8,60.0,51b41c5c
Alidu Seidu,DF,Clermont Foot,21,7,2,1,18,28,1,3,34,20,0,0,0,131,16,14,53.3,cea59f02
Matz Sels,GK,Strasbourg,29,1,0,0,1,3,0,0,1,1,0,0,0,44,11,0,100.0,834b5c4c
Xherdan Shaqiri,FWMF,Lyon,29,0,0,0,8,2,3,38,2,3,0,0,0,34,1,0,100.0,6421ec64
Mahame Siby,DF,Strasbourg,25,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,100.0,6d075c67
Aboubakar Sidibé,DF,Clermont Foot,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ae5b93a0
Djibril Sidibé,DF,Monaco,29,6,0,0,17,9,0,23,16,13,0,1,0,52,14,4,77.8,4c5b714f
Kaj Sierhuis,FW,Reims,23,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,25.0,9c2b1f11
Caio Henrique Oliveira Silva,DF,Monaco,24,5,0,0,19,22,2,127,27,30,1,0,0,205,13,27,32.5,30af8b93
Gabriel Silva,DFMF,Saint-Étienne,30,1,0,0,9,16,0,7,18,7,0,0,0,25,6,15,28.6,4914ed4a
Moses Simon,FWMF,Nantes,26,3,0,0,14,26,4,207,12,11,0,0,0,119,15,22,40.5,5f3eaaf5
Xavi Simons,MFFW,Paris S-G,18,1,0,0,2,4,0,1,0,1,0,0,0,8,2,1,66.7,da4d670f
Issouf Sissokho,MF,Bordeaux,19,3,1,1,12,7,0,6,7,8,0,0,0,34,1,5,16.7,792a9d41
Ibrahima Sissoko,MFDF,Strasbourg,23,6,0,0,60,28,0,21,35,23,1,0,0,169,59,29,67.0,0f8418aa
Nelson Sissoko,DF,Saint-Étienne,24,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,12bd0579
Sambou Sissoko,MFDF,Reims,22,0,0,0,1,4,0,1,2,6,0,0,0,12,4,2,66.7,e4bb1f08
Islam Slimani,FW,Lyon,33,3,0,0,6,5,11,1,2,2,0,0,0,18,11,10,52.4,ffec9769
Florian Sotoca,FWMF,Lens,30,7,0,0,37,34,8,48,25,19,0,0,0,116,89,48,65.0,7a42d0df
Sambou Soumano,FWMF,Lorient,20,1,0,0,13,10,7,4,1,1,0,0,0,14,18,20,47.4,7cc00776
Arnaud Souquet,DF,Montpellier,29,4,0,0,28,24,0,77,34,35,0,1,0,144,42,33,56.0,4e0afc5d
Saidou Sow,DF,Saint-Étienne,19,2,0,0,9,4,0,3,23,17,0,0,0,74,28,32,46.7,f6b94e8d
Calvin Stengs,MF,Nice,22,1,0,0,15,7,2,41,8,7,0,1,0,57,2,12,14.3,8f7e6783
Kamaldeen Sulemana,MFFW,Rennes,19,3,0,0,19,14,3,28,4,12,0,0,0,45,5,3,62.5,a62f8bf1
Abdoulaye Sylla,DF,Nantes,21,1,0,0,5,0,0,1,1,4,0,1,0,7,2,2,50.0,2aeb43f1
Waniss Taibi,MFFW,Angers,19,2,0,0,6,1,0,0,1,7,0,0,0,9,3,2,60.0,95192fe4
Flavien Tait,MF,Rennes,28,3,0,0,30,48,3,9,19,19,1,0,0,150,8,14,36.4,a0f9b535
Florian Tardieu,MF,Troyes,29,6,0,0,19,37,0,135,42,25,0,0,0,223,28,20,58.3,ed39121c
Oussama Targhalline,FW,Marseille,19,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,abd56820
Loum Tchaouna,FWMF,Rennes,17,0,0,0,0,1,2,4,2,1,0,0,0,7,2,0,100.0,a3c8b4d3
Warren Tchimbembé,MF,Metz,23,0,0,0,2,3,0,2,2,1,0,0,0,16,1,1,50.0,93b8f9f4
Aurélien Tchouaméni,MF,Monaco,21,11,1,1,51,59,2,17,101,45,0,1,0,262,77,31,71.3,4f255115
Mathys Tel,FWMF,Rennes,16,0,0,0,5,0,0,6,1,1,0,0,0,6,0,2,0.0,829aa60c
Jordan Tell,FW,Clermont Foot,24,1,0,0,3,3,0,2,0,5,0,0,0,13,5,7,41.7,4f093689
Martin Terrier,FWMF,Rennes,24,1,0,0,28,41,6,28,18,33,1,0,0,110,41,50,45.1,5148dcc5
Tetê,FWMF,Lyon,21,1,0,0,4,18,3,20,3,5,0,0,0,30,4,6,40.0,7120a04d
Sada Thioub,FW,Angers,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,f4bc42b1
Sada Thioub,DFMF,Saint-Étienne,26,2,0,0,7,5,0,32,10,8,0,0,0,69,5,8,38.5,f4bc42b1
Romain Thomas,DF,Angers,33,9,0,0,38,19,0,0,44,37,0,0,0,153,67,37,64.4,275e2c51
Adrien Thomasson,MF,Strasbourg,27,2,1,0,35,34,4,57,29,31,0,0,0,177,16,30,34.8,c76b7567
Thuler,DF,Montpellier,22,3,1,1,12,2,0,2,9,12,0,1,0,36,15,9,62.5,db23d9fc
Khéphren Thuram-Ulie,MF,Nice,20,4,0,0,33,14,1,10,28,19,1,0,0,127,21,21,50.0,7d9397f8
Cheikh Tidiane Sabaly,FWMF,Metz,22,0,0,0,0,1,0,0,0,3,0,0,0,10,0,3,0.0,9ddf7fae
Jean-Clair Todibo,DF,Nice,21,6,0,0,24,10,0,9,51,37,0,1,0,228,70,45,60.9,88f130ed
Karl Toko Ekambi,FW,Lyon,28,3,0,0,16,16,10,51,20,7,0,0,0,97,33,21,61.1,5ceba7fc
Yoann Touzghar,FW,Troyes,34,0,0,0,7,19,8,8,3,2,0,0,0,35,25,40,38.5,4e47507a
Amadou Traore,FW,Bordeaux,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,4eb0686f
Boubacar Traoré,MF,Metz,19,9,1,1,53,15,0,1,25,26,0,0,0,138,17,10,63.0,999ceb5f
Charles Traore,DF,Nantes,29,3,0,0,22,7,0,5,15,12,0,0,0,54,15,9,62.5,de488e56
Hamari Traoré,DF,Rennes,29,4,0,0,46,24,9,81,37,36,0,1,1,177,37,38,49.3,a4b1028a
Ismaël Traoré,DF,Angers,34,1,0,0,15,6,0,5,44,17,0,0,0,215,47,34,58.0,b666421b
Miguel Trauco,DFMF,Saint-Étienne,28,3,0,0,8,8,0,46,23,18,0,0,0,65,11,13,45.8,e4b72e34
Adrien Truffert,DF,Rennes,19,4,0,0,24,20,0,47,19,21,1,1,0,91,16,27,37.2,5d0e0a1f
Matthieu Udol,DF,Metz,25,0,0,0,2,6,0,27,31,14,0,0,0,64,23,11,67.6,cc41f558
Ike Ugbo,FW,Troyes,22,0,0,0,10,16,2,1,2,1,1,0,0,23,10,27,27.0,8a53d24b
Chimuanya Ugochukwu,MF,Rennes,17,2,0,0,14,1,0,0,4,9,0,0,0,17,3,7,30.0,1df4a109
Hwang Ui-jo,FW,Bordeaux,28,3,0,0,17,23,22,32,5,4,0,1,0,34,14,43,24.6,a2d873dd
Cengiz Ünder,FWMF,Marseille,24,2,1,1,11,33,12,115,14,13,1,0,0,72,9,8,52.9,1880614f
Jere Uronen,DF,Brest,27,0,0,0,4,9,0,18,16,15,0,0,0,42,12,7,63.2,d75f3980
Vanderson,FWDF,Monaco,20,3,0,0,19,11,3,28,13,19,0,0,0,88,14,16,46.7,ee45fd85
Jonathan Varane,MF,Lens,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4ade359f
Marco Verratti,MF,Paris S-G,28,12,0,0,32,48,1,9,18,40,0,0,1,127,5,11,31.3,1467af0d
Kevin Volland,MFFW,Monaco,29,10,0,0,53,28,17,21,3,10,2,0,1,89,29,61,32.2,64f69877
Timothy Weah,MFFW,Lille,21,2,1,0,11,20,6,48,10,7,1,0,0,74,21,29,42.0,8eec784d
Georginio Wijnaldum,MF,Paris S-G,30,2,0,0,6,15,0,1,9,9,0,1,0,74,11,5,68.8,eb58eef0
Christopher Wooh,DF,Lens,19,2,0,0,9,11,0,1,21,11,1,1,0,52,27,14,65.9,b003239d
Xeka,MF,Lille,26,10,0,0,32,17,0,34,24,27,1,0,0,137,22,24,47.8,f3600c02
Sekou Yansané,FW,Paris S-G,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,bce37ac0
Yusuf Yazıcı,MFFW,Lille,24,3,0,0,7,9,1,32,2,5,0,0,0,35,5,6,45.5,f5c8b425
Burak Yılmaz,FW,Lille,36,9,1,0,24,23,41,42,2,2,1,0,0,31,26,35,42.6,165a2e40
Leny Yoro,MF,Lille,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6763f716
Zaydou Youssouf,MF,Saint-Étienne,22,3,1,0,20,24,1,21,17,26,0,0,1,140,12,17,41.4,e2f9bb5f
Akim Zedadka,DF,Clermont Foot,26,5,0,0,28,89,5,124,58,44,0,1,0,232,28,26,51.9,0ff630d0
Arber Zeneli,FW,Reims,26,0,0,0,4,6,1,23,1,0,0,0,0,19,0,7,0.0,095e4199
Mehdi Zerkane,MFDF,Bordeaux,22,0,0,0,1,2,0,0,2,0,0,0,0,4,1,2,33.3,53f6306f
Edon Zhegrova,MFFW,Lille,22,2,1,1,5,4,0,30,2,5,0,1,0,32,1,2,33.3,34a88e3e
Banhie Zoukrou,DF,Troyes,18,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0,aefa3050
