,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Player,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,-9999
Gaetano Letizia,DF,Benevento,30,24,18,1570,17.4,3,1,2,0,3dd45b70
Matthijs de Ligt,DF,Juventus,20,27,25,2220,24.7,1,1,4,0,d6e53a3a
Karol Linetty,MF,Torino,25,27,20,1832,20.4,1,0,5,0,d023d70f
Pol Lirola,DFFW,Fiorentina,22,12,4,498,5.5,0,1,3,0,ff800ed8
Fernando Llorente,FW,Udinese,35,14,8,713,7.9,1,0,2,0,82dbf623
Fernando Llorente,FWMF,Napoli,35,3,0,52,0.6,0,0,0,0,82dbf623
Stanislav Lobotka,MF,Napoli,25,15,0,154,1.7,0,0,2,0,e1cbb531
Manuel Locatelli,MF,Sassuolo,22,34,32,2883,32.0,4,2,9,0,a8a874f1
Maxime Lopez,MF,Sassuolo,22,29,22,1864,20.7,2,0,7,0,20094685
Pau López,GK,Roma,25,21,20,1817,20.2,0,0,0,0,20b9f052
Matteo Lovato,DF,Hellas Verona,20,24,14,1386,15.4,0,0,5,0,5fa57166
Hirving Lozano,FW,Napoli,25,32,23,1965,21.8,11,3,6,0,a69e4806
José Luis Palomino,DF,Atalanta,30,36,25,2428,27.0,1,2,3,0,921f6058
Romelu Lukaku,FW,Inter,27,36,32,2884,32.0,24,11,4,0,5eae500a
Saša Lukić,MF,Torino,23,32,24,2106,23.4,3,0,4,0,c6e8cf1f
Senad Lulić,DF,Lazio,34,16,8,718,8.0,0,0,1,0,7fd58fe3
Sebastiano Luperto,DF,Crotone,23,23,22,1879,20.9,0,0,5,1,997fff07
Lyanco,DF,Torino,23,23,21,1959,21.8,0,0,8,0,b5bf1770
Charalambos Lykogiannis,DF,Cagliari,26,31,29,2418,26.9,4,2,10,2,5efc5389
Lisandro Magallán,DF,Crotone,26,28,25,2181,24.2,1,2,10,0,01a49bd2
Christian Maggio,DF,Benevento,38,8,2,297,3.3,0,0,2,0,31d7f557
Giulio Maggiore,MF,Spezia,22,33,26,2214,24.6,3,1,3,0,957e4c87
Francesco Magnanelli,MF,Sassuolo,35,10,7,440,4.9,0,0,2,0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,24,25,15,1510,16.8,0,0,8,0,cce9f582
Jean-Victor Makengo,MF,Udinese,22,17,5,522,5.8,0,0,1,0,22bfb57e
Nikola Maksimović,DF,Napoli,28,17,12,1207,13.4,0,0,1,0,16b9d5cf
Kévin Malcuit,DF,Fiorentina,29,5,2,207,2.3,0,0,0,0,d6a889ea
Kévin Malcuit,FWMF,Napoli,29,2,0,33,0.4,0,0,0,0,d6a889ea
Daniel Maldini,FWDF,Milan,18,5,0,29,0.3,0,0,0,0,801831fe
Ruslan Malinovskyi,MFFW,Atalanta,27,36,22,1876,20.8,8,12,3,0,48d5bd33
Dennis Man,FWMF,Parma,21,14,8,699,7.8,2,1,1,0,2079b3cc
Gianluca Mancini,DF,Roma,24,33,33,2852,31.7,4,2,10,0,5aa53281
Rolando Mandragora,MF,Udinese,23,10,3,398,4.4,0,0,0,0,c7259b83
Rolando Mandragora,MF,Torino,23,17,17,1525,16.9,3,1,5,1,c7259b83
Mario Mandžukić,FW,Milan,34,10,1,212,2.4,0,0,1,0,afa0d4e0
Niccolò Manfredini,GK,Benevento,32,1,1,90,1.0,0,0,0,0,e4b39692
Kostas Manolas,DF,Napoli,29,30,27,2298,25.5,0,0,5,0,c707411f
Juan Manuel Ramos,DF,Spezia,23,6,2,294,3.3,0,0,1,0,36d7971a
Federico Marchetti,GK,Genoa,37,4,4,334,3.7,0,0,0,0,f794b426
Riccardo Marchizza,DF,Spezia,22,24,17,1561,17.3,0,2,4,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,28,34,33,3014,33.5,0,4,7,0,8650af85
Răzvan Marin,MF,Cagliari,24,37,35,2965,32.9,3,6,6,0,7fac99d4
Marlon,DF,Sassuolo,24,24,19,1742,19.4,0,0,6,1,cdf65d12
Luca Marrone,DF,Crotone,30,21,18,1588,17.6,0,0,8,0,ea468ea8
Lautaro Martínez,FW,Inter,22,38,30,2561,28.5,17,6,5,0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,21,15,1483,16.5,1,0,4,1,3ec3c1c9
Adam Marušić,DF,Lazio,27,36,33,2966,33.0,2,3,3,0,d4535821
Andrea Masiello,DF,Genoa,34,30,30,2563,28.5,0,0,6,0,e0314d87
Giuseppe Mastinu,FW,Spezia,28,3,0,32,0.4,0,0,0,0,26cd1bff
Ryder Matos,MF,Udinese,27,1,0,13,0.1,0,0,0,0,7280b54f
Federico Mattiello,DF,Spezia,25,1,0,36,0.4,0,0,0,0,fba81826
Borja Mayoral,FW,Roma,23,31,18,1551,17.2,10,3,1,0,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,2,1,56,0.6,0,0,1,0,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,8,5,428,4.8,1,0,2,0,cfbf9881
Weston McKennie,MF,Juventus,21,34,18,1702,18.9,5,2,5,0,01c3aff5
Gary Medel,DFMF,Bologna,32,11,6,511,5.7,0,1,1,0,563a68ad
Soualiho Meïté,MF,Torino,26,14,11,920,10.2,1,1,0,0,5cec2c74
Soualiho Meïté,MF,Milan,26,16,4,588,6.5,0,0,2,0,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,14,3,389,4.3,0,0,1,0,6604165d
Arthur Melo,MF,Juventus,23,22,13,1157,12.9,1,0,3,0,48b3dd60
Alex Meret,GK,Napoli,23,22,22,1980,22.0,0,0,0,0,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,6,4,418,4.6,0,0,1,0,c730da00
Dries Mertens,FWMF,Napoli,33,29,18,1459,16.2,9,8,2,0,89b2c8a9
Junior Messias,MFFW,Crotone,29,36,36,3215,35.7,9,4,6,0,f49c4ae9
Petar Mićin,MF,Udinese,21,1,0,15,0.2,0,0,0,0,259deea9
Valentin Mihaila,FWMF,Parma,20,16,4,698,7.8,3,0,2,0,81a4c239
Nikola Milenković,DF,Fiorentina,22,34,34,3034,33.7,3,1,7,1,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,32,32,2746,30.5,8,9,4,0,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,5,5,450,5.0,0,0,0,1,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,3,0,21,0.2,0,0,0,0,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,25,4,675,7.5,4,2,0,0,a9aa0d1d
Antonio Mirante,GK,Roma,37,13,13,1153,12.8,0,0,2,0,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,34,30,2745,30.5,13,10,2,0,dd0daf32
Johan Mojica,DF,Atalanta,27,11,3,299,3.3,0,0,1,0,608f2092
Nahuel Molina,DF,Udinese,22,29,18,1828,20.3,2,5,1,0,23610943
Salvatore Molina,MFDF,Crotone,28,29,28,2315,25.7,1,4,1,0,54ab971f
Gabriele Moncini,FWMF,Benevento,24,10,4,357,4.0,0,0,0,0,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,2,0,4,0.0,0,0,0,0,dd52d069
Lorenzo Montipò,GK,Benevento,24,37,37,3330,37.0,0,0,3,0,c1d95617
Luca Mora,MF,Spezia,32,4,1,113,1.3,0,0,0,0,42fff925
Álvaro Morata,FW,Juventus,27,32,23,2014,22.4,11,9,3,1,129af0db
Raúl Moro,FW,Lazio,17,1,0,11,0.1,0,0,0,0,919dd4b1
Mert Müldür,DF,Sassuolo,21,28,18,1672,18.6,0,0,2,0,1295552e
Luis Muriel,FW,Atalanta,29,36,16,1436,16.0,22,7,0,0,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,27,7,832,9.2,1,0,1,0,0cadc46d
Nicola Murru,DF,Torino,25,14,7,569,6.3,0,0,0,0,d183e9d6
Mateo Musacchio,DF,Lazio,29,4,2,229,2.5,0,0,2,0,91899ca8
Mateo Musacchio,DF,Milan,29,1,0,34,0.4,0,0,0,0,91899ca8
Juan Musso,GK,Udinese,26,35,35,3147,35.0,0,0,5,0,a111cf41
Joakim Mæhle,DF,Atalanta,23,20,12,1216,13.5,0,2,0,0,c459a650
Radja Nainggolan,MF,Cagliari,32,22,22,1841,20.5,1,0,5,0,1f9328da
Radja Nainggolan,MF,Inter,32,4,0,46,0.5,0,0,0,0,1f9328da
Nahitan Nández,MFDF,Cagliari,24,32,31,2737,30.4,2,2,8,1,95facda1
Ilija Nestorovski,FWMF,Udinese,30,22,4,701,7.8,2,2,1,0,b1236c63
Nicolas Nkoulou,DF,Torino,30,18,16,1358,15.1,1,0,5,0,93cf32a8
Bram Nuytinck,DF,Udinese,30,20,19,1641,18.2,1,0,1,0,e33f36d5
Simeon Nwankwo,FW,Crotone,28,38,31,2943,32.7,20,2,1,0,80dbbd10
M'Bala Nzola,FW,Spezia,23,25,21,1896,21.1,11,3,5,0,a4948e67
Pedro Obiang,MF,Sassuolo,28,33,16,1469,16.3,0,1,4,1,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,5,0,45,0.5,0,2,0,0,97e8ea97
Stefano Okaka,FW,Udinese,30,22,17,1489,16.5,4,1,2,0,601ef102
Christian Oliva,MF,Cagliari,24,10,3,388,4.3,0,1,2,0,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,2,1,91,1.0,0,0,0,0,32a33c68
Jérôme Onguéné,DF,Genoa,22,4,1,181,2.0,0,0,0,0,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,34,21,1755,19.5,7,3,0,0,e14ec482
Victor Osimhen,FW,Napoli,21,24,16,1573,17.5,10,3,4,0,8c90fd7a
Yordan Osorio,DF,Parma,26,23,21,1809,20.1,0,0,2,0,4d17df3e
David Ospina,GK,Napoli,31,16,16,1440,16.0,0,1,2,0,82b1198a
Adam Ounas,FWMF,Crotone,23,15,15,1199,13.3,4,4,1,0,ed90babd
Adam Ounas,MFFW,Cagliari,23,7,3,308,3.4,0,0,0,0,ed90babd
Thomas Ouwejan,DF,Udinese,23,15,3,413,4.6,0,2,0,0,36d9dabe
Daniele Padelli,GK,Inter,34,1,0,45,0.5,0,0,0,0,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,1,0,13,0.1,0,0,0,0,ad84294f
Rodrigo Palacio,FW,Bologna,38,36,28,2502,27.8,5,5,5,0,8d8178ac
Alberto Paleari,GK,Genoa,27,3,2,206,2.3,0,0,0,0,94a3606c
Antonio Palumbo,MF,Sampdoria,23,1,0,7,0.1,0,0,0,0,33e98344
Martin Palumbo,MF,Udinese,18,3,1,63,0.7,0,0,0,0,f8d41a8c
Goran Pandev,FWMF,Genoa,37,29,15,1404,15.6,7,3,5,0,d711d04f
Ivor Pandur,GK,Hellas Verona,20,4,4,332,3.7,0,0,0,0,457cb02f
Vittorio Parigini,MFDF,Genoa,24,4,0,56,0.6,0,0,0,0,75efed2e
Marco Parolo,DFMF,Lazio,35,18,7,653,7.3,0,2,5,0,ed5886d2
Mario Pašalić,MF,Atalanta,25,25,10,1122,12.5,6,2,2,0,e599253a
Christian Pastina,DF,Benevento,19,3,0,121,1.3,0,1,1,0,38bf62b5
Javier Pastore,MFFW,Roma,31,5,0,82,0.9,0,0,0,0,881ef58c
Patric,DF,Lazio,27,25,18,1595,17.7,0,1,8,0,f7223718
Leonardo Pavoletti,FW,Cagliari,31,33,17,1584,17.6,4,3,8,0,d37b0350
Nehuén Paz,DF,Bologna,27,6,3,363,4.0,1,0,0,0,42b1a58a
Pedro,MFFW,Roma,33,27,20,1591,17.7,5,2,5,1,3ca7254a
João Pedro,FWMF,Cagliari,28,37,37,3253,36.1,16,3,4,0,81255c03
Gianluca Pegolo,GK,Sassuolo,39,1,1,90,1.0,0,0,0,0,f058ed1f
Graziano Pellè,FW,Parma,35,13,6,614,6.8,1,2,1,0,9654d8de
Lorenzo Pellegrini,MF,Roma,24,34,30,2598,28.9,7,6,10,0,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,11,7,639,7.1,0,1,2,0,3b61c9ec
Federico Peluso,DF,Sassuolo,36,7,2,207,2.3,0,0,1,0,4f2908e5
Andreas Pereira,FWMF,Lazio,24,26,3,543,6.0,1,2,7,1,6639e500
Pedro Pereira,DF,Crotone,22,35,29,2549,28.3,0,4,6,0,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,15,2,272,3.0,2,2,0,0,7ec7738e
Bruno Peres,DF,Roma,30,30,14,1427,15.9,1,2,6,0,852351df
Roberto Pereyra,MFFW,Udinese,29,34,34,2925,32.5,5,7,8,0,75f2c59f
Carles Pérez,MFFW,Roma,22,21,6,773,8.6,2,1,0,0,a8f21b9f
Mattia Perin,GK,Genoa,27,32,32,2879,32.0,0,0,1,1,4c62d0c8
Ivan Perišić,DFFW,Inter,31,32,20,1795,19.9,4,3,3,0,6fe90922
Matteo Pessina,MF,Atalanta,23,28,21,1645,18.3,2,2,2,0,780e3631
Andrea Petagna,FW,Napoli,25,26,9,964,10.7,4,3,0,0,03f946ed
Jacopo Petriccione,MF,Crotone,25,20,11,958,10.6,0,0,5,1,909bce7f
Jens Petter Hauge,FW,Milan,20,18,3,532,5.9,2,0,0,0,12c35abe
Germán Pezzella,DF,Fiorentina,29,32,32,2743,30.5,1,0,5,0,8c725b43
Giuseppe Pezzella,DF,Parma,22,24,21,1828,20.3,1,4,7,0,149c5f5d
Cristiano Piccini,DF,Atalanta,27,1,0,59,0.7,0,0,0,0,32c0491f
Roberto Piccoli,FW,Spezia,19,20,8,703,7.8,5,0,0,0,1cadaf34
Andrea Pinamonti,FW,Inter,21,8,1,169,1.9,1,0,0,0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,1,0,23,0.3,0,0,0,1,f6a06749
Fabio Pisacane,DF,Cagliari,34,5,2,228,2.5,0,0,1,0,56400c01
Marko Pjaca,FWMF,Genoa,25,35,15,1418,15.8,3,2,0,0,2c38b327
Tommaso Pobega,MF,Spezia,21,20,17,1229,13.7,6,0,6,0,55a1cac2
Andrea Poli,MF,Bologna,30,18,4,383,4.3,1,0,1,0,b3fd7075
Matteo Politano,FWMF,Napoli,26,37,22,1908,21.2,9,4,3,0,5e861944
Manolo Portanova,MFFW,Genoa,20,3,0,66,0.7,0,0,0,0,c8c0dccd
Manolo Portanova,MF,Juventus,20,2,1,70,0.8,0,0,1,0,c8c0dccd
Ivan Provedel,GK,Spezia,26,29,29,2610,29.0,0,0,1,0,277da414
Erick Pulgar,MF,Fiorentina,26,31,21,2002,22.2,1,3,8,0,4611e028
Ignacio Pussetto,FW,Udinese,24,11,9,754,8.4,3,1,2,0,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,33,25,2204,24.5,13,1,1,0,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,4,0,35,0.4,0,1,0,0,3688af6c
Adrien Rabiot,MF,Juventus,25,34,25,2313,25.7,4,2,7,1,8794e251
Ivan Radovanović,DFMF,Genoa,31,33,24,2232,24.8,0,0,6,0,023937a9
Ionuț Radu,GK,Inter,23,2,1,135,1.5,0,0,0,0,67f649be
Ștefan Radu,DF,Lazio,33,31,30,2458,27.3,0,3,2,0,53de807a
Rafael,GK,Spezia,38,3,2,207,2.3,0,1,0,0,dd06d56c
Antonio Raimondo,FW,Bologna,16,1,0,1,0.0,0,0,0,0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,25,10,969,10.8,0,4,5,0,2c851997
Aaron Ramsey,MF,Juventus,29,22,13,1089,12.1,2,4,2,0,ef619b0b
Andrea Ranocchia,DF,Inter,32,8,8,703,7.8,0,1,2,0,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,27,13,1232,13.7,6,0,1,0,6e058f06
Federico Ravaglia,GK,Bologna,20,4,4,360,4.0,0,0,0,0,6662d731
Ante Rebić,FW,Milan,26,27,20,1776,19.7,11,4,4,1,536cebe5
Arkadiusz Reca,DF,Crotone,25,30,28,2313,25.7,2,3,7,0,6213fd82
Vasco Regini,DF,Sampdoria,29,3,1,88,1.0,0,0,0,0,339c6ed4
Pepe Reina,GK,Lazio,37,29,29,2610,29.0,0,0,1,0,e358587b
Bryan Reynolds,DF,Roma,19,5,3,283,3.1,0,0,0,0,2306bf5c
Franck Ribéry,FW,Fiorentina,37,29,28,2149,23.9,2,6,6,1,f61c7c4e
Federico Ricci,FW,Sassuolo,26,1,0,4,0.0,0,0,0,0,524eb8c5
Giacomo Ricci,DF,Parma,23,3,0,67,0.7,0,0,0,0,cfb38237
Matteo Ricci,MF,Spezia,26,29,26,2229,24.8,0,2,5,0,3cf7dc7e
Tomás Rincón,MF,Torino,32,36,33,2846,31.6,1,1,10,1,f1cfc209
Andrea Rispoli,DF,Crotone,31,19,5,652,7.2,0,0,4,0,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,21,7,640,7.1,1,1,2,0,2bae5658
Ricardo Rodríguez,DF,Torino,27,16,15,1238,13.8,0,0,1,0,7f78ad23
Marko Rog,MF,Cagliari,25,14,14,1165,12.9,0,0,2,0,b6b2b820
Rogério,DF,Sassuolo,22,28,21,1877,20.9,0,1,4,0,10e7f486
Luis Rojas,MFFW,Crotone,18,7,0,104,1.2,0,0,1,0,11e0904f
Alessio Romagnoli,DF,Milan,25,22,21,1907,21.2,1,1,7,0,3ead85f9
Cristian Romero,DF,Atalanta,22,31,29,2545,28.3,2,2,10,0,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,33,31,2802,31.1,29,2,3,0,dea698d9
Marten de Roon,MF,Atalanta,29,35,33,3021,33.6,1,1,8,1,2a1beb34
Nicolò Rovella,MF,Genoa,18,20,12,1187,13.2,0,2,4,0,e58cbfd5
Amir Rrahmani,DF,Napoli,26,16,12,1094,12.2,1,0,2,0,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,7,1,205,2.3,0,0,0,0,90573602
Daniele Rugani,DF,Cagliari,26,16,12,1001,11.1,1,1,2,0,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,6,3,208,2.3,0,0,0,0,ae9898c5
Mário Rui,DF,Napoli,29,27,17,1669,18.5,0,2,4,0,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,33,29,2569,28.5,3,1,1,0,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,32,27,2016,22.4,2,4,7,1,ee251371
Jacopo Sala,DF,Spezia,28,6,4,375,4.2,0,0,1,0,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,21,7,755,8.4,2,0,3,0,0489bb30
Antonio Sanabria,FW,Torino,24,14,12,978,10.9,5,1,2,0,0a447501
Alexis Sánchez,FW,Inter,31,30,12,1146,12.7,7,5,0,0,2c0f8e9e
Alex Sandro,DF,Juventus,29,26,20,1858,20.6,2,1,2,0,0d82903c
Siriki Sanogo,MF,Benevento,18,1,0,10,0.1,0,0,0,0,ff120e44
Nicola Sansone,FWMF,Bologna,28,26,11,1169,13.0,2,2,2,0,7eb97a8e
Federico Santander,FW,Bologna,29,4,0,37,0.4,0,1,0,0,df85d472
Davide Santon,DF,Roma,29,10,7,586,6.5,0,1,3,0,88c89891
Samir Santos,DF,Udinese,25,30,24,2216,24.6,1,0,6,0,92b4758e
Riccardo Saponara,MF,Fiorentina,28,2,0,52,0.6,0,0,0,0,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,9,5,389,4.3,2,0,2,1,3bb7af3b
Marco Sau,MFFW,Benevento,32,24,9,785,8.7,4,2,1,1,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,26,13,1352,15.0,8,2,1,0,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,1,0,15,0.2,0,0,0,0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,29,26,2247,25.0,1,1,13,1,bd84fc61
Jerdy Schouten,MF,Bologna,23,34,28,2512,27.9,1,1,8,1,2cfae697
Matteo Scozzarella,MF,Parma,32,3,3,153,1.7,0,0,1,0,ea164f99
Simone Scuffet,GK,Udinese,24,1,1,90,1.0,0,0,0,0,41bd99ea
Jacopo Segre,MF,Torino,23,9,1,191,2.1,0,0,1,0,3cb132e6
Léo Sena,MF,Spezia,24,16,8,885,9.8,0,0,0,0,1de40dae
Stefano Sensi,MF,Inter,24,18,4,603,6.7,0,0,1,1,b70bde8f
Luigi Sepe,GK,Parma,29,36,36,3240,36.0,0,0,0,0,343f753a
Stephan El Shaarawy,MFFW,Roma,27,10,6,572,6.4,1,1,1,0,d3aaad90
Eldor Shomurodov,FW,Genoa,25,31,16,1677,18.6,8,1,1,0,57469b2d
Luca Siligardi,MFFW,Crotone,32,4,0,49,0.5,0,0,0,0,1cac99dc
Luca Siligardi,FWMF,Parma,32,2,0,34,0.4,0,0,0,0,1cac99dc
Adrien Silva,MF,Sampdoria,31,24,18,1599,17.8,1,1,8,1,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,34,34,3060,34.0,0,0,1,0,0d422df7
Giovanni Simeone,FW,Cagliari,25,33,19,1740,19.3,6,2,1,0,343c0d52
Wilfried Singo,DF,Torino,19,28,20,1854,20.6,1,2,4,1,8b609c34
Salvatore Sirigu,GK,Torino,33,32,32,2880,32.0,0,0,0,0,10dc46f0
Łukasz Skorupski,GK,Bologna,29,28,28,2520,28.0,0,0,1,0,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,26,12,1179,13.1,2,3,1,0,c50cee19
Milan Škriniar,DF,Inter,25,32,31,2777,30.9,3,0,1,0,30f5ffa9
Chris Smalling,DF,Roma,30,16,13,1111,12.3,0,1,3,0,b6964eb6
Simon Sohm,MF,Parma,19,18,8,899,10.0,1,0,1,0,a5f458d9
Roberto Soriano,MF,Bologna,29,37,37,3250,36.1,9,6,5,0,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,21,12,1184,13.2,2,1,3,0,94816803
Adama Soumaoro,DF,Bologna,28,20,19,1755,19.5,1,0,4,0,7b075c75
Leonardo Spinazzola,DF,Roma,27,27,25,2124,23.6,2,4,0,0,3626daea
Marco Sportiello,GK,Atalanta,28,15,13,1261,14.0,0,0,0,0,ac4003af
Mattia Sprocati,MFFW,Parma,27,1,0,22,0.2,0,0,0,0,bdd0692f
Thomas Strakosha,GK,Lazio,25,9,9,810,9.0,0,0,1,0,339fe0e8
Kevin Strootman,MF,Genoa,30,18,18,1314,14.6,0,4,7,0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,33,30,2638,29.3,2,0,0,0,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,10,4,423,4.7,0,0,5,0,2334478a
Stefano Sturaro,MF,Genoa,27,6,6,445,4.9,1,0,1,0,2334478a
Bosko Sutalo,DF,Atalanta,20,7,3,233,2.6,0,0,0,0,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,34,24,1852,20.6,5,2,8,1,92d83c27
Wojciech Szczęsny,GK,Juventus,30,30,30,2677,29.7,0,1,0,0,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,33,28,2304,25.6,1,0,6,0,8da74c05
Ciprian Tătărușanu,GK,Milan,34,1,1,90,1.0,0,0,0,0,b056e3da
Andrés Tello,DFMF,Benevento,23,17,2,413,4.6,1,0,3,0,5f951ef1
Hidde ter Avest,DF,Udinese,23,6,4,351,3.9,0,0,0,0,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,4,2,272,3.0,0,0,0,0,e1b0a70d
Claudio Terzi,DF,Spezia,36,25,22,1869,20.8,1,1,9,1,5570e6fb
Morten Thorsby,MF,Sampdoria,24,33,29,2648,29.4,3,1,10,0,d1b49282
Jeremy Toljan,DF,Sassuolo,25,26,18,1490,16.6,0,2,2,0,a96e5dc0
Rafael Tolói,DF,Atalanta,29,31,29,2537,28.2,2,0,9,0,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,31,31,2715,30.2,2,0,4,0,b3af9be1
Fikayo Tomori,DF,Milan,22,17,16,1466,16.3,1,0,0,0,7edfbb8a
Sandro Tonali,MF,Milan,20,25,17,1330,14.8,0,0,1,1,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,23,21,1782,19.8,1,0,11,0,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,6,1,170,1.9,1,0,0,0,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,6,0,74,0.8,0,0,1,0,2e0ae188
Chaka Traorè,FWDF,Parma,15,3,0,18,0.2,0,0,0,0,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,10,3,300,3.3,0,0,1,0,4571fa88
Alessandro Tuia,DF,Benevento,30,27,19,1765,19.6,1,0,6,0,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,2,1,50,0.6,0,0,0,0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,6,0,170,1.9,0,0,1,0,7cd520e8
Samir Ujkani,GK,Torino,32,1,1,90,1.0,0,0,0,0,96640846
Kacper Urbanski,FW,Bologna,15,1,0,2,0.0,0,0,0,0,2d9d9e42
Lautaro Valenti,DF,Parma,21,11,6,499,5.5,0,0,0,0,55db5c36
Borja Valero,MFFW,Fiorentina,35,20,4,491,5.5,0,0,3,0,0e21fc3c
Denis Vavro,DF,Lazio,24,1,0,32,0.4,0,0,0,0,08990838
Matías Vecino,MF,Inter,28,8,3,283,3.1,1,1,0,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,21,15,1316,14.6,2,2,1,0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,28,21,1757,19.5,0,1,3,0,983ff2c7
Daniele Verde,FW,Spezia,24,21,12,980,10.9,6,1,1,0,d3298c99
Simone Verdi,MFFW,Torino,28,33,17,1620,18.0,1,5,6,0,0375723e
Jordan Veretout,MF,Roma,27,29,25,2053,22.8,10,2,4,0,4a56052c
Edoardo Vergani,FW,Bologna,19,1,0,12,0.1,0,0,0,0,2873973b
Valerio Verre,FWMF,Sampdoria,26,27,12,998,11.1,3,3,3,0,33ecf462
Guglielmo Vicario,GK,Cagliari,23,4,4,360,4.0,0,0,0,0,77d6fd4d
Arturo Vidal,MF,Inter,33,23,14,1138,12.6,1,1,3,0,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,4,2,226,2.5,0,0,1,0,75e60d75
Luca Vignali,DF,Spezia,24,21,19,1590,17.7,0,0,4,1,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,31,11,1203,13.4,1,4,4,0,ec5dae45
Gonzalo Villar,MF,Roma,22,33,21,1859,20.7,0,1,7,0,bdc74a8f
Nicolas Viola,MF,Benevento,30,17,12,1036,11.5,5,2,1,0,45392b06
Dušan Vlahović,FW,Fiorentina,20,37,34,2923,32.5,21,3,1,0,79443529
Mërgim Vojvoda,DFFW,Torino,25,24,17,1359,15.1,2,2,4,0,be2706c0
Stefan de Vrij,DF,Inter,28,32,30,2734,30.4,1,0,2,0,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,1,0,1,0.0,0,0,0,0,bf4d31d3
Miloš Vulić,MF,Crotone,23,25,13,1305,14.5,1,1,2,0,5944af8f
Walace,MF,Udinese,25,30,23,2055,22.8,0,0,4,0,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,19,18,1618,18.0,0,1,1,0,217875a4
Maya Yoshida,DF,Sampdoria,31,32,25,2274,25.3,1,2,5,0,caffaf5a
Ashley Young,DF,Inter,35,26,16,1425,15.8,1,4,4,0,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,36,33,2609,29.0,5,5,6,0,d85c238b
Vasilios Zagaritis,DF,Parma,19,2,0,65,0.7,0,0,0,0,b4a3d61a
Miha Zajc,MF,Genoa,26,31,22,1863,20.7,1,3,4,0,83e4643e
Nicola Zalewski,MF,Roma,18,1,0,11,0.1,0,1,0,0,45191c29
