Player,Pos,Squad,Age,Cmp,Att,Cmp%,-9999
Brian Oddei,FW,Sassuolo,18,5,5,100.0,97e8ea97
Álvaro Odriozola,DF,Fiorentina,25,885,1030,85.9,1d1691ad
Stefano Okaka,FW,Udinese,31,4,5,80.0,601ef102
David Okereke,FWMF,Venezia,23,319,463,68.9,d125f22f
Christian Oliva,MF,Cagliari,25,28,33,84.8,d3b888e3
Sérgio Oliveira,MF,Roma,29,394,493,79.9,947e036f
Riccardo Orsolini,FWMF,Bologna,24,481,744,64.7,e14ec482
Victor Osimhen,FW,Napoli,22,232,338,68.6,8c90fd7a
David Ospina,GK,Napoli,32,816,979,83.4,82b1198a
Adam Ounas,MFFW,Napoli,24,158,204,77.5,ed90babd
Daniele Padelli,GK,Udinese,35,78,111,70.3,cf1c23d8
Simone Pafundi,FW,Udinese,15,10,12,83.3,8daee720
Martin Palumbo,FW,Juventus,19,1,2,50.0,f8d41a8c
Goran Pandev,FWMF,Genoa,38,167,236,70.8,d711d04f
Ivor Pandur,GK,Hellas Verona,21,52,68,76.5,457cb02f
Fabiano Parisi,DF,Empoli,20,585,777,75.3,0967845b
Mario Pašalić,MFFW,Atalanta,26,801,997,80.3,e599253a
Patric,DF,Lazio,28,1353,1452,93.2,f7223718
Rui Patrício,GK,Roma,33,831,1081,76.9,79b0d6a0
Leonardo Pavoletti,FW,Cagliari,32,313,487,64.3,d37b0350
Pedro,FW,Lazio,34,785,936,83.9,3ca7254a
João Pedro,FW,Cagliari,29,507,714,71.0,81255c03
Gianluca Pegolo,GK,Sassuolo,40,28,34,82.4,f058ed1f
Pietro Pellegri,FW,Torino,20,26,42,61.9,a44d3a3c
Pietro Pellegri,FW,Milan,20,12,19,63.2,a44d3a3c
Lorenzo Pellegrini,MF,Roma,25,776,1106,70.2,4a5a45c7
Luca Pellegrini,DF,Juventus,22,521,682,76.4,3b61c9ec
Federico Peluso,DF,Sassuolo,37,3,3,100.0,4f2908e5
Gastón Pereiro,FWMF,Cagliari,26,237,372,63.7,7ec7738e
Dor Peretz,MF,Venezia,26,175,234,74.8,e2a302a8
Roberto Pereyra,MFFW,Udinese,30,718,842,85.3,75f2c59f
Carles Pérez,MFFW,Roma,23,205,244,84.0,a8f21b9f
Nehuén Pérez,DF,Udinese,21,593,774,76.6,f7c491f1
Mattia Perin,GK,Juventus,28,111,135,82.2,4c62d0c8
Ivan Perišić,DF,Inter,32,1079,1510,71.5,6fe90922
Diego Perotti,MFFW,Salernitana,33,112,147,76.2,a40d5a0c
Mario Perrone,DF,Salernitana,18,7,10,70.0,6cd33e2a
Matteo Pessina,MFFW,Atalanta,24,718,880,81.6,780e3631
Andrea Petagna,FW,Napoli,26,114,162,70.4,03f946ed
Giuseppe Pezzella,DFMF,Atalanta,23,508,658,77.2,149c5f5d
Krzysztof Piątek,FW,Fiorentina,26,126,158,79.7,17f3620a
Roberto Piccoli,FW,Genoa,20,29,56,51.8,1cadaf34
Roberto Piccoli,FW,Atalanta,20,30,43,69.8,1cadaf34
Andrea Pinamonti,FW,Empoli,22,381,636,59.9,08aa9cd1
Carlo Pinsoglio,GK,Juventus,31,10,11,90.9,f6a06749
Riccardo Pinzi,FW,Udinese,17,0,1,0.0,5dafcdce
Marko Pjaca,MF,Torino,26,322,420,76.7,2c38b327
Tommaso Pobega,MF,Torino,22,918,1174,78.2,55a1cac2
Suf Podgoreanu,FW,Spezia,19,39,53,73.6,d697a2d0
Matteo Politano,FW,Napoli,27,542,776,69.8,5e861944
Manolo Portanova,FWMF,Genoa,21,181,323,56.0,c8c0dccd
Dennis Praet,MF,Torino,27,430,588,73.1,86695068
Mateusz Praszelik,MF,Hellas Verona,20,9,11,81.8,ec6773f5
Ivan Provedel,GK,Spezia,27,736,1199,61.4,277da414
Erick Pulgar,MF,Fiorentina,27,208,239,87.0,4611e028
Ignacio Pussetto,FWMF,Udinese,25,195,292,66.8,62437b4f
Niklas Pyyhtiä,MF,Bologna,17,20,24,83.3,88f53b75
Fabio Quagliarella,FW,Sampdoria,38,320,466,68.7,ee4f2f3b
Adrien Rabiot,MF,Juventus,26,862,1053,81.9,8794e251
Ivan Radovanović,DFMF,Salernitana,32,428,520,82.3,023937a9
Ionuț Radu,GK,Inter,24,19,23,82.6,67f649be
Ștefan Radu,DF,Lazio,34,268,330,81.2,53de807a
Boris Radunović,GK,Cagliari,25,55,100,55.0,0dfce079
Antonio Raimondo,FW,Bologna,17,6,10,60.0,ce1a6c7e
Aaron Ramsey,MF,Juventus,30,59,66,89.4,ef619b0b
Luca Ranieri,DF,Salernitana,22,698,993,70.3,8c63fae5
Andrea Ranocchia,DF,Inter,33,182,198,91.9,539230cf
Giacomo Raspadori,MFFW,Sassuolo,21,814,1045,77.9,6e058f06
Nicola Ravaglia,GK,Sampdoria,32,2,4,50.0,d7a35008
Ante Rebić,FW,Milan,27,182,299,60.9,536cebe5
Arkadiusz Reca,DF,Spezia,26,622,879,70.8,6213fd82
Pepe Reina,GK,Lazio,38,433,528,82.0,e358587b
Panagiotis Retsos,DF,Hellas Verona,22,14,22,63.6,4bd00a50
Bryan Reynolds,DF,Roma,20,2,2,100.0,2306bf5c
Franck Ribéry,MFFW,Salernitana,38,510,657,77.6,f61c7c4e
Samuele Ricci,MF,Torino,19,367,395,92.9,9823be92
Samuele Ricci,MF,Empoli,19,832,932,89.3,9823be92
Tomás Rincón,MF,Torino,33,73,89,82.0,f1cfc209
Tomás Rincón,MF,Sampdoria,33,480,576,83.3,f1cfc209
Ricardo Rodríguez,DF,Torino,28,1247,1469,84.9,7f78ad23
Marko Rog,MF,Cagliari,26,122,152,80.3,b6b2b820
Rogério,DF,Sassuolo,23,921,1131,81.4,10e7f486
Alessio Romagnoli,DF,Milan,26,893,999,89.4,3ead85f9
Simone Romagnoli,DF,Empoli,31,612,796,76.9,09899de8
Luka Romero,FW,Lazio,16,35,37,94.6,ca6edaa0
Sergio Romero,GK,Venezia,34,415,586,70.8,1e26e376
Cristiano Ronaldo,FW,Juventus,36,8,13,61.5,dea698d9
Marten de Roon,MFDF,Atalanta,30,1434,1690,84.9,2a1beb34
Francesco Rossi,GK,Atalanta,30,12,16,75.0,7b5f516f
Nicolò Rovella,MF,Genoa,19,762,977,78.0,e58cbfd5
Amir Rrahmani,DF,Napoli,27,1835,2015,91.1,4b3e1a38
Ruan,DF,Sassuolo,22,84,110,76.4,a378a02a
Daniele Rugani,DF,Juventus,27,497,547,90.9,14b8fcdf
Matteo Ruggeri,DF,Salernitana,19,198,302,65.6,ae9898c5
Mário Rui,DF,Napoli,30,2073,2461,84.2,0b5a292a
Fabián Ruiz Peña,MF,Napoli,25,1969,2196,89.7,c0c7ff58
Alessandro Russo,MF,Salernitana,17,3,6,50.0,7152082d
Stefano Sabelli,DF,Genoa,28,96,153,62.7,0ccac09c
Abdelhamid Sabiri,MFFW,Sampdoria,24,259,346,74.9,4830e0af
Alexis Saelemaekers,FW,Milan,22,681,869,78.4,ee251371
Jacopo Sala,MF,Spezia,29,407,473,86.0,da5a981b
Eddie Salcedo,MFFW,Spezia,19,100,148,67.6,0489bb30
Lazar Samardzic,MFFW,Udinese,19,200,258,77.5,217c93a1
Luigi Samele,FW,Sassuolo,19,2,3,66.7,548fea2f
Antonio Sanabria,FW,Torino,25,348,482,72.2,0a447501
Alexis Sánchez,FW,Inter,32,348,456,76.3,2c0f8e9e
Alex Sandro,DF,Juventus,30,918,1096,83.8,0d82903c
Nicola Sansone,FWMF,Bologna,29,236,336,70.2,7eb97a8e
Federico Santander,FWDF,Bologna,30,17,29,58.6,df85d472
Samir Santos,DF,Udinese,26,535,688,77.8,92b4758e
Riccardo Saponara,FW,Fiorentina,29,427,555,76.9,3bb7af3b
Giacomo Satalino,GK,Sassuolo,22,1,1,100.0,b1f0b916
Martin Satriano,FWMF,Inter,20,8,11,72.7,86383d0e
Giorgio Scalvini,DFMF,Atalanta,17,405,497,81.5,1e9aa637
Gianluca Scamacca,FW,Sassuolo,22,399,550,72.5,8790f988
Andrea Schiavone,MF,Salernitana,28,199,243,81.9,4b55eb4d
David Schnegg,DF,Venezia,22,57,87,65.5,1c341b14
Jerdy Schouten,MF,Bologna,24,665,791,84.1,2cfae697
Demba Seck,MFFW,Torino,20,34,43,79.1,16463a79
Adrian Šemper,GK,Genoa,23,20,37,54.1,f02dde20
Stefano Sensi,MFFW,Sampdoria,25,319,392,81.4,b70bde8f
Stefano Sensi,MFFW,Inter,25,113,129,87.6,b70bde8f
Luigi Sepe,GK,Salernitana,30,398,566,70.3,343f753a
Laurens Serpe,DF,Genoa,20,26,31,83.9,79d60e74
Stephan El Shaarawy,FWDF,Roma,28,482,583,82.7,d3aaad90
Aimar Sher,MF,Spezia,18,19,21,90.5,ef301f96
Eldor Shomurodov,FWMF,Roma,26,152,225,67.6,57469b2d
Alassane Sidibe,MF,Atalanta,19,1,2,50.0,f944979d
Arnór Sigurðsson,FWMF,Venezia,22,39,53,73.6,f209b81e
Adrien Silva,MF,Sampdoria,32,512,603,84.9,d6f88a1d
Marco Silvestri,GK,Udinese,30,642,942,68.2,0d422df7
Giovanni Simeone,FW,Hellas Verona,26,465,679,68.5,343c0d52
Giovanni Simeone,FW,Cagliari,26,2,4,50.0,343c0d52
Wilfried Singo,DF,Torino,20,1065,1397,76.2,8b609c34
Salvatore Sirigu,GK,Genoa,34,777,1182,65.7,10dc46f0
Leo Skiri Østigård,DF,Genoa,21,392,556,70.5,b35a7399
Łukasz Skorupski,GK,Bologna,30,944,1253,75.3,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,21,304,400,76.0,c50cee19
Milan Škriniar,DF,Inter,26,1982,2134,92.9,30f5ffa9
Chris Smalling,DF,Roma,31,932,1053,88.5,b6964eb6
Brandon Soppy,DFMF,Udinese,19,167,236,70.8,28f66c2e
Roberto Soriano,MF,Bologna,30,1019,1270,80.2,9d4c45d6
Riccardo Sottil,FW,Fiorentina,22,296,386,76.7,94816803
Matìas Soulé,FW,Juventus,18,7,7,100.0,c13ddd3e
Adama Soumaoro,DF,Bologna,29,930,1043,89.2,7b075c75
Leonardo Spinazzola,DF,Roma,28,63,74,85.1,3626daea
Marco Sportiello,GK,Atalanta,29,104,135,77.0,ac4003af
Luca Stanga,DF,Milan,19,2,2,100.0,2967bcd0
Riccardo Stivanello,DF,Bologna,17,9,12,75.0,90e1d9dc
Petar Stojanović,DF,Empoli,25,1337,1721,77.7,13b44b02
Thomas Strakosha,GK,Lazio,26,614,737,83.3,339fe0e8
Stefan Strandberg,DF,Salernitana,31,432,530,81.5,6d5e62b0
Dávid Strelec,FWMF,Spezia,20,99,141,70.2,2cb9486d
Kevin Strootman,MF,Cagliari,31,297,368,80.7,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,30,206,277,74.4,f91e81c9
Leo Štulac,MF,Empoli,26,379,483,78.5,92948398
Stefano Sturaro,MF,Genoa,28,376,607,61.9,2334478a
Isaac Success,FWMF,Udinese,25,173,277,62.5,f573a8bf
Vladyslav Supriaha,FW,Sampdoria,21,3,4,75.0,73affbb6
Bosko Sutalo,DF,Hellas Verona,21,369,482,76.6,1d0bb7e4
Mattias Svanberg,MF,Bologna,22,766,1037,73.9,92d83c27
Michael Svoboda,DF,Venezia,22,508,623,81.5,8abd174d
Wojciech Szczęsny,GK,Juventus,31,830,1011,82.1,01b8a2b2
Adrien Tameze,MFDF,Hellas Verona,27,1028,1295,79.4,8da74c05
Ciprian Tătărușanu,GK,Milan,35,160,204,78.4,b056e3da
Filippo Terracciano,DF,Hellas Verona,18,3,5,60.0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,31,1217,1531,79.5,e1b0a70d
Aleksa Terzić,DF,Fiorentina,21,196,238,82.4,3ef0a2d7
Tanner Tessmann,MF,Venezia,19,164,227,72.2,ac277993
Arthur Theate,DF,Bologna,21,1231,1487,82.8,df8d6029
Morten Thorsby,MF,Sampdoria,25,705,992,71.1,d1b49282
Jeremy Toljan,DF,Sassuolo,26,741,845,87.7,a96e5dc0
Rafael Tolói,DF,Atalanta,30,772,944,81.8,c56dc39e
Takehiro Tomiyasu,DF,Bologna,22,3,3,100.0,b3af9be1
Fikayo Tomori,DF,Milan,23,1524,1742,87.5,7edfbb8a
Sandro Tonali,MF,Milan,21,1213,1486,81.6,0db169ae
Lorenzo Tonelli,DF,Empoli,31,463,560,82.7,8cc29864
Ernesto Torregrossa,FW,Sampdoria,29,30,42,71.4,bf39bdec
Lucas Torreira,MF,Fiorentina,25,1193,1368,87.2,52611641
Abdoulaye Touré,MF,Genoa,27,130,172,75.6,ef7cd87a
Simone Trimboli,MF,Sampdoria,19,44,49,89.8,f5f21026
Axel Tuanzebe,DF,Napoli,23,4,4,100.0,2baec6ce
Iyenoma Udogie,DF,Udinese,18,701,888,78.9,7cd520e8
Maximilian Ullmann,DF,Venezia,25,44,68,64.7,caaf2ed1
Kacper Urbanski,MF,Bologna,16,15,21,71.4,2d9d9e42
Antonio Vacca,MF,Venezia,31,600,703,85.3,444c89d9
Zinho Vanheusden,DF,Genoa,22,333,421,79.1,afbf187b
Johan Vásquez,DF,Genoa,22,829,1178,70.4,5eaed77a
Denis Vavro,DF,Lazio,25,6,6,100.0,08990838
Matías Vecino,MF,Inter,29,152,206,73.8,44ac04e9
Miguel Veloso,MF,Hellas Verona,35,725,922,78.6,ab1ca213
Lorenzo Venuti,DF,Fiorentina,26,909,1046,86.9,983ff2c7
Daniele Verde,FWMF,Spezia,25,576,826,69.7,d3298c99
Simone Verdi,MFFW,Torino,29,9,16,56.3,0375723e
Simone Verdi,FWMF,Salernitana,29,224,333,67.3,0375723e
Jordan Veretout,MF,Roma,28,1215,1440,84.4,4a56052c
Edoardo Vergani,FWMF,Salernitana,20,13,25,52.0,2873973b
Valerio Verre,MFFW,Sampdoria,27,149,223,66.8,33ecf462
Valerio Verre,MF,Empoli,27,122,165,73.9,33ecf462
Freddie Veseli,DF,Salernitana,28,170,211,80.6,d541e703
Guglielmo Vicario,GK,Empoli,24,1042,1325,78.6,77d6fd4d
Arturo Vidal,MF,Inter,34,498,575,86.6,67cdbc0e
Ronaldo Vieira,MF,Sampdoria,23,,,,75e60d75
Luca Vignali,DFMF,Spezia,25,42,51,82.4,c1e8e74e
Emanuel Vignato,MFDF,Bologna,20,341,406,84.0,ec5dae45
Matías Viña,DFFW,Roma,23,658,838,78.5,08eb3b58
Nicolas Viola,MF,Bologna,31,44,64,68.8,45392b06
Mattia Viti,DF,Empoli,19,568,679,83.7,75438a9a
Dušan Vlahović,FW,Fiorentina,21,270,395,68.4,79443529
Dušan Vlahović,FW,Juventus,21,154,231,66.7,79443529
Mërgim Vojvoda,DF,Torino,26,904,1164,77.7,be2706c0
Cristian Volpato,FWMF,Roma,17,20,26,76.9,72f87f25
Stefan de Vrij,DF,Inter,29,1439,1571,91.6,d0d8dd44
Walace,MF,Udinese,26,1373,1661,82.7,26db8853
Sebastian Walukiewicz,DF,Cagliari,21,152,171,88.9,217875a4
Magnus Warming,MFFW,Torino,21,11,22,50.0,55e098cd
Kelvin Yeboah,FWMF,Genoa,21,113,178,63.5,ea0893d6
Gerard Yepes,MFDF,Sampdoria,18,19,21,90.5,ee9040b4
Maya Yoshida,DF,Sampdoria,32,814,966,84.3,caffaf5a
Mattia Zaccagni,MF,Hellas Verona,26,56,70,80.0,d85c238b
Mattia Zaccagni,FW,Lazio,26,592,740,80.0,d85c238b
Denis Zakaria,MF,Juventus,24,129,168,76.8,384d58d9
Nicola Zalewski,DF,Roma,19,397,507,78.3,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,25,1086,1216,89.3,6bb2c084
Nicolò Zaniolo,FWMF,Roma,22,356,523,68.1,9907b1c8
Alessandro Zanoli,DF,Napoli,20,231,286,80.8,3b12b11f
Mattia Zanotti,DF,Inter,18,12,12,100.0,875d65d1
Duván Zapata,FW,Atalanta,30,407,548,74.3,d3de9af0
Gabriele Zappa,DF,Cagliari,21,454,609,74.5,ca3db240
Davide Zappacosta,DF,Atalanta,29,1238,1503,82.4,7fe90ccd
Simone Zaza,FWDF,Torino,30,31,42,73.8,9592289a
Marvin Zeegelaar,DF,Udinese,30,246,319,77.1,8abd0c03
Piotr Zieliński,MF,Napoli,27,954,1150,83.0,a5296e55
David Zima,DF,Torino,20,516,611,84.5,acf7e795
Jeroen Zoet,GK,Spezia,30,180,236,76.3,cc1a0c57
Nadir Zortea,DFMF,Salernitana,22,310,484,64.0,82598b71
Petar Zovko,GK,Spezia,19,7,10,70.0,54f6afe3
Szymon Żurkowski,MF,Empoli,23,702,901,77.9,4e1d5e59
Milan Đurić,FW,Salernitana,31,407,681,59.8,405f6586
Filip Đuričić,MFFW,Sassuolo,29,179,224,79.9,eccbe56a
