Player,Pos,Squad,Age,Cmp,Att,Cmp%,-9999
Simeon Nwankwo,FW,Crotone,28,534,698,76.5,80dbbd10
M'Bala Nzola,FW,Spezia,23,388,464,83.6,a4948e67
Pedro Obiang,MF,Sassuolo,28,811,913,88.8,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,15,23,65.2,97e8ea97
Stefano Okaka,FW,Udinese,30,239,307,77.9,601ef102
Christian Oliva,MF,Cagliari,24,153,189,81.0,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,26,29,89.7,32a33c68
Jérôme Onguéné,DF,Genoa,22,83,101,82.2,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,458,724,63.3,e14ec482
Victor Osimhen,FW,Napoli,21,171,249,68.7,8c90fd7a
Yordan Osorio,DF,Parma,26,1017,1154,88.1,4d17df3e
David Ospina,GK,Napoli,31,453,545,83.1,82b1198a
Adam Ounas,FWMF,Crotone,23,384,497,77.3,ed90babd
Adam Ounas,MFFW,Cagliari,23,83,122,68.0,ed90babd
Thomas Ouwejan,DF,Udinese,23,151,246,61.4,36d9dabe
Daniele Padelli,GK,Inter,34,13,13,100.0,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,1,3,33.3,ad84294f
Rodrigo Palacio,FW,Bologna,38,721,972,74.2,8d8178ac
Alberto Paleari,GK,Genoa,27,53,78,67.9,94a3606c
Antonio Palumbo,MF,Sampdoria,23,1,1,100.0,33e98344
Martin Palumbo,MF,Udinese,18,5,12,41.7,f8d41a8c
Goran Pandev,FWMF,Genoa,37,337,446,75.6,d711d04f
Ivor Pandur,GK,Hellas Verona,20,57,102,55.9,457cb02f
Vittorio Parigini,MFDF,Genoa,24,14,27,51.9,75efed2e
Marco Parolo,DFMF,Lazio,35,299,363,82.4,ed5886d2
Mario Pašalić,MF,Atalanta,25,576,674,85.5,e599253a
Christian Pastina,DF,Benevento,19,56,67,83.6,38bf62b5
Javier Pastore,MFFW,Roma,31,53,60,88.3,881ef58c
Patric,DF,Lazio,27,1054,1229,85.8,f7223718
Leonardo Pavoletti,FW,Cagliari,31,282,409,68.9,d37b0350
Nehuén Paz,DF,Bologna,27,196,236,83.1,42b1a58a
Pedro,MFFW,Roma,33,479,616,77.8,3ca7254a
João Pedro,FWMF,Cagliari,28,683,945,72.3,81255c03
Gianluca Pegolo,GK,Sassuolo,39,21,22,95.5,f058ed1f
Graziano Pellè,FW,Parma,35,150,196,76.5,9654d8de
Lorenzo Pellegrini,MF,Roma,24,1089,1429,76.2,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,218,313,69.6,3b61c9ec
Federico Peluso,DF,Sassuolo,36,151,166,91.0,4f2908e5
Andreas Pereira,FWMF,Lazio,24,187,286,65.4,6639e500
Pedro Pereira,DF,Crotone,22,673,910,74.0,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,102,137,74.5,7ec7738e
Bruno Peres,DF,Roma,30,629,767,82.0,852351df
Roberto Pereyra,MFFW,Udinese,29,1070,1262,84.8,75f2c59f
Carles Pérez,MFFW,Roma,22,236,306,77.1,a8f21b9f
Mattia Perin,GK,Genoa,27,752,1161,64.8,4c62d0c8
Ivan Perišić,DFFW,Inter,31,576,815,70.7,6fe90922
Matteo Pessina,MF,Atalanta,23,788,951,82.9,780e3631
Andrea Petagna,FW,Napoli,25,186,232,80.2,03f946ed
Jacopo Petriccione,MF,Crotone,25,425,506,84.0,909bce7f
Jens Petter Hauge,FW,Milan,20,155,196,79.1,12c35abe
Germán Pezzella,DF,Fiorentina,29,1000,1181,84.7,8c725b43
Giuseppe Pezzella,DF,Parma,22,766,997,76.8,149c5f5d
Cristiano Piccini,DF,Atalanta,27,14,18,77.8,32c0491f
Roberto Piccoli,FW,Spezia,19,90,137,65.7,1cadaf34
Andrea Pinamonti,FW,Inter,21,37,52,71.2,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,10,11,90.9,f6a06749
Fabio Pisacane,DF,Cagliari,34,82,97,84.5,56400c01
Marko Pjaca,FWMF,Genoa,25,416,498,83.5,2c38b327
Tommaso Pobega,MF,Spezia,21,342,449,76.2,55a1cac2
Andrea Poli,MF,Bologna,30,191,213,89.7,b3fd7075
Matteo Politano,FWMF,Napoli,26,659,871,75.7,5e861944
Manolo Portanova,MFFW,Genoa,20,18,24,75.0,c8c0dccd
Manolo Portanova,MF,Juventus,20,18,20,90.0,c8c0dccd
Ivan Provedel,GK,Spezia,26,1042,1404,74.2,277da414
Erick Pulgar,MF,Fiorentina,26,933,1152,81.0,4611e028
Ignacio Pussetto,FW,Udinese,24,118,185,63.8,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,362,526,68.8,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,5,9,55.6,3688af6c
Adrien Rabiot,MF,Juventus,25,1297,1450,89.4,8794e251
Ivan Radovanović,DFMF,Genoa,31,968,1140,84.9,023937a9
Ionuț Radu,GK,Inter,23,54,56,96.4,67f649be
Ștefan Radu,DF,Lazio,33,1355,1635,82.9,53de807a
Rafael,GK,Spezia,38,78,107,72.9,dd06d56c
Antonio Raimondo,FW,Bologna,16,0,1,0.0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,350,490,71.4,2c851997
Aaron Ramsey,MF,Juventus,29,622,728,85.4,ef619b0b
Andrea Ranocchia,DF,Inter,32,468,496,94.4,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,269,354,76.0,6e058f06
Federico Ravaglia,GK,Bologna,20,116,137,84.7,6662d731
Ante Rebić,FW,Milan,26,290,472,61.4,536cebe5
Arkadiusz Reca,DF,Crotone,25,718,1029,69.8,6213fd82
Vasco Regini,DF,Sampdoria,29,35,40,87.5,339c6ed4
Pepe Reina,GK,Lazio,37,924,1131,81.7,e358587b
Bryan Reynolds,DF,Roma,19,122,148,82.4,2306bf5c
Franck Ribéry,FW,Fiorentina,37,768,882,87.1,f61c7c4e
Federico Ricci,FW,Sassuolo,26,4,4,100.0,524eb8c5
Giacomo Ricci,DF,Parma,23,20,25,80.0,cfb38237
Matteo Ricci,MF,Spezia,26,1418,1667,85.1,3cf7dc7e
Tomás Rincón,MF,Torino,32,1141,1373,83.1,f1cfc209
Andrea Rispoli,DF,Crotone,31,224,324,69.1,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,108,149,72.5,2bae5658
Ricardo Rodríguez,DF,Torino,27,600,719,83.4,7f78ad23
Marko Rog,MF,Cagliari,25,541,619,87.4,b6b2b820
Rogério,DF,Sassuolo,22,1061,1268,83.7,10e7f486
Luis Rojas,MFFW,Crotone,18,36,46,78.3,11e0904f
Alessio Romagnoli,DF,Milan,25,920,1029,89.4,3ead85f9
Cristian Romero,DF,Atalanta,22,1134,1315,86.2,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,838,1078,77.7,dea698d9
Marten de Roon,MF,Atalanta,29,1865,2205,84.6,2a1beb34
Nicolò Rovella,MF,Genoa,18,710,844,84.1,e58cbfd5
Amir Rrahmani,DF,Napoli,26,545,600,90.8,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,49,72,68.1,90573602
Daniele Rugani,DF,Cagliari,26,402,508,79.1,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,94,119,79.0,ae9898c5
Mário Rui,DF,Napoli,29,1133,1386,81.7,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,1884,2110,89.3,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,679,860,79.0,ee251371
Jacopo Sala,DF,Spezia,28,237,280,84.6,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,181,270,67.0,0489bb30
Antonio Sanabria,FW,Torino,24,195,260,75.0,0a447501
Alexis Sánchez,FW,Inter,31,398,515,77.3,2c0f8e9e
Alex Sandro,DF,Juventus,29,1208,1421,85.0,0d82903c
Siriki Sanogo,MF,Benevento,18,8,8,100.0,ff120e44
Nicola Sansone,FWMF,Bologna,28,412,533,77.3,7eb97a8e
Federico Santander,FW,Bologna,29,13,19,68.4,df85d472
Davide Santon,DF,Roma,29,246,281,87.5,88c89891
Samir Santos,DF,Udinese,25,1132,1317,86.0,92b4758e
Riccardo Saponara,MF,Fiorentina,28,37,41,90.2,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,108,139,77.7,3bb7af3b
Marco Sau,MFFW,Benevento,32,182,268,67.9,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,226,349,64.8,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,1,1,100.0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,1091,1353,80.6,bd84fc61
Jerdy Schouten,MF,Bologna,23,1206,1395,86.5,2cfae697
Matteo Scozzarella,MF,Parma,32,84,106,79.2,ea164f99
Simone Scuffet,GK,Udinese,24,19,28,67.9,41bd99ea
Jacopo Segre,MF,Torino,23,94,106,88.7,3cb132e6
Léo Sena,MF,Spezia,24,543,624,87.0,1de40dae
Stefano Sensi,MF,Inter,24,354,432,81.9,b70bde8f
Luigi Sepe,GK,Parma,29,1147,1445,79.4,343f753a
Stephan El Shaarawy,MFFW,Roma,27,186,240,77.5,d3aaad90
Eldor Shomurodov,FW,Genoa,25,329,483,68.1,57469b2d
Luca Siligardi,MFFW,Crotone,32,15,20,75.0,1cac99dc
Luca Siligardi,FWMF,Parma,32,11,19,57.9,1cac99dc
Adrien Silva,MF,Sampdoria,31,822,948,86.7,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,440,963,45.7,0d422df7
Giovanni Simeone,FW,Cagliari,25,255,346,73.7,343c0d52
Wilfried Singo,DF,Torino,19,723,963,75.1,8b609c34
Salvatore Sirigu,GK,Torino,33,711,1006,70.7,10dc46f0
Łukasz Skorupski,GK,Bologna,29,747,959,77.9,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,407,546,74.5,c50cee19
Milan Škriniar,DF,Inter,25,2009,2182,92.1,30f5ffa9
Chris Smalling,DF,Roma,30,620,684,90.6,b6964eb6
Simon Sohm,MF,Parma,19,354,424,83.5,a5f458d9
Roberto Soriano,MF,Bologna,29,1222,1507,81.1,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,281,382,73.6,94816803
Adama Soumaoro,DF,Bologna,28,822,925,88.9,7b075c75
Leonardo Spinazzola,DF,Roma,27,957,1227,78.0,3626daea
Marco Sportiello,GK,Atalanta,28,315,376,83.8,ac4003af
Mattia Sprocati,MFFW,Parma,27,4,4,100.0,bdd0692f
Thomas Strakosha,GK,Lazio,25,294,344,85.5,339fe0e8
Kevin Strootman,MF,Genoa,30,683,849,80.4,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,1022,1314,77.8,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,137,183,74.9,2334478a
Stefano Sturaro,MF,Genoa,27,165,236,69.9,2334478a
Bosko Sutalo,DF,Atalanta,20,128,165,77.6,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,512,653,78.4,92d83c27
Wojciech Szczęsny,GK,Juventus,30,919,1016,90.5,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,802,1014,79.1,8da74c05
Ciprian Tătărușanu,GK,Milan,34,24,26,92.3,b056e3da
Andrés Tello,DFMF,Benevento,23,133,191,69.6,5f951ef1
Hidde ter Avest,DF,Udinese,23,148,205,72.2,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,49,88,55.7,e1b0a70d
Claudio Terzi,DF,Spezia,36,1125,1348,83.5,5570e6fb
Morten Thorsby,MF,Sampdoria,24,737,986,74.7,d1b49282
Jeremy Toljan,DF,Sassuolo,25,791,896,88.3,a96e5dc0
Rafael Tolói,DF,Atalanta,29,1394,1698,82.1,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,1366,1677,81.5,b3af9be1
Fikayo Tomori,DF,Milan,22,810,918,88.2,7edfbb8a
Sandro Tonali,MF,Milan,20,630,772,81.6,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,742,913,81.3,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,32,43,74.4,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,11,16,68.8,2e0ae188
Chaka Traorè,FWDF,Parma,15,6,10,60.0,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,75,116,64.7,4571fa88
Alessandro Tuia,DF,Benevento,30,626,809,77.4,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,2,2,100.0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,102,122,83.6,7cd520e8
Samir Ujkani,GK,Torino,32,23,27,85.2,96640846
Kacper Urbanski,FW,Bologna,15,6,7,85.7,2d9d9e42
Lautaro Valenti,DF,Parma,21,271,336,80.7,55db5c36
Borja Valero,MFFW,Fiorentina,35,268,296,90.5,0e21fc3c
Denis Vavro,DF,Lazio,24,16,16,100.0,08990838
Matías Vecino,MF,Inter,28,103,126,81.7,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,606,798,75.9,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,567,780,72.7,983ff2c7
Daniele Verde,FW,Spezia,24,317,411,77.1,d3298c99
Simone Verdi,MFFW,Torino,28,491,735,66.8,0375723e
Jordan Veretout,MF,Roma,27,1071,1268,84.5,4a56052c
Edoardo Vergani,FW,Bologna,19,2,2,100.0,2873973b
Valerio Verre,FWMF,Sampdoria,26,371,530,70.0,33ecf462
Guglielmo Vicario,GK,Cagliari,23,73,106,68.9,77d6fd4d
Arturo Vidal,MF,Inter,33,645,753,85.7,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,,,,75e60d75
Luca Vignali,DF,Spezia,24,922,1167,79.0,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,526,713,73.8,ec5dae45
Gonzalo Villar,MF,Roma,22,1173,1307,89.7,bdc74a8f
Nicolas Viola,MF,Benevento,30,333,500,66.6,45392b06
Dušan Vlahović,FW,Fiorentina,20,394,616,64.0,79443529
Mërgim Vojvoda,DFFW,Torino,25,589,768,76.7,be2706c0
Stefan de Vrij,DF,Inter,28,1842,1967,93.6,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,2,2,100.0,bf4d31d3
Miloš Vulić,MF,Crotone,23,442,577,76.6,5944af8f
Walace,MF,Udinese,25,1027,1165,88.2,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,702,823,85.3,217875a4
Maya Yoshida,DF,Sampdoria,31,1035,1219,84.9,caffaf5a
Ashley Young,DF,Inter,35,542,679,79.8,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,648,943,68.7,d85c238b
Vasilios Zagaritis,DF,Parma,19,41,50,82.0,b4a3d61a
Miha Zajc,MF,Genoa,26,851,1071,79.5,83e4643e
Nicola Zalewski,MF,Roma,18,6,7,85.7,45191c29
Niccolò Zanellato,MF,Crotone,22,607,764,79.5,741e058f
Cristián Zapata,DF,Genoa,33,429,494,86.8,b1deecf8
Duván Zapata,FW,Atalanta,29,614,817,75.2,d3de9af0
Gabriele Zappa,DF,Cagliari,20,1003,1313,76.4,ca3db240
Davide Zappacosta,DF,Genoa,28,859,1090,78.8,7fe90ccd
Simone Zaza,FW,Torino,29,231,325,71.1,9592289a
Marvin Zeegelaar,DF,Udinese,29,585,771,75.9,8abd0c03
Piotr Zieliński,MF,Napoli,26,1031,1247,82.7,a5296e55
Joshua Zirkzee,FWMF,Parma,19,21,34,61.8,028e70b9
Jeroen Zoet,GK,Spezia,29,229,307,74.6,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,701,901,77.8,eccbe56a
