Player,Pos,Squad,Age,SCA,-9999
Charlie Taylor,DF,Burnley,27,52,cc2d7ad5
Nathan Tella,MFFW,Southampton,22,23,f1e94cd6
Alex Telles,DF,Manchester Utd,28,51,e73c9bb2
Luke Thomas,DF,Leicester City,20,28,fc027d02
Dominic Thompson,DF,Brentford,21,1,235a62f8
Youri Tielemans,MF,Leicester City,24,101,56f7a928
Kieran Tierney,DF,Arsenal,24,44,fce2302c
Takehiro Tomiyasu,DF,Arsenal,22,34,b3af9be1
James Tomkins,DF,Crystal Palace,32,3,e7ca0439
Ivan Toney,FW,Brentford,25,94,e09f279b
Ferrán Torres,FW,Manchester City,21,5,9e1035f8
Cenk Tosun,MF,Everton,30,0,9a104dee
Andros Townsend,MFFW,Everton,30,55,b28bbd58
Adama Traoré,FWMF,Wolves,25,60,9a28eba4
Bertrand Traoré,MFFW,Aston Villa,25,11,c47541e0
Trézéguet,FW,Aston Villa,26,1,3ae14ed1
Francisco Trincão,FWMF,Wolves,21,44,77e39b04
Kieran Trippier,DF,Newcastle Utd,30,11,21512407
William Troost-Ekong,DF,Watford,27,6,7ed4921e
Leandro Trossard,FWMF,Brighton,26,113,38ceb24a
Kostas Tsimikas,DF,Liverpool,25,42,f315ca93
Axel Tuanzebe,DF,Aston Villa,23,2,2baec6ce
Ozan Tufan,MF,Watford,26,6,17d45fb2
Christos Tzolis,FWMF,Norwich City,19,12,9f333379
Yan Valery,DF,Southampton,22,1,531a4aa8
Virgil van Dijk,DF,Liverpool,30,31,e06683ca
Raphaël Varane,DF,Manchester Utd,28,9,9f8e9423
Jamie Vardy,FW,Leicester City,34,39,45963054
Joël Veltman,DF,Brighton,29,44,dad4b285
Jannik Vestergaard,DF,Leicester City,28,3,1900032e
Nikola Vlašić,FWMF,West Ham,23,22,aa8e289e
Matěj Vydra,FW,Burnley,29,14,0d4ceb32
Theo Walcott,MFFW,Southampton,32,5,1ecb65be
Kyle Walker,DF,Manchester City,31,45,86dd77d1
Kyle Walker-Peters,DF,Southampton,24,70,984a5a64
Aaron Wan-Bissaka,DF,Manchester Utd,23,35,9e525177
Danny Ward,GK,Leicester City,28,0,d3ce0e89
Joel Ward,DF,Crystal Palace,31,18,8a7ff278
James Ward-Prowse,MF,Southampton,26,132,3515d404
Ollie Watkins,FW,Aston Villa,25,82,aed3a70f
Adam Webster,DF,Brighton,26,18,c40b6180
Wout Weghorst,FW,Burnley,28,41,c4e87b8b
Danny Welbeck,FWMF,Brighton,30,38,ce5143da
Timo Werner,FWMF,Chelsea,25,30,49fe9070
Ashley Westwood,MF,Burnley,31,64,495945ef
Ben White,DF,Arsenal,23,33,35e413f1
Brandon Williams,DF,Norwich City,20,44,5e74d6c8
Neco Williams,DF,Liverpool,20,2,dd323728
Joe Willock,MF,Newcastle Utd,21,51,a3b03921
Callum Wilson,FW,Newcastle Utd,29,25,c596fcb0
Harry Winks,MF,Tottenham,25,29,2f7acede
Yoane Wissa,FW,Brentford,24,27,2500cef9
Chris Wood,FW,Burnley,29,21,4e9a0555
Chris Wood,FW,Newcastle Utd,29,25,4e9a0555
Freddie Woodman,GK,Newcastle Utd,24,0,19e50035
Granit Xhaka,MFDF,Arsenal,28,87,e61b8aee
Andriy Yarmolenko,FWMF,West Ham,31,9,849c826a
Ashley Young,DFFW,Aston Villa,36,31,be927d03
Nathan Young-Coombes,MF,Brentford,18,0,f9682888
Wilfried Zaha,FW,Crystal Palace,28,111,b2bc3b1f
Christoph Zimmermann,DF,Norwich City,28,1,2d5f03bf
Oleksandr Zinchenko,DF,Manchester City,24,46,51cf8561
Hakim Ziyech,MFFW,Chelsea,28,67,6622454d
Kurt Zouma,DF,West Ham,26,9,ce4246f5
Martin Ødegaard,MFFW,Arsenal,22,159,79300479
